measurement,region_id,timestamp,value,extra_data
Pressure.mean,RG,2018-11-20,994.2541666666663,"{""rings"": 1}"
Pressure.mean,RH,2018-11-20,1001.4479166666665,"{""rings"": 2}"
Pressure.mean,RM,2018-11-20,1005.6,"{""rings"": 3}"
Pressure.mean,S,2018-11-20,1004.9166666666699,"{""rings"": 1}"
Pressure.mean,SA,2018-11-20,993.2875,"{""rings"": 2}"
Pressure.mean,SE,2018-11-20,1005.6,"{""rings"": 2}"
Pressure.mean,SG,2018-11-20,1008.364583333335,"{""rings"": 2}"
Pressure.mean,SK,2018-11-20,1004.9166666666699,"{""rings"": 2}"
Pressure.mean,SL,2018-11-20,1005.1812500000001,"{""rings"": 1}"
Pressure.mean,SM,2018-11-20,1005.6,"{""rings"": 2}"
Pressure.mean,SN,2018-11-20,992.7333333333329,"{""rings"": 1}"
Pressure.mean,SO,2018-11-20,997.295833333333,"{""rings"": 0}"
Pressure.mean,SP,2018-11-20,992.7333333333329,"{""rings"": 0}"
Pressure.mean,SR,2018-11-20,990.9625,"{""rings"": 3}"
Pressure.mean,SS,2018-11-20,1006.7729166666675,"{""rings"": 4}"
Pressure.mean,ST,2018-11-20,1004.9166666666699,"{""rings"": 2}"
Pressure.mean,SW,2018-11-20,1005.6,"{""rings"": 1}"
Pressure.mean,SY,2018-11-20,993.2875,"{""rings"": 1}"
Pressure.mean,TA,2018-11-20,992.7333333333329,"{""rings"": 2}"
Pressure.mean,TD,2018-11-20,990.9625,"{""rings"": 1}"
Pressure.mean,TF,2018-11-20,993.2875,"{""rings"": 2}"
Pressure.mean,TN,2018-11-20,1001.4479166666665,"{""rings"": 3}"
Pressure.mean,TQ,2018-11-20,997.617391304348,"{""rings"": 2}"
Pressure.mean,TR,2018-11-20,997.617391304348,"{""rings"": 0}"
Pressure.mean,TS,2018-11-20,1002.5638888888899,"{""rings"": 3}"
Pressure.mean,TW,2018-11-20,1005.6,"{""rings"": 0}"
Pressure.mean,UB,2018-11-20,1004.7625,"{""rings"": 0}"
Pressure.mean,W,2018-11-20,1005.1812500000001,"{""rings"": 1}"
Pressure.mean,WA,2018-11-20,993.2875,"{""rings"": 2}"
Pressure.mean,WC,2018-11-20,1005.1812500000001,"{""rings"": 2}"
Pressure.mean,WD,2018-11-20,1004.7625,"{""rings"": 1}"
Pressure.mean,WF,2018-11-20,1008.364583333335,"{""rings"": 2}"
Pressure.mean,WN,2018-11-20,993.2875,"{""rings"": 3}"
Pressure.mean,WR,2018-11-20,993.2875,"{""rings"": 2}"
Pressure.mean,WS,2018-11-20,1004.9166666666699,"{""rings"": 2}"
Pressure.mean,WV,2018-11-20,993.2875,"{""rings"": 2}"
Pressure.mean,YO,2018-11-20,1008.364583333335,"{""rings"": 2}"
Pressure.mean,ZE,2018-11-20,1020.425,"{""rings"": 0}"
