"sensor_id","latitude","longitude","name"
7645,53.7704275,-1.7567357,"Bradford Mayo Avenue [AQ]"
7646,50.8398169,-0.1460002,"Brighton Preston Park [AQ]"
7647,51.464381,-2.578111,"Bristol St Paul's [AQ]"
7648,51.4549518,-2.5836967,"Bristol Temple Way [AQ]"
7649,52.821815,-1.646878,"Burton-on-Trent Horninglow [AQ]"
7650,53.552083,-2.299201,"Bury Whitefield Roadside [AQ]"
7651,55.862281,-3.205782,"Bush Estate [AQ]"
7652,52.20237,-0.124456,"Cambridge Roadside [AQ]"
7653,51.54421,-0.175269,"Camden Kerbside [AQ]"
7654,52.6899863,-2.0245318,"Cannock A5190 Roadside [AQ]"
7655,51.27399,1.098061,"Canterbury [AQ]"
7656,51.4809229,-3.1746303,"Cardiff Centre [AQ]"
7657,51.5008042,-3.1400743,"Cardiff Newport Road [AQ]"
7658,54.894834,-2.945307,"Carlisle Roadside [AQ]"
7659,51.058186,-2.672379,"Charlton Mackrell [AQ]"
7660,51.374264,0.54797,"Chatham Roadside [AQ]"
7661,51.6416914,-2.6735695,"Chepstow A48 [AQ]"
7662,53.2465769,-1.4593691,"Chesterfield Loundsley Green [AQ]"
7663,53.231722,-1.456944,"Chesterfield Roadside [AQ]"
7664,51.1455014,-1.4385755,"Chilbolton Observatory [AQ]"
7665,50.7397844,-1.7920987,"Christchurch Barrack Road [AQ]"
7666,52.424481,-1.5664579,"Coventry Allesley [AQ]"
7667,52.4059862,-1.466583,"Coventry Binley Road [AQ]"
7668,51.6496546,-3.0317889,"Cwmbran [AQ]"
7669,52.9264471,-1.4746637,"Derby St Alkmund's Way [AQ]"
7670,55.0026809,-7.3373126,"Derry Rosemount [AQ]"
7671,53.6932747,-1.635757,"Dewsbury Ashworth Grove [AQ]"
7672,53.5144731,-1.13866,"Doncaster A630 Cleveland Street [AQ]"
7673,55.943197,-4.55973,"Dumbarton Roadside [AQ]"
7674,55.070859,-3.60512,"Dumfries [AQ]"
7675,56.4804488,-2.9576596,"Dundee Mains Loan [AQ]"
7676,51.5149208,-0.2687703,"Ealing Horn Lane [AQ]"
7677,50.768035,0.290472,"Eastbourne [AQ]"
7678,55.9455007,-3.1845747,"Edinburgh Nicolson Street [AQ]"
7679,55.942928,-3.1790646,"Edinburgh St Leonards [AQ]"
7680,55.2677887,-3.1757396,"Eskdalemuir [AQ]"
7681,50.725083,-3.532465,"Exeter Roadside [AQ]"
7682,56.819817,-5.1052179,"Fort William [AQ]"
7683,55.8916676,-4.3296934,"Glasgow Great Western Road [AQ]"
7684,55.8593215,-4.2410231,"Glasgow High Street [AQ]"
7685,55.8857344,-4.2405865,"Glasgow Kerbside [AQ]"
7686,55.8657542,-4.23125,"Glasgow Townhead [AQ]"
7687,53.4614737,-2.5132896,"Glazebury [AQ]"
7688,56.0129403,-3.7121576,"Grangemouth Moray [AQ]"
7689,56.0097152,-3.7227698,"Grangemouth [AQ]"
7690,55.956476,-4.771983,"Greenock A8 Roadside [AQ]"
7691,51.683515,-3.118772,"Hafod-yr-ynys Roadside [AQ]"
7692,51.5906113,-0.1109709,"Haringey Roadside [AQ]"
7693,54.683242,-1.203838,"Hartlepool St Abbs Walk [AQ]"
7694,54.3343453,-0.80603,"High Muffles [AQ]"
7695,50.799468,-3.188683,"Honiton [AQ]"
7696,51.173516,-0.172109,"Horley [AQ]"
7697,53.7446117,-0.3352744,"Hull Freetown [AQ]"
7698,53.764601,-0.2925471,"Hull Holderness Road [AQ]"
7699,53.6192058,-0.2130815,"Immingham Woodlands Avenue [AQ]"
7700,57.477773,-4.224721,"Inverness [AQ]"
7701,53.3690785,-1.700359,"Ladybower [AQ]"
7702,52.2924823,-1.5486631,"Leamington Spa Rugby Road [AQ]"
7703,52.2851905,-1.5200789,"Leamington Spa [AQ]"
7704,53.7965041,-1.54384,"Leeds Centre [AQ]"
7705,53.8215574,-1.5757947,"Leeds Headingley Kerbside [AQ]"
7706,52.6369114,-1.1398451,"Leicester A594 Roadside [AQ]"
7707,52.6211393,-1.1246325,"Leicester University [AQ]"
7708,52.22174,-2.736665,"Leominster [AQ]"
7709,60.1529871,-1.1492931,"Lerwick [AQ]"
7710,53.220864,-0.5340455,"Lincoln Canwick Road [AQ]"
7711,53.3422624,-2.8512675,"Liverpool Speke [AQ]"
7712,51.4519021,0.1171786,"London Bexley [AQ]"
7713,51.5218962,-0.1279597,"London Bloomsbury [AQ]"
7714,51.451169,0.052639,"London Eltham [AQ]"
7715,51.5842002,-0.1253502,"London Haringey Priory Park South [AQ]"
7716,51.487296,-0.434749,"London Harlington [AQ]"
7717,51.616419,-0.319686,"London Harrow Stanmore [AQ]"
7718,51.5351832,-0.4481378,"London Hillingdon [AQ]"
7719,51.5224304,-0.1554705,"London Marylebone Road [AQ]"
7720,51.5010095,-0.1932794,"London N. Kensington [AQ]"
7721,51.416531,-0.3398173,"London Teddington Bushy Park [AQ]"
7722,51.4974948,-0.1356583,"London Westminster [AQ]"
7723,54.4543983,-7.9136598,"Lough Navar [AQ]"
7724,50.7937,0.18125,"Lullington Heath [AQ]"
7725,51.8786992,-0.4199852,"Luton A505 Roadside [AQ]"
7726,53.4774049,-2.2309113,"Manchester Piccadilly [AQ]"
7727,53.393878,-2.254771,"Manchester Sharston [AQ]"
7728,52.475769,-0.921517,"Market Harborough [AQ]"
7729,54.574227,-1.234956,"Middlesbrough [AQ]"
7730,51.781784,-4.691462,"Narberth [AQ]"
7731,54.9690205,-1.6226524,"Newcastle Centre [AQ]"
7732,54.978252,-1.61778,"Newcastle Cradlewell Roadside [AQ]"
7733,51.601203,-2.977281,"Newport [AQ]"
7734,52.2691329,-0.893435,"Northampton Kingsthorpe [AQ]"
7735,52.272257,-0.916605,"Northampton Spring Park [AQ]"
7736,52.6145267,1.3024255,"Norwich Lakenfields [AQ]"
7737,52.9558215,-1.1468699,"Nottingham Centre [AQ]"
7738,52.9697263,-1.1886376,"Nottingham Western Boulevard [AQ]"
7739,52.5025217,-2.0049425,"Oldbury Birmingham Road [AQ]"
7740,51.7520209,-1.2577263,"Oxford Centre Roadside [AQ]"
7741,51.7505954,-1.2596918,"Oxford St Ebbes [AQ]"
7742,55.657472,-3.196527,"Peebles [AQ]"
7743,50.3722578,-4.1384093,"Plymouth Centre [AQ]"
7744,50.4205041,-4.119241,"Plymouth Tavistock Road [AQ]"
7745,51.5946799,-3.784097,"Port Talbot Margam [AQ]"
7746,50.7980261,-1.0957373,"Portsmouth Anglesea Road [AQ]"
7747,50.82881,-1.068583,"Portsmouth [AQ]"
7748,53.76559,-2.680353,"Preston [AQ]"
7749,51.4534143,-0.9472916,"Reading London Road [AQ]"
7750,51.45309,-0.944067,"Reading New Town [AQ]"
7751,51.388,0.506721,"Rochester Stoke [AQ]"
7752,53.482449,-2.340598,"Salford Eccles [AQ]"
7753,50.4112973,-4.226949,"Saltash Callington Road [AQ]"
7754,52.132417,-0.300306,"Sandy Roadside [AQ]"
7755,53.588646,-0.654413,"Scunthorpe Town [AQ]"
7756,53.5777753,-2.0956871,"Shaw Crompton Way [AQ]"
7757,53.4155831,-1.4559439,"Sheffield Barnsley Road [AQ]"
7758,53.3789762,-1.478278,"Sheffield Devonshire Green [AQ]"
7759,53.3986943,-1.3934168,"Sheffield Tinsley [AQ]"
7760,52.273876,1.468876,"Sibton [AQ]"
7761,50.910986,-1.4014782,"Southampton A33 [AQ]"
7762,50.9015305,-1.4048201,"Southampton Centre [AQ]"
7763,51.5459269,0.7077123,"Southend-on-Sea [AQ]"
7764,51.4783572,-0.0535728,"Southwark A2 Old Kent Road [AQ]"
7765,53.4261899,-2.7401011,"St Helens Linkway [AQ]"
7766,51.799152,1.075842,"St Osyth [AQ]"
7767,51.514121,0.42854,"Stanford-le-Hope Roadside [AQ]"
7768,54.5650355,-1.3106746,"Stockton-on-Tees A1305 Roadside [AQ]"
7769,54.5178547,-1.3596383,"Stockton-on-Tees Eaglescliffe [AQ]"
7770,53.0256358,-2.1715526,"Stoke-on-Trent A50 Roadside [AQ]"
7771,53.0273183,-2.1757243,"Stoke-on-Trent Centre [AQ]"
7772,50.918329,-0.454313,"Storrington Roadside [AQ]"
7773,57.7166667,-4.7666667,"Strathvaich [AQ]"
7774,54.867447,-1.415359,"Sunderland Silksworth [AQ]"
7775,54.9164431,-1.4362912,"Sunderland Wessington Way [AQ]"
7776,51.632696,-3.947374,"Swansea Roadside [AQ]"
7777,51.557215,-1.755834,"Swindon Walcot [AQ]"
7778,52.676105,-2.439065,"Telford Hollinswood [AQ]"
7779,51.4934557,0.3529197,"Thurrock [AQ]"
7780,51.5202607,-0.0293396,"Tower Hamlets Roadside [AQ]"
7781,52.592672,-1.8993602,"Walsall Woodlands [AQ]"
7782,53.3900441,-2.5969501,"Warrington [AQ]"
7783,52.9433269,1.141423,"Weybourne [AQ]"
7784,52.3105572,0.2912959,"Wicken Fen [AQ]"
7785,53.3648916,-2.734119,"Widnes Milton Road [AQ]"
7786,53.5467118,-2.6290591,"Wigan Centre [AQ]"
7787,53.3783943,-3.0164463,"Wirral Tranmere [AQ]"
7788,50.8333413,-0.3752449,"Worthing A27 Roadside [AQ]"
7789,53.04304,-2.992494,"Wrexham [AQ]"
7790,50.5966075,-3.7250623,"Yarner Wood [AQ]"
7791,53.9643704,-1.0882042,"York Bootham [AQ]"
7792,53.9516517,-1.075808,"York Fishergate [AQ]"
