region_id,timestamp,val_Temperature.max,extra_rings_Temperature.max
SA,2017-08-03,15.666666666666664,0
SE,2017-08-03,19.225,2
SG,2017-08-03,17.4,0
SK,2017-08-03,14.4,0
SL,2017-08-03,19.875,1
SM,2017-08-03,19.466666666666672,2
SN,2017-08-03,15.8,0
SO,2017-08-03,19.9,0
SP,2017-08-03,17.65,0
SR,2017-08-03,14.2,1
SS,2017-08-03,18.5,1
ST,2017-08-03,14.2,0
SW,2017-08-03,21.7,1
SY,2017-08-03,15.5,0
TA,2017-08-03,16.900000000000002,0
TD,2017-08-03,15.05,0
TF,2017-08-03,15.24,1
TN,2017-08-03,18.35,0
TQ,2017-08-03,17.35,0
TR,2017-08-03,16.0,1
TS,2017-08-03,14.2,0
TW,2017-08-03,21.7,0
UB,2017-08-03,20.6,0
W,2017-08-03,21.15,1
WA,2017-08-03,14.4,1
WC,2017-08-03,21.15,2
WD,2017-08-03,19.05,1
WF,2017-08-03,18.03333333333333,1
WN,2017-08-03,14.7,2
WR,2017-08-03,16.52857142857143,1
WS,2017-08-03,14.0,1
WV,2017-08-03,15.24,1
YO,2017-08-03,17.975,0
ZE,2017-08-03,,2
AB,2017-08-04,14.15,0
AL,2017-08-04,17.8,1
B,2017-08-04,13.6,1
BA,2017-08-04,17.069999999999997,1
BB,2017-08-04,14.95,1
BD,2017-08-04,15.0,0
BH,2017-08-04,17.433333333333334,0
BL,2017-08-04,14.066666666666668,2
BN,2017-08-04,18.0,0
BR,2017-08-04,18.55,1
BS,2017-08-04,16.5,0
BT,2017-08-04,14.783333333333333,0
CA,2017-08-04,14.366666666666667,0
CB,2017-08-04,18.9,0
CF,2017-08-04,15.585714285714285,1
CH,2017-08-04,16.7625,1
CM,2017-08-04,19.033333333333328,1
CO,2017-08-04,19.7,0
CR,2017-08-04,18.55,1
CT,2017-08-04,18.866666666666667,1
CV,2017-08-04,16.983333333333334,1
CW,2017-08-04,16.0,1
DA,2017-08-04,18.866666666666667,1
DD,2017-08-04,15.2,0
DE,2017-08-04,13.6,0
DG,2017-08-04,15.2,0
DH,2017-08-04,14.55,1
DL,2017-08-04,12.0,0
DN,2017-08-04,18.257142857142856,1
DT,2017-08-04,17.15,0
DY,2017-08-04,17.98,1
E,2017-08-04,18.5,2
EC,2017-08-04,19.733333333333334,3
EH,2017-08-04,13.95,0
EN,2017-08-04,18.5,1
EX,2017-08-04,15.75,0
FK,2017-08-04,15.8,0
FY,2017-08-04,14.9,1
G,2017-08-04,13.7,0
GL,2017-08-04,17.6,0
GU,2017-08-04,18.62222222222222,1
GY,2017-08-04,,2
HA,2017-08-04,21.6,1
HD,2017-08-04,15.675,1
HG,2017-08-04,14.4,0
HP,2017-08-04,17.1,0
HR,2017-08-04,20.3,0
HS,2017-08-04,,2
HU,2017-08-04,18.975,1
HX,2017-08-04,15.0,1
IG,2017-08-04,19.15,2
IM,2017-08-04,,2
IP,2017-08-04,18.88,1
IV,2017-08-04,13.816666666666668,0
JE,2017-08-04,,2
KA,2017-08-04,18.1,0
KT,2017-08-04,21.7,1
KW,2017-08-04,14.2,0
KY,2017-08-04,14.5,0
L,2017-08-04,16.13,2
LA,2017-08-04,14.9,0
LD,2017-08-04,14.35,0
LE,2017-08-04,15.75,1
LL,2017-08-04,15.65,0
LN,2017-08-04,16.5,0
LS,2017-08-04,17.25714285714286,1
LU,2017-08-04,17.8,1
M,2017-08-04,12.3,1
ME,2017-08-04,19.5,0
MK,2017-08-04,17.766666666666666,1
ML,2017-08-04,13.6,0
N,2017-08-04,18.5,2
NE,2017-08-04,14.2,1
NG,2017-08-04,16.975,1
NN,2017-08-04,17.75,1
NP,2017-08-04,16.78333333333333,1
NR,2017-08-04,18.95,0
NW,2017-08-04,19.725,2
OL,2017-08-04,12.3,1
OX,2017-08-04,17.7,0
PA,2017-08-04,13.85,0
PE,2017-08-04,17.9,0
PH,2017-08-04,14.316666666666668,0
PL,2017-08-04,16.1,0
PO,2017-08-04,17.375,0
PR,2017-08-04,14.9,1
RG,2017-08-04,20.7,0
RH,2017-08-04,18.275,1
RM,2017-08-04,19.5,1
S,2017-08-04,19.9,0
SA,2017-08-04,16.080000000000002,0
SE,2017-08-04,19.575,2
SG,2017-08-04,18.5,0
SK,2017-08-04,12.3,0
SL,2017-08-04,20.275,1
SM,2017-08-04,19.6,2
SN,2017-08-04,15.6,0
SO,2017-08-04,19.7,0
SP,2017-08-04,18.625,0
SR,2017-08-04,17.1,1
SS,2017-08-04,19.5,1
ST,2017-08-04,12.2,0
SW,2017-08-04,21.7,1
SY,2017-08-04,17.875,0
TA,2017-08-04,14.9,0
TD,2017-08-04,14.8,0
TF,2017-08-04,17.016666666666666,1
TN,2017-08-04,18.55,0
TQ,2017-08-04,17.75,0
TR,2017-08-04,16.1,1
TS,2017-08-04,17.1,0
TW,2017-08-04,21.7,0
UB,2017-08-04,21.6,0
W,2017-08-04,21.65,1
WA,2017-08-04,12.3,1
WC,2017-08-04,21.65,2
WD,2017-08-04,19.35,1
WF,2017-08-04,15.5,0
WN,2017-08-04,13.6,2
WR,2017-08-04,18.142857142857142,1
WS,2017-08-04,14.733333333333333,1
WV,2017-08-04,18.4,0
YO,2017-08-04,18.975,0
ZE,2017-08-04,,2
AB,2017-08-05,14.2,0
AL,2017-08-05,16.65,1
B,2017-08-05,15.1,1
BA,2017-08-05,16.249999999999996,1
BB,2017-08-05,14.45,1
BD,2017-08-05,14.7,0
BH,2017-08-05,18.25,0
BL,2017-08-05,14.199999999999998,2
BN,2017-08-05,17.35,0
BR,2017-08-05,16.6,1
BS,2017-08-05,16.1,0
BT,2017-08-05,13.46,0
CA,2017-08-05,13.3,0
CB,2017-08-05,17.9,0
CF,2017-08-05,14.98,1
CH,2017-08-05,14.225,1
CM,2017-08-05,17.733333333333334,1
CO,2017-08-05,19.0,0
CR,2017-08-05,16.6,1
CT,2017-08-05,16.566666666666666,1
CV,2017-08-05,15.9,1
CW,2017-08-05,13.283333333333333,1
DA,2017-08-05,16.566666666666666,1
DD,2017-08-05,12.0,0
DE,2017-08-05,15.1,0
DG,2017-08-05,13.3,0
DH,2017-08-05,13.05,1
DL,2017-08-05,10.8,0
DN,2017-08-05,17.071428571428573,1
DT,2017-08-05,17.2,0
DY,2017-08-05,13.76,1
E,2017-08-05,16.3,2
EC,2017-08-05,17.683333333333334,3
EH,2017-08-05,13.25,0
EN,2017-08-05,16.3,1
EX,2017-08-05,15.849999999999998,0
FK,2017-08-05,16.0,0
FY,2017-08-05,14.2,1
G,2017-08-05,13.75,0
GL,2017-08-05,13.1,0
GU,2017-08-05,18.733333333333334,1
GY,2017-08-05,,2
HA,2017-08-05,20.1,1
HD,2017-08-05,15.7,1
HG,2017-08-05,13.4,0
HP,2017-08-05,17.0,0
HR,2017-08-05,18.2,0
HS,2017-08-05,,2
HU,2017-08-05,17.15,1
HX,2017-08-05,14.7,1
IG,2017-08-05,17.425,2
IM,2017-08-05,,2
IP,2017-08-05,16.58,1
IV,2017-08-05,14.080000000000002,0
JE,2017-08-05,,2
KA,2017-08-05,13.577777777777778,1
KT,2017-08-05,20.0,1
KW,2017-08-05,13.55,0
KY,2017-08-05,13.6,1
L,2017-08-05,14.169999999999998,2
LA,2017-08-05,14.2,0
LD,2017-08-05,13.95,0
LE,2017-08-05,14.05,1
LL,2017-08-05,15.15,0
LN,2017-08-05,16.5,0
LS,2017-08-05,16.014285714285716,1
LU,2017-08-05,16.65,1
M,2017-08-05,13.7,1
ME,2017-08-05,16.5,0
MK,2017-08-05,16.266666666666666,1
ML,2017-08-05,13.15,0
N,2017-08-05,16.3,2
NE,2017-08-05,13.333333333333336,1
NG,2017-08-05,15.9,1
NN,2017-08-05,16.075,1
NP,2017-08-05,15.06,1
NR,2017-08-05,16.5,0
NW,2017-08-05,18.35,2
OL,2017-08-05,13.7,1
OX,2017-08-05,17.099999999999998,0
PA,2017-08-05,13.933333333333332,0
PE,2017-08-05,13.0,0
PH,2017-08-05,13.575,0
PL,2017-08-05,15.2,0
PO,2017-08-05,18.7,0
PR,2017-08-05,14.2,1
RG,2017-08-05,18.6,0
RH,2017-08-05,16.974999999999998,1
RM,2017-08-05,16.5,1
S,2017-08-05,19.0,0
SA,2017-08-05,15.666666666666664,0
SE,2017-08-05,17.425,2
SG,2017-08-05,16.3,0
SK,2017-08-05,13.7,0
SL,2017-08-05,18.925,1
SM,2017-08-05,17.733333333333334,2
SN,2017-08-05,14.4,0
SO,2017-08-05,20.5,0
SP,2017-08-05,16.925,0
SR,2017-08-05,15.3,1
SS,2017-08-05,16.5,1
ST,2017-08-05,12.8,0
SW,2017-08-05,20.0,1
SY,2017-08-05,13.3,0
TA,2017-08-05,14.95,0
TD,2017-08-05,14.7,0
TF,2017-08-05,13.6,1
TN,2017-08-05,16.6,0
TQ,2017-08-05,18.95,0
TR,2017-08-05,15.2,1
TS,2017-08-05,15.3,0
TW,2017-08-05,20.0,0
UB,2017-08-05,20.1,0
W,2017-08-05,20.05,1
WA,2017-08-05,13.7,1
WC,2017-08-05,20.05,2
WD,2017-08-05,18.55,1
WF,2017-08-05,15.4,0
WN,2017-08-05,13.95,2
WR,2017-08-05,14.083333333333336,1
WS,2017-08-05,14.5,1
WV,2017-08-05,15.6,0
YO,2017-08-05,17.150000000000002,0
ZE,2017-08-05,,2
AB,2017-08-06,13.6,0
AL,2017-08-06,16.9,1
B,2017-08-06,13.7,1
BA,2017-08-06,16.42222222222222,1
BB,2017-08-06,14.25,1
BD,2017-08-06,14.1,0
BH,2017-08-06,17.1,0
BL,2017-08-06,14.133333333333333,2
BN,2017-08-06,16.5,0
BR,2017-08-06,16.2,1
BS,2017-08-06,15.5,0
BT,2017-08-06,12.116666666666665,0
CA,2017-08-06,12.883333333333333,0
CB,2017-08-06,18.4,0
CF,2017-08-06,14.7,1
CH,2017-08-06,14.9,1
CM,2017-08-06,18.266666666666666,1
CO,2017-08-06,19.1,0
CR,2017-08-06,16.2,1
CT,2017-08-06,16.8,1
CV,2017-08-06,16.64,1
CW,2017-08-06,14.483333333333334,1
DA,2017-08-06,16.8,1
DD,2017-08-06,11.1,0
DE,2017-08-06,13.7,0
DG,2017-08-06,10.5,0
DH,2017-08-06,13.75,1
DL,2017-08-06,11.3,0
DN,2017-08-06,17.871428571428574,1
DT,2017-08-06,15.8,0
DY,2017-08-06,15.22,1
E,2017-08-06,17.3,2
EC,2017-08-06,18.416666666666664,3
EH,2017-08-06,13.65,0
EN,2017-08-06,17.3,1
EX,2017-08-06,14.775,0
FK,2017-08-06,15.0,0
FY,2017-08-06,14.4,1
G,2017-08-06,11.4,0
GL,2017-08-06,17.1,0
GU,2017-08-06,18.04444444444444,1
GY,2017-08-06,,2
HA,2017-08-06,21.4,1
HD,2017-08-06,16.125,1
HG,2017-08-06,13.6,0
HP,2017-08-06,16.5,0
HR,2017-08-06,18.4,0
HS,2017-08-06,,2
HU,2017-08-06,18.15,1
HX,2017-08-06,14.1,1
IG,2017-08-06,18.2,2
IM,2017-08-06,,2
IP,2017-08-06,17.520000000000003,1
IV,2017-08-06,14.166666666666664,0
JE,2017-08-06,,2
KA,2017-08-06,12.614285714285714,1
KT,2017-08-06,21.4,1
KW,2017-08-06,14.35,0
KY,2017-08-06,12.9125,1
L,2017-08-06,14.749999999999995,2
LA,2017-08-06,14.4,0
LD,2017-08-06,13.55,0
LE,2017-08-06,14.75,1
LL,2017-08-06,14.875,0
LN,2017-08-06,16.0,0
LS,2017-08-06,16.785714285714285,1
LU,2017-08-06,16.9,1
M,2017-08-06,13.9,1
ME,2017-08-06,18.0,0
MK,2017-08-06,17.0,1
ML,2017-08-06,13.2,0
N,2017-08-06,17.3,2
NE,2017-08-06,12.777777777777779,1
NG,2017-08-06,16.2,1
NN,2017-08-06,17.05,1
NP,2017-08-06,15.62,1
NR,2017-08-06,17.15,0
NW,2017-08-06,19.15,2
OL,2017-08-06,13.9,1
OX,2017-08-06,17.46666666666667,0
PA,2017-08-06,14.3,0
PE,2017-08-06,15.8,0
PH,2017-08-06,12.475,0
PL,2017-08-06,14.9,0
PO,2017-08-06,16.95,0
PR,2017-08-06,14.4,1
RG,2017-08-06,20.3,0
RH,2017-08-06,16.35,1
RM,2017-08-06,18.0,1
S,2017-08-06,19.3,0
SA,2017-08-06,15.275,0
SE,2017-08-06,17.95,2
SG,2017-08-06,17.3,0
SK,2017-08-06,13.9,0
SL,2017-08-06,19.9,1
SM,2017-08-06,17.933333333333334,2
SN,2017-08-06,17.639999999999993,1
SO,2017-08-06,19.9,0
SP,2017-08-06,17.775,0
SR,2017-08-06,16.2,1
SS,2017-08-06,18.0,1
ST,2017-08-06,13.3,0
SW,2017-08-06,21.4,1
SY,2017-08-06,14.925,0
TA,2017-08-06,14.8,0
TD,2017-08-06,13.2,0
TF,2017-08-06,14.9,1
TN,2017-08-06,16.2,0
TQ,2017-08-06,17.1,0
TR,2017-08-06,14.9,1
TS,2017-08-06,16.2,0
TW,2017-08-06,21.4,0
UB,2017-08-06,21.4,0
W,2017-08-06,21.4,1
WA,2017-08-06,13.9,1
WC,2017-08-06,21.4,2
WD,2017-08-06,18.95,1
WF,2017-08-06,17.2,0
WN,2017-08-06,14.15,2
WR,2017-08-06,15.866666666666667,1
WS,2017-08-06,14.466666666666667,1
WV,2017-08-06,16.4,0
YO,2017-08-06,18.15,0
ZE,2017-08-06,,2
AB,2017-08-07,15.95,0
AL,2017-08-07,16.35,1
B,2017-08-07,12.4,1
BA,2017-08-07,16.5,1
BB,2017-08-07,14.05,1
BD,2017-08-07,14.1,0
BH,2017-08-07,17.266666666666666,0
BL,2017-08-07,13.833333333333336,2
BN,2017-08-07,16.95,0
BR,2017-08-07,17.3,1
BS,2017-08-07,15.5,0
BT,2017-08-07,13.428571428571427,0
CA,2017-08-07,14.083333333333336,0
CB,2017-08-07,17.4,0
CF,2017-08-07,15.525,1
CH,2017-08-07,14.8375,1
CM,2017-08-07,17.266666666666666,1
CO,2017-08-07,17.5,0
CR,2017-08-07,17.400000000000002,1
CT,2017-08-07,17.633333333333336,1
CV,2017-08-07,15.550000000000002,1
CW,2017-08-07,14.183333333333332,1
DA,2017-08-07,17.633333333333333,1
DD,2017-08-07,12.2,0
DE,2017-08-07,12.4,0
DG,2017-08-07,14.0,0
DH,2017-08-07,13.2,1
DL,2017-08-07,12.0,0
DN,2017-08-07,16.9,1
DT,2017-08-07,16.450000000000006,0
DY,2017-08-07,14.98,1
E,2017-08-07,16.9,2
EC,2017-08-07,18.471428571428564,3
EH,2017-08-07,13.35,0
EN,2017-08-07,16.9,1
EX,2017-08-07,15.0,0
FK,2017-08-07,15.4,0
FY,2017-08-07,14.0,1
G,2017-08-07,12.0,0
GL,2017-08-07,16.65,0
GU,2017-08-07,17.749999999999996,1
GY,2017-08-07,,2
HA,2017-08-07,21.4,1
HD,2017-08-07,15.525,1
HG,2017-08-07,13.1,0
HP,2017-08-07,15.8,0
HR,2017-08-07,19.7,0
HS,2017-08-07,,2
HU,2017-08-07,17.075,1
HX,2017-08-07,14.1,1
IG,2017-08-07,17.525,2
IM,2017-08-07,,2
IP,2017-08-07,16.9,1
IV,2017-08-07,14.266666666666667,0
JE,2017-08-07,,2
KA,2017-08-07,15.2,0
KT,2017-08-07,19.05,1
KW,2017-08-07,14.2,0
KY,2017-08-07,11.5,0
L,2017-08-07,14.61,2
LA,2017-08-07,14.0,0
LD,2017-08-07,13.9,0
LE,2017-08-07,14.15,1
LL,2017-08-07,14.7,0
LN,2017-08-07,15.4,0
LS,2017-08-07,15.785714285714285,1
LU,2017-08-07,16.35,1
M,2017-08-07,13.4,1
ME,2017-08-07,18.3,0
MK,2017-08-07,16.03333333333333,1
ML,2017-08-07,13.0,0
N,2017-08-07,16.9,2
NE,2017-08-07,13.666666666666664,1
NG,2017-08-07,15.825,1
NN,2017-08-07,15.875,1
NP,2017-08-07,16.05,1
NR,2017-08-07,16.85,0
NW,2017-08-07,18.65,2
OL,2017-08-07,13.4,1
OX,2017-08-07,15.866666666666667,0
PA,2017-08-07,14.266666666666666,0
PE,2017-08-07,15.9,0
PH,2017-08-07,14.65,0
PL,2017-08-07,15.0,0
PO,2017-08-07,17.0,0
PR,2017-08-07,14.0,1
RG,2017-08-07,19.2,0
RH,2017-08-07,17.6,0
RM,2017-08-07,18.3,1
S,2017-08-07,19.6,0
SA,2017-08-07,16.066666666666666,0
SE,2017-08-07,18.2,2
SG,2017-08-07,16.9,0
SK,2017-08-07,13.4,0
SL,2017-08-07,19.225,1
SM,2017-08-07,18.175,2
SN,2017-08-07,15.4,0
SO,2017-08-07,18.3,0
SP,2017-08-07,17.675,0
SR,2017-08-07,14.4,1
SS,2017-08-07,18.3,1
ST,2017-08-07,11.8,0
SW,2017-08-07,20.5,1
SY,2017-08-07,14.975,0
TA,2017-08-07,15.666666666666664,0
TD,2017-08-07,13.25,0
TF,2017-08-07,14.45,1
TN,2017-08-07,17.3,0
TQ,2017-08-07,16.75,0
TR,2017-08-07,15.0,1
TS,2017-08-07,14.4,0
TW,2017-08-07,20.5,0
UB,2017-08-07,21.4,0
W,2017-08-07,20.95,1
WA,2017-08-07,13.4,1
WC,2017-08-07,20.95,2
WD,2017-08-07,18.6,1
WF,2017-08-07,15.0,0
WN,2017-08-07,13.7,2
WR,2017-08-07,16.12857142857143,1
WS,2017-08-07,13.066666666666668,1
WV,2017-08-07,15.0,0
YO,2017-08-07,17.075,0
ZE,2017-08-07,,2
AB,2017-08-08,15.066666666666668,0
AL,2017-08-08,13.9,1
B,2017-08-08,10.6,1
BA,2017-08-08,14.254545454545452,1
BB,2017-08-08,13.95,1
BD,2017-08-08,14.0,0
BH,2017-08-08,14.966666666666667,0
BL,2017-08-08,13.266666666666666,2
BN,2017-08-08,16.1,0
BR,2017-08-08,15.7,1
BS,2017-08-08,15.1,0
BT,2017-08-08,13.716666666666667,0
CA,2017-08-08,13.75,0
CB,2017-08-08,15.6,0
CF,2017-08-08,14.066666666666668,1
CH,2017-08-08,14.9,1
CM,2017-08-08,15.333333333333336,1
CO,2017-08-08,16.6,0
CR,2017-08-08,15.7,1
CT,2017-08-08,15.766666666666666,1
CV,2017-08-08,13.2,1
CW,2017-08-08,14.116666666666667,1
DA,2017-08-08,15.766666666666666,1
DD,2017-08-08,12.4,0
DE,2017-08-08,10.6,0
DG,2017-08-08,15.0,0
DH,2017-08-08,12.2,1
DL,2017-08-08,11.3,0
DN,2017-08-08,13.057142857142859,1
DT,2017-08-08,15.4,0
DY,2017-08-08,15.04,1
E,2017-08-08,13.8,2
EC,2017-08-08,15.433333333333332,3
EH,2017-08-08,14.35,0
EN,2017-08-08,13.8,1
EX,2017-08-08,13.8,0
FK,2017-08-08,14.264285714285714,1
FY,2017-08-08,13.9,1
G,2017-08-08,13.0,0
GL,2017-08-08,14.5,0
GU,2017-08-08,15.8625,1
GY,2017-08-08,,2
HA,2017-08-08,15.3,1
HD,2017-08-08,13.35,1
HG,2017-08-08,12.5,0
HP,2017-08-08,14.0,0
HR,2017-08-08,16.8,0
HS,2017-08-08,,2
HU,2017-08-08,12.85,1
HX,2017-08-08,14.0,1
IG,2017-08-08,15.475,2
IM,2017-08-08,,2
IP,2017-08-08,16.3,1
IV,2017-08-08,14.683333333333332,0
JE,2017-08-08,,2
KA,2017-08-08,14.4,0
KT,2017-08-08,16.2,1
KW,2017-08-08,13.9,0
KY,2017-08-08,14.35,1
L,2017-08-08,14.5,2
LA,2017-08-08,13.9,0
LD,2017-08-08,13.2,0
LE,2017-08-08,12.6,1
LL,2017-08-08,14.4,0
LN,2017-08-08,12.5,0
LS,2017-08-08,13.014285714285714,1
LU,2017-08-08,13.9,1
M,2017-08-08,11.9,1
ME,2017-08-08,15.9,0
MK,2017-08-08,13.666666666666664,1
ML,2017-08-08,13.4,0
N,2017-08-08,13.8,2
NE,2017-08-08,13.3,1
NG,2017-08-08,13.0,1
NN,2017-08-08,13.55,1
NP,2017-08-08,14.55,1
NR,2017-08-08,17.35,0
NW,2017-08-08,14.825,2
OL,2017-08-08,11.9,1
OX,2017-08-08,13.2,0
PA,2017-08-08,14.833333333333336,0
PE,2017-08-08,14.6,0
PH,2017-08-08,14.74,0
PL,2017-08-08,15.1,0
PO,2017-08-08,16.0,0
PR,2017-08-08,13.9,1
RG,2017-08-08,15.2,0
RH,2017-08-08,15.9,1
RM,2017-08-08,15.9,1
S,2017-08-08,14.3,0
SA,2017-08-08,14.5,0
SE,2017-08-08,15.875,2
SG,2017-08-08,13.8,0
SK,2017-08-08,11.9,0
SL,2017-08-08,15.175,1
SM,2017-08-08,15.866666666666667,2
SN,2017-08-08,12.5,0
SO,2017-08-08,15.3,0
SP,2017-08-08,13.95,0
SR,2017-08-08,13.1,1
SS,2017-08-08,15.9,1
ST,2017-08-08,11.2,0
SW,2017-08-08,16.2,1
SY,2017-08-08,15.400000000000002,0
TA,2017-08-08,14.2,0
TD,2017-08-08,12.95,0
TF,2017-08-08,14.4,1
TN,2017-08-08,15.7,0
TQ,2017-08-08,16.3,0
TR,2017-08-08,15.1,1
TS,2017-08-08,13.1,0
TW,2017-08-08,16.2,0
UB,2017-08-08,15.3,0
W,2017-08-08,15.75,1
WA,2017-08-08,11.9,1
WC,2017-08-08,15.75,2
WD,2017-08-08,14.65,1
WF,2017-08-08,13.2,0
WN,2017-08-08,12.9,2
WR,2017-08-08,15.342857142857143,1
WS,2017-08-08,11.8,1
WV,2017-08-08,13.6,0
YO,2017-08-08,12.85,0
ZE,2017-08-08,,2
AB,2017-08-09,14.225,0
AL,2017-08-09,12.85,1
B,2017-08-09,11.9,1
BA,2017-08-09,13.054545454545455,1
BB,2017-08-09,14.6,1
BD,2017-08-09,14.2,0
BH,2017-08-09,13.933333333333332,0
BL,2017-08-09,13.866666666666665,2
BN,2017-08-09,15.65,0
BR,2017-08-09,15.5,1
BS,2017-08-09,13.5,0
BT,2017-08-09,15.066666666666665,0
CA,2017-08-09,14.4,0
CB,2017-08-09,15.0,0
CF,2017-08-09,14.483333333333333,1
CH,2017-08-09,14.675,1
CM,2017-08-09,14.766666666666666,1
CO,2017-08-09,16.4,0
CR,2017-08-09,15.166666666666664,1
CT,2017-08-09,15.833333333333336,1
CV,2017-08-09,12.9,1
CW,2017-08-09,13.550000000000002,1
DA,2017-08-09,15.833333333333336,1
DD,2017-08-09,14.271428571428574,1
DE,2017-08-09,11.9,0
DG,2017-08-09,13.8,0
DH,2017-08-09,12.15,1
DL,2017-08-09,11.2,0
DN,2017-08-09,15.185714285714285,1
DT,2017-08-09,12.55,0
DY,2017-08-09,13.86,1
E,2017-08-09,12.9,2
EC,2017-08-09,15.042857142857144,3
EH,2017-08-09,14.8,0
EN,2017-08-09,12.9,1
EX,2017-08-09,13.675,0
FK,2017-08-09,17.4,0
FY,2017-08-09,15.0,1
G,2017-08-09,14.0,0
GL,2017-08-09,12.45,0
GU,2017-08-09,14.93,1
GY,2017-08-09,,2
HA,2017-08-09,15.0,1
HD,2017-08-09,14.675,1
HG,2017-08-09,12.4,0
HP,2017-08-09,12.8,0
HR,2017-08-09,19.3,0
HS,2017-08-09,,2
HU,2017-08-09,15.025,1
HX,2017-08-09,14.2,1
IG,2017-08-09,15.2,2
IM,2017-08-09,,2
IP,2017-08-09,15.56,1
IV,2017-08-09,14.08333333333333,0
JE,2017-08-09,,2
KA,2017-08-09,15.1,0
KT,2017-08-09,14.95,1
KW,2017-08-09,14.0,0
KY,2017-08-09,15.000000000000002,1
L,2017-08-09,14.48,2
LA,2017-08-09,15.0,0
LD,2017-08-09,12.3,0
LE,2017-08-09,13.6,1
LL,2017-08-09,15.175,0
LN,2017-08-09,14.1,0
LS,2017-08-09,14.528571428571427,1
LU,2017-08-09,12.85,1
M,2017-08-09,12.4,1
ME,2017-08-09,16.5,0
MK,2017-08-09,13.6,1
ML,2017-08-09,14.75,0
N,2017-08-09,12.9,2
NE,2017-08-09,14.033333333333333,1
NG,2017-08-09,14.6,1
NN,2017-08-09,13.975,1
NP,2017-08-09,13.716666666666667,1
NR,2017-08-09,15.55,0
NW,2017-08-09,14.025,2
OL,2017-08-09,12.4,1
OX,2017-08-09,13.533333333333333,0
PA,2017-08-09,16.0,0
PE,2017-08-09,15.3,0
PH,2017-08-09,14.333333333333336,0
PL,2017-08-09,14.1,0
PO,2017-08-09,14.775,0
PR,2017-08-09,15.0,1
RG,2017-08-09,14.4,0
RH,2017-08-09,14.5,0
RM,2017-08-09,16.5,1
S,2017-08-09,17.1,0
SA,2017-08-09,15.575,0
SE,2017-08-09,15.48,2
SG,2017-08-09,12.9,0
SK,2017-08-09,12.4,0
SL,2017-08-09,14.4,1
SM,2017-08-09,15.225,2
SN,2017-08-09,12.1,0
SO,2017-08-09,14.6,0
SP,2017-08-09,13.650000000000002,0
SR,2017-08-09,13.1,1
SS,2017-08-09,16.5,1
ST,2017-08-09,12.2,0
SW,2017-08-09,15.4,1
SY,2017-08-09,14.175,0
TA,2017-08-09,12.766666666666666,0
TD,2017-08-09,14.35,0
TF,2017-08-09,13.583333333333336,1
TN,2017-08-09,15.5,0
TQ,2017-08-09,15.55,0
TR,2017-08-09,14.1,1
TS,2017-08-09,13.1,0
TW,2017-08-09,15.4,0
UB,2017-08-09,15.0,0
W,2017-08-09,15.2,1
WA,2017-08-09,12.4,1
WC,2017-08-09,15.2,2
WD,2017-08-09,13.9,1
WF,2017-08-09,15.0,0
WN,2017-08-09,13.7,2
WR,2017-08-09,14.414285714285715,1
WS,2017-08-09,12.233333333333334,1
WV,2017-08-09,12.6,0
YO,2017-08-09,15.025,0
ZE,2017-08-09,,2
AB,2017-08-10,14.675,0
AL,2017-08-10,15.5,1
B,2017-08-10,14.7,1
BA,2017-08-10,17.2,1
BB,2017-08-10,14.7,1
BD,2017-08-10,15.0,0
BH,2017-08-10,18.55,0
BL,2017-08-10,14.3,2
BN,2017-08-10,14.8,0
BR,2017-08-10,14.55,1
BS,2017-08-10,16.5,0
BT,2017-08-10,13.75,0
CA,2017-08-10,13.916666666666664,0
CB,2017-08-10,16.9,0
CF,2017-08-10,15.78,1
CH,2017-08-10,15.75,1
CM,2017-08-10,16.7,1
CO,2017-08-10,17.0,0
CR,2017-08-10,15.033333333333333,1
CT,2017-08-10,14.533333333333333,1
CV,2017-08-10,15.420000000000002,1
CW,2017-08-10,14.875,1
DA,2017-08-10,14.533333333333333,1
DD,2017-08-10,14.0,0
DE,2017-08-10,14.7,0
DG,2017-08-10,14.25,0
DH,2017-08-10,14.5,1
DL,2017-08-10,13.0,0
DN,2017-08-10,18.1,1
DT,2017-08-10,16.8,0
DY,2017-08-10,16.133333333333336,1
E,2017-08-10,16.2,2
EC,2017-08-10,16.6,3
EH,2017-08-10,12.4,0
EN,2017-08-10,16.2,1
EX,2017-08-10,15.833333333333336,0
FK,2017-08-10,15.4,0
FY,2017-08-10,14.4,1
G,2017-08-10,13.9,0
GL,2017-08-10,16.2,0
GU,2017-08-10,17.144444444444446,1
GY,2017-08-10,,2
HA,2017-08-10,19.8,1
HD,2017-08-10,16.75,1
HG,2017-08-10,17.2,0
HP,2017-08-10,14.8,0
HR,2017-08-10,21.2,0
HS,2017-08-10,,2
HU,2017-08-10,18.3,1
HX,2017-08-10,15.0,1
IG,2017-08-10,16.15,2
IM,2017-08-10,,2
IP,2017-08-10,16.52,1
IV,2017-08-10,14.066666666666668,0
JE,2017-08-10,,2
KA,2017-08-10,13.525,1
KT,2017-08-10,18.3,1
KW,2017-08-10,14.45,0
KY,2017-08-10,14.314285714285715,1
L,2017-08-10,15.3,2
LA,2017-08-10,14.4,0
LD,2017-08-10,14.5,0
LE,2017-08-10,14.95,1
LL,2017-08-10,15.575,0
LN,2017-08-10,15.0,0
LS,2017-08-10,17.54285714285714,1
