region_id,timestamp,val_O3_max,extra_rings_O3_max
CO,2017-02-17,138.0,0
CR,2017-02-17,141.0,1
CT,2017-02-17,153.0,0
CV,2017-02-17,151.0,0
CW,2017-02-17,155.0,1
DA,2017-02-17,138.33333333333334,1
DD,2017-02-17,148.5,1
DE,2017-02-17,148.08333333333334,1
DG,2017-02-17,163.0,0
DH,2017-02-17,146.33333333333334,1
DL,2017-02-17,151.0,1
DN,2017-02-17,148.5,1
DT,2017-02-17,149.0,1
DY,2017-02-17,146.0,1
E,2017-02-17,138.0,1
EC,2017-02-17,138.0,1
EH,2017-02-17,165.5,0
EN,2017-02-17,79.5,1
EX,2017-02-17,131.0,0
FK,2017-02-17,158.16666666666666,1
FY,2017-02-17,167.0,0
G,2017-02-17,143.0,0
GL,2017-02-17,155.6,1
GU,2017-02-17,156.83333333333334,1
GY,2017-02-17,,2
HA,2017-02-17,109.75,1
HD,2017-02-17,147.33333333333334,1
HG,2017-02-17,157.5,1
HP,2017-02-17,171.0,0
HR,2017-02-17,154.0,0
HS,2017-02-17,,2
HU,2017-02-17,141.0,0
HX,2017-02-17,144.85714285714286,2
IG,2017-02-17,131.5,1
IM,2017-02-17,,2
IP,2017-02-17,151.0,0
IV,2017-02-17,165.0,0
JE,2017-02-17,,2
KA,2017-02-17,153.0,1
KT,2017-02-17,148.63636363636363,2
KW,2017-02-17,165.0,1
KY,2017-02-17,161.2,1
L,2017-02-17,153.0,0
LA,2017-02-17,163.5,1
LD,2017-02-17,162.2,1
LE,2017-02-17,147.0,0
LL,2017-02-17,155.0,1
LN,2017-02-17,145.0,1
LS,2017-02-17,152.0,0
LU,2017-02-17,171.0,1
M,2017-02-17,130.0,0
ME,2017-02-17,152.0,0
MK,2017-02-17,171.0,1
ML,2017-02-17,161.33333333333334,1
N,2017-02-17,135.0,0
NE,2017-02-17,141.0,0
NG,2017-02-17,145.0,0
NN,2017-02-17,171.0,0
NP,2017-02-17,165.0,0
NR,2017-02-17,149.5,0
NW,2017-02-17,24.0,0
OL,2017-02-17,130.0,1
OX,2017-02-17,157.2,1
PA,2017-02-17,143.5,1
PE,2017-02-17,151.0,1
PH,2017-02-17,144.0,0
PL,2017-02-17,166.0,0
PO,2017-02-17,162.0,0
PR,2017-02-17,160.0,0
RG,2017-02-17,142.0,0
RH,2017-02-17,159.5,1
RM,2017-02-17,122.0,0
S,2017-02-17,147.33333333333334,0
SA,2017-02-17,168.0,0
SE,2017-02-17,141.0,0
SG,2017-02-17,148.0,1
SK,2017-02-17,144.57142857142858,1
SL,2017-02-17,145.0,1
SM,2017-02-17,142.33333333333334,2
SN,2017-02-17,149.5,1
SO,2017-02-17,159.0,0
SP,2017-02-17,156.75,1
SR,2017-02-17,149.0,0
SS,2017-02-17,118.0,0
ST,2017-02-17,156.0,0
SW,2017-02-17,142.33333333333334,1
SY,2017-02-17,161.25,1
TA,2017-02-17,144.0,1
TD,2017-02-17,161.0,1
TF,2017-02-17,156.0,1
TN,2017-02-17,156.0,1
TQ,2017-02-17,148.5,1
TR,2017-02-17,166.0,1
TS,2017-02-17,149.0,0
TW,2017-02-17,138.33333333333334,1
UB,2017-02-17,133.5,0
W,2017-02-17,148.0,0
WA,2017-02-17,154.0,0
WC,2017-02-17,138.0,0
WD,2017-02-17,115.5,1
WF,2017-02-17,151.4,1
WN,2017-02-17,166.0,0
WR,2017-02-17,147.8,1
WS,2017-02-17,155.0,0
WV,2017-02-17,155.5,1
YO,2017-02-17,163.0,0
ZE,2017-02-17,175.0,0
AB,2017-02-18,153.0,0
AL,2017-02-18,175.0,1
B,2017-02-18,139.0,0
BA,2017-02-18,148.0,1
BB,2017-02-18,159.0,1
BD,2017-02-18,142.0,1
BH,2017-02-18,171.0,0
BL,2017-02-18,148.25,1
BN,2017-02-18,163.0,0
BR,2017-02-18,156.0,1
BS,2017-02-18,148.0,0
BT,2017-02-18,165.0,0
CA,2017-02-18,161.5,1
CB,2017-02-18,157.0,0
CF,2017-02-18,158.0,0
CH,2017-02-18,167.0,0
CM,2017-02-18,156.0,1
CO,2017-02-18,159.0,0
CR,2017-02-18,156.0,1
CT,2017-02-18,162.0,0
CV,2017-02-18,150.5,0
CW,2017-02-18,152.66666666666666,1
DA,2017-02-18,159.66666666666666,1
DD,2017-02-18,171.0,1
DE,2017-02-18,147.16666666666666,1
DG,2017-02-18,168.0,0
DH,2017-02-18,159.0,1
DL,2017-02-18,158.33333333333334,1
DN,2017-02-18,147.83333333333334,1
DT,2017-02-18,157.5,1
DY,2017-02-18,142.0,1
E,2017-02-18,157.5,1
EC,2017-02-18,155.33333333333334,1
EH,2017-02-18,174.5,0
EN,2017-02-18,136.5,1
EX,2017-02-18,144.0,0
FK,2017-02-18,175.0,1
FY,2017-02-18,168.0,0
G,2017-02-18,163.0,0
GL,2017-02-18,154.8,1
GU,2017-02-18,161.5,1
GY,2017-02-18,,2
HA,2017-02-18,140.75,1
HD,2017-02-18,157.66666666666666,1
HG,2017-02-18,150.0,1
HP,2017-02-18,175.0,0
HR,2017-02-18,162.0,0
HS,2017-02-18,,2
HU,2017-02-18,123.0,0
HX,2017-02-18,149.42857142857142,2
IG,2017-02-18,156.5,1
IM,2017-02-18,,2
IP,2017-02-18,152.0,0
IV,2017-02-18,184.0,0
JE,2017-02-18,,2
KA,2017-02-18,165.5,1
KT,2017-02-18,156.8181818181818,2
KW,2017-02-18,184.0,1
KY,2017-02-18,177.4,1
L,2017-02-18,166.0,0
LA,2017-02-18,163.5,1
LD,2017-02-18,162.8,1
LE,2017-02-18,149.0,0
LL,2017-02-18,167.0,1
LN,2017-02-18,133.0,1
LS,2017-02-18,142.0,0
LU,2017-02-18,175.0,1
M,2017-02-18,136.0,0
ME,2017-02-18,166.0,0
MK,2017-02-18,166.5,1
ML,2017-02-18,171.5,1
N,2017-02-18,159.0,0
NE,2017-02-18,155.0,0
NG,2017-02-18,133.0,0
NN,2017-02-18,158.0,0
NP,2017-02-18,163.0,0
NR,2017-02-18,151.0,0
NW,2017-02-18,114.0,0
OL,2017-02-18,136.0,1
OX,2017-02-18,156.4,1
PA,2017-02-18,176.0,1
PE,2017-02-18,150.0,1
PH,2017-02-18,189.0,0
PL,2017-02-18,148.0,0
PO,2017-02-18,157.0,0
PR,2017-02-18,159.0,0
RG,2017-02-18,148.0,0
RH,2017-02-18,163.0,1
RM,2017-02-18,157.0,0
S,2017-02-18,157.66666666666666,0
SA,2017-02-18,165.5,0
SE,2017-02-18,156.0,0
SG,2017-02-18,157.0,1
SK,2017-02-18,148.0,1
SL,2017-02-18,153.5,1
SM,2017-02-18,155.0,2
SN,2017-02-18,148.0,1
SO,2017-02-18,169.0,0
SP,2017-02-18,164.25,1
SR,2017-02-18,160.0,0
SS,2017-02-18,151.0,0
ST,2017-02-18,135.0,0
SW,2017-02-18,155.0,1
SY,2017-02-18,165.0,1
TA,2017-02-18,146.0,1
TD,2017-02-18,170.16666666666666,1
TF,2017-02-18,135.0,1
TN,2017-02-18,163.5,1
TQ,2017-02-18,177.0,0
TR,2017-02-18,148.0,1
TS,2017-02-18,162.0,0
TW,2017-02-18,149.66666666666666,1
UB,2017-02-18,145.5,0
W,2017-02-18,158.0,0
WA,2017-02-18,156.0,0
WC,2017-02-18,151.0,0
WD,2017-02-18,145.0,1
WF,2017-02-18,154.6,1
WN,2017-02-18,162.0,0
WR,2017-02-18,148.2,1
WS,2017-02-18,148.0,0
WV,2017-02-18,141.5,1
YO,2017-02-18,158.0,0
ZE,2017-02-18,186.0,0
AB,2017-02-19,160.0,0
AL,2017-02-19,175.0,1
B,2017-02-19,152.0,0
BA,2017-02-19,165.0,1
BB,2017-02-19,165.0,1
BD,2017-02-19,152.0,1
BH,2017-02-19,166.0,0
BL,2017-02-19,155.5,1
BN,2017-02-19,158.0,0
BR,2017-02-19,148.0,1
BS,2017-02-19,165.0,0
BT,2017-02-19,153.66666666666666,0
CA,2017-02-19,166.0,1
CB,2017-02-19,162.0,0
CF,2017-02-19,167.0,0
CH,2017-02-19,165.0,0
CM,2017-02-19,154.25,1
CO,2017-02-19,159.0,0
CR,2017-02-19,148.0,1
CT,2017-02-19,162.0,0
CV,2017-02-19,156.5,0
CW,2017-02-19,161.0,1
DA,2017-02-19,151.66666666666666,1
DD,2017-02-19,173.5,1
DE,2017-02-19,157.0,1
DG,2017-02-19,168.0,0
DH,2017-02-19,166.0,1
DL,2017-02-19,166.66666666666666,1
DN,2017-02-19,163.33333333333334,1
DT,2017-02-19,156.0,1
DY,2017-02-19,159.0,1
E,2017-02-19,153.0,1
EC,2017-02-19,147.66666666666666,1
EH,2017-02-19,175.75,0
EN,2017-02-19,96.5,1
EX,2017-02-19,146.0,0
FK,2017-02-19,176.83333333333337,1
FY,2017-02-19,170.0,0
G,2017-02-19,171.0,0
GL,2017-02-19,164.6,1
GU,2017-02-19,158.16666666666666,1
GY,2017-02-19,,2
HA,2017-02-19,119.75,1
HD,2017-02-19,164.66666666666666,1
HG,2017-02-19,162.5,1
HP,2017-02-19,175.0,0
HR,2017-02-19,170.0,0
HS,2017-02-19,,2
HU,2017-02-19,166.0,0
HX,2017-02-19,157.42857142857142,2
IG,2017-02-19,147.5,1
IM,2017-02-19,,2
IP,2017-02-19,155.0,0
IV,2017-02-19,179.0,0
JE,2017-02-19,,2
KA,2017-02-19,169.5,1
KT,2017-02-19,152.54545454545453,2
KW,2017-02-19,179.0,1
KY,2017-02-19,178.0,1
L,2017-02-19,168.0,0
LA,2017-02-19,167.5,1
LD,2017-02-19,172.0,1
LE,2017-02-19,147.0,0
LL,2017-02-19,165.0,1
LN,2017-02-19,147.0,1
LS,2017-02-19,152.0,0
LU,2017-02-19,175.0,1
M,2017-02-19,145.5,0
ME,2017-02-19,160.0,0
MK,2017-02-19,175.0,1
ML,2017-02-19,173.66666666666663,1
N,2017-02-19,158.0,0
NE,2017-02-19,164.0,0
NG,2017-02-19,147.0,0
NN,2017-02-19,175.0,0
NP,2017-02-19,175.0,0
NR,2017-02-19,163.5,0
NW,2017-02-19,35.0,0
OL,2017-02-19,145.5,1
OX,2017-02-19,163.6,1
PA,2017-02-19,179.0,1
PE,2017-02-19,157.5,1
PH,2017-02-19,187.0,0
PL,2017-02-19,165.0,0
PO,2017-02-19,156.0,0
PR,2017-02-19,165.0,0
RG,2017-02-19,155.0,0
RH,2017-02-19,158.0,1
RM,2017-02-19,147.0,0
S,2017-02-19,164.66666666666666,0
SA,2017-02-19,174.0,0
SE,2017-02-19,148.0,0
SG,2017-02-19,162.0,1
SK,2017-02-19,157.57142857142858,1
SL,2017-02-19,155.5,1
SM,2017-02-19,145.66666666666666,2
SN,2017-02-19,160.0,1
SO,2017-02-19,161.0,0
SP,2017-02-19,160.75,1
SR,2017-02-19,171.0,0
SS,2017-02-19,149.0,0
ST,2017-02-19,159.0,0
SW,2017-02-19,145.66666666666666,1
SY,2017-02-19,170.75,1
TA,2017-02-19,155.5,1
TD,2017-02-19,172.5,1
TF,2017-02-19,159.0,1
TN,2017-02-19,159.5,1
TQ,2017-02-19,177.0,0
TR,2017-02-19,165.0,1
TS,2017-02-19,163.0,0
TW,2017-02-19,148.0,1
UB,2017-02-19,146.0,0
W,2017-02-19,152.0,0
WA,2017-02-19,159.0,0
WC,2017-02-19,137.0,0
WD,2017-02-19,125.5,1
WF,2017-02-19,163.8,1
WN,2017-02-19,166.0,0
WR,2017-02-19,157.4,1
WS,2017-02-19,173.0,0
WV,2017-02-19,166.0,1
YO,2017-02-19,173.0,0
ZE,2017-02-19,186.0,0
AB,2017-02-20,176.0,0
AL,2017-02-20,154.0,1
B,2017-02-20,141.0,0
BA,2017-02-20,148.0,1
BB,2017-02-20,165.0,1
BD,2017-02-20,164.0,1
BH,2017-02-20,142.0,0
BL,2017-02-20,150.25,1
BN,2017-02-20,154.0,0
BR,2017-02-20,132.0,1
BS,2017-02-20,148.0,0
BT,2017-02-20,170.66666666666666,0
CA,2017-02-20,166.5,1
CB,2017-02-20,136.0,1
CF,2017-02-20,152.0,0
CH,2017-02-20,157.0,0
CM,2017-02-20,131.33333333333334,1
CO,2017-02-20,134.0,0
CR,2017-02-20,132.0,1
CT,2017-02-20,148.0,0
CV,2017-02-20,155.0,0
CW,2017-02-20,159.66666666666666,1
DA,2017-02-20,137.33333333333334,1
DD,2017-02-20,184.5,1
DE,2017-02-20,150.66666666666666,1
DG,2017-02-20,174.0,0
DH,2017-02-20,166.66666666666666,1
DL,2017-02-20,167.33333333333334,1
DN,2017-02-20,159.83333333333334,1
DT,2017-02-20,141.5,1
DY,2017-02-20,143.0,1
E,2017-02-20,135.0,1
EC,2017-02-20,135.0,1
EH,2017-02-20,176.75,0
EN,2017-02-20,113.5,1
EX,2017-02-20,141.0,0
FK,2017-02-20,177.66666666666663,1
FY,2017-02-20,174.0,0
G,2017-02-20,166.0,0
GL,2017-02-20,151.0,1
GU,2017-02-20,145.66666666666666,1
GY,2017-02-20,,2
HA,2017-02-20,122.33333333333331,1
HD,2017-02-20,161.0,1
HG,2017-02-20,170.0,1
HP,2017-02-20,154.0,0
HR,2017-02-20,151.0,0
HS,2017-02-20,,2
HU,2017-02-20,157.0,0
HX,2017-02-20,155.57142857142858,2
IG,2017-02-20,131.5,1
IM,2017-02-20,,2
IP,2017-02-20,138.0,0
IV,2017-02-20,191.0,0
JE,2017-02-20,,2
KA,2017-02-20,170.0,1
KT,2017-02-20,142.66666666666666,2
KW,2017-02-20,191.0,1
KY,2017-02-20,180.0,1
L,2017-02-20,160.0,0
LA,2017-02-20,169.5,1
LD,2017-02-20,152.0,1
LE,2017-02-20,143.0,0
LL,2017-02-20,157.0,1
LN,2017-02-20,143.0,1
LS,2017-02-20,164.0,0
LU,2017-02-20,154.0,1
M,2017-02-20,138.5,0
ME,2017-02-20,149.0,0
MK,2017-02-20,151.5,1
ML,2017-02-20,174.5,1
N,2017-02-20,138.0,0
NE,2017-02-20,159.0,0
NG,2017-02-20,143.0,0
NN,2017-02-20,149.0,0
NP,2017-02-20,146.0,0
NR,2017-02-20,141.5,0
NW,2017-02-20,89.0,0
OL,2017-02-20,138.5,1
OX,2017-02-20,149.2,1
PA,2017-02-20,179.5,1
PE,2017-02-20,142.71428571428572,1
PH,2017-02-20,193.0,0
PL,2017-02-20,154.0,0
PO,2017-02-20,151.0,0
PR,2017-02-20,165.0,0
RG,2017-02-20,133.0,0
RH,2017-02-20,154.0,1
RM,2017-02-20,131.0,0
S,2017-02-20,161.0,0
SA,2017-02-20,155.5,0
SE,2017-02-20,132.0,0
SG,2017-02-20,136.46153846153842,2
SK,2017-02-20,154.57142857142858,1
SL,2017-02-20,142.66666666666666,1
SM,2017-02-20,134.5,2
SN,2017-02-20,140.5,1
SO,2017-02-20,141.0,0
SP,2017-02-20,139.25,1
SR,2017-02-20,174.0,0
SS,2017-02-20,129.0,0
ST,2017-02-20,157.0,0
SW,2017-02-20,134.5,1
SY,2017-02-20,154.75,1
TA,2017-02-20,144.5,1
TD,2017-02-20,173.33333333333337,1
TF,2017-02-20,157.0,1
TN,2017-02-20,151.25,1
TQ,2017-02-20,160.0,0
TR,2017-02-20,154.0,1
TS,2017-02-20,167.0,0
TW,2017-02-20,139.0,1
UB,2017-02-20,141.0,0
W,2017-02-20,137.0,0
WA,2017-02-20,165.0,0
WC,2017-02-20,124.0,1
WD,2017-02-20,128.0,1
WF,2017-02-20,164.6,1
WN,2017-02-20,159.0,0
WR,2017-02-20,148.6,1
WS,2017-02-20,147.0,0
WV,2017-02-20,152.0,1
YO,2017-02-20,176.0,0
ZE,2017-02-20,189.0,0
AB,2017-02-21,177.0,0
AL,2017-02-21,169.0,1
B,2017-02-21,158.0,0
BA,2017-02-21,168.0,1
BB,2017-02-21,160.0,1
BD,2017-02-21,137.0,1
BH,2017-02-21,164.0,0
BL,2017-02-21,153.5,1
BN,2017-02-21,160.5,0
BR,2017-02-21,154.0,1
BS,2017-02-21,168.0,0
BT,2017-02-21,180.33333333333331,0
CA,2017-02-21,172.5,1
CB,2017-02-21,153.0,1
CF,2017-02-21,169.0,0
CH,2017-02-21,163.0,1
CM,2017-02-21,147.0,1
CO,2017-02-21,149.0,0
CR,2017-02-21,154.0,1
CT,2017-02-21,152.0,0
CV,2017-02-21,151.5,0
CW,2017-02-21,166.0,1
DA,2017-02-21,153.0,1
DD,2017-02-21,90.5,1
DE,2017-02-21,157.25,1
DG,2017-02-21,177.0,0
DH,2017-02-21,170.0,1
DL,2017-02-21,168.0,1
DN,2017-02-21,162.83333333333334,1
DT,2017-02-21,158.5,1
DY,2017-02-21,159.66666666666666,1
E,2017-02-21,155.0,1
EC,2017-02-21,155.0,1
EH,2017-02-21,182.25,0
EN,2017-02-21,117.5,1
EX,2017-02-21,153.0,0
FK,2017-02-21,151.5,1
FY,2017-02-21,170.0,0
G,2017-02-21,176.0,0
GL,2017-02-21,161.0,1
GU,2017-02-21,156.66666666666666,1
GY,2017-02-21,,2
HA,2017-02-21,132.0,1
HD,2017-02-21,164.33333333333334,1
HG,2017-02-21,154.0,1
HP,2017-02-21,169.0,0
HR,2017-02-21,163.0,0
HS,2017-02-21,,2
HU,2017-02-21,159.0,0
HX,2017-02-21,154.85714285714286,2
IG,2017-02-21,153.0,1
IM,2017-02-21,,2
IP,2017-02-21,157.0,0
IV,2017-02-21,191.0,0
JE,2017-02-21,,2
KA,2017-02-21,176.5,1
KT,2017-02-21,156.77777777777774,2
KW,2017-02-21,191.0,1
KY,2017-02-21,146.6,1
L,2017-02-21,161.0,1
LA,2017-02-21,165.0,1
LD,2017-02-21,169.4,1
LE,2017-02-21,144.5,0
LL,2017-02-21,167.5,2
LN,2017-02-21,154.0,1
LS,2017-02-21,137.0,0
LU,2017-02-21,169.0,1
M,2017-02-21,147.0,0
ME,2017-02-21,153.0,0
MK,2017-02-21,169.5,1
ML,2017-02-21,180.33333333333331,1
N,2017-02-21,156.0,0
NE,2017-02-21,168.0,0
NG,2017-02-21,154.0,0
NN,2017-02-21,170.0,0
NP,2017-02-21,171.0,0
NR,2017-02-21,166.5,0
NW,2017-02-21,79.0,0
OL,2017-02-21,147.0,1
OX,2017-02-21,159.4,1
PA,2017-02-21,90.0,1
PE,2017-02-21,157.57142857142858,1
PH,2017-02-21,4.0,0
PL,2017-02-21,165.0,0
PO,2017-02-21,166.0,0
PR,2017-02-21,160.0,0
RG,2017-02-21,155.0,0
RH,2017-02-21,160.5,1
RM,2017-02-21,152.0,0
S,2017-02-21,164.33333333333334,0
SA,2017-02-21,172.0,0
SE,2017-02-21,154.0,0
SG,2017-02-21,149.84615384615384,2
SK,2017-02-21,159.85714285714286,1
SL,2017-02-21,161.0,1
SM,2017-02-21,156.0,2
SN,2017-02-21,161.5,1
SO,2017-02-21,149.0,0
SP,2017-02-21,154.25,1
SR,2017-02-21,177.0,0
SS,2017-02-21,140.0,0
ST,2017-02-21,169.0,0
SW,2017-02-21,156.0,1
SY,2017-02-21,169.0,1
TA,2017-02-21,160.5,1
TD,2017-02-21,179.0,1
TF,2017-02-21,169.0,1
TN,2017-02-21,156.5,1
TQ,2017-02-21,175.0,0
TR,2017-02-21,165.0,1
TS,2017-02-21,165.0,0
TW,2017-02-21,158.5,1
UB,2017-02-21,159.0,0
W,2017-02-21,158.0,0
WA,2017-02-21,163.0,0
WC,2017-02-21,136.75,1
WD,2017-02-21,135.66666666666666,1
WF,2017-02-21,160.2,1
WN,2017-02-21,160.0,0
WR,2017-02-21,156.4,1
WS,2017-02-21,163.0,0
WV,2017-02-21,166.0,1
YO,2017-02-21,171.0,0
ZE,2017-02-21,3.0,0
AB,2017-02-22,179.0,0
AL,2017-02-22,178.0,1
B,2017-02-22,164.0,0
BA,2017-02-22,169.0,1
BB,2017-02-22,174.0,1
BD,2017-02-22,154.0,1
BH,2017-02-22,164.0,0
BL,2017-02-22,169.25,1
BN,2017-02-22,166.5,0
BR,2017-02-22,160.0,1
BS,2017-02-22,169.0,0
BT,2017-02-22,177.33333333333337,0
CA,2017-02-22,179.5,1
CB,2017-02-22,163.0,0
CF,2017-02-22,174.0,0
CH,2017-02-22,180.0,1
CM,2017-02-22,160.75,1
CO,2017-02-22,166.0,0
CR,2017-02-22,160.0,1
CT,2017-02-22,171.0,1
CV,2017-02-22,158.0,0
CW,2017-02-22,175.5,1
DA,2017-02-22,163.33333333333334,1
DD,2017-02-22,91.0,1
DE,2017-02-22,166.75,1
DG,2017-02-22,180.0,0
DH,2017-02-22,179.66666666666663,1
DL,2017-02-22,179.66666666666663,1
DN,2017-02-22,175.66666666666663,1
DT,2017-02-22,160.5,1
DY,2017-02-22,168.0,1
E,2017-02-22,165.0,1
EC,2017-02-22,163.0,1
EH,2017-02-22,178.33333333333337,0
EN,2017-02-22,150.5,1
EX,2017-02-22,157.0,0
FK,2017-02-22,142.4,1
FY,2017-02-22,179.0,0
G,2017-02-22,174.0,0
GL,2017-02-22,165.6,1
GU,2017-02-22,164.33333333333334,1
GY,2017-02-22,,2
HA,2017-02-22,156.0,1
HD,2017-02-22,177.0,1
HG,2017-02-22,169.0,1
HP,2017-02-22,178.0,0
HR,2017-02-22,167.0,0
HS,2017-02-22,,2
HU,2017-02-22,179.0,0
HX,2017-02-22,168.71428571428572,2
IG,2017-02-22,159.5,1
IM,2017-02-22,,2
IP,2017-02-22,169.0,0
IV,2017-02-22,188.0,0
JE,2017-02-22,,2
KA,2017-02-22,177.0,1
KT,2017-02-22,164.2,2
KW,2017-02-22,188.0,1
KY,2017-02-22,134.5,1
L,2017-02-22,178.33333333333337,1
LA,2017-02-22,176.5,1
LD,2017-02-22,174.0,1
LE,2017-02-22,159.5,0
LL,2017-02-22,175.0,2
LN,2017-02-22,160.0,1
LS,2017-02-22,154.0,0
LU,2017-02-22,178.0,1
M,2017-02-22,161.0,0
ME,2017-02-22,171.0,0
MK,2017-02-22,175.5,1
ML,2017-02-22,177.8,1
N,2017-02-22,170.0,0
NE,2017-02-22,179.0,0
NG,2017-02-22,160.0,0
NN,2017-02-22,173.0,0
NP,2017-02-22,176.0,0
NR,2017-02-22,169.0,0
NW,2017-02-22,131.0,0
OL,2017-02-22,161.0,1
OX,2017-02-22,165.8,1
PA,2017-02-22,88.5,1
PE,2017-02-22,165.25,1
PH,2017-02-22,3.0,0
PL,2017-02-22,168.0,0
PO,2017-02-22,167.0,0
PR,2017-02-22,174.0,0
RG,2017-02-22,162.0,0
RH,2017-02-22,166.5,1
RM,2017-02-22,159.0,0
S,2017-02-22,177.0,0
SA,2017-02-22,176.5,0
SE,2017-02-22,160.0,0
SG,2017-02-22,163.0,1
SK,2017-02-22,172.0,1
SL,2017-02-22,169.66666666666666,1
SM,2017-02-22,162.33333333333334,2
SN,2017-02-22,165.5,1
SO,2017-02-22,162.0,0
SP,2017-02-22,162.5,1
SR,2017-02-22,184.0,0
SS,2017-02-22,155.0,0
ST,2017-02-22,171.0,0
SW,2017-02-22,162.33333333333334,1
SY,2017-02-22,173.33333333333337,1
TA,2017-02-22,163.0,1
TD,2017-02-22,178.8,1
TF,2017-02-22,171.0,1
TN,2017-02-22,168.0,1
TQ,2017-02-22,176.0,0
TR,2017-02-22,168.0,1
TS,2017-02-22,176.0,0
TW,2017-02-22,168.5,1
UB,2017-02-22,169.0,0
W,2017-02-22,168.0,0
WA,2017-02-22,180.0,0
WC,2017-02-22,159.0,0
WD,2017-02-22,159.33333333333334,1
WF,2017-02-22,173.8,1
WN,2017-02-22,181.0,0
WR,2017-02-22,162.2,1
WS,2017-02-22,176.0,0
WV,2017-02-22,173.5,1
YO,2017-02-22,184.0,0
ZE,2017-02-22,191.0,0
AB,2017-02-23,181.0,0
AL,2017-02-23,186.0,1
B,2017-02-23,172.5,0
BA,2017-02-23,169.0,1
BB,2017-02-23,181.0,1
BD,2017-02-23,169.0,1
BH,2017-02-23,173.0,0
BL,2017-02-23,167.5,1
BN,2017-02-23,172.0,0
BR,2017-02-23,163.0,1
BS,2017-02-23,169.0,0
BT,2017-02-23,178.66666666666663,0
CA,2017-02-23,170.0,1
CB,2017-02-23,178.0,0
CF,2017-02-23,173.0,0
CH,2017-02-23,182.0,0
CM,2017-02-23,173.75,1
CO,2017-02-23,180.0,0
CR,2017-02-23,163.0,1
CT,2017-02-23,186.0,1
CV,2017-02-23,160.0,0
CW,2017-02-23,179.66666666666663,1
DA,2017-02-23,172.66666666666663,1
DD,2017-02-23,185.0,1
DE,2017-02-23,171.6,1
DG,2017-02-23,174.0,0
DH,2017-02-23,173.66666666666663,1
DL,2017-02-23,174.0,1
DN,2017-02-23,174.16666666666663,1
DT,2017-02-23,168.0,1
DY,2017-02-23,176.66666666666663,1
E,2017-02-23,169.5,1
EC,2017-02-23,164.33333333333334,1
EH,2017-02-23,177.5,0
EN,2017-02-23,152.5,1
EX,2017-02-23,163.0,0
FK,2017-02-23,178.0,1
FY,2017-02-23,186.0,0
G,2017-02-23,168.0,0
GL,2017-02-23,175.0,1
GU,2017-02-23,171.66666666666666,1
GY,2017-02-23,,2
HA,2017-02-23,158.75,1
HD,2017-02-23,175.33333333333337,1
HG,2017-02-23,175.5,1
HP,2017-02-23,186.0,0
HR,2017-02-23,184.0,0
HS,2017-02-23,,2
HU,2017-02-23,174.0,0
HX,2017-02-23,169.57142857142858,2
IG,2017-02-23,166.0,1
IM,2017-02-23,,2
IP,2017-02-23,176.0,0
IV,2017-02-23,180.0,0
JE,2017-02-23,,2
KA,2017-02-23,171.0,1
KT,2017-02-23,168.45454545454547,2
KW,2017-02-23,180.0,1
KY,2017-02-23,181.33333333333331,1
L,2017-02-23,182.0,0
LA,2017-02-23,183.5,1
LD,2017-02-23,182.4,1
LE,2017-02-23,159.0,0
LL,2017-02-23,182.0,1
LN,2017-02-23,163.0,1
LS,2017-02-23,169.0,0
LU,2017-02-23,186.0,1
M,2017-02-23,155.5,0
ME,2017-02-23,186.0,0
MK,2017-02-23,186.5,1
ML,2017-02-23,174.25,1
N,2017-02-23,176.0,0
NE,2017-02-23,166.0,0
NG,2017-02-23,163.0,0
NN,2017-02-23,187.0,0
NP,2017-02-23,187.0,0
NR,2017-02-23,175.0,0
NW,2017-02-23,129.0,0
OL,2017-02-23,155.5,1
OX,2017-02-23,174.75,1
PA,2017-02-23,178.5,1
PE,2017-02-23,173.28571428571428,1
PH,2017-02-23,189.0,0
PL,2017-02-23,174.0,0
PO,2017-02-23,173.0,0
PR,2017-02-23,181.0,0
RG,2017-02-23,166.0,0
RH,2017-02-23,172.0,1
RM,2017-02-23,169.0,0
S,2017-02-23,175.33333333333337,0
SA,2017-02-23,184.0,0
SE,2017-02-23,163.0,0
SG,2017-02-23,178.0,1
SK,2017-02-23,170.57142857142858,1
SL,2017-02-23,172.75,1
SM,2017-02-23,161.33333333333334,2
SN,2017-02-23,167.5,1
SO,2017-02-23,173.5,0
SP,2017-02-23,171.5,1
SR,2017-02-23,181.0,0
SS,2017-02-23,168.0,0
ST,2017-02-23,178.0,0
SW,2017-02-23,161.33333333333334,1
SY,2017-02-23,183.5,1
TA,2017-02-23,166.0,1
TD,2017-02-23,173.75,1
TF,2017-02-23,178.0,1
TN,2017-02-23,176.66666666666663,1
TQ,2017-02-23,188.0,0
TR,2017-02-23,174.0,1
TS,2017-02-23,174.0,0
TW,2017-02-23,168.66666666666666,1
UB,2017-02-23,169.5,0
W,2017-02-23,167.0,0
WA,2017-02-23,179.0,0
WC,2017-02-23,154.0,0
WD,2017-02-23,163.5,1
WF,2017-02-23,175.4,1
WN,2017-02-23,178.0,0
WR,2017-02-23,172.25,1
WS,2017-02-23,185.0,0
WV,2017-02-23,181.5,1
YO,2017-02-23,182.0,0
ZE,2017-02-23,182.0,0
AB,2017-02-24,167.0,0
AL,2017-02-24,181.0,1
B,2017-02-24,170.0,0
