region_id,timestamp,val_O3_mean,extra_rings_O3_mean
ML,2017-06-17,39.333333333333336,1
N,2017-06-17,58.0,0
NE,2017-06-17,45.0,0
NG,2017-06-17,55.0,0
NN,2017-06-17,59.0,0
NP,2017-06-17,49.0,0
NR,2017-06-17,64.0,0
NW,2017-06-17,20.0,0
OL,2017-06-17,49.5,1
OX,2017-06-17,51.75,1
PA,2017-06-17,36.5,1
PE,2017-06-17,59.875,1
PH,2017-06-17,40.0,0
PL,2017-06-17,43.0,0
PO,2017-06-17,50.0,0
PR,2017-06-17,50.0,0
RG,2017-06-17,47.0,0
RH,2017-06-17,43.0,1
RM,2017-06-17,50.0,0
S,2017-06-17,62.66666666666666,0
SA,2017-06-17,42.5,0
SE,2017-06-17,56.0,0
SG,2017-06-17,56.0,1
SK,2017-06-17,54.14285714285714,1
SL,2017-06-17,43.33333333333334,1
SM,2017-06-17,50.0,2
SN,2017-06-17,49.5,1
SO,2017-06-17,53.0,0
SP,2017-06-17,52.25,1
SR,2017-06-17,51.0,0
SS,2017-06-17,60.0,0
ST,2017-06-17,49.0,0
SW,2017-06-17,50.0,1
SY,2017-06-17,46.5,1
TA,2017-06-17,52.0,1
TD,2017-06-17,41.333333333333336,1
TF,2017-06-17,49.0,1
TN,2017-06-17,53.0,1
TQ,2017-06-17,57.0,0
TR,2017-06-17,43.0,1
TS,2017-06-17,54.0,0
TW,2017-06-17,46.0,1
UB,2017-06-17,41.5,0
W,2017-06-17,55.0,0
WA,2017-06-17,43.0,0
WC,2017-06-17,39.0,0
WD,2017-06-17,34.333333333333336,1
WF,2017-06-17,60.4,1
WN,2017-06-17,50.0,0
WR,2017-06-17,49.8,1
WS,2017-06-17,57.0,0
WV,2017-06-17,53.0,1
YO,2017-06-17,64.0,0
ZE,2017-06-17,51.0,0
AB,2017-06-18,27.0,0
AL,2017-06-18,61.33333333333334,2
B,2017-06-18,49.5,0
BA,2017-06-18,62.0,1
BB,2017-06-18,46.0,1
BD,2017-06-18,64.0,1
BH,2017-06-18,63.0,0
BL,2017-06-18,48.75,1
BN,2017-06-18,55.0,0
BR,2017-06-18,77.0,1
BS,2017-06-18,62.0,0
BT,2017-06-18,25.33333333333333,0
CA,2017-06-18,53.5,1
CB,2017-06-18,69.0,0
CF,2017-06-18,49.0,0
CH,2017-06-18,52.0,0
CM,2017-06-18,68.0,1
CO,2017-06-18,64.0,0
CR,2017-06-18,77.0,1
CT,2017-06-18,69.0,0
CV,2017-06-18,57.5,0
CW,2017-06-18,51.33333333333334,1
DA,2017-06-18,71.0,1
DD,2017-06-18,35.5,1
DE,2017-06-18,61.16666666666666,1
DG,2017-06-18,51.0,0
DH,2017-06-18,59.66666666666666,1
DL,2017-06-18,64.0,1
DN,2017-06-18,65.83333333333333,1
DT,2017-06-18,63.0,1
DY,2017-06-18,52.66666666666666,1
E,2017-06-18,78.5,1
EC,2017-06-18,75.33333333333333,1
EH,2017-06-18,39.25,0
EN,2017-06-18,59.0,1
EX,2017-06-18,57.0,1
FK,2017-06-18,38.5,1
FY,2017-06-18,48.0,0
G,2017-06-18,30.0,0
GL,2017-06-18,55.8,1
GU,2017-06-18,54.8,1
GY,2017-06-18,,2
HA,2017-06-18,58.75,1
HD,2017-06-18,60.33333333333334,1
HG,2017-06-18,70.5,1
HP,2017-06-18,66.0,1
HR,2017-06-18,53.0,0
HS,2017-06-18,,2
HU,2017-06-18,75.0,0
HX,2017-06-18,55.85714285714285,2
IG,2017-06-18,71.0,1
IM,2017-06-18,,2
IP,2017-06-18,67.0,0
IV,2017-06-18,58.0,0
JE,2017-06-18,,2
KA,2017-06-18,40.5,1
KT,2017-06-18,61.7,2
KW,2017-06-18,58.0,1
KY,2017-06-18,40.2,1
L,2017-06-18,55.0,0
LA,2017-06-18,47.0,1
LD,2017-06-18,49.2,1
LE,2017-06-18,81.0,0
LL,2017-06-18,52.0,1
LN,2017-06-18,62.0,1
LS,2017-06-18,64.0,0
LU,2017-06-18,67.0,2
M,2017-06-18,50.0,0
ME,2017-06-18,69.33333333333333,1
MK,2017-06-18,66.0,1
ML,2017-06-18,39.66666666666666,1
N,2017-06-18,80.0,0
NE,2017-06-18,56.0,0
NG,2017-06-18,62.0,0
NN,2017-06-18,66.0,0
NP,2017-06-18,49.0,0
NR,2017-06-18,78.5,0
NW,2017-06-18,38.0,0
OL,2017-06-18,50.0,1
OX,2017-06-18,61.75,1
PA,2017-06-18,37.0,1
PE,2017-06-18,72.875,1
PH,2017-06-18,44.0,0
PL,2017-06-18,47.0,0
PO,2017-06-18,46.0,0
PR,2017-06-18,46.0,0
RG,2017-06-18,66.0,0
RH,2017-06-18,55.0,1
RM,2017-06-18,65.0,0
S,2017-06-18,60.33333333333334,0
SA,2017-06-18,47.5,0
SE,2017-06-18,77.0,0
SG,2017-06-18,69.0,1
SK,2017-06-18,54.714285714285715,1
SL,2017-06-18,60.33333333333334,1
SM,2017-06-18,76.0,2
SN,2017-06-18,64.0,1
SO,2017-06-18,53.5,0
SP,2017-06-18,59.0,1
SR,2017-06-18,64.0,0
SS,2017-06-18,74.0,0
ST,2017-06-18,56.0,0
SW,2017-06-18,76.0,1
SY,2017-06-18,50.0,1
TA,2017-06-18,62.0,1
TD,2017-06-18,44.0,1
TF,2017-06-18,56.0,1
TN,2017-06-18,62.0,1
TQ,2017-06-18,67.0,0
TR,2017-06-18,47.0,1
TS,2017-06-18,59.0,0
TW,2017-06-18,65.66666666666667,1
UB,2017-06-18,57.5,0
W,2017-06-18,82.0,0
WA,2017-06-18,46.0,0
WC,2017-06-18,69.0,0
WD,2017-06-18,51.0,1
WF,2017-06-18,64.4,1
WN,2017-06-18,49.0,0
WR,2017-06-18,53.4,1
WS,2017-06-18,59.0,0
WV,2017-06-18,57.5,1
YO,2017-06-18,77.0,0
ZE,2017-06-18,59.0,0
AB,2017-06-19,42.0,0
AL,2017-06-19,68.66666666666667,2
B,2017-06-19,72.5,0
BA,2017-06-19,69.0,1
BB,2017-06-19,49.0,1
BD,2017-06-19,59.0,1
BH,2017-06-19,88.0,0
BL,2017-06-19,49.5,1
BN,2017-06-19,85.0,0
BR,2017-06-19,80.0,1
BS,2017-06-19,69.0,0
BT,2017-06-19,36.333333333333336,0
CA,2017-06-19,51.0,1
CB,2017-06-19,95.0,0
CF,2017-06-19,63.0,0
CH,2017-06-19,51.0,0
CM,2017-06-19,85.75,1
CO,2017-06-19,83.0,0
CR,2017-06-19,80.0,1
CT,2017-06-19,84.0,0
CV,2017-06-19,72.0,0
CW,2017-06-19,50.33333333333334,1
DA,2017-06-19,79.0,1
DD,2017-06-19,48.0,1
DE,2017-06-19,73.41666666666667,1
DG,2017-06-19,49.0,0
DH,2017-06-19,59.0,1
DL,2017-06-19,63.0,1
DN,2017-06-19,70.16666666666667,1
DT,2017-06-19,88.0,1
DY,2017-06-19,72.66666666666667,1
E,2017-06-19,80.0,1
EC,2017-06-19,74.66666666666667,1
EH,2017-06-19,42.0,0
EN,2017-06-19,57.0,1
EX,2017-06-19,75.0,1
FK,2017-06-19,43.16666666666666,1
FY,2017-06-19,56.0,0
G,2017-06-19,37.0,0
GL,2017-06-19,71.2,1
GU,2017-06-19,82.0,1
GY,2017-06-19,,2
HA,2017-06-19,58.75,1
HD,2017-06-19,67.0,1
HG,2017-06-19,68.0,1
HP,2017-06-19,81.0,1
HR,2017-06-19,68.0,0
HS,2017-06-19,,2
HU,2017-06-19,72.0,0
HX,2017-06-19,57.714285714285715,2
IG,2017-06-19,79.0,1
IM,2017-06-19,,2
IP,2017-06-19,96.0,0
IV,2017-06-19,64.0,0
JE,2017-06-19,,2
KA,2017-06-19,43.0,1
KT,2017-06-19,75.5,2
KW,2017-06-19,64.0,1
KY,2017-06-19,44.4,1
L,2017-06-19,54.0,0
LA,2017-06-19,52.5,1
LD,2017-06-19,65.6,1
LE,2017-06-19,95.0,0
LL,2017-06-19,51.0,1
LN,2017-06-19,71.0,1
LS,2017-06-19,59.0,0
LU,2017-06-19,84.33333333333333,2
M,2017-06-19,47.5,0
ME,2017-06-19,83.0,1
MK,2017-06-19,77.0,1
ML,2017-06-19,42.333333333333336,1
N,2017-06-19,80.0,0
NE,2017-06-19,53.0,0
NG,2017-06-19,71.0,0
NN,2017-06-19,77.0,0
NP,2017-06-19,75.0,0
NR,2017-06-19,98.5,0
NW,2017-06-19,34.0,0
OL,2017-06-19,47.5,1
OX,2017-06-19,75.5,1
PA,2017-06-19,45.5,1
PE,2017-06-19,90.75,1
PH,2017-06-19,54.0,0
PL,2017-06-19,59.0,0
PO,2017-06-19,94.0,0
PR,2017-06-19,49.0,0
RG,2017-06-19,81.0,0
RH,2017-06-19,85.0,1
RM,2017-06-19,78.0,0
S,2017-06-19,67.0,0
SA,2017-06-19,61.0,0
SE,2017-06-19,80.0,0
SG,2017-06-19,95.0,1
SK,2017-06-19,56.57142857142857,1
SL,2017-06-19,67.66666666666667,1
SM,2017-06-19,74.33333333333333,2
SN,2017-06-19,75.0,1
SO,2017-06-19,75.0,0
SP,2017-06-19,79.75,1
SR,2017-06-19,65.0,0
SS,2017-06-19,87.0,0
ST,2017-06-19,57.0,0
SW,2017-06-19,74.33333333333333,1
SY,2017-06-19,60.25,1
TA,2017-06-19,69.0,1
TD,2017-06-19,45.0,1
TF,2017-06-19,57.0,1
TN,2017-06-19,84.5,1
TQ,2017-06-19,91.0,0
TR,2017-06-19,59.0,1
TS,2017-06-19,59.0,0
TW,2017-06-19,67.0,1
UB,2017-06-19,61.0,0
W,2017-06-19,79.0,0
WA,2017-06-19,43.0,0
WC,2017-06-19,64.0,0
WD,2017-06-19,52.0,1
WF,2017-06-19,67.4,1
WN,2017-06-19,54.0,0
WR,2017-06-19,71.4,1
WS,2017-06-19,73.0,0
WV,2017-06-19,65.0,1
YO,2017-06-19,77.0,0
ZE,2017-06-19,62.0,0
AB,2017-06-20,49.0,0
AL,2017-06-20,87.0,1
B,2017-06-20,57.5,0
BA,2017-06-20,72.0,1
BB,2017-06-20,50.0,1
BD,2017-06-20,50.0,1
BH,2017-06-20,105.0,0
BL,2017-06-20,51.25,1
BN,2017-06-20,100.0,0
BR,2017-06-20,64.0,1
BS,2017-06-20,72.0,0
BT,2017-06-20,53.0,0
CA,2017-06-20,55.5,1
CB,2017-06-20,87.0,0
CF,2017-06-20,87.0,0
CH,2017-06-20,61.0,0
CM,2017-06-20,72.5,1
CO,2017-06-20,72.0,0
CR,2017-06-20,64.0,1
CT,2017-06-20,66.0,0
CV,2017-06-20,62.0,0
CW,2017-06-20,54.66666666666666,1
DA,2017-06-20,61.0,1
DD,2017-06-20,46.0,1
DE,2017-06-20,62.75,1
DG,2017-06-20,59.0,0
DH,2017-06-20,55.0,1
DL,2017-06-20,56.66666666666666,1
DN,2017-06-20,59.66666666666666,1
DT,2017-06-20,105.0,1
DY,2017-06-20,59.33333333333334,1
E,2017-06-20,71.0,1
EC,2017-06-20,63.0,1
EH,2017-06-20,50.0,0
EN,2017-06-20,54.5,1
EX,2017-06-20,104.5,1
FK,2017-06-20,47.33333333333334,1
FY,2017-06-20,56.0,0
G,2017-06-20,41.0,0
GL,2017-06-20,75.4,1
GU,2017-06-20,87.8,1
GY,2017-06-20,,2
HA,2017-06-20,49.75,1
HD,2017-06-20,58.0,1
HG,2017-06-20,58.5,1
HP,2017-06-20,87.0,0
HR,2017-06-20,85.0,0
HS,2017-06-20,,2
HU,2017-06-20,61.0,0
HX,2017-06-20,53.85714285714285,2
IG,2017-06-20,61.0,1
IM,2017-06-20,,2
IP,2017-06-20,70.0,0
IV,2017-06-20,61.0,0
JE,2017-06-20,,2
KA,2017-06-20,50.0,1
KT,2017-06-20,71.8,2
KW,2017-06-20,61.0,1
KY,2017-06-20,48.6,1
L,2017-06-20,58.0,0
LA,2017-06-20,53.0,1
LD,2017-06-20,84.2,1
LE,2017-06-20,81.5,0
LL,2017-06-20,61.0,1
LN,2017-06-20,56.0,1
LS,2017-06-20,50.0,0
LU,2017-06-20,87.0,1
M,2017-06-20,51.5,0
ME,2017-06-20,65.66666666666667,1
MK,2017-06-20,79.5,1
ML,2017-06-20,50.0,1
N,2017-06-20,78.0,0
NE,2017-06-20,52.0,0
NG,2017-06-20,56.0,0
NN,2017-06-20,72.0,0
NP,2017-06-20,96.0,0
NR,2017-06-20,70.0,0
NW,2017-06-20,31.0,0
OL,2017-06-20,51.5,1
OX,2017-06-20,71.6,1
PA,2017-06-20,42.0,1
PE,2017-06-20,73.5,1
PH,2017-06-20,43.0,0
PL,2017-06-20,85.0,0
PO,2017-06-20,95.0,0
PR,2017-06-20,50.0,0
RG,2017-06-20,75.0,0
RH,2017-06-20,100.0,1
RM,2017-06-20,58.0,0
S,2017-06-20,58.0,0
SA,2017-06-20,76.5,0
SE,2017-06-20,64.0,0
SG,2017-06-20,87.0,1
SK,2017-06-20,54.28571428571429,1
SL,2017-06-20,67.0,1
SM,2017-06-20,57.66666666666666,2
SN,2017-06-20,73.5,1
SO,2017-06-20,84.5,0
SP,2017-06-20,87.25,1
SR,2017-06-20,62.0,0
SS,2017-06-20,73.0,0
ST,2017-06-20,58.0,0
SW,2017-06-20,57.66666666666666,1
SY,2017-06-20,74.75,1
TA,2017-06-20,72.0,1
TD,2017-06-20,51.83333333333334,1
TF,2017-06-20,58.0,1
TN,2017-06-20,83.0,1
TQ,2017-06-20,124.0,0
TR,2017-06-20,85.0,1
TS,2017-06-20,51.0,0
TW,2017-06-20,56.0,1
UB,2017-06-20,53.0,0
W,2017-06-20,62.0,0
WA,2017-06-20,45.0,0
WC,2017-06-20,47.0,0
WD,2017-06-20,56.0,1
WF,2017-06-20,58.2,1
WN,2017-06-20,52.0,0
WR,2017-06-20,64.8,1
WS,2017-06-20,63.0,0
WV,2017-06-20,60.5,1
YO,2017-06-20,67.0,0
ZE,2017-06-20,59.0,0
AB,2017-06-21,42.0,0
AL,2017-06-21,94.0,1
B,2017-06-21,71.5,0
BA,2017-06-21,89.0,1
BB,2017-06-21,72.0,1
BD,2017-06-21,56.0,1
BH,2017-06-21,88.0,0
BL,2017-06-21,62.25,1
BN,2017-06-21,104.0,0
BR,2017-06-21,74.0,1
BS,2017-06-21,89.0,0
BT,2017-06-21,57.0,0
CA,2017-06-21,53.0,1
CB,2017-06-21,96.0,0
CF,2017-06-21,91.0,0
CH,2017-06-21,76.0,0
CM,2017-06-21,73.0,1
CO,2017-06-21,68.0,0
CR,2017-06-21,74.0,1
CT,2017-06-21,88.0,0
CV,2017-06-21,84.5,0
CW,2017-06-21,68.0,1
DA,2017-06-21,62.5,1
DD,2017-06-21,44.5,1
DE,2017-06-21,76.5,1
DG,2017-06-21,67.0,0
DH,2017-06-21,47.0,1
DL,2017-06-21,54.0,1
DN,2017-06-21,64.16666666666667,1
DT,2017-06-21,88.0,1
DY,2017-06-21,76.0,1
E,2017-06-21,82.0,1
EC,2017-06-21,76.66666666666667,1
EH,2017-06-21,51.0,0
EN,2017-06-21,60.0,1
EX,2017-06-21,103.0,1
FK,2017-06-21,45.16666666666666,1
FY,2017-06-21,83.0,0
G,2017-06-21,20.0,0
GL,2017-06-21,88.0,1
GU,2017-06-21,95.6,1
GY,2017-06-21,,2
HA,2017-06-21,65.5,1
HD,2017-06-21,65.66666666666667,1
HG,2017-06-21,61.0,1
HP,2017-06-21,94.0,0
HR,2017-06-21,83.0,0
HS,2017-06-21,,2
HU,2017-06-21,52.0,0
HX,2017-06-21,62.28571428571429,2
IG,2017-06-21,62.5,1
IM,2017-06-21,,2
IP,2017-06-21,78.0,0
IV,2017-06-21,67.0,0
JE,2017-06-21,,2
KA,2017-06-21,43.5,1
KT,2017-06-21,85.0,2
KW,2017-06-21,67.0,1
KY,2017-06-21,50.2,1
L,2017-06-21,69.0,0
LA,2017-06-21,77.5,1
LD,2017-06-21,96.4,1
LE,2017-06-21,91.5,0
LL,2017-06-21,76.0,1
LN,2017-06-21,70.0,1
LS,2017-06-21,56.0,0
LU,2017-06-21,94.0,1
M,2017-06-21,55.5,0
ME,2017-06-21,72.0,1
MK,2017-06-21,100.5,1
ML,2017-06-21,48.5,1
N,2017-06-21,90.0,0
NE,2017-06-21,39.0,0
NG,2017-06-21,70.0,0
NN,2017-06-21,107.0,0
NP,2017-06-21,99.0,0
NR,2017-06-21,84.0,0
NW,2017-06-21,30.0,0
OL,2017-06-21,55.5,1
OX,2017-06-21,92.2,1
PA,2017-06-21,33.5,1
PE,2017-06-21,87.75,1
PH,2017-06-21,47.0,0
PL,2017-06-21,90.0,0
PO,2017-06-21,90.0,0
PR,2017-06-21,72.0,0
RG,2017-06-21,91.0,0
RH,2017-06-21,104.0,1
RM,2017-06-21,51.0,0
S,2017-06-21,65.66666666666667,0
SA,2017-06-21,104.5,0
SE,2017-06-21,74.0,0
SG,2017-06-21,96.0,1
SK,2017-06-21,62.28571428571429,1
SL,2017-06-21,81.25,1
SM,2017-06-21,77.33333333333333,2
SN,2017-06-21,90.0,1
SO,2017-06-21,96.5,0
SP,2017-06-21,93.0,1
SR,2017-06-21,45.0,0
SS,2017-06-21,77.0,0
ST,2017-06-21,71.0,0
SW,2017-06-21,77.33333333333333,1
SY,2017-06-21,92.0,1
TA,2017-06-21,89.0,1
TD,2017-06-21,51.66666666666666,1
TF,2017-06-21,71.0,1
TN,2017-06-21,96.0,1
TQ,2017-06-21,116.0,0
TR,2017-06-21,90.0,1
TS,2017-06-21,57.0,0
TW,2017-06-21,77.33333333333333,1
UB,2017-06-21,70.0,0
W,2017-06-21,92.0,0
WA,2017-06-21,57.0,0
WC,2017-06-21,66.0,0
WD,2017-06-21,66.0,1
WF,2017-06-21,63.8,1
WN,2017-06-21,66.0,0
WR,2017-06-21,79.0,1
WS,2017-06-21,85.0,0
WV,2017-06-21,78.0,1
YO,2017-06-21,66.0,0
ZE,2017-06-21,65.0,0
AB,2017-06-22,53.0,0
AL,2017-06-22,69.0,1
B,2017-06-22,56.5,0
BA,2017-06-22,66.0,1
BB,2017-06-22,62.0,1
BD,2017-06-22,50.0,1
BH,2017-06-22,70.0,0
BL,2017-06-22,57.0,1
BN,2017-06-22,66.5,0
BR,2017-06-22,68.0,1
BS,2017-06-22,66.0,0
BT,2017-06-22,54.66666666666666,0
CA,2017-06-22,66.0,1
CB,2017-06-22,62.0,0
CF,2017-06-22,61.0,0
CH,2017-06-22,62.0,0
CM,2017-06-22,63.5,1
CO,2017-06-22,75.0,0
CR,2017-06-22,68.0,1
CT,2017-06-22,82.0,0
CV,2017-06-22,63.5,0
CW,2017-06-22,56.0,1
DA,2017-06-22,58.5,1
DD,2017-06-22,55.0,1
DE,2017-06-22,61.58333333333334,1
DG,2017-06-22,69.0,0
DH,2017-06-22,55.66666666666666,1
DL,2017-06-22,59.0,1
DN,2017-06-22,61.5,1
DT,2017-06-22,62.0,1
DY,2017-06-22,58.0,1
E,2017-06-22,70.0,1
EC,2017-06-22,65.0,1
EH,2017-06-22,51.5,0
EN,2017-06-22,47.0,1
EX,2017-06-22,54.0,0
FK,2017-06-22,51.33333333333334,1
FY,2017-06-22,75.0,0
G,2017-06-22,45.0,0
GL,2017-06-22,65.6,1
GU,2017-06-22,64.33333333333333,1
GY,2017-06-22,,2
HA,2017-06-22,49.75,1
HD,2017-06-22,63.66666666666666,1
HG,2017-06-22,59.0,1
HP,2017-06-22,69.0,0
HR,2017-06-22,66.0,0
HS,2017-06-22,,2
HU,2017-06-22,55.0,0
HX,2017-06-22,57.85714285714285,2
IG,2017-06-22,58.5,1
IM,2017-06-22,,2
IP,2017-06-22,70.0,0
IV,2017-06-22,61.0,0
JE,2017-06-22,,2
KA,2017-06-22,57.0,1
KT,2017-06-22,62.36363636363637,2
KW,2017-06-22,61.0,1
KY,2017-06-22,52.6,1
L,2017-06-22,63.0,0
LA,2017-06-22,68.5,1
LD,2017-06-22,62.6,1
LE,2017-06-22,68.5,0
LL,2017-06-22,62.0,1
LN,2017-06-22,55.0,1
LS,2017-06-22,50.0,0
LU,2017-06-22,69.0,1
M,2017-06-22,51.0,0
ME,2017-06-22,66.33333333333333,1
MK,2017-06-22,68.5,1
ML,2017-06-22,53.33333333333334,1
N,2017-06-22,72.0,0
NE,2017-06-22,63.0,0
NG,2017-06-22,55.0,0
NN,2017-06-22,68.0,0
NP,2017-06-22,69.0,0
NR,2017-06-22,76.5,0
NW,2017-06-22,22.0,0
OL,2017-06-22,51.0,1
OX,2017-06-22,65.2,1
PA,2017-06-22,51.0,1
PE,2017-06-22,68.125,1
PH,2017-06-22,57.0,0
PL,2017-06-22,60.0,0
PO,2017-06-22,66.0,0
PR,2017-06-22,62.0,0
RG,2017-06-22,62.0,0
RH,2017-06-22,66.5,1
RM,2017-06-22,49.0,0
S,2017-06-22,63.66666666666666,0
SA,2017-06-22,58.5,0
SE,2017-06-22,68.0,0
SG,2017-06-22,62.0,1
SK,2017-06-22,57.0,1
SL,2017-06-22,59.5,1
SM,2017-06-22,64.33333333333333,2
SN,2017-06-22,64.0,1
SO,2017-06-22,62.5,0
SP,2017-06-22,64.25,1
SR,2017-06-22,58.0,0
SS,2017-06-22,68.0,0
ST,2017-06-22,55.0,0
SW,2017-06-22,64.33333333333333,1
SY,2017-06-22,61.25,1
TA,2017-06-22,60.0,1
TD,2017-06-22,56.33333333333334,1
TF,2017-06-22,55.0,1
TN,2017-06-22,71.66666666666667,1
TQ,2017-06-22,69.0,0
TR,2017-06-22,60.0,1
TS,2017-06-22,46.0,0
TW,2017-06-22,59.0,1
UB,2017-06-22,53.5,0
W,2017-06-22,70.0,0
WA,2017-06-22,51.0,0
WC,2017-06-22,55.0,0
WD,2017-06-22,49.5,1
WF,2017-06-22,61.8,1
WN,2017-06-22,64.0,0
WR,2017-06-22,61.2,1
WS,2017-06-22,61.0,0
WV,2017-06-22,58.0,1
YO,2017-06-22,68.0,0
ZE,2017-06-22,70.0,0
AB,2017-06-23,50.0,0
AL,2017-06-23,54.0,1
B,2017-06-23,45.5,0
BA,2017-06-23,58.0,1
BB,2017-06-23,42.0,1
BD,2017-06-23,31.0,1
BH,2017-06-23,63.0,0
BL,2017-06-23,37.5,1
BN,2017-06-23,59.5,0
BR,2017-06-23,54.0,1
BS,2017-06-23,58.0,0
BT,2017-06-23,49.66666666666666,0
CA,2017-06-23,45.5,1
CB,2017-06-23,54.0,0
CF,2017-06-23,56.0,0
CH,2017-06-23,50.0,0
CM,2017-06-23,54.0,1
CO,2017-06-23,62.0,0
CR,2017-06-23,54.0,1
CT,2017-06-23,61.0,0
CV,2017-06-23,49.0,0
CW,2017-06-23,46.33333333333334,1
DA,2017-06-23,49.0,1
DD,2017-06-23,55.5,1
DE,2017-06-23,46.83333333333334,1
DG,2017-06-23,55.0,0
DH,2017-06-23,40.66666666666666,1
DL,2017-06-23,40.66666666666666,1
DN,2017-06-23,43.33333333333334,1
DT,2017-06-23,56.5,1
DY,2017-06-23,46.66666666666666,1
E,2017-06-23,55.5,1
EC,2017-06-23,52.33333333333334,1
EH,2017-06-23,55.75,0
EN,2017-06-23,36.0,1
EX,2017-06-23,50.0,0
FK,2017-06-23,55.83333333333334,1
FY,2017-06-23,53.0,0
G,2017-06-23,51.0,0
GL,2017-06-23,55.4,1
GU,2017-06-23,58.6,1
GY,2017-06-23,,2
HA,2017-06-23,40.0,1
HD,2017-06-23,46.0,1
HG,2017-06-23,37.5,1
HP,2017-06-23,54.0,0
HR,2017-06-23,58.0,0
HS,2017-06-23,,2
HU,2017-06-23,36.0,0
HX,2017-06-23,39.42857142857143,2
IG,2017-06-23,49.0,1
IM,2017-06-23,,2
IP,2017-06-23,50.0,0
IV,2017-06-23,63.0,0
JE,2017-06-23,,2
KA,2017-06-23,53.0,1
KT,2017-06-23,53.8,2
KW,2017-06-23,63.0,1
KY,2017-06-23,56.8,1
L,2017-06-23,55.0,0
LA,2017-06-23,47.5,1
LD,2017-06-23,56.2,1
LE,2017-06-23,48.5,0
LL,2017-06-23,50.0,1
LN,2017-06-23,42.0,1
LS,2017-06-23,31.0,0
LU,2017-06-23,54.0,1
M,2017-06-23,32.5,0
ME,2017-06-23,53.66666666666666,1
MK,2017-06-23,53.5,1
ML,2017-06-23,54.83333333333334,1
N,2017-06-23,57.0,0
NE,2017-06-23,36.0,0
NG,2017-06-23,42.0,0
NN,2017-06-23,53.0,0
NP,2017-06-23,63.0,0
NR,2017-06-23,50.5,0
NW,2017-06-23,15.0,0
OL,2017-06-23,32.5,1
OX,2017-06-23,51.6,1
PA,2017-06-23,56.0,1
PE,2017-06-23,49.625,1
PH,2017-06-23,61.0,0
PL,2017-06-23,56.0,0
PO,2017-06-23,59.0,0
PR,2017-06-23,42.0,0
RG,2017-06-23,53.0,0
RH,2017-06-23,59.5,1
RM,2017-06-23,44.0,0
S,2017-06-23,46.0,0
SA,2017-06-23,52.0,0
SE,2017-06-23,54.0,0
SG,2017-06-23,54.0,1
SK,2017-06-23,41.714285714285715,1
SL,2017-06-23,49.0,1
SM,2017-06-23,52.0,2
SN,2017-06-23,55.5,1
SO,2017-06-23,62.0,0
SP,2017-06-23,59.33333333333334,1
SR,2017-06-23,44.0,0
SS,2017-06-23,56.0,0
ST,2017-06-23,47.0,0
SW,2017-06-23,52.0,1
SY,2017-06-23,53.0,1
TA,2017-06-23,54.0,1
TD,2017-06-23,52.33333333333334,1
TF,2017-06-23,47.0,1
TN,2017-06-23,60.0,1
TQ,2017-06-23,64.0,0
TR,2017-06-23,56.0,1
TS,2017-06-23,42.0,0
TW,2017-06-23,48.33333333333334,1
UB,2017-06-23,44.5,0
W,2017-06-23,56.0,0
WA,2017-06-23,42.0,0
WC,2017-06-23,46.0,0
WD,2017-06-23,39.5,1
WF,2017-06-23,42.6,1
WN,2017-06-23,43.0,0
WR,2017-06-23,49.4,1
WS,2017-06-23,49.0,0
WV,2017-06-23,48.0,1
YO,2017-06-23,44.0,0
ZE,2017-06-23,64.0,0
AB,2017-06-24,54.0,0
AL,2017-06-24,44.0,1
B,2017-06-24,44.5,0
BA,2017-06-24,44.0,1
BB,2017-06-24,45.0,1
BD,2017-06-24,40.0,1
BH,2017-06-24,50.0,0
BL,2017-06-24,39.0,1
BN,2017-06-24,50.0,0
BR,2017-06-24,42.0,1
BS,2017-06-24,44.0,0
BT,2017-06-24,55.66666666666666,0
CA,2017-06-24,57.0,1
CB,2017-06-24,58.0,0
CF,2017-06-24,40.0,0
CH,2017-06-24,43.0,0
CM,2017-06-24,47.75,1
CO,2017-06-24,52.0,0
CR,2017-06-24,42.0,1
CT,2017-06-24,52.0,0
CV,2017-06-24,45.5,0
CW,2017-06-24,40.0,1
DA,2017-06-24,38.0,1
DD,2017-06-24,57.5,1
DE,2017-06-24,42.583333333333336,1
DG,2017-06-24,61.0,0
DH,2017-06-24,54.0,1
DL,2017-06-24,52.33333333333334,1
DN,2017-06-24,44.33333333333334,1
DT,2017-06-24,42.5,1
DY,2017-06-24,44.33333333333334,1
E,2017-06-24,44.0,1
EC,2017-06-24,41.333333333333336,1
EH,2017-06-24,61.5,0
EN,2017-06-24,30.0,1
EX,2017-06-24,35.0,0
FK,2017-06-24,60.16666666666666,1
FY,2017-06-24,55.0,0
G,2017-06-24,54.0,0
GL,2017-06-24,45.8,1
GU,2017-06-24,46.4,1
GY,2017-06-24,,2
HA,2017-06-24,31.25,1
HD,2017-06-24,42.333333333333336,1
HG,2017-06-24,47.0,1
HP,2017-06-24,44.0,0
HR,2017-06-24,45.0,0
HS,2017-06-24,,2
HU,2017-06-24,46.0,0
HX,2017-06-24,39.57142857142857,2
IG,2017-06-24,38.0,1
IM,2017-06-24,,2
IP,2017-06-24,52.0,0
IV,2017-06-24,62.0,0
JE,2017-06-24,,2
KA,2017-06-24,57.5,1
KT,2017-06-24,42.1,2
KW,2017-06-24,62.0,1
