region_id,timestamp,val_O3_mean,extra_rings_O3_mean
TA,2017-09-21,37.0,1
TD,2017-09-21,44.5,1
TF,2017-09-21,35.0,1
TN,2017-09-21,62.66666666666666,1
TQ,2017-09-21,62.0,0
TR,2017-09-21,50.0,1
TS,2017-09-21,41.0,0
TW,2017-09-21,27.66666666666667,1
UB,2017-09-21,21.0,0
W,2017-09-21,41.0,0
WA,2017-09-21,48.0,0
WC,2017-09-21,30.0,0
WD,2017-09-21,17.333333333333332,1
WF,2017-09-21,36.75,1
WN,2017-09-21,45.0,0
WR,2017-09-21,32.25,1
WS,2017-09-21,42.0,0
WV,2017-09-21,38.5,1
YO,2017-09-21,43.0,0
ZE,2017-09-21,58.0,0
AB,2017-09-22,30.0,0
AL,2017-09-22,20.0,2
B,2017-09-22,29.5,0
BA,2017-09-22,34.0,1
BB,2017-09-22,30.0,1
BD,2017-09-22,12.0,1
BH,2017-09-22,48.0,0
BL,2017-09-22,24.25,1
BN,2017-09-22,51.0,0
BR,2017-09-22,27.0,1
BS,2017-09-22,34.0,0
BT,2017-09-22,38.0,0
CA,2017-09-22,28.5,1
CB,2017-09-22,33.0,0
CF,2017-09-22,32.0,0
CH,2017-09-22,37.0,0
CM,2017-09-22,34.0,1
CO,2017-09-22,42.0,0
CR,2017-09-22,27.0,1
CT,2017-09-22,36.0,0
CV,2017-09-22,31.0,0
CW,2017-09-22,32.333333333333336,1
DA,2017-09-22,30.33333333333333,1
DD,2017-09-22,33.5,1
DE,2017-09-22,30.09090909090909,1
DG,2017-09-22,36.0,0
DH,2017-09-22,33.333333333333336,1
DL,2017-09-22,33.0,1
DN,2017-09-22,28.8,1
DT,2017-09-22,36.5,1
DY,2017-09-22,31.33333333333333,1
E,2017-09-22,28.0,1
EC,2017-09-22,25.66666666666667,1
EH,2017-09-22,38.25,0
EN,2017-09-22,17.5,1
EX,2017-09-22,25.0,0
FK,2017-09-22,36.333333333333336,1
FY,2017-09-22,32.0,0
G,2017-09-22,28.0,0
GL,2017-09-22,33.0,1
GU,2017-09-22,39.2,1
GY,2017-09-22,,2
HA,2017-09-22,14.5,1
HD,2017-09-22,26.0,1
HG,2017-09-22,26.5,1
HP,2017-09-22,27.0,1
HR,2017-09-22,36.0,1
HS,2017-09-22,,2
HU,2017-09-22,30.0,0
HX,2017-09-22,23.0,2
IG,2017-09-22,28.5,1
IM,2017-09-22,,2
IP,2017-09-22,51.0,0
IV,2017-09-22,44.0,0
JE,2017-09-22,,2
KA,2017-09-22,32.0,1
KT,2017-09-22,29.6,2
KW,2017-09-22,44.0,1
KY,2017-09-22,38.0,1
L,2017-09-22,40.0,0
LA,2017-09-22,31.0,1
LD,2017-09-22,40.25,1
LE,2017-09-22,36.5,0
LL,2017-09-22,37.0,1
LN,2017-09-22,21.0,1
LS,2017-09-22,12.0,0
LU,2017-09-22,32.0,2
M,2017-09-22,22.0,0
ME,2017-09-22,34.0,0
MK,2017-09-22,36.0,1
ML,2017-09-22,36.16666666666666,1
N,2017-09-22,29.0,0
NE,2017-09-22,21.0,0
NG,2017-09-22,21.0,0
NN,2017-09-22,36.0,0
NP,2017-09-22,36.0,0
NR,2017-09-22,43.5,0
NW,2017-09-22,6.0,0
OL,2017-09-22,22.0,1
OX,2017-09-22,31.25,1
PA,2017-09-22,32.5,1
PE,2017-09-22,37.625,1
PH,2017-09-22,37.0,0
PL,2017-09-22,47.0,0
PO,2017-09-22,42.25,1
PR,2017-09-22,30.0,0
RG,2017-09-22,27.0,0
RH,2017-09-22,51.0,1
RM,2017-09-22,30.0,0
S,2017-09-22,26.0,0
SA,2017-09-22,46.5,0
SE,2017-09-22,27.0,0
SG,2017-09-22,33.0,1
SK,2017-09-22,26.0,1
SL,2017-09-22,17.333333333333332,1
SM,2017-09-22,25.0,2
SN,2017-09-22,30.5,1
SO,2017-09-22,33.5,0
SP,2017-09-22,35.5,1
SR,2017-09-22,42.0,0
SS,2017-09-22,31.0,0
ST,2017-09-22,29.0,0
SW,2017-09-22,25.0,1
SY,2017-09-22,43.33333333333334,1
TA,2017-09-22,29.5,1
TD,2017-09-22,35.0,1
TF,2017-09-22,29.0,1
TN,2017-09-22,43.0,1
TQ,2017-09-22,55.0,0
TR,2017-09-22,47.0,1
TS,2017-09-22,37.0,0
TW,2017-09-22,17.333333333333332,1
UB,2017-09-22,12.5,0
W,2017-09-22,27.0,0
WA,2017-09-22,31.0,0
WC,2017-09-22,21.0,0
WD,2017-09-22,10.333333333333334,1
WF,2017-09-22,26.25,1
WN,2017-09-22,23.0,0
WR,2017-09-22,30.25,1
WS,2017-09-22,35.0,0
WV,2017-09-22,32.0,1
YO,2017-09-22,41.0,0
ZE,2017-09-22,66.0,0
AB,2017-09-23,29.0,0
AL,2017-09-23,55.0,1
B,2017-09-23,39.5,0
BA,2017-09-23,48.0,1
BB,2017-09-23,36.0,1
BD,2017-09-23,9.0,1
BH,2017-09-23,71.0,0
BL,2017-09-23,28.5,1
BN,2017-09-23,57.5,0
BR,2017-09-23,41.0,1
BS,2017-09-23,48.0,0
BT,2017-09-23,52.0,0
CA,2017-09-23,31.0,1
CB,2017-09-23,49.0,0
CF,2017-09-23,53.0,0
CH,2017-09-23,41.0,0
CM,2017-09-23,49.75,1
CO,2017-09-23,62.0,0
CR,2017-09-23,41.0,1
CT,2017-09-23,43.0,0
CV,2017-09-23,47.0,0
CW,2017-09-23,35.666666666666664,1
DA,2017-09-23,44.0,1
DD,2017-09-23,37.5,1
DE,2017-09-23,38.333333333333336,1
DG,2017-09-23,42.0,0
DH,2017-09-23,30.66666666666667,1
DL,2017-09-23,32.0,1
DN,2017-09-23,33.0,1
DT,2017-09-23,56.5,1
DY,2017-09-23,42.333333333333336,1
E,2017-09-23,40.0,1
EC,2017-09-23,36.333333333333336,1
EH,2017-09-23,40.5,0
EN,2017-09-23,27.0,1
EX,2017-09-23,42.0,0
FK,2017-09-23,39.833333333333336,1
FY,2017-09-23,36.0,0
G,2017-09-23,31.0,0
GL,2017-09-23,47.75,1
GU,2017-09-23,50.2,1
GY,2017-09-23,,2
HA,2017-09-23,23.0,1
HD,2017-09-23,32.333333333333336,1
HG,2017-09-23,23.5,1
HP,2017-09-23,55.0,0
HR,2017-09-23,49.0,1
HS,2017-09-23,,2
HU,2017-09-23,40.0,0
HX,2017-09-23,27.142857142857146,2
IG,2017-09-23,40.0,1
IM,2017-09-23,,2
IP,2017-09-23,59.0,0
IV,2017-09-23,51.0,0
JE,2017-09-23,,2
KA,2017-09-23,36.5,1
KT,2017-09-23,39.8,2
KW,2017-09-23,51.0,1
KY,2017-09-23,41.6,1
L,2017-09-23,41.0,0
LA,2017-09-23,36.0,1
LD,2017-09-23,54.75,1
LE,2017-09-23,44.5,0
LL,2017-09-23,41.0,1
LN,2017-09-23,23.0,1
LS,2017-09-23,9.0,0
LU,2017-09-23,55.0,1
M,2017-09-23,24.0,0
ME,2017-09-23,52.0,0
MK,2017-09-23,49.0,1
ML,2017-09-23,39.16666666666666,1
N,2017-09-23,39.0,0
NE,2017-09-23,20.0,0
NG,2017-09-23,23.0,0
NN,2017-09-23,43.0,0
NP,2017-09-23,49.0,0
NR,2017-09-23,49.5,0
NW,2017-09-23,15.0,0
OL,2017-09-23,24.0,1
OX,2017-09-23,46.2,1
PA,2017-09-23,38.5,1
PE,2017-09-23,45.25,1
PH,2017-09-23,46.0,0
PL,2017-09-23,60.0,0
PO,2017-09-23,53.0,1
PR,2017-09-23,36.0,0
RG,2017-09-23,39.0,0
RH,2017-09-23,57.5,1
RM,2017-09-23,39.0,0
S,2017-09-23,32.333333333333336,0
SA,2017-09-23,58.5,0
SE,2017-09-23,41.0,0
SG,2017-09-23,49.0,1
SK,2017-09-23,30.142857142857146,1
SL,2017-09-23,32.0,1
SM,2017-09-23,37.66666666666666,2
SN,2017-09-23,43.5,1
SO,2017-09-23,48.5,0
SP,2017-09-23,51.75,1
SR,2017-09-23,34.0,0
SS,2017-09-23,49.0,0
ST,2017-09-23,30.0,0
SW,2017-09-23,37.66666666666666,1
SY,2017-09-23,52.66666666666666,1
TA,2017-09-23,45.0,1
TD,2017-09-23,37.333333333333336,1
TF,2017-09-23,30.0,1
TN,2017-09-23,52.5,1
TQ,2017-09-23,67.0,0
TR,2017-09-23,60.0,1
TS,2017-09-23,38.0,0
TW,2017-09-23,25.66666666666667,1
UB,2017-09-23,17.0,0
W,2017-09-23,43.0,0
WA,2017-09-23,36.0,0
WC,2017-09-23,29.0,0
WD,2017-09-23,26.0,1
WF,2017-09-23,28.8,1
WN,2017-09-23,30.0,0
WR,2017-09-23,43.25,1
WS,2017-09-23,48.0,0
WV,2017-09-23,39.0,1
YO,2017-09-23,38.0,0
ZE,2017-09-23,68.0,0
AB,2017-09-24,49.0,0
AL,2017-09-24,57.0,1
B,2017-09-24,46.5,0
BA,2017-09-24,41.0,1
BB,2017-09-24,47.0,1
BD,2017-09-24,38.0,1
BH,2017-09-24,61.0,0
BL,2017-09-24,42.5,1
BN,2017-09-24,61.5,0
BR,2017-09-24,44.0,1
BS,2017-09-24,41.0,0
BT,2017-09-24,36.66666666666666,0
CA,2017-09-24,45.5,1
CB,2017-09-24,60.0,0
CF,2017-09-24,39.0,0
CH,2017-09-24,50.0,0
CM,2017-09-24,55.0,1
CO,2017-09-24,63.0,0
CR,2017-09-24,44.0,1
CT,2017-09-24,43.0,0
CV,2017-09-24,52.5,0
CW,2017-09-24,47.66666666666666,1
DA,2017-09-24,48.0,1
DD,2017-09-24,44.5,1
DE,2017-09-24,49.16666666666666,1
DG,2017-09-24,47.0,0
DH,2017-09-24,53.66666666666666,1
DL,2017-09-24,56.0,1
DN,2017-09-24,50.66666666666666,1
DT,2017-09-24,45.0,1
DY,2017-09-24,48.66666666666666,1
E,2017-09-24,41.0,1
EC,2017-09-24,39.333333333333336,1
EH,2017-09-24,42.75,0
EN,2017-09-24,30.0,1
EX,2017-09-24,29.0,0
FK,2017-09-24,39.0,1
FY,2017-09-24,51.0,0
G,2017-09-24,23.0,0
GL,2017-09-24,45.0,1
GU,2017-09-24,54.2,1
GY,2017-09-24,,2
HA,2017-09-24,30.25,1
HD,2017-09-24,47.0,1
HG,2017-09-24,50.0,1
HP,2017-09-24,57.0,0
HR,2017-09-24,34.0,1
HS,2017-09-24,,2
HU,2017-09-24,61.0,0
HX,2017-09-24,43.0,2
IG,2017-09-24,45.0,1
IM,2017-09-24,,2
IP,2017-09-24,70.0,0
IV,2017-09-24,51.0,0
JE,2017-09-24,,2
KA,2017-09-24,35.0,1
KT,2017-09-24,45.0,2
KW,2017-09-24,51.0,1
KY,2017-09-24,42.2,1
L,2017-09-24,50.0,0
LA,2017-09-24,49.0,1
LD,2017-09-24,44.5,1
LE,2017-09-24,54.5,0
LL,2017-09-24,50.0,1
LN,2017-09-24,40.0,1
LS,2017-09-24,38.0,0
LU,2017-09-24,57.0,1
M,2017-09-24,37.5,0
ME,2017-09-24,54.0,0
MK,2017-09-24,54.5,1
ML,2017-09-24,40.16666666666666,1
N,2017-09-24,38.0,0
NE,2017-09-24,44.0,0
NG,2017-09-24,40.0,0
NN,2017-09-24,52.0,0
NP,2017-09-24,34.0,0
NR,2017-09-24,60.5,0
NW,2017-09-24,22.0,0
OL,2017-09-24,37.5,1
OX,2017-09-24,51.6,1
PA,2017-09-24,31.5,1
PE,2017-09-24,56.5,1
PH,2017-09-24,40.0,0
PL,2017-09-24,42.0,0
PO,2017-09-24,56.75,1
PR,2017-09-24,47.0,0
RG,2017-09-24,44.0,0
RH,2017-09-24,61.5,1
RM,2017-09-24,46.0,0
S,2017-09-24,47.0,0
SA,2017-09-24,52.5,0
SE,2017-09-24,44.0,0
SG,2017-09-24,60.0,1
SK,2017-09-24,44.14285714285715,1
SL,2017-09-24,37.5,1
SM,2017-09-24,43.33333333333334,2
SN,2017-09-24,42.5,1
SO,2017-09-24,52.0,0
SP,2017-09-24,52.25,1
SR,2017-09-24,55.0,0
SS,2017-09-24,51.0,0
ST,2017-09-24,49.0,0
SW,2017-09-24,43.33333333333334,1
SY,2017-09-24,51.66666666666666,1
TA,2017-09-24,35.0,1
TD,2017-09-24,43.66666666666666,1
TF,2017-09-24,49.0,1
TN,2017-09-24,55.0,1
TQ,2017-09-24,48.0,0
TR,2017-09-24,42.0,1
TS,2017-09-24,62.0,0
TW,2017-09-24,33.0,1
UB,2017-09-24,24.5,0
W,2017-09-24,50.0,0
WA,2017-09-24,44.0,0
WC,2017-09-24,36.0,0
WD,2017-09-24,32.0,1
WF,2017-09-24,48.2,1
WN,2017-09-24,48.0,0
WR,2017-09-24,49.5,1
WS,2017-09-24,53.0,0
WV,2017-09-24,51.0,1
YO,2017-09-24,62.0,0
ZE,2017-09-24,75.0,0
AB,2017-09-25,46.0,0
AL,2017-09-25,49.0,1
B,2017-09-25,18.5,0
BA,2017-09-25,27.0,1
BB,2017-09-25,18.0,1
BD,2017-09-25,21.0,1
BH,2017-09-25,27.0,0
BL,2017-09-25,16.25,1
BN,2017-09-25,38.0,0
BR,2017-09-25,15.0,1
BS,2017-09-25,27.0,0
BT,2017-09-25,19.33333333333333,0
CA,2017-09-25,36.5,1
CB,2017-09-25,43.0,0
CF,2017-09-25,21.0,0
CH,2017-09-25,31.0,0
CM,2017-09-25,36.0,1
CO,2017-09-25,42.0,0
CR,2017-09-25,15.0,1
CT,2017-09-25,34.0,0
CV,2017-09-25,28.0,0
CW,2017-09-25,27.33333333333333,1
DA,2017-09-25,22.66666666666667,1
DD,2017-09-25,33.0,1
DE,2017-09-25,27.33333333333333,1
DG,2017-09-25,45.0,0
DH,2017-09-25,34.0,1
DL,2017-09-25,38.66666666666666,1
DN,2017-09-25,36.0,1
DT,2017-09-25,28.5,1
DY,2017-09-25,18.666666666666668,1
E,2017-09-25,16.0,1
EC,2017-09-25,14.666666666666664,1
EH,2017-09-25,32.5,0
EN,2017-09-25,13.0,1
EX,2017-09-25,30.0,0
FK,2017-09-25,26.66666666666667,1
FY,2017-09-25,20.0,0
G,2017-09-25,10.0,0
GL,2017-09-25,29.75,1
GU,2017-09-25,28.4,1
GY,2017-09-25,,2
HA,2017-09-25,10.25,1
HD,2017-09-25,30.33333333333333,1
HG,2017-09-25,37.5,1
HP,2017-09-25,49.0,0
HR,2017-09-25,36.0,1
HS,2017-09-25,,2
HU,2017-09-25,46.0,0
HX,2017-09-25,22.142857142857146,2
IG,2017-09-25,19.0,1
IM,2017-09-25,,2
IP,2017-09-25,52.0,0
IV,2017-09-25,41.0,0
JE,2017-09-25,,2
KA,2017-09-25,27.5,1
KT,2017-09-25,20.1,2
KW,2017-09-25,41.0,1
KY,2017-09-25,30.0,1
L,2017-09-25,21.0,0
LA,2017-09-25,19.0,1
LD,2017-09-25,36.0,1
LE,2017-09-25,33.5,0
LL,2017-09-25,31.0,1
LN,2017-09-25,25.0,1
LS,2017-09-25,21.0,0
LU,2017-09-25,49.0,1
M,2017-09-25,12.5,0
ME,2017-09-25,30.0,0
MK,2017-09-25,43.5,1
ML,2017-09-25,30.83333333333333,1
N,2017-09-25,17.0,0
NE,2017-09-25,28.0,0
NG,2017-09-25,25.0,0
NN,2017-09-25,38.0,0
NP,2017-09-25,36.0,0
NR,2017-09-25,46.0,0
NW,2017-09-25,9.0,0
OL,2017-09-25,12.5,1
OX,2017-09-25,31.0,1
PA,2017-09-25,15.0,1
PE,2017-09-25,39.625,1
PH,2017-09-25,20.0,0
PL,2017-09-25,48.0,0
PO,2017-09-25,32.5,1
PR,2017-09-25,18.0,0
RG,2017-09-25,12.0,0
RH,2017-09-25,38.0,1
RM,2017-09-25,23.0,0
S,2017-09-25,30.33333333333333,0
SA,2017-09-25,43.5,0
SE,2017-09-25,15.0,0
SG,2017-09-25,43.0,1
SK,2017-09-25,23.857142857142854,1
SL,2017-09-25,18.5,1
SM,2017-09-25,15.333333333333336,2
SN,2017-09-25,19.5,1
SO,2017-09-25,27.0,0
SP,2017-09-25,23.25,1
SR,2017-09-25,40.0,0
SS,2017-09-25,36.0,0
ST,2017-09-25,33.0,0
SW,2017-09-25,15.333333333333336,1
SY,2017-09-25,39.333333333333336,1
TA,2017-09-25,28.5,1
TD,2017-09-25,33.833333333333336,1
TF,2017-09-25,33.0,1
TN,2017-09-25,35.0,1
TQ,2017-09-25,62.0,0
TR,2017-09-25,48.0,1
TS,2017-09-25,34.0,0
TW,2017-09-25,10.666666666666666,1
UB,2017-09-25,6.5,0
W,2017-09-25,19.0,0
WA,2017-09-25,18.0,0
WC,2017-09-25,12.0,0
WD,2017-09-25,17.75,1
WF,2017-09-25,33.2,1
WN,2017-09-25,22.0,0
WR,2017-09-25,23.25,1
WS,2017-09-25,19.0,0
WV,2017-09-25,26.0,1
YO,2017-09-25,54.0,0
ZE,2017-09-25,67.0,0
AB,2017-09-26,33.0,0
AL,2017-09-26,56.0,1
B,2017-09-26,20.5,0
BA,2017-09-26,31.0,1
BB,2017-09-26,26.0,1
BD,2017-09-26,33.0,1
BH,2017-09-26,17.0,0
BL,2017-09-26,20.25,1
BN,2017-09-26,25.0,0
BR,2017-09-26,19.0,1
BS,2017-09-26,31.0,0
BT,2017-09-26,46.33333333333334,0
CA,2017-09-26,43.5,1
CB,2017-09-26,31.0,0
CF,2017-09-26,30.0,0
CH,2017-09-26,29.0,0
CM,2017-09-26,30.0,1
CO,2017-09-26,36.0,0
CR,2017-09-26,19.0,1
CT,2017-09-26,23.0,0
CV,2017-09-26,29.5,0
CW,2017-09-26,29.33333333333333,1
DA,2017-09-26,25.0,1
DD,2017-09-26,34.5,1
DE,2017-09-26,33.25,1
DG,2017-09-26,51.0,0
DH,2017-09-26,36.333333333333336,1
DL,2017-09-26,41.66666666666666,1
DN,2017-09-26,42.333333333333336,1
DT,2017-09-26,21.5,1
DY,2017-09-26,23.33333333333333,1
E,2017-09-26,22.5,1
EC,2017-09-26,18.666666666666668,1
EH,2017-09-26,45.75,0
EN,2017-09-26,18.0,1
EX,2017-09-26,26.0,0
FK,2017-09-26,41.0,1
FY,2017-09-26,29.0,0
G,2017-09-26,27.0,0
GL,2017-09-26,31.0,1
GU,2017-09-26,21.6,1
GY,2017-09-26,,2
HA,2017-09-26,13.25,1
HD,2017-09-26,39.333333333333336,1
HG,2017-09-26,47.0,1
HP,2017-09-26,56.0,0
HR,2017-09-26,34.0,1
HS,2017-09-26,,2
HU,2017-09-26,44.0,0
HX,2017-09-26,30.142857142857146,2
IG,2017-09-26,21.0,1
IM,2017-09-26,,2
IP,2017-09-26,51.0,0
IV,2017-09-26,56.0,0
JE,2017-09-26,,2
KA,2017-09-26,39.0,1
KT,2017-09-26,18.1,2
KW,2017-09-26,56.0,1
KY,2017-09-26,43.8,1
L,2017-09-26,27.0,0
LA,2017-09-26,27.5,1
LD,2017-09-26,37.5,1
LE,2017-09-26,42.5,0
LL,2017-09-26,29.0,1
LN,2017-09-26,31.0,1
LS,2017-09-26,33.0,0
LU,2017-09-26,56.0,1
M,2017-09-26,17.0,0
ME,2017-09-26,33.0,0
MK,2017-09-26,46.5,1
ML,2017-09-26,43.5,1
N,2017-09-26,26.0,0
NE,2017-09-26,36.0,0
NG,2017-09-26,31.0,0
NN,2017-09-26,37.0,0
NP,2017-09-26,34.0,0
NR,2017-09-26,47.5,0
NW,2017-09-26,10.0,0
OL,2017-09-26,17.0,1
OX,2017-09-26,34.0,1
PA,2017-09-26,31.5,1
PE,2017-09-26,41.25,1
PH,2017-09-26,36.0,0
PL,2017-09-26,36.0,0
PO,2017-09-26,22.5,1
PR,2017-09-26,26.0,0
RG,2017-09-26,18.0,0
RH,2017-09-26,25.0,1
RM,2017-09-26,23.0,0
S,2017-09-26,39.333333333333336,0
SA,2017-09-26,43.0,0
SE,2017-09-26,19.0,0
SG,2017-09-26,31.0,1
SK,2017-09-26,30.142857142857146,1
SL,2017-09-26,24.0,1
SM,2017-09-26,17.0,2
SN,2017-09-26,24.5,1
SO,2017-09-26,20.0,0
SP,2017-09-26,18.75,1
SR,2017-09-26,45.0,0
SS,2017-09-26,30.0,0
ST,2017-09-26,36.0,0
SW,2017-09-26,17.0,1
SY,2017-09-26,38.333333333333336,1
TA,2017-09-26,28.5,1
TD,2017-09-26,45.0,1
TF,2017-09-26,36.0,1
TN,2017-09-26,26.5,1
TQ,2017-09-26,52.0,0
TR,2017-09-26,36.0,1
TS,2017-09-26,28.0,0
TW,2017-09-26,14.333333333333336,1
UB,2017-09-26,11.0,0
W,2017-09-26,21.0,0
WA,2017-09-26,23.0,0
WC,2017-09-26,11.0,0
WD,2017-09-26,22.0,1
WF,2017-09-26,42.4,1
WN,2017-09-26,21.0,0
WR,2017-09-26,25.0,1
WS,2017-09-26,29.0,0
WV,2017-09-26,32.5,1
YO,2017-09-26,61.0,0
ZE,2017-09-26,64.0,0
AB,2017-09-27,57.0,0
AL,2017-09-27,55.0,1
B,2017-09-27,33.5,0
BA,2017-09-27,37.0,1
BB,2017-09-27,47.0,1
BD,2017-09-27,38.0,1
BH,2017-09-27,50.0,0
BL,2017-09-27,39.5,1
BN,2017-09-27,46.0,0
BR,2017-09-27,29.0,1
BS,2017-09-27,37.0,0
BT,2017-09-27,60.0,0
CA,2017-09-27,57.5,1
CB,2017-09-27,39.0,0
CF,2017-09-27,43.0,0
CH,2017-09-27,41.0,0
CM,2017-09-27,35.75,1
CO,2017-09-27,36.0,0
CR,2017-09-27,29.0,1
CT,2017-09-27,39.0,0
CV,2017-09-27,46.0,0
CW,2017-09-27,40.66666666666666,1
DA,2017-09-27,33.333333333333336,1
DD,2017-09-27,66.0,1
DE,2017-09-27,43.16666666666666,1
DG,2017-09-27,68.0,0
DH,2017-09-27,52.0,1
DL,2017-09-27,54.66666666666666,1
DN,2017-09-27,49.33333333333334,1
DT,2017-09-27,43.0,1
DY,2017-09-27,34.333333333333336,1
E,2017-09-27,30.5,1
EC,2017-09-27,27.33333333333333,1
EH,2017-09-27,59.25,0
EN,2017-09-27,20.0,1
EX,2017-09-27,36.0,0
FK,2017-09-27,59.0,1
FY,2017-09-27,50.0,0
G,2017-09-27,42.0,0
GL,2017-09-27,43.5,1
GU,2017-09-27,38.8,1
GY,2017-09-27,,2
HA,2017-09-27,19.25,1
HD,2017-09-27,50.33333333333334,1
HG,2017-09-27,50.0,1
HP,2017-09-27,55.0,0
HR,2017-09-27,45.0,1
HS,2017-09-27,,2
HU,2017-09-27,49.0,0
HX,2017-09-27,43.42857142857143,2
IG,2017-09-27,29.5,1
IM,2017-09-27,,2
IP,2017-09-27,42.0,0
IV,2017-09-27,74.0,0
JE,2017-09-27,,2
KA,2017-09-27,55.0,1
KT,2017-09-27,31.3,2
KW,2017-09-27,74.0,1
KY,2017-09-27,62.4,1
L,2017-09-27,43.0,0
LA,2017-09-27,48.5,1
LD,2017-09-27,51.25,1
LE,2017-09-27,49.5,0
LL,2017-09-27,41.0,1
LN,2017-09-27,34.0,1
LS,2017-09-27,38.0,0
LU,2017-09-27,55.0,1
M,2017-09-27,34.0,0
ME,2017-09-27,41.0,0
MK,2017-09-27,52.0,1
ML,2017-09-27,57.83333333333334,1
N,2017-09-27,32.0,0
NE,2017-09-27,47.0,0
NG,2017-09-27,34.0,0
NN,2017-09-27,49.0,0
NP,2017-09-27,45.0,0
NR,2017-09-27,39.5,0
NW,2017-09-27,8.0,0
OL,2017-09-27,34.0,1
OX,2017-09-27,45.0,1
PA,2017-09-27,58.5,1
PE,2017-09-27,42.75,1
PH,2017-09-27,75.0,0
PL,2017-09-27,53.0,0
PO,2017-09-27,41.25,1
PR,2017-09-27,47.0,0
RG,2017-09-27,29.0,0
RH,2017-09-27,46.0,1
RM,2017-09-27,30.0,0
S,2017-09-27,50.33333333333334,0
SA,2017-09-27,58.5,0
SE,2017-09-27,29.0,0
SG,2017-09-27,39.0,1
SK,2017-09-27,42.857142857142854,1
SL,2017-09-27,28.75,1
SM,2017-09-27,29.33333333333333,2
SN,2017-09-27,33.0,1
SO,2017-09-27,36.5,0
SP,2017-09-27,38.0,1
SR,2017-09-27,54.0,0
SS,2017-09-27,38.0,0
ST,2017-09-27,39.0,0
SW,2017-09-27,29.33333333333333,1
SY,2017-09-27,52.66666666666666,1
TA,2017-09-27,36.5,1
TD,2017-09-27,58.66666666666666,1
TF,2017-09-27,39.0,1
TN,2017-09-27,43.0,1
TQ,2017-09-27,61.0,0
TR,2017-09-27,53.0,1
TS,2017-09-27,55.0,0
TW,2017-09-27,23.0,1
UB,2017-09-27,15.5,0
W,2017-09-27,38.0,0
WA,2017-09-27,42.0,0
WC,2017-09-27,21.0,0
WD,2017-09-27,23.5,1
WF,2017-09-27,50.2,1
WN,2017-09-27,43.0,0
WR,2017-09-27,39.75,1
WS,2017-09-27,36.0,0
WV,2017-09-27,37.5,1
YO,2017-09-27,62.0,0
ZE,2017-09-27,70.0,0
AB,2017-09-28,44.0,0
AL,2017-09-28,68.0,1
B,2017-09-28,33.5,0
BA,2017-09-28,47.0,1
BB,2017-09-28,39.0,1
BD,2017-09-28,29.0,1
BH,2017-09-28,62.0,0
BL,2017-09-28,33.75,1
BN,2017-09-28,61.5,0
BR,2017-09-28,40.0,1
BS,2017-09-28,47.0,0
BT,2017-09-28,56.33333333333334,0
CA,2017-09-28,46.5,1
CB,2017-09-28,44.0,0
CF,2017-09-28,42.0,0
CH,2017-09-28,47.0,0
CM,2017-09-28,48.5,1
CO,2017-09-28,59.0,0
CR,2017-09-28,40.0,1
CT,2017-09-28,54.0,0
CV,2017-09-28,38.0,0
CW,2017-09-28,39.66666666666666,1
DA,2017-09-28,45.33333333333334,1
DD,2017-09-28,52.0,1
DE,2017-09-28,40.0,1
DG,2017-09-28,57.0,0
DH,2017-09-28,43.33333333333334,1
DL,2017-09-28,47.66666666666666,1
DN,2017-09-28,44.83333333333334,1
DT,2017-09-28,49.0,1
DY,2017-09-28,37.333333333333336,1
E,2017-09-28,41.0,1
EC,2017-09-28,38.66666666666666,1
EH,2017-09-28,55.25,0
EN,2017-09-28,24.5,1
EX,2017-09-28,36.0,0
FK,2017-09-28,55.16666666666666,1
FY,2017-09-28,51.0,0
G,2017-09-28,50.0,0
GL,2017-09-28,44.0,1
GU,2017-09-28,52.2,1
GY,2017-09-28,,2
HA,2017-09-28,24.5,1
HD,2017-09-28,45.0,1
HG,2017-09-28,43.0,1
HP,2017-09-28,68.0,0
HR,2017-09-28,53.0,1
HS,2017-09-28,,2
HU,2017-09-28,44.0,0
HX,2017-09-28,37.285714285714285,2
IG,2017-09-28,40.0,1
IM,2017-09-28,,2
IP,2017-09-28,56.0,0
IV,2017-09-28,66.0,0
JE,2017-09-28,,2
KA,2017-09-28,53.5,1
KT,2017-09-28,42.6,2
KW,2017-09-28,66.0,1
KY,2017-09-28,56.2,1
L,2017-09-28,44.0,0
LA,2017-09-28,45.0,1
LD,2017-09-28,50.25,1
LE,2017-09-28,44.5,0
LL,2017-09-28,47.0,1
LN,2017-09-28,33.0,1
LS,2017-09-28,29.0,0
LU,2017-09-28,68.0,1
M,2017-09-28,29.0,0
ME,2017-09-28,56.0,0
MK,2017-09-28,68.0,1
ML,2017-09-28,54.66666666666666,1
N,2017-09-28,42.0,0
NE,2017-09-28,36.0,0
NG,2017-09-28,33.0,0
NN,2017-09-28,41.25,1
NP,2017-09-28,53.0,0
NR,2017-09-28,44.5,0
NW,2017-09-28,7.0,0
OL,2017-09-28,29.0,1
OX,2017-09-28,45.75,1
PA,2017-09-28,55.0,1
PE,2017-09-28,44.42857142857143,1
PH,2017-09-28,60.0,0
PL,2017-09-28,47.0,0
PO,2017-09-28,55.5,1
PR,2017-09-28,39.0,0
RG,2017-09-28,39.0,0
RH,2017-09-28,61.5,1
RM,2017-09-28,40.0,0
S,2017-09-28,45.0,0
SA,2017-09-28,53.0,0
