region_id,timestamp,val_PM10_max,extra_rings_PM10_max
CT,2017-02-21,20.0,1
CV,2017-02-21,16.5,0
CW,2017-02-21,36.66666666666666,1
DA,2017-02-21,21.0,1
DD,2017-02-21,21.0,1
DE,2017-02-21,25.88888888888889,1
DG,2017-02-21,27.0,1
DH,2017-02-21,20.666666666666668,1
DL,2017-02-21,24.83333333333333,1
DN,2017-02-21,37.0,0
DT,2017-02-21,24.0,1
DY,2017-02-21,18.0,1
E,2017-02-21,26.0,1
EC,2017-02-21,26.0,1
EH,2017-02-21,13.0,0
EN,2017-02-21,28.0,1
EX,2017-02-21,24.0,0
FK,2017-02-21,22.0,0
FY,2017-02-21,27.0,2
G,2017-02-21,30.0,0
GL,2017-02-21,25.0,1
GU,2017-02-21,13.4,1
GY,2017-02-21,,2
HA,2017-02-21,21.8,1
HD,2017-02-21,26.66666666666667,1
HG,2017-02-21,22.75,1
HP,2017-02-21,13.666666666666664,1
HR,2017-02-21,41.0,1
HS,2017-02-21,,2
HU,2017-02-21,30.0,0
HX,2017-02-21,22.5,2
IG,2017-02-21,22.0,1
IM,2017-02-21,,2
IP,2017-02-21,17.0,1
IV,2017-02-21,21.0,1
JE,2017-02-21,,2
KA,2017-02-21,27.33333333333333,1
KT,2017-02-21,16.444444444444443,2
KW,2017-02-21,21.0,2
KY,2017-02-21,17.5,1
L,2017-02-21,38.5,1
LA,2017-02-21,27.0,1
LD,2017-02-21,33.5,1
LE,2017-02-21,28.0,0
LL,2017-02-21,33.8,2
LN,2017-02-21,39.0,1
LS,2017-02-21,15.5,0
LU,2017-02-21,30.0,1
M,2017-02-21,24.0,0
ME,2017-02-21,20.0,0
MK,2017-02-21,22.0,1
ML,2017-02-21,23.75,1
N,2017-02-21,27.0,1
NE,2017-02-21,19.0,0
NG,2017-02-21,41.0,0
NN,2017-02-21,18.75,1
NP,2017-02-21,41.0,0
NR,2017-02-21,17.0,0
NW,2017-02-21,27.0,0
OL,2017-02-21,24.0,1
OX,2017-02-21,14.0,0
PA,2017-02-21,22.0,0
PE,2017-02-21,29.0,1
PH,2017-02-21,21.66666666666667,1
PL,2017-02-21,23.0,0
PO,2017-02-21,19.0,0
PR,2017-02-21,32.0,2
RG,2017-02-21,13.5,0
RH,2017-02-21,16.625,2
RM,2017-02-21,18.0,0
S,2017-02-21,26.66666666666667,0
SA,2017-02-21,30.66666666666667,0
SE,2017-02-21,26.0,0
SG,2017-02-21,30.0,0
SK,2017-02-21,30.57142857142857,1
SL,2017-02-21,12.0,1
SM,2017-02-21,24.0,2
SN,2017-02-21,15.5,1
SO,2017-02-21,10.5,0
SP,2017-02-21,12.0,1
SR,2017-02-21,20.666666666666668,1
SS,2017-02-21,18.0,0
ST,2017-02-21,33.0,0
SW,2017-02-21,24.0,1
SY,2017-02-21,30.66666666666667,1
TA,2017-02-21,22.5,1
TD,2017-02-21,19.666666666666668,1
TF,2017-02-21,33.0,1
TN,2017-02-21,20.0,1
TQ,2017-02-21,23.5,1
TR,2017-02-21,23.0,1
TS,2017-02-21,21.5,0
TW,2017-02-21,18.33333333333333,1
UB,2017-02-21,9.0,0
W,2017-02-21,23.0,0
WA,2017-02-21,38.5,0
WC,2017-02-21,25.2,1
WD,2017-02-21,21.0,1
WF,2017-02-21,26.0,1
WN,2017-02-21,33.666666666666664,1
WR,2017-02-21,17.0,1
WS,2017-02-21,25.5,1
WV,2017-02-21,33.0,1
YO,2017-02-21,30.0,0
ZE,2017-02-21,,2
AB,2017-02-22,10.0,0
AL,2017-02-22,17.0,1
B,2017-02-22,11.0,0
BA,2017-02-22,19.0,1
BB,2017-02-22,31.5,2
BD,2017-02-22,42.5,1
BH,2017-02-22,14.0,1
BL,2017-02-22,19.0,1
BN,2017-02-22,14.833333333333336,2
BR,2017-02-22,13.0,1
BS,2017-02-22,19.0,0
BT,2017-02-22,34.8,0
CA,2017-02-22,22.0,0
CB,2017-02-22,17.0,1
CF,2017-02-22,26.0,0
CH,2017-02-22,16.5,1
CM,2017-02-22,15.666666666666664,1
CO,2017-02-22,14.5,2
CR,2017-02-22,13.0,1
CT,2017-02-22,17.5,1
CV,2017-02-22,20.0,1
CW,2017-02-22,17.0,1
DA,2017-02-22,15.0,1
DD,2017-02-22,10.0,1
DE,2017-02-22,19.857142857142858,1
DG,2017-02-22,22.0,1
DH,2017-02-22,16.666666666666668,1
DL,2017-02-22,19.5,1
DN,2017-02-22,23.0,0
DT,2017-02-22,20.0,1
DY,2017-02-22,11.0,1
E,2017-02-22,13.0,1
EC,2017-02-22,11.0,1
EH,2017-02-22,12.0,0
EN,2017-02-22,19.0,1
EX,2017-02-22,20.0,0
FK,2017-02-22,15.0,0
FY,2017-02-22,22.0,2
G,2017-02-22,23.5,0
GL,2017-02-22,18.0,1
GU,2017-02-22,13.5,1
GY,2017-02-22,,2
HA,2017-02-22,20.0,1
HD,2017-02-22,16.333333333333332,1
HG,2017-02-22,32.5,1
HP,2017-02-22,13.333333333333336,1
HR,2017-02-22,19.5,1
HS,2017-02-22,,2
HU,2017-02-22,20.0,0
HX,2017-02-22,25.5,2
IG,2017-02-22,12.5,1
IM,2017-02-22,,2
IP,2017-02-22,11.0,1
IV,2017-02-22,10.0,1
JE,2017-02-22,,2
KA,2017-02-22,20.0,1
KT,2017-02-22,15.111111111111109,2
KW,2017-02-22,10.0,2
KY,2017-02-22,13.5,1
L,2017-02-22,16.5,1
LA,2017-02-22,22.0,1
LD,2017-02-22,25.0,1
LE,2017-02-22,35.0,0
LL,2017-02-22,23.6,2
LN,2017-02-22,24.5,1
LS,2017-02-22,42.5,0
LU,2017-02-22,17.0,1
M,2017-02-22,19.0,0
ME,2017-02-22,17.5,0
MK,2017-02-22,15.5,1
ML,2017-02-22,18.5,1
N,2017-02-22,16.333333333333332,1
NE,2017-02-22,14.0,0
NG,2017-02-22,26.0,0
NN,2017-02-22,24.5,1
NP,2017-02-22,19.5,0
NR,2017-02-22,11.0,0
NW,2017-02-22,20.0,0
OL,2017-02-22,19.0,1
OX,2017-02-22,14.0,0
PA,2017-02-22,13.0,0
PE,2017-02-22,22.25,1
PH,2017-02-22,12.666666666666664,1
PL,2017-02-22,16.0,0
PO,2017-02-22,14.0,1
PR,2017-02-22,18.5,2
RG,2017-02-22,13.0,0
RH,2017-02-22,14.571428571428573,2
RM,2017-02-22,12.0,0
S,2017-02-22,16.333333333333332,0
SA,2017-02-22,28.33333333333333,0
SE,2017-02-22,13.0,0
SG,2017-02-22,17.0,0
SK,2017-02-22,17.0,1
SL,2017-02-22,10.666666666666666,1
SM,2017-02-22,19.0,2
SN,2017-02-22,14.75,1
SO,2017-02-22,14.0,0
SP,2017-02-22,13.5,1
SR,2017-02-22,16.666666666666668,1
SS,2017-02-22,18.0,0
ST,2017-02-22,18.0,0
SW,2017-02-22,19.0,1
SY,2017-02-22,28.33333333333333,1
TA,2017-02-22,19.5,1
TD,2017-02-22,16.0,1
TF,2017-02-22,18.0,1
TN,2017-02-22,17.5,1
TQ,2017-02-22,18.0,1
TR,2017-02-22,16.0,1
TS,2017-02-22,18.0,0
TW,2017-02-22,20.0,1
UB,2017-02-22,6.0,0
W,2017-02-22,27.0,0
WA,2017-02-22,16.5,0
WC,2017-02-22,9.0,0
WD,2017-02-22,15.333333333333336,1
WF,2017-02-22,25.25,1
WN,2017-02-22,17.333333333333332,1
WR,2017-02-22,11.0,1
WS,2017-02-22,14.5,1
WV,2017-02-22,18.0,1
YO,2017-02-22,22.5,0
ZE,2017-02-22,,2
AB,2017-02-23,25.0,0
AL,2017-02-23,22.0,1
B,2017-02-23,15.0,0
BA,2017-02-23,23.88888888888889,2
BB,2017-02-23,20.8,2
BD,2017-02-23,27.0,1
BH,2017-02-23,22.0,1
BL,2017-02-23,17.0,1
BN,2017-02-23,23.0,2
BR,2017-02-23,25.5,2
BS,2017-02-23,30.0,1
BT,2017-02-23,16.0,0
CA,2017-02-23,15.0,0
CB,2017-02-23,22.0,1
CF,2017-02-23,27.0,0
CH,2017-02-23,19.666666666666668,1
CM,2017-02-23,22.0,1
CO,2017-02-23,17.0,2
CR,2017-02-23,34.75,2
CT,2017-02-23,31.0,1
CV,2017-02-23,21.0,1
CW,2017-02-23,17.666666666666668,1
DA,2017-02-23,31.0,1
DD,2017-02-23,25.0,1
DE,2017-02-23,15.142857142857142,1
DG,2017-02-23,15.0,1
DH,2017-02-23,12.0,1
DL,2017-02-23,12.8,1
DN,2017-02-23,14.0,0
DT,2017-02-23,31.0,1
DY,2017-02-23,15.0,1
E,2017-02-23,27.75,2
EC,2017-02-23,20.0,1
EH,2017-02-23,6.0,0
EN,2017-02-23,30.33333333333333,1
EX,2017-02-23,31.0,0
FK,2017-02-23,11.0,0
FY,2017-02-23,16.5,2
G,2017-02-23,11.0,0
GL,2017-02-23,25.66666666666667,1
GU,2017-02-23,21.4,1
GY,2017-02-23,,2
HA,2017-02-23,33.8,1
HD,2017-02-23,10.666666666666666,1
HG,2017-02-23,19.75,1
HP,2017-02-23,19.33333333333333,1
HR,2017-02-23,30.0,1
HS,2017-02-23,,2
HU,2017-02-23,11.0,0
HX,2017-02-23,17.166666666666668,2
IG,2017-02-23,28.4,2
IM,2017-02-23,,2
IP,2017-02-23,12.0,1
IV,2017-02-23,25.0,1
JE,2017-02-23,,2
KA,2017-02-23,8.666666666666666,1
KT,2017-02-23,25.222222222222218,2
KW,2017-02-23,25.0,2
KY,2017-02-23,8.5,1
L,2017-02-23,18.0,0
LA,2017-02-23,15.0,1
LD,2017-02-23,37.66666666666666,1
LE,2017-02-23,31.0,0
LL,2017-02-23,33.0,2
LN,2017-02-23,15.0,1
LS,2017-02-23,27.0,0
LU,2017-02-23,22.0,1
M,2017-02-23,17.0,0
ME,2017-02-23,31.0,0
MK,2017-02-23,19.5,1
ML,2017-02-23,9.75,1
N,2017-02-23,29.66666666666667,1
NE,2017-02-23,15.0,1
NG,2017-02-23,16.0,0
NN,2017-02-23,24.0,1
NP,2017-02-23,30.0,0
NR,2017-02-23,12.0,0
NW,2017-02-23,34.5,0
OL,2017-02-23,17.0,1
OX,2017-02-23,17.0,0
PA,2017-02-23,4.0,0
PE,2017-02-23,20.25,1
PH,2017-02-23,13.333333333333336,1
PL,2017-02-23,21.0,0
PO,2017-02-23,22.0,1
PR,2017-02-23,18.0,1
RG,2017-02-23,20.5,0
RH,2017-02-23,23.0,2
RM,2017-02-23,31.0,1
S,2017-02-23,10.666666666666666,0
SA,2017-02-23,46.33333333333334,0
SE,2017-02-23,20.0,1
SG,2017-02-23,22.0,0
SK,2017-02-23,14.571428571428573,1
SL,2017-02-23,17.666666666666668,1
SM,2017-02-23,36.0,2
SN,2017-02-23,19.33333333333333,1
SO,2017-02-23,22.0,0
SP,2017-02-23,21.4,1
SR,2017-02-23,12.0,1
SS,2017-02-23,31.0,1
ST,2017-02-23,12.0,0
SW,2017-02-23,36.0,1
SY,2017-02-23,46.33333333333334,1
TA,2017-02-23,31.0,1
TD,2017-02-23,10.5,1
TF,2017-02-23,12.0,1
TN,2017-02-23,31.0,1
TQ,2017-02-23,26.0,1
TR,2017-02-23,21.0,1
TS,2017-02-23,12.0,0
TW,2017-02-23,33.333333333333336,1
UB,2017-02-23,12.0,0
W,2017-02-23,44.0,0
WA,2017-02-23,20.5,0
WC,2017-02-23,20.0,0
WD,2017-02-23,27.0,1
WF,2017-02-23,15.625,1
WN,2017-02-23,19.0,1
WR,2017-02-23,15.0,1
WS,2017-02-23,13.5,1
WV,2017-02-23,12.0,1
YO,2017-02-23,12.5,0
ZE,2017-02-23,,2
AB,2017-02-24,17.0,0
AL,2017-02-24,31.0,1
B,2017-02-24,34.0,0
BA,2017-02-24,39.0,1
BB,2017-02-24,25.0,2
BD,2017-02-24,12.0,1
BH,2017-02-24,34.666666666666664,1
BL,2017-02-24,30.5,1
BN,2017-02-24,31.285714285714285,2
BR,2017-02-24,32.25,2
BS,2017-02-24,39.0,0
BT,2017-02-24,37.2,0
CA,2017-02-24,36.0,0
CB,2017-02-24,31.0,1
CF,2017-02-24,24.0,0
CH,2017-02-24,25.33333333333333,1
CM,2017-02-24,34.5,1
CO,2017-02-24,32.0,2
CR,2017-02-24,36.833333333333336,2
CT,2017-02-24,32.0,1
CV,2017-02-24,25.33333333333333,1
CW,2017-02-24,30.33333333333333,1
DA,2017-02-24,34.0,1
DD,2017-02-24,17.0,1
DE,2017-02-24,30.0,1
DG,2017-02-24,36.0,1
DH,2017-02-24,15.666666666666664,1
DL,2017-02-24,23.83333333333333,1
DN,2017-02-24,18.0,0
DT,2017-02-24,34.0,1
DY,2017-02-24,34.0,1
E,2017-02-24,34.8,2
EC,2017-02-24,27.0,1
EH,2017-02-24,7.0,0
EN,2017-02-24,36.333333333333336,1
EX,2017-02-24,34.0,0
FK,2017-02-24,14.0,0
FY,2017-02-24,26.0,2
G,2017-02-24,24.0,0
GL,2017-02-24,26.0,1
GU,2017-02-24,31.0,1
GY,2017-02-24,,2
HA,2017-02-24,39.0,1
HD,2017-02-24,28.66666666666667,1
HG,2017-02-24,24.0,1
HP,2017-02-24,24.33333333333333,1
HR,2017-02-24,21.5,1
HS,2017-02-24,,2
HU,2017-02-24,30.0,0
HX,2017-02-24,26.5,2
IG,2017-02-24,38.0,1
IM,2017-02-24,,2
IP,2017-02-24,27.0,1
IV,2017-02-24,17.0,1
JE,2017-02-24,,2
KA,2017-02-24,26.66666666666667,1
KT,2017-02-24,33.22222222222222,2
KW,2017-02-24,17.0,2
KY,2017-02-24,10.5,1
L,2017-02-24,16.0,0
LA,2017-02-24,36.0,1
LD,2017-02-24,25.66666666666667,1
LE,2017-02-24,20.0,0
LL,2017-02-24,27.16666666666667,2
LN,2017-02-24,29.0,1
LS,2017-02-24,12.0,0
LU,2017-02-24,31.0,1
M,2017-02-24,30.5,0
ME,2017-02-24,32.0,0
MK,2017-02-24,26.5,1
ML,2017-02-24,17.25,1
N,2017-02-24,35.0,1
NE,2017-02-24,16.0,0
NG,2017-02-24,34.5,0
NN,2017-02-24,21.0,1
NP,2017-02-24,21.5,0
NR,2017-02-24,27.0,0
NW,2017-02-24,39.0,0
OL,2017-02-24,30.5,1
OX,2017-02-24,22.0,0
PA,2017-02-24,32.0,0
PE,2017-02-24,29.4,1
PH,2017-02-24,21.0,1
PL,2017-02-24,39.0,0
PO,2017-02-24,34.666666666666664,1
PR,2017-02-24,16.0,1
RG,2017-02-24,25.5,0
RH,2017-02-24,31.285714285714285,2
RM,2017-02-24,38.0,0
S,2017-02-24,28.66666666666667,0
SA,2017-02-24,29.0,0
SE,2017-02-24,32.5,1
SG,2017-02-24,31.0,0
SK,2017-02-24,29.75,1
SL,2017-02-24,25.33333333333333,1
SM,2017-02-24,39.66666666666666,2
SN,2017-02-24,28.0,1
SO,2017-02-24,34.666666666666664,0
SP,2017-02-24,31.0,1
SR,2017-02-24,15.666666666666664,1
SS,2017-02-24,34.0,1
ST,2017-02-24,31.0,0
SW,2017-02-24,39.66666666666666,1
SY,2017-02-24,29.0,1
TA,2017-02-24,36.5,1
TD,2017-02-24,19.666666666666668,1
TF,2017-02-24,31.0,1
TN,2017-02-24,32.0,1
TQ,2017-02-24,36.5,1
TR,2017-02-24,39.0,1
TS,2017-02-24,15.5,0
TW,2017-02-24,39.0,1
UB,2017-02-24,25.0,0
W,2017-02-24,46.0,0
WA,2017-02-24,30.0,0
WC,2017-02-24,27.0,0
WD,2017-02-24,34.333333333333336,1
WF,2017-02-24,25.142857142857146,1
WN,2017-02-24,27.4,1
WR,2017-02-24,34.0,1
WS,2017-02-24,32.5,1
WV,2017-02-24,31.0,1
YO,2017-02-24,30.0,0
ZE,2017-02-24,,2
AB,2017-02-25,24.0,0
AL,2017-02-25,20.0,1
B,2017-02-25,18.0,0
BA,2017-02-25,14.0,1
BB,2017-02-25,19.0,2
BD,2017-02-25,34.0,1
BH,2017-02-25,25.33333333333333,1
BL,2017-02-25,9.5,1
BN,2017-02-25,24.0,1
BR,2017-02-25,19.0,1
BS,2017-02-25,14.0,0
BT,2017-02-25,38.4,0
CA,2017-02-25,21.0,0
CB,2017-02-25,20.0,1
CF,2017-02-25,19.0,0
CH,2017-02-25,7.666666666666668,1
CM,2017-02-25,20.33333333333333,1
CO,2017-02-25,20.5,2
CR,2017-02-25,19.0,1
CT,2017-02-25,23.0,1
CV,2017-02-25,28.0,0
CW,2017-02-25,10.0,1
DA,2017-02-25,21.0,1
DD,2017-02-25,24.0,1
DE,2017-02-25,20.0,1
DG,2017-02-25,21.0,1
DH,2017-02-25,13.0,1
DL,2017-02-25,15.0,1
DN,2017-02-25,15.0,0
DT,2017-02-25,17.0,1
DY,2017-02-25,18.0,1
E,2017-02-25,19.0,1
EC,2017-02-25,19.0,1
EH,2017-02-25,11.0,0
EN,2017-02-25,30.66666666666667,1
EX,2017-02-25,17.0,0
FK,2017-02-25,18.0,0
FY,2017-02-25,13.5,2
G,2017-02-25,27.0,0
GL,2017-02-25,17.4,1
GU,2017-02-25,24.0,1
GY,2017-02-25,,2
HA,2017-02-25,29.6,1
HD,2017-02-25,15.333333333333336,1
HG,2017-02-25,24.5,1
HP,2017-02-25,20.0,1
HR,2017-02-25,14.5,1
HS,2017-02-25,,2
HU,2017-02-25,23.0,0
HX,2017-02-25,19.0,2
IG,2017-02-25,19.0,1
IM,2017-02-25,,2
IP,2017-02-25,21.0,1
IV,2017-02-25,24.0,1
JE,2017-02-25,,2
KA,2017-02-25,23.66666666666667,1
KT,2017-02-25,23.45454545454545,2
KW,2017-02-25,24.0,2
KY,2017-02-25,14.5,1
L,2017-02-25,6.0,0
LA,2017-02-25,21.0,1
LD,2017-02-25,34.666666666666664,1
LE,2017-02-25,45.0,0
LL,2017-02-25,30.5,2
LN,2017-02-25,15.0,1
LS,2017-02-25,34.0,0
LU,2017-02-25,20.0,1
M,2017-02-25,9.5,0
ME,2017-02-25,23.0,0
MK,2017-02-25,18.0,1
ML,2017-02-25,20.75,1
N,2017-02-25,30.33333333333333,1
NE,2017-02-25,12.0,0
NG,2017-02-25,15.0,0
NN,2017-02-25,29.66666666666667,1
NP,2017-02-25,14.5,0
NR,2017-02-25,21.0,0
NW,2017-02-25,36.0,0
OL,2017-02-25,9.5,1
OX,2017-02-25,16.0,0
PA,2017-02-25,17.0,0
PE,2017-02-25,23.2,1
PH,2017-02-25,19.666666666666668,1
PL,2017-02-25,27.0,0
PO,2017-02-25,24.0,0
PR,2017-02-25,6.0,1
RG,2017-02-25,22.0,0
RH,2017-02-25,23.222222222222218,2
RM,2017-02-25,19.0,0
S,2017-02-25,15.333333333333336,0
SA,2017-02-25,53.33333333333334,0
SE,2017-02-25,19.0,0
SG,2017-02-25,20.0,0
SK,2017-02-25,11.875,1
SL,2017-02-25,21.66666666666667,1
SM,2017-02-25,23.25,2
SN,2017-02-25,18.5,1
SO,2017-02-25,25.33333333333333,0
SP,2017-02-25,24.0,1
SR,2017-02-25,13.0,1
SS,2017-02-25,22.0,0
ST,2017-02-25,13.0,0
SW,2017-02-25,23.25,1
SY,2017-02-25,53.33333333333334,1
TA,2017-02-25,15.5,1
TD,2017-02-25,14.666666666666664,1
TF,2017-02-25,13.0,1
TN,2017-02-25,23.0,1
TQ,2017-02-25,22.0,1
TR,2017-02-25,27.0,1
TS,2017-02-25,13.5,0
TW,2017-02-25,25.33333333333333,1
UB,2017-02-25,21.0,0
W,2017-02-25,27.5,0
WA,2017-02-25,8.5,0
WC,2017-02-25,19.0,0
WD,2017-02-25,31.0,1
WF,2017-02-25,19.875,1
WN,2017-02-25,8.4,1
WR,2017-02-25,23.0,1
WS,2017-02-25,15.5,1
WV,2017-02-25,13.0,1
YO,2017-02-25,15.0,0
ZE,2017-02-25,,2
AB,2017-02-26,15.0,0
AL,2017-02-26,17.0,1
B,2017-02-26,19.0,0
BA,2017-02-26,16.0,1
BB,2017-02-26,10.166666666666666,2
BD,2017-02-26,12.0,1
BH,2017-02-26,18.666666666666668,1
BL,2017-02-26,8.5,1
BN,2017-02-26,21.0,1
BR,2017-02-26,15.0,1
BS,2017-02-26,16.0,0
BT,2017-02-26,15.75,0
CA,2017-02-26,12.0,0
CB,2017-02-26,17.0,1
CF,2017-02-26,28.0,0
CH,2017-02-26,12.666666666666664,1
CM,2017-02-26,16.333333333333332,1
CO,2017-02-26,16.0,2
CR,2017-02-26,15.0,1
CT,2017-02-26,17.0,1
CV,2017-02-26,12.5,0
CW,2017-02-26,14.666666666666664,1
DA,2017-02-26,15.5,1
DD,2017-02-26,15.0,1
DE,2017-02-26,14.3,1
DG,2017-02-26,12.0,1
DH,2017-02-26,11.333333333333336,1
DL,2017-02-26,12.5,1
DN,2017-02-26,8.0,0
DT,2017-02-26,26.0,1
DY,2017-02-26,19.0,1
E,2017-02-26,15.0,1
EC,2017-02-26,15.5,1
EH,2017-02-26,9.0,0
EN,2017-02-26,20.33333333333333,1
EX,2017-02-26,26.0,0
FK,2017-02-26,13.0,0
FY,2017-02-26,10.0,2
G,2017-02-26,18.0,0
GL,2017-02-26,17.0,1
GU,2017-02-26,18.5,1
GY,2017-02-26,,2
HA,2017-02-26,17.6,1
HD,2017-02-26,11.333333333333336,1
HG,2017-02-26,13.25,1
HP,2017-02-26,15.666666666666664,1
HR,2017-02-26,24.0,1
HS,2017-02-26,,2
HU,2017-02-26,17.0,0
HX,2017-02-26,10.714285714285714,2
IG,2017-02-26,14.0,1
IM,2017-02-26,,2
IP,2017-02-26,15.0,1
IV,2017-02-26,15.0,1
JE,2017-02-26,,2
KA,2017-02-26,13.5,1
KT,2017-02-26,16.90909090909091,2
KW,2017-02-26,15.0,2
KY,2017-02-26,11.0,1
L,2017-02-26,8.0,0
LA,2017-02-26,12.0,1
LD,2017-02-26,47.5,1
LE,2017-02-26,21.0,0
LL,2017-02-26,41.16666666666666,2
LN,2017-02-26,12.666666666666664,1
LS,2017-02-26,12.0,0
LU,2017-02-26,17.0,1
M,2017-02-26,8.5,0
ME,2017-02-26,17.0,0
MK,2017-02-26,15.0,1
ML,2017-02-26,13.333333333333336,1
N,2017-02-26,20.0,1
NE,2017-02-26,12.0,0
NG,2017-02-26,15.0,0
NN,2017-02-26,14.75,1
NP,2017-02-26,24.0,0
NR,2017-02-26,15.0,0
NW,2017-02-26,22.0,0
OL,2017-02-26,8.5,1
OX,2017-02-26,13.0,0
PA,2017-02-26,9.0,0
PE,2017-02-26,16.6,1
PH,2017-02-26,12.333333333333336,1
PL,2017-02-26,26.0,0
PO,2017-02-26,21.0,0
PR,2017-02-26,8.0,1
RG,2017-02-26,17.0,0
RH,2017-02-26,17.777777777777782,2
RM,2017-02-26,13.0,0
S,2017-02-26,11.333333333333336,0
SA,2017-02-26,69.66666666666667,0
SE,2017-02-26,15.0,0
SG,2017-02-26,17.0,0
SK,2017-02-26,11.875,1
SL,2017-02-26,14.666666666666664,1
SM,2017-02-26,16.25,2
SN,2017-02-26,15.75,1
SO,2017-02-26,18.666666666666668,0
SP,2017-02-26,18.0,1
SR,2017-02-26,11.333333333333336,1
SS,2017-02-26,19.0,0
ST,2017-02-26,14.0,0
SW,2017-02-26,16.25,1
SY,2017-02-26,69.66666666666667,1
TA,2017-02-26,21.0,1
TD,2017-02-26,11.0,1
TF,2017-02-26,14.0,1
TN,2017-02-26,17.0,1
TQ,2017-02-26,26.0,1
TR,2017-02-26,26.0,1
TS,2017-02-26,11.0,0
TW,2017-02-26,14.666666666666664,1
UB,2017-02-26,10.0,0
W,2017-02-26,17.0,0
WA,2017-02-26,15.0,0
WC,2017-02-26,16.0,0
WD,2017-02-26,18.0,1
WF,2017-02-26,11.875,1
WN,2017-02-26,11.0,1
WR,2017-02-26,14.666666666666664,1
WS,2017-02-26,16.5,1
WV,2017-02-26,14.0,1
YO,2017-02-26,14.5,0
ZE,2017-02-26,,2
AB,2017-02-27,20.0,0
AL,2017-02-27,16.0,1
B,2017-02-27,23.0,0
BA,2017-02-27,14.0,1
BB,2017-02-27,16.2,2
BD,2017-02-27,15.0,1
BH,2017-02-27,17.666666666666668,1
BL,2017-02-27,18.0,1
BN,2017-02-27,16.0,1
BR,2017-02-27,12.0,1
BS,2017-02-27,14.0,0
BT,2017-02-27,61.66666666666666,0
CA,2017-02-27,18.0,0
CB,2017-02-27,16.0,1
CF,2017-02-27,22.0,0
CH,2017-02-27,11.666666666666664,1
CM,2017-02-27,13.333333333333336,1
CO,2017-02-27,13.333333333333336,2
CR,2017-02-27,12.0,1
CT,2017-02-27,15.0,1
CV,2017-02-27,19.0,0
CW,2017-02-27,15.0,1
DA,2017-02-27,13.0,1
DD,2017-02-27,20.0,1
DE,2017-02-27,20.4,1
DG,2017-02-27,18.0,1
DH,2017-02-27,12.0,1
DL,2017-02-27,15.0,1
DN,2017-02-27,15.0,0
DT,2017-02-27,19.0,1
DY,2017-02-27,23.0,1
E,2017-02-27,12.0,1
EC,2017-02-27,12.5,1
EH,2017-02-27,8.0,0
EN,2017-02-27,21.0,1
EX,2017-02-27,19.0,0
FK,2017-02-27,17.0,0
FY,2017-02-27,15.0,2
G,2017-02-27,15.0,0
GL,2017-02-27,16.4,1
GU,2017-02-27,14.666666666666664,1
GY,2017-02-27,,2
HA,2017-02-27,19.75,1
HD,2017-02-27,20.0,1
HG,2017-02-27,17.0,1
HP,2017-02-27,10.333333333333334,1
HR,2017-02-27,18.5,1
HS,2017-02-27,,2
HU,2017-02-27,21.0,0
HX,2017-02-27,18.5,2
IG,2017-02-27,12.0,1
IM,2017-02-27,,2
IP,2017-02-27,18.25,2
IV,2017-02-27,20.0,1
JE,2017-02-27,,2
KA,2017-02-27,22.5,1
KT,2017-02-27,15.090909090909092,2
KW,2017-02-27,20.0,2
KY,2017-02-27,12.5,1
L,2017-02-27,12.0,0
LA,2017-02-27,18.0,1
LD,2017-02-27,35.833333333333336,1
LE,2017-02-27,19.0,0
LL,2017-02-27,31.83333333333333,2
LN,2017-02-27,17.666666666666668,1
LS,2017-02-27,15.0,0
LU,2017-02-27,16.0,1
M,2017-02-27,18.0,0
ME,2017-02-27,15.0,0
MK,2017-02-27,14.0,1
ML,2017-02-27,13.333333333333336,1
N,2017-02-27,19.5,1
NE,2017-02-27,11.0,0
NG,2017-02-27,19.0,0
NN,2017-02-27,16.666666666666668,1
NP,2017-02-27,18.5,0
NR,2017-02-27,18.25,2
NW,2017-02-27,26.0,0
OL,2017-02-27,18.0,1
OX,2017-02-27,12.0,0
PA,2017-02-27,30.0,0
PE,2017-02-27,18.25,1
PH,2017-02-27,22.33333333333333,1
PL,2017-02-27,20.0,0
PO,2017-02-27,16.0,0
PR,2017-02-27,12.0,1
RG,2017-02-27,9.5,0
RH,2017-02-27,14.375,2
RM,2017-02-27,12.0,0
S,2017-02-27,20.0,0
SA,2017-02-27,52.0,0
SE,2017-02-27,12.0,0
SG,2017-02-27,16.0,0
SK,2017-02-27,17.625,1
SL,2017-02-27,9.0,1
SM,2017-02-27,17.5,2
SN,2017-02-27,11.25,1
SO,2017-02-27,17.666666666666668,0
SP,2017-02-27,14.4,1
SR,2017-02-27,12.0,1
SS,2017-02-27,12.0,0
ST,2017-02-27,22.0,0
SW,2017-02-27,17.5,1
SY,2017-02-27,52.0,1
TA,2017-02-27,16.5,1
TD,2017-02-27,12.333333333333336,1
TF,2017-02-27,22.0,1
TN,2017-02-27,15.0,1
TQ,2017-02-27,19.5,1
TR,2017-02-27,20.0,1
TS,2017-02-27,12.5,0
TW,2017-02-27,17.666666666666668,1
UB,2017-02-27,8.0,0
W,2017-02-27,22.5,0
WA,2017-02-27,11.5,0
WC,2017-02-27,13.0,0
WD,2017-02-27,17.0,1
WF,2017-02-27,18.0,1
WN,2017-02-27,14.2,1
WR,2017-02-27,21.66666666666667,1
WS,2017-02-27,22.66666666666667,1
