region_id,timestamp,val_NO2_max,extra_rings_NO2_max
SS,2017-04-28,204.5,0
ST,2017-04-28,141.5,0
SW,2017-04-28,186.25,1
SY,2017-04-28,218.42857142857144,1
TA,2017-04-28,276.0,0
TD,2017-04-28,163.42857142857142,1
TF,2017-04-28,141.5,1
TN,2017-04-28,183.4,1
TQ,2017-04-28,192.0,0
TR,2017-04-28,224.0,1
TS,2017-04-28,220.0,0
TW,2017-04-28,181.33333333333331,1
UB,2017-04-28,145.0,0
W,2017-04-28,254.0,0
WA,2017-04-28,221.66666666666663,0
WC,2017-04-28,243.0,0
WD,2017-04-28,124.8,1
WF,2017-04-28,212.42857142857144,1
WN,2017-04-28,206.0,0
WR,2017-04-28,234.25,1
WS,2017-04-28,219.5,0
WV,2017-04-28,180.5,1
YO,2017-04-28,189.66666666666663,0
ZE,2017-04-28,,2
AB,2017-04-29,183.5,0
AL,2017-04-29,243.5,1
B,2017-04-29,218.33333333333331,0
BA,2017-04-29,137.33333333333334,1
BB,2017-04-29,164.0,0
BD,2017-04-29,263.0,0
BH,2017-04-29,215.0,0
BL,2017-04-29,208.75,1
BN,2017-04-29,160.5,0
BR,2017-04-29,206.0,1
BS,2017-04-29,203.0,0
BT,2017-04-29,93.83333333333331,0
CA,2017-04-29,69.0,0
CB,2017-04-29,69.0,0
CF,2017-04-29,243.0,0
CH,2017-04-29,156.0,0
CM,2017-04-29,197.42857142857144,1
CO,2017-04-29,164.0,0
CR,2017-04-29,172.4,1
CT,2017-04-29,182.0,0
CV,2017-04-29,204.25,0
CW,2017-04-29,202.28571428571428,1
DA,2017-04-29,209.0,0
DD,2017-04-29,193.33333333333331,1
DE,2017-04-29,251.0,0
DG,2017-04-29,205.5,0
DH,2017-04-29,193.57142857142856,1
DL,2017-04-29,161.1,1
DN,2017-04-29,207.0,0
DT,2017-04-29,141.0,1
DY,2017-04-29,200.8,1
E,2017-04-29,244.0,0
EC,2017-04-29,223.83333333333331,1
EH,2017-04-29,65.66666666666667,0
EN,2017-04-29,214.0,1
EX,2017-04-29,134.5,0
FK,2017-04-29,188.0,0
FY,2017-04-29,69.0,0
G,2017-04-29,146.6,0
GL,2017-04-29,199.15384615384616,1
GU,2017-04-29,204.41666666666663,1
GY,2017-04-29,,2
HA,2017-04-29,169.0,1
HD,2017-04-29,199.375,1
HG,2017-04-29,180.0,1
HP,2017-04-29,245.0,0
HR,2017-04-29,69.0,0
HS,2017-04-29,,2
HU,2017-04-29,208.0,0
HX,2017-04-29,217.0,1
IG,2017-04-29,219.5,1
IM,2017-04-29,,2
IP,2017-04-29,111.66666666666669,1
IV,2017-04-29,182.0,0
JE,2017-04-29,,2
KA,2017-04-29,168.625,1
KT,2017-04-29,151.0,1
KW,2017-04-29,182.0,1
KY,2017-04-29,119.6,1
L,2017-04-29,136.0,0
LA,2017-04-29,153.6,1
LD,2017-04-29,189.88888888888889,1
LE,2017-04-29,173.66666666666663,0
LL,2017-04-29,182.0,0
LN,2017-04-29,164.0,0
LS,2017-04-29,238.0,0
LU,2017-04-29,261.0,0
M,2017-04-29,216.5,0
ME,2017-04-29,188.5,0
MK,2017-04-29,231.14285714285717,1
ML,2017-04-29,139.0,1
N,2017-04-29,232.0,0
NE,2017-04-29,237.0,0
NG,2017-04-29,226.5,0
NN,2017-04-29,177.0,0
NP,2017-04-29,207.5,0
NR,2017-04-29,102.0,0
NW,2017-04-29,161.0,0
OL,2017-04-29,224.0,0
OX,2017-04-29,233.5,0
PA,2017-04-29,205.0,0
PE,2017-04-29,177.63636363636363,1
PH,2017-04-29,213.0,0
PL,2017-04-29,192.0,0
PO,2017-04-29,224.0,0
PR,2017-04-29,203.0,0
RG,2017-04-29,233.0,0
RH,2017-04-29,214.5,0
RM,2017-04-29,225.0,0
S,2017-04-29,184.66666666666663,0
SA,2017-04-29,189.0,0
SE,2017-04-29,204.5,0
SG,2017-04-29,234.0,0
SK,2017-04-29,209.0,1
SL,2017-04-29,199.0,1
SM,2017-04-29,24.0,1
SN,2017-04-29,223.16666666666663,1
SO,2017-04-29,230.66666666666663,0
SP,2017-04-29,226.85714285714286,1
SR,2017-04-29,208.5,0
SS,2017-04-29,228.0,0
ST,2017-04-29,237.5,0
SW,2017-04-29,24.0,0
SY,2017-04-29,161.42857142857142,1
TA,2017-04-29,6.0,0
TD,2017-04-29,130.57142857142858,1
TF,2017-04-29,237.5,1
TN,2017-04-29,183.9,1
TQ,2017-04-29,3.0,0
TR,2017-04-29,192.0,1
TS,2017-04-29,175.25,0
TW,2017-04-29,136.75,1
UB,2017-04-29,142.0,0
W,2017-04-29,239.0,0
WA,2017-04-29,209.66666666666663,0
WC,2017-04-29,226.0,0
WD,2017-04-29,170.2,1
WF,2017-04-29,185.85714285714286,1
WN,2017-04-29,213.0,0
WR,2017-04-29,192.625,1
WS,2017-04-29,174.5,0
WV,2017-04-29,206.0,1
YO,2017-04-29,113.66666666666669,0
ZE,2017-04-29,,2
AB,2017-04-30,167.0,0
AL,2017-04-30,188.5,1
B,2017-04-30,218.0,0
BA,2017-04-30,243.0,1
BB,2017-04-30,80.0,0
BD,2017-04-30,262.0,0
BH,2017-04-30,122.5,0
BL,2017-04-30,125.625,1
BN,2017-04-30,97.0,0
BR,2017-04-30,203.66666666666663,1
BS,2017-04-30,228.5,0
BT,2017-04-30,77.83333333333333,0
CA,2017-04-30,188.0,0
CB,2017-04-30,47.0,0
CF,2017-04-30,205.0,0
CH,2017-04-30,234.0,0
CM,2017-04-30,138.0,1
CO,2017-04-30,172.0,0
CR,2017-04-30,130.2,1
CT,2017-04-30,114.0,0
CV,2017-04-30,192.0,0
CW,2017-04-30,181.0,1
DA,2017-04-30,214.0,0
DD,2017-04-30,112.33333333333331,1
DE,2017-04-30,182.0,0
DG,2017-04-30,201.0,0
DH,2017-04-30,175.71428571428572,1
DL,2017-04-30,177.1,1
DN,2017-04-30,209.0,0
DT,2017-04-30,154.6,1
DY,2017-04-30,212.4,1
E,2017-04-30,221.0,0
EC,2017-04-30,208.5,1
EH,2017-04-30,109.33333333333331,0
EN,2017-04-30,171.85714285714286,1
EX,2017-04-30,128.0,0
FK,2017-04-30,177.0,0
FY,2017-04-30,69.0,0
G,2017-04-30,94.6,0
GL,2017-04-30,183.61538461538458,1
GU,2017-04-30,134.91666666666666,1
GY,2017-04-30,,2
HA,2017-04-30,141.0,1
HD,2017-04-30,161.625,1
HG,2017-04-30,194.16666666666663,1
HP,2017-04-30,234.0,0
HR,2017-04-30,58.0,0
HS,2017-04-30,,2
HU,2017-04-30,192.5,0
HX,2017-04-30,152.0,1
IG,2017-04-30,185.75,1
IM,2017-04-30,,2
IP,2017-04-30,103.33333333333331,1
IV,2017-04-30,214.0,0
JE,2017-04-30,,2
KA,2017-04-30,123.625,1
KT,2017-04-30,84.66666666666667,1
KW,2017-04-30,214.0,1
KY,2017-04-30,101.6,1
L,2017-04-30,203.0,0
LA,2017-04-30,140.2,1
LD,2017-04-30,183.33333333333331,1
LE,2017-04-30,134.33333333333334,0
LL,2017-04-30,205.0,0
LN,2017-04-30,182.0,0
LS,2017-04-30,238.0,0
LU,2017-04-30,218.0,0
M,2017-04-30,151.75,0
ME,2017-04-30,142.0,0
MK,2017-04-30,162.85714285714286,1
ML,2017-04-30,125.45454545454544,1
N,2017-04-30,201.5,0
NE,2017-04-30,182.0,0
NG,2017-04-30,165.5,0
NN,2017-04-30,91.0,0
NP,2017-04-30,202.25,0
NR,2017-04-30,91.0,0
NW,2017-04-30,138.5,0
OL,2017-04-30,114.0,0
OX,2017-04-30,147.5,0
PA,2017-04-30,114.0,0
PE,2017-04-30,131.54545454545453,1
PH,2017-04-30,3.0,0
PL,2017-04-30,146.0,0
PO,2017-04-30,91.0,0
PR,2017-04-30,102.0,0
RG,2017-04-30,199.0,0
RH,2017-04-30,122.5,0
RM,2017-04-30,125.0,0
S,2017-04-30,152.83333333333334,0
SA,2017-04-30,192.66666666666663,0
SE,2017-04-30,198.5,0
SG,2017-04-30,151.0,0
SK,2017-04-30,154.05882352941177,1
SL,2017-04-30,169.0,1
SM,2017-04-30,9.0,1
SN,2017-04-30,191.66666666666663,1
SO,2017-04-30,165.66666666666666,0
SP,2017-04-30,162.85714285714286,1
SR,2017-04-30,168.0,0
SS,2017-04-30,160.0,0
ST,2017-04-30,159.5,0
SW,2017-04-30,9.0,0
SY,2017-04-30,187.0,1
TA,2017-04-30,272.0,0
TD,2017-04-30,157.14285714285714,1
TF,2017-04-30,159.5,1
TN,2017-04-30,124.5,1
TQ,2017-04-30,245.0,0
TR,2017-04-30,146.0,1
TS,2017-04-30,178.0,0
TW,2017-04-30,109.25,1
UB,2017-04-30,106.5,0
W,2017-04-30,215.0,0
WA,2017-04-30,160.0,0
WC,2017-04-30,230.0,0
WD,2017-04-30,144.8,1
WF,2017-04-30,178.5714285714286,1
WN,2017-04-30,102.0,0
WR,2017-04-30,185.0,1
WS,2017-04-30,204.0,0
WV,2017-04-30,181.75,1
YO,2017-04-30,142.33333333333334,0
ZE,2017-04-30,,2
AB,2017-05-01,97.66666666666669,0
AL,2017-05-01,219.75,1
B,2017-05-01,171.0,0
BA,2017-05-01,248.33333333333331,1
BB,2017-05-01,47.0,0
BD,2017-05-01,265.0,0
BH,2017-05-01,115.0,0
BL,2017-05-01,105.875,1
BN,2017-05-01,243.25,0
BR,2017-05-01,151.66666666666666,1
BS,2017-05-01,237.5,0
BT,2017-05-01,154.5,0
CA,2017-05-01,198.0,0
CB,2017-05-01,80.0,0
CF,2017-05-01,211.0,0
CH,2017-05-01,231.5,0
CM,2017-05-01,118.14285714285714,1
CO,2017-05-01,69.0,0
CR,2017-05-01,172.2,1
CT,2017-05-01,136.0,0
CV,2017-05-01,154.5,0
CW,2017-05-01,175.71428571428572,1
DA,2017-05-01,164.0,0
DD,2017-05-01,82.25,1
DE,2017-05-01,222.0,0
DG,2017-05-01,224.0,0
DH,2017-05-01,163.57142857142858,1
DL,2017-05-01,187.5,1
DN,2017-05-01,164.5,0
DT,2017-05-01,178.0,1
DY,2017-05-01,166.0,1
E,2017-05-01,235.0,0
EC,2017-05-01,195.33333333333331,1
EH,2017-05-01,105.66666666666669,0
EN,2017-05-01,188.42857142857144,1
EX,2017-05-01,195.0,0
FK,2017-05-01,197.5,0
FY,2017-05-01,36.0,0
G,2017-05-01,140.4,0
GL,2017-05-01,153.08333333333334,1
GU,2017-05-01,206.66666666666663,1
GY,2017-05-01,,2
HA,2017-05-01,141.8,1
HD,2017-05-01,163.125,1
HG,2017-05-01,189.83333333333331,1
HP,2017-05-01,245.0,0
HR,2017-05-01,136.0,0
HS,2017-05-01,,2
HU,2017-05-01,188.5,0
HX,2017-05-01,142.0,1
IG,2017-05-01,177.0,1
IM,2017-05-01,,2
IP,2017-05-01,72.66666666666667,1
IV,2017-05-01,91.0,0
JE,2017-05-01,,2
KA,2017-05-01,156.5,1
KT,2017-05-01,190.0,1
KW,2017-05-01,91.0,1
KY,2017-05-01,124.66666666666669,1
L,2017-05-01,205.0,0
LA,2017-05-01,125.2,1
LD,2017-05-01,166.5,1
LE,2017-05-01,77.33333333333333,0
LL,2017-05-01,203.0,0
LN,2017-05-01,146.0,0
LS,2017-05-01,218.0,0
LU,2017-05-01,243.0,0
M,2017-05-01,128.75,0
ME,2017-05-01,94.5,0
MK,2017-05-01,177.0,1
ML,2017-05-01,155.16666666666666,1
N,2017-05-01,213.5,0
NE,2017-05-01,198.0,0
NG,2017-05-01,187.5,0
NN,2017-05-01,80.0,0
NP,2017-05-01,109.33333333333331,0
NR,2017-05-01,69.0,0
NW,2017-05-01,133.0,0
OL,2017-05-01,114.0,0
OX,2017-05-01,140.0,0
PA,2017-05-01,102.0,0
PE,2017-05-01,124.8181818181818,1
PH,2017-05-01,36.0,0
PL,2017-05-01,151.0,0
PO,2017-05-01,188.0,0
PR,2017-05-01,80.0,0
RG,2017-05-01,229.5,0
RH,2017-05-01,158.0,0
RM,2017-05-01,182.0,0
S,2017-05-01,154.33333333333334,0
SA,2017-05-01,219.0,0
SE,2017-05-01,145.5,0
SG,2017-05-01,195.5,0
SK,2017-05-01,149.64705882352942,1
SL,2017-05-01,186.4,1
SM,2017-05-01,254.0,1
SN,2017-05-01,202.33333333333331,1
SO,2017-05-01,181.33333333333331,0
SP,2017-05-01,176.14285714285714,1
SR,2017-05-01,85.5,0
SS,2017-05-01,52.5,0
ST,2017-05-01,180.5,0
SW,2017-05-01,254.0,0
SY,2017-05-01,208.42857142857144,1
TA,2017-05-01,270.0,0
TD,2017-05-01,165.85714285714286,1
TF,2017-05-01,180.5,1
TN,2017-05-01,177.8,1
TQ,2017-05-01,113.0,0
TR,2017-05-01,151.0,1
TS,2017-05-01,194.0,0
TW,2017-05-01,174.25,1
UB,2017-05-01,114.0,0
W,2017-05-01,215.0,0
WA,2017-05-01,135.33333333333334,0
WC,2017-05-01,219.0,0
WD,2017-05-01,147.8,1
WF,2017-05-01,171.0,1
WN,2017-05-01,91.0,0
WR,2017-05-01,158.375,1
WS,2017-05-01,158.5,0
WV,2017-05-01,169.5,1
YO,2017-05-01,146.0,0
ZE,2017-05-01,,2
AB,2017-05-02,42.333333333333336,0
AL,2017-05-02,195.5,1
B,2017-05-02,222.33333333333331,0
BA,2017-05-02,162.0,1
BB,2017-05-02,102.0,0
BD,2017-05-02,5.0,0
BH,2017-05-02,223.5,0
BL,2017-05-02,162.875,1
BN,2017-05-02,153.0,0
BR,2017-05-02,152.33333333333334,1
BS,2017-05-02,110.5,0
BT,2017-05-02,212.33333333333331,0
CA,2017-05-02,252.0,0
CB,2017-05-02,36.0,0
CF,2017-05-02,213.0,0
CH,2017-05-02,205.0,0
CM,2017-05-02,193.14285714285717,1
CO,2017-05-02,195.0,0
CR,2017-05-02,183.0,1
CT,2017-05-02,219.0,0
CV,2017-05-02,130.5,0
CW,2017-05-02,175.0,1
DA,2017-05-02,218.0,0
DD,2017-05-02,85.25,1
DE,2017-05-02,218.0,0
DG,2017-05-02,229.0,0
DH,2017-05-02,205.42857142857144,1
DL,2017-05-02,195.1,1
DN,2017-05-02,212.5,0
DT,2017-05-02,206.6,1
DY,2017-05-02,219.0,1
E,2017-05-02,271.0,0
EC,2017-05-02,194.66666666666663,1
EH,2017-05-02,172.0,0
EN,2017-05-02,207.7142857142857,1
EX,2017-05-02,160.5,0
FK,2017-05-02,206.5,0
FY,2017-05-02,91.0,0
G,2017-05-02,169.8,0
GL,2017-05-02,149.33333333333334,1
GU,2017-05-02,176.25,1
GY,2017-05-02,,2
HA,2017-05-02,181.25,1
HD,2017-05-02,136.25,1
HG,2017-05-02,165.83333333333334,1
HP,2017-05-02,267.0,0
HR,2017-05-02,146.0,0
HS,2017-05-02,,2
HU,2017-05-02,204.5,0
HX,2017-05-02,104.66666666666669,1
IG,2017-05-02,181.5,1
IM,2017-05-02,,2
IP,2017-05-02,152.33333333333334,1
IV,2017-05-02,207.0,0
JE,2017-05-02,,2
KA,2017-05-02,192.875,1
KT,2017-05-02,225.33333333333331,1
KW,2017-05-02,207.0,1
KY,2017-05-02,190.5,1
L,2017-05-02,221.0,0
LA,2017-05-02,112.8,1
LD,2017-05-02,189.0,1
LE,2017-05-02,181.66666666666663,0
LL,2017-05-02,230.0,0
LN,2017-05-02,269.0,0
LS,2017-05-02,195.0,0
LU,2017-05-02,44.0,0
M,2017-05-02,177.0,0
ME,2017-05-02,194.5,0
MK,2017-05-02,185.7142857142857,1
ML,2017-05-02,186.33333333333331,1
N,2017-05-02,216.5,0
NE,2017-05-02,222.0,0
NG,2017-05-02,226.0,0
NN,2017-05-02,102.0,0
NP,2017-05-02,162.33333333333334,0
NR,2017-05-02,226.0,0
NW,2017-05-02,139.5,0
OL,2017-05-02,207.0,0
OX,2017-05-02,208.0,0
PA,2017-05-02,236.0,0
PE,2017-05-02,191.0,1
PH,2017-05-02,214.0,0
PL,2017-05-02,254.5,0
PO,2017-05-02,219.0,0
PR,2017-05-02,114.0,0
RG,2017-05-02,234.5,0
RH,2017-05-02,208.5,0
RM,2017-05-02,216.0,0
S,2017-05-02,146.33333333333334,0
SA,2017-05-02,222.0,0
SE,2017-05-02,119.5,0
SG,2017-05-02,235.5,0
SK,2017-05-02,166.2352941176471,1
SL,2017-05-02,240.5,1
SM,2017-05-02,259.0,1
SN,2017-05-02,184.33333333333331,1
SO,2017-05-02,132.66666666666666,0
SP,2017-05-02,187.7142857142857,1
SR,2017-05-02,172.0,0
SS,2017-05-02,217.0,0
ST,2017-05-02,115.5,0
SW,2017-05-02,259.0,0
SY,2017-05-02,207.42857142857144,1
TA,2017-05-02,265.0,0
TD,2017-05-02,206.85714285714286,1
TF,2017-05-02,115.5,1
TN,2017-05-02,185.5,1
TQ,2017-05-02,223.0,0
TR,2017-05-02,254.5,1
TS,2017-05-02,218.0,0
TW,2017-05-02,235.0,1
UB,2017-05-02,226.0,0
W,2017-05-02,220.0,0
WA,2017-05-02,194.66666666666663,0
WC,2017-05-02,225.0,0
WD,2017-05-02,193.0,1
WF,2017-05-02,164.14285714285714,1
WN,2017-05-02,172.0,0
WR,2017-05-02,166.875,1
WS,2017-05-02,214.0,0
WV,2017-05-02,164.75,1
YO,2017-05-02,200.0,0
ZE,2017-05-02,,2
AB,2017-05-03,49.33333333333334,0
AL,2017-05-03,241.5,1
B,2017-05-03,203.0,0
BA,2017-05-03,213.33333333333331,1
BB,2017-05-03,25.0,0
BD,2017-05-03,24.0,0
BH,2017-05-03,156.0,0
BL,2017-05-03,167.25,1
BN,2017-05-03,142.0,0
BR,2017-05-03,118.66666666666669,1
BS,2017-05-03,187.0,0
BT,2017-05-03,187.0,0
CA,2017-05-03,249.0,0
CB,2017-05-03,234.0,0
CF,2017-05-03,146.0,0
CH,2017-05-03,181.0,0
CM,2017-05-03,193.42857142857144,1
CO,2017-05-03,36.0,0
CR,2017-05-03,163.6,1
CT,2017-05-03,69.0,0
CV,2017-05-03,190.0,0
CW,2017-05-03,137.0,1
DA,2017-05-03,205.0,0
DD,2017-05-03,87.75,1
DE,2017-05-03,229.0,0
DG,2017-05-03,228.0,0
DH,2017-05-03,178.0,1
DL,2017-05-03,177.1,1
DN,2017-05-03,194.5,0
DT,2017-05-03,169.4,1
DY,2017-05-03,194.2,1
E,2017-05-03,251.0,0
EC,2017-05-03,174.5,1
EH,2017-05-03,80.33333333333333,0
EN,2017-05-03,207.28571428571428,1
EX,2017-05-03,134.5,0
FK,2017-05-03,215.5,0
FY,2017-05-03,267.0,0
G,2017-05-03,168.0,0
GL,2017-05-03,147.33333333333334,1
GU,2017-05-03,155.5,1
GY,2017-05-03,,2
HA,2017-05-03,191.2,1
HD,2017-05-03,123.75,1
HG,2017-05-03,168.33333333333334,1
HP,2017-05-03,223.0,0
HR,2017-05-03,36.0,0
HS,2017-05-03,,2
HU,2017-05-03,126.0,0
HX,2017-05-03,90.33333333333331,1
IG,2017-05-03,153.75,1
IM,2017-05-03,,2
IP,2017-05-03,120.33333333333331,1
IV,2017-05-03,136.0,0
JE,2017-05-03,,2
KA,2017-05-03,189.625,1
KT,2017-05-03,222.33333333333331,1
KW,2017-05-03,136.0,1
KY,2017-05-03,145.83333333333334,1
L,2017-05-03,228.0,0
LA,2017-05-03,159.0,1
LD,2017-05-03,146.5,1
LE,2017-05-03,231.0,0
LL,2017-05-03,226.0,0
LN,2017-05-03,268.0,0
LS,2017-05-03,232.0,0
LU,2017-05-03,276.0,0
M,2017-05-03,211.75,0
ME,2017-05-03,99.0,0
MK,2017-05-03,180.57142857142856,1
ML,2017-05-03,164.0,1
N,2017-05-03,208.0,0
NE,2017-05-03,205.0,0
NG,2017-05-03,202.0,0
NN,2017-05-03,14.0,0
NP,2017-05-03,104.66666666666669,0
NR,2017-05-03,91.0,0
NW,2017-05-03,158.5,0
OL,2017-05-03,222.0,0
OX,2017-05-03,142.0,0
PA,2017-05-03,221.0,0
PE,2017-05-03,197.3636363636364,1
PH,2017-05-03,203.0,0
PL,2017-05-03,172.0,0
PO,2017-05-03,164.0,0
PR,2017-05-03,230.0,0
RG,2017-05-03,228.0,0
RH,2017-05-03,203.5,0
RM,2017-05-03,213.0,0
S,2017-05-03,124.0,0
SA,2017-05-03,225.33333333333331,0
SE,2017-05-03,75.5,0
SG,2017-05-03,233.5,0
SK,2017-05-03,155.2352941176471,1
SL,2017-05-03,219.8,1
SM,2017-05-03,260.0,1
SN,2017-05-03,185.66666666666663,1
SO,2017-05-03,90.33333333333331,0
SP,2017-05-03,148.42857142857142,1
SR,2017-05-03,135.0,0
SS,2017-05-03,202.0,0
ST,2017-05-03,98.0,0
SW,2017-05-03,260.0,0
SY,2017-05-03,185.7142857142857,1
TA,2017-05-03,266.0,0
TD,2017-05-03,164.42857142857142,1
TF,2017-05-03,98.0,1
TN,2017-05-03,144.7,1
TQ,2017-05-03,234.0,0
TR,2017-05-03,172.0,1
TS,2017-05-03,192.75,0
TW,2017-05-03,224.75,1
UB,2017-05-03,210.0,0
W,2017-05-03,219.0,0
WA,2017-05-03,133.66666666666666,0
WC,2017-05-03,229.0,0
WD,2017-05-03,192.0,1
WF,2017-05-03,153.07142857142858,1
WN,2017-05-03,14.0,0
WR,2017-05-03,175.625,1
WS,2017-05-03,181.0,0
WV,2017-05-03,139.5,1
YO,2017-05-03,174.0,0
ZE,2017-05-03,,2
AB,2017-05-04,246.33333333333331,0
AL,2017-05-04,161.75,1
B,2017-05-04,162.66666666666666,0
BA,2017-05-04,140.33333333333334,1
BB,2017-05-04,47.0,0
BD,2017-05-04,21.0,0
BH,2017-05-04,163.0,0
BL,2017-05-04,106.125,1
BN,2017-05-04,92.75,0
BR,2017-05-04,111.0,1
BS,2017-05-04,72.5,0
BT,2017-05-04,139.5,0
CA,2017-05-04,229.0,0
CB,2017-05-04,234.0,0
CF,2017-05-04,226.0,0
CH,2017-05-04,196.0,0
CM,2017-05-04,166.14285714285714,1
CO,2017-05-04,36.0,0
CR,2017-05-04,152.0,1
CT,2017-05-04,146.0,0
CV,2017-05-04,145.25,0
CW,2017-05-04,164.28571428571428,1
DA,2017-05-04,193.0,0
DD,2017-05-04,248.75,1
DE,2017-05-04,216.0,0
DG,2017-05-04,223.5,0
DH,2017-05-04,136.0,1
DL,2017-05-04,155.2,1
DN,2017-05-04,120.0,0
DT,2017-05-04,172.4,1
DY,2017-05-04,159.0,1
E,2017-05-04,254.0,0
EC,2017-05-04,170.16666666666666,1
EH,2017-05-04,91.0,0
EN,2017-05-04,185.7142857142857,1
EX,2017-05-04,130.0,0
FK,2017-05-04,200.0,0
FY,2017-05-04,3.0,0
G,2017-05-04,166.6,0
GL,2017-05-04,115.07692307692308,1
GU,2017-05-04,141.5,1
GY,2017-05-04,,2
HA,2017-05-04,175.6,1
HD,2017-05-04,133.125,1
HG,2017-05-04,146.0,1
HP,2017-05-04,223.0,0
HR,2017-05-04,36.0,0
HS,2017-05-04,,2
HU,2017-05-04,145.5,0
HX,2017-05-04,83.33333333333333,1
IG,2017-05-04,137.75,1
IM,2017-05-04,,2
IP,2017-05-04,102.0,1
IV,2017-05-04,157.0,0
JE,2017-05-04,,2
KA,2017-05-04,189.125,1
KT,2017-05-04,206.66666666666663,1
KW,2017-05-04,157.0,1
KY,2017-05-04,154.83333333333334,1
L,2017-05-04,215.0,0
LA,2017-05-04,69.4,1
LD,2017-05-04,132.33333333333334,1
LE,2017-05-04,199.33333333333331,0
LL,2017-05-04,227.0,0
LN,2017-05-04,252.0,0
LS,2017-05-04,216.5,0
LU,2017-05-04,30.0,0
M,2017-05-04,137.0,0
ME,2017-05-04,110.0,0
MK,2017-05-04,140.0,1
ML,2017-05-04,162.75,1
N,2017-05-04,201.0,0
NE,2017-05-04,206.0,0
NG,2017-05-04,196.5,0
NN,2017-05-04,58.0,0
NP,2017-05-04,114.75,0
NR,2017-05-04,36.0,0
NW,2017-05-04,125.0,0
OL,2017-05-04,182.0,0
OX,2017-05-04,137.5,0
PA,2017-05-04,233.0,0
PE,2017-05-04,178.63636363636363,1
PH,2017-05-04,256.0,0
PL,2017-05-04,182.5,0
PO,2017-05-04,177.0,0
PR,2017-05-04,47.0,0
RG,2017-05-04,225.0,0
RH,2017-05-04,181.0,0
RM,2017-05-04,157.0,0
S,2017-05-04,143.66666666666666,0
SA,2017-05-04,156.66666666666666,0
SE,2017-05-04,70.0,0
SG,2017-05-04,197.0,0
SK,2017-05-04,150.94117647058823,1
SL,2017-05-04,216.6,1
SM,2017-05-04,258.0,1
SN,2017-05-04,145.0,1
SO,2017-05-04,112.66666666666669,0
SP,2017-05-04,159.14285714285714,1
SR,2017-05-04,36.0,0
SS,2017-05-04,171.0,0
ST,2017-05-04,196.5,0
SW,2017-05-04,258.0,0
SY,2017-05-04,160.71428571428572,1
TA,2017-05-04,276.0,0
TD,2017-05-04,165.0,1
TF,2017-05-04,196.5,1
TN,2017-05-04,129.2,1
TQ,2017-05-04,245.0,0
TR,2017-05-04,182.5,1
TS,2017-05-04,168.5,0
TW,2017-05-04,221.5,1
UB,2017-05-04,205.0,0
W,2017-05-04,218.0,0
WA,2017-05-04,121.66666666666669,0
WC,2017-05-04,225.0,0
WD,2017-05-04,176.6,1
WF,2017-05-04,141.28571428571428,1
WN,2017-05-04,25.0,0
WR,2017-05-04,138.125,1
WS,2017-05-04,153.5,0
WV,2017-05-04,175.0,1
YO,2017-05-04,140.66666666666666,0
ZE,2017-05-04,,2
AB,2017-05-05,247.0,0
AL,2017-05-05,218.25,1
B,2017-05-05,145.66666666666666,0
BA,2017-05-05,207.0,1
BB,2017-05-05,36.0,0
BD,2017-05-05,7.0,0
BH,2017-05-05,132.5,0
BL,2017-05-05,103.625,1
BN,2017-05-05,86.5,0
BR,2017-05-05,135.66666666666666,1
BS,2017-05-05,174.5,0
BT,2017-05-05,153.16666666666666,0
CA,2017-05-05,226.0,0
CB,2017-05-05,234.0,0
CF,2017-05-05,188.0,0
CH,2017-05-05,205.5,0
CM,2017-05-05,152.28571428571428,1
CO,2017-05-05,36.0,0
CR,2017-05-05,135.4,1
CT,2017-05-05,102.0,0
CV,2017-05-05,139.25,0
CW,2017-05-05,161.85714285714286,1
DA,2017-05-05,226.0,0
DD,2017-05-05,252.0,1
DE,2017-05-05,214.0,0
DG,2017-05-05,211.5,0
DH,2017-05-05,151.83333333333334,1
DL,2017-05-05,147.9,1
DN,2017-05-05,185.5,0
DT,2017-05-05,207.4,1
DY,2017-05-05,154.6,1
E,2017-05-05,250.0,0
EC,2017-05-05,168.0,1
EH,2017-05-05,80.33333333333333,0
EN,2017-05-05,186.7142857142857,1
EX,2017-05-05,250.0,0
FK,2017-05-05,210.5,0
FY,2017-05-05,245.0,0
G,2017-05-05,179.5,0
GL,2017-05-05,129.30769230769232,1
GU,2017-05-05,137.0,1
GY,2017-05-05,,2
HA,2017-05-05,187.4,1
HD,2017-05-05,127.75,1
HG,2017-05-05,134.0,1
HP,2017-05-05,212.0,0
HR,2017-05-05,14.0,0
HS,2017-05-05,,2
HU,2017-05-05,135.5,0
HX,2017-05-05,81.0,1
IG,2017-05-05,136.25,1
IM,2017-05-05,,2
IP,2017-05-05,128.0,1
IV,2017-05-05,219.0,0
JE,2017-05-05,,2
KA,2017-05-05,197.0,1
KT,2017-05-05,165.33333333333334,1
KW,2017-05-05,219.0,1
KY,2017-05-05,154.83333333333334,1
L,2017-05-05,215.0,0
LA,2017-05-05,110.0,1
LD,2017-05-05,145.44444444444446,1
LE,2017-05-05,189.33333333333331,0
LL,2017-05-05,237.0,0
LN,2017-05-05,277.0,0
LS,2017-05-05,207.5,0
LU,2017-05-05,275.0,0
M,2017-05-05,127.5,0
ME,2017-05-05,85.5,0
MK,2017-05-05,176.4285714285714,1
ML,2017-05-05,163.9090909090909,1
