region_id,timestamp,val_SO2_max,extra_rings_SO2_max
SR,2017-08-14,53.0,1
SS,2017-08-14,69.5,1
ST,2017-08-14,61.25,2
SW,2017-08-14,64.0,1
SY,2017-08-14,58.0,1
TA,2017-08-14,15.0,0
TD,2017-08-14,75.0,1
TF,2017-08-14,58.0,2
TN,2017-08-14,69.5,1
TQ,2017-08-14,15.0,2
TR,2017-08-14,15.0,3
TS,2017-08-14,53.0,0
TW,2017-08-14,64.0,1
UB,2017-08-14,64.0,1
W,2017-08-14,64.0,0
WA,2017-08-14,58.5,1
WC,2017-08-14,34.0,1
WD,2017-08-14,4.0,1
WF,2017-08-14,64.0,1
WN,2017-08-14,58.5,1
WR,2017-08-14,58.0,2
WS,2017-08-14,64.0,2
WV,2017-08-14,58.0,2
YO,2017-08-14,69.5,1
ZE,2017-08-14,,2
AB,2017-08-15,64.0,3
AL,2017-08-15,86.0,2
B,2017-08-15,56.66666666666666,2
BA,2017-08-15,115.0,0
BB,2017-08-15,67.66666666666667,2
BD,2017-08-15,64.0,1
BH,2017-08-15,28.0,1
BL,2017-08-15,53.0,1
BN,2017-08-15,53.0,0
BR,2017-08-15,56.66666666666666,2
BS,2017-08-15,106.0,1
BT,2017-08-15,43.66666666666666,0
CA,2017-08-15,80.5,2
CB,2017-08-15,53.0,0
CF,2017-08-15,97.0,0
CH,2017-08-15,97.0,1
CM,2017-08-15,53.0,1
CO,2017-08-15,53.0,1
CR,2017-08-15,58.5,2
CT,2017-08-15,64.0,1
CV,2017-08-15,56.66666666666666,2
CW,2017-08-15,52.714285714285715,2
DA,2017-08-15,58.5,1
DD,2017-08-15,64.0,2
DE,2017-08-15,56.66666666666666,1
DG,2017-08-15,64.0,2
DH,2017-08-15,97.0,1
DL,2017-08-15,97.0,1
DN,2017-08-15,3.0,0
DT,2017-08-15,106.0,1
DY,2017-08-15,37.66666666666666,2
E,2017-08-15,86.0,2
EC,2017-08-15,78.66666666666667,2
EH,2017-08-15,64.0,0
EN,2017-08-15,119.0,1
EX,2017-08-15,97.0,1
FK,2017-08-15,64.0,1
FY,2017-08-15,86.0,2
G,2017-08-15,64.0,2
GL,2017-08-15,103.0,2
GU,2017-08-15,36.333333333333336,1
GY,2017-08-15,,2
HA,2017-08-15,91.5,1
HD,2017-08-15,58.5,1
HG,2017-08-15,64.0,1
HP,2017-08-15,58.33333333333334,2
HR,2017-08-15,52.5,2
HS,2017-08-15,,2
HU,2017-08-15,97.0,0
HX,2017-08-15,58.5,2
IG,2017-08-15,53.0,1
IM,2017-08-15,,2
IP,2017-08-15,53.0,1
IV,2017-08-15,64.0,3
JE,2017-08-15,,2
KA,2017-08-15,64.0,2
KT,2017-08-15,43.25,2
KW,2017-08-15,64.0,4
KY,2017-08-15,64.0,1
L,2017-08-15,86.0,0
LA,2017-08-15,82.33333333333333,2
LD,2017-08-15,34.0,1
LE,2017-08-15,53.0,1
LL,2017-08-15,108.0,0
LN,2017-08-15,28.0,1
LS,2017-08-15,64.0,0
LU,2017-08-15,53.0,2
M,2017-08-15,53.0,0
ME,2017-08-15,64.0,0
MK,2017-08-15,53.0,2
ML,2017-08-15,64.0,1
N,2017-08-15,119.0,1
NE,2017-08-15,80.5,2
NG,2017-08-15,53.0,0
NN,2017-08-15,53.0,2
NP,2017-08-15,97.0,1
NR,2017-08-15,53.0,2
NW,2017-08-15,119.0,0
OL,2017-08-15,53.0,1
OX,2017-08-15,57.0,2
PA,2017-08-15,64.0,2
PE,2017-08-15,53.0,1
PH,2017-08-15,64.0,2
PL,2017-08-15,97.0,2
PO,2017-08-15,36.333333333333336,1
PR,2017-08-15,86.0,1
RG,2017-08-15,28.0,1
RH,2017-08-15,53.0,1
RM,2017-08-15,53.0,0
S,2017-08-15,58.5,0
SA,2017-08-15,2.5,0
SE,2017-08-15,53.0,1
SG,2017-08-15,53.0,1
SK,2017-08-15,56.66666666666666,1
SL,2017-08-15,58.4,2
SM,2017-08-15,64.0,2
SN,2017-08-15,115.0,1
SO,2017-08-15,28.0,0
SP,2017-08-15,57.0,1
SR,2017-08-15,97.0,1
SS,2017-08-15,58.5,1
ST,2017-08-15,55.75,2
SW,2017-08-15,64.0,1
SY,2017-08-15,37.66666666666666,1
TA,2017-08-15,97.0,0
TD,2017-08-15,64.0,1
TF,2017-08-15,37.66666666666666,2
TN,2017-08-15,58.5,1
TQ,2017-08-15,97.0,2
TR,2017-08-15,97.0,3
TS,2017-08-15,97.0,0
TW,2017-08-15,64.0,1
UB,2017-08-15,64.0,1
W,2017-08-15,64.0,0
WA,2017-08-15,69.5,1
WC,2017-08-15,91.5,1
WD,2017-08-15,119.0,1
WF,2017-08-15,46.0,1
WN,2017-08-15,69.5,1
WR,2017-08-15,37.66666666666666,2
WS,2017-08-15,56.66666666666666,2
WV,2017-08-15,37.66666666666666,2
YO,2017-08-15,65.25,1
ZE,2017-08-15,,2
AB,2017-08-16,3.0,2
AL,2017-08-16,48.0,2
B,2017-08-16,71.33333333333333,2
BA,2017-08-16,103.0,0
BB,2017-08-16,54.66666666666666,2
BD,2017-08-16,53.0,1
BH,2017-08-16,58.5,1
BL,2017-08-16,53.0,1
BN,2017-08-16,3.0,0
BR,2017-08-16,40.0,2
BS,2017-08-16,53.5,1
BT,2017-08-16,73.0,0
CA,2017-08-16,91.5,2
CB,2017-08-16,53.0,0
CF,2017-08-16,75.0,0
CH,2017-08-16,83.0,1
CM,2017-08-16,58.5,1
CO,2017-08-16,53.0,1
CR,2017-08-16,48.75,2
CT,2017-08-16,53.0,1
CV,2017-08-16,71.33333333333333,2
CW,2017-08-16,60.714285714285715,2
DA,2017-08-16,58.5,1
DD,2017-08-16,44.5,2
DE,2017-08-16,71.33333333333333,1
DG,2017-08-16,44.5,2
DH,2017-08-16,97.0,1
DL,2017-08-16,97.0,1
DN,2017-08-16,3.0,0
DT,2017-08-16,53.5,1
DY,2017-08-16,54.66666666666666,2
E,2017-08-16,53.5,2
EC,2017-08-16,60.66666666666666,2
EH,2017-08-16,86.0,0
EN,2017-08-16,43.0,1
EX,2017-08-16,4.0,1
FK,2017-08-16,3.0,0
FY,2017-08-16,58.0,2
G,2017-08-16,3.0,1
GL,2017-08-16,60.66666666666666,2
GU,2017-08-16,40.0,1
GY,2017-08-16,,2
HA,2017-08-16,59.0,1
HD,2017-08-16,75.0,1
HG,2017-08-16,53.0,1
HP,2017-08-16,53.33333333333334,2
HR,2017-08-16,59.75,2
HS,2017-08-16,,2
HU,2017-08-16,53.0,0
HX,2017-08-16,64.0,2
IG,2017-08-16,64.0,1
IM,2017-08-16,,2
IP,2017-08-16,53.0,1
IV,2017-08-16,3.0,2
JE,2017-08-16,,2
KA,2017-08-16,44.5,2
KT,2017-08-16,48.75,2
KW,2017-08-16,3.0,3
KY,2017-08-16,44.5,1
L,2017-08-16,58.0,0
LA,2017-08-16,69.33333333333333,2
LD,2017-08-16,43.66666666666666,1
LE,2017-08-16,64.0,1
LL,2017-08-16,108.0,0
LN,2017-08-16,33.5,1
LS,2017-08-16,53.0,0
LU,2017-08-16,53.0,2
M,2017-08-16,53.0,0
ME,2017-08-16,53.0,0
MK,2017-08-16,58.5,2
ML,2017-08-16,44.5,1
N,2017-08-16,43.0,1
NE,2017-08-16,91.5,2
NG,2017-08-16,64.0,0
NN,2017-08-16,58.5,2
NP,2017-08-16,75.0,1
NR,2017-08-16,58.5,2
NW,2017-08-16,43.0,0
OL,2017-08-16,53.0,1
OX,2017-08-16,73.33333333333333,2
PA,2017-08-16,3.0,1
PE,2017-08-16,58.5,1
PH,2017-08-16,3.0,1
PL,2017-08-16,4.0,2
PO,2017-08-16,40.0,1
PR,2017-08-16,58.0,1
RG,2017-08-16,58.5,1
RH,2017-08-16,3.0,1
RM,2017-08-16,64.0,0
S,2017-08-16,75.0,0
SA,2017-08-16,28.0,0
SE,2017-08-16,64.0,1
SG,2017-08-16,53.0,1
SK,2017-08-16,67.66666666666667,1
SL,2017-08-16,47.6,2
SM,2017-08-16,75.0,2
SN,2017-08-16,103.0,1
SO,2017-08-16,58.5,0
SP,2017-08-16,73.33333333333333,1
SR,2017-08-16,97.0,1
SS,2017-08-16,58.5,1
ST,2017-08-16,66.75,2
SW,2017-08-16,75.0,1
SY,2017-08-16,54.66666666666666,1
TA,2017-08-16,4.0,0
TD,2017-08-16,86.0,1
TF,2017-08-16,54.66666666666666,2
TN,2017-08-16,28.0,1
TQ,2017-08-16,4.0,2
TR,2017-08-16,4.0,3
TS,2017-08-16,97.0,0
TW,2017-08-16,75.0,1
UB,2017-08-16,75.0,1
W,2017-08-16,75.0,0
WA,2017-08-16,55.5,1
WC,2017-08-16,59.0,1
WD,2017-08-16,43.0,1
WF,2017-08-16,51.5,1
WN,2017-08-16,55.5,1
WR,2017-08-16,54.66666666666666,2
WS,2017-08-16,71.33333333333333,2
WV,2017-08-16,54.66666666666666,2
YO,2017-08-16,51.5,1
ZE,2017-08-16,,2
AB,2017-08-17,3.0,2
AL,2017-08-17,34.0,2
B,2017-08-17,67.66666666666667,2
BA,2017-08-17,106.0,0
BB,2017-08-17,67.66666666666667,2
BD,2017-08-17,53.0,1
BH,2017-08-17,3.0,1
BL,2017-08-17,53.0,1
BN,2017-08-17,53.0,0
BR,2017-08-17,36.333333333333336,2
BS,2017-08-17,90.5,1
BT,2017-08-17,43.66666666666666,0
CA,2017-08-17,58.5,2
CB,2017-08-17,53.0,0
CF,2017-08-17,53.0,0
CH,2017-08-17,86.0,1
CM,2017-08-17,28.0,1
CO,2017-08-17,53.0,1
CR,2017-08-17,43.25,2
CT,2017-08-17,53.0,1
CV,2017-08-17,67.66666666666667,2
CW,2017-08-17,52.85714285714285,2
DA,2017-08-17,28.0,1
DD,2017-08-17,33.5,2
DE,2017-08-17,67.66666666666667,1
DG,2017-08-17,33.5,2
DH,2017-08-17,53.0,1
DL,2017-08-17,53.0,1
DN,2017-08-17,3.0,0
DT,2017-08-17,90.5,1
DY,2017-08-17,27.0,2
E,2017-08-17,9.0,2
EC,2017-08-17,27.33333333333333,2
EH,2017-08-17,64.0,0
EN,2017-08-17,15.0,1
EX,2017-08-17,75.0,1
FK,2017-08-17,3.0,0
FY,2017-08-17,97.0,2
G,2017-08-17,3.0,1
GL,2017-08-17,78.0,2
GU,2017-08-17,19.666666666666668,1
GY,2017-08-17,,2
HA,2017-08-17,39.5,1
HD,2017-08-17,69.5,1
HG,2017-08-17,53.0,1
HP,2017-08-17,7.0,2
HR,2017-08-17,33.5,2
HS,2017-08-17,,2
HU,2017-08-17,64.0,0
HX,2017-08-17,61.25,2
IG,2017-08-17,3.0,1
IM,2017-08-17,,2
IP,2017-08-17,53.0,1
IV,2017-08-17,3.0,2
JE,2017-08-17,,2
KA,2017-08-17,33.5,2
KT,2017-08-17,30.75,2
KW,2017-08-17,3.0,3
KY,2017-08-17,33.5,1
L,2017-08-17,97.0,0
LA,2017-08-17,67.66666666666667,2
LD,2017-08-17,19.666666666666668,1
LE,2017-08-17,64.0,1
LL,2017-08-17,75.0,0
LN,2017-08-17,33.5,1
LS,2017-08-17,53.0,0
LU,2017-08-17,53.0,2
M,2017-08-17,53.0,0
ME,2017-08-17,53.0,0
MK,2017-08-17,58.5,2
ML,2017-08-17,33.5,1
N,2017-08-17,15.0,1
NE,2017-08-17,58.5,2
NG,2017-08-17,64.0,0
NN,2017-08-17,58.5,2
NP,2017-08-17,53.0,1
NR,2017-08-17,58.5,2
NW,2017-08-17,15.0,0
OL,2017-08-17,53.0,1
OX,2017-08-17,37.333333333333336,2
PA,2017-08-17,3.0,1
PE,2017-08-17,58.5,1
PH,2017-08-17,3.0,1
PL,2017-08-17,75.0,2
PO,2017-08-17,19.666666666666668,1
PR,2017-08-17,97.0,1
RG,2017-08-17,3.0,1
RH,2017-08-17,53.0,1
RM,2017-08-17,3.0,0
S,2017-08-17,69.5,0
SA,2017-08-17,3.0,0
SE,2017-08-17,3.0,1
SG,2017-08-17,53.0,1
SK,2017-08-17,64.0,1
SL,2017-08-17,27.6,2
SM,2017-08-17,64.0,2
SN,2017-08-17,106.0,1
SO,2017-08-17,3.0,0
SP,2017-08-17,37.333333333333336,1
SR,2017-08-17,53.0,1
SS,2017-08-17,28.0,1
ST,2017-08-17,64.0,2
SW,2017-08-17,64.0,1
SY,2017-08-17,27.0,1
TA,2017-08-17,75.0,0
TD,2017-08-17,64.0,1
TF,2017-08-17,27.0,2
TN,2017-08-17,53.0,1
TQ,2017-08-17,75.0,2
TR,2017-08-17,75.0,3
TS,2017-08-17,53.0,0
TW,2017-08-17,64.0,1
UB,2017-08-17,64.0,1
W,2017-08-17,64.0,0
WA,2017-08-17,75.0,1
WC,2017-08-17,39.5,1
WD,2017-08-17,15.0,1
WF,2017-08-17,48.75,1
WN,2017-08-17,75.0,1
WR,2017-08-17,27.0,2
WS,2017-08-17,67.66666666666667,2
WV,2017-08-17,27.0,2
YO,2017-08-17,43.25,1
ZE,2017-08-17,,2
AB,2017-08-18,2.0,2
AL,2017-08-18,39.5,2
B,2017-08-18,60.33333333333334,2
BA,2017-08-18,104.0,0
BB,2017-08-18,47.33333333333334,2
BD,2017-08-18,53.0,1
BH,2017-08-18,28.0,1
BL,2017-08-18,3.0,1
BN,2017-08-18,3.0,0
BR,2017-08-18,19.666666666666668,2
BS,2017-08-18,89.5,1
BT,2017-08-18,43.66666666666666,0
CA,2017-08-18,53.0,2
CB,2017-08-18,53.0,0
CF,2017-08-18,64.0,0
CH,2017-08-18,86.0,1
CM,2017-08-18,28.0,1
CO,2017-08-18,53.0,1
CR,2017-08-18,30.75,2
CT,2017-08-18,53.0,1
CV,2017-08-18,60.33333333333334,2
CW,2017-08-18,51.28571428571429,2
DA,2017-08-18,28.0,1
DD,2017-08-18,27.5,2
DE,2017-08-18,60.33333333333334,1
DG,2017-08-18,27.5,2
DH,2017-08-18,53.0,1
DL,2017-08-18,53.0,1
DN,2017-08-18,64.0,0
DT,2017-08-18,89.5,1
DY,2017-08-18,47.33333333333334,2
E,2017-08-18,14.5,2
EC,2017-08-18,31.0,2
EH,2017-08-18,53.0,0
EN,2017-08-18,26.0,1
EX,2017-08-18,75.0,1
FK,2017-08-18,2.0,0
FY,2017-08-18,86.0,2
G,2017-08-18,2.0,1
GL,2017-08-18,81.0,2
GU,2017-08-18,19.666666666666668,1
GY,2017-08-18,,2
HA,2017-08-18,45.0,1
HD,2017-08-18,64.0,1
HG,2017-08-18,53.0,1
HP,2017-08-18,27.33333333333333,2
HR,2017-08-18,51.5,2
HS,2017-08-18,,2
HU,2017-08-18,64.0,0
HX,2017-08-18,46.0,2
IG,2017-08-18,3.0,1
IM,2017-08-18,,2
IP,2017-08-18,53.0,1
IV,2017-08-18,2.0,2
JE,2017-08-18,,2
KA,2017-08-18,27.5,2
KT,2017-08-18,30.75,2
KW,2017-08-18,2.0,3
KY,2017-08-18,27.5,1
L,2017-08-18,86.0,0
LA,2017-08-18,64.0,2
LD,2017-08-18,40.0,1
LE,2017-08-18,53.0,1
LL,2017-08-18,86.0,0
LN,2017-08-18,58.5,1
LS,2017-08-18,53.0,0
LU,2017-08-18,53.0,2
M,2017-08-18,3.0,0
ME,2017-08-18,53.0,0
MK,2017-08-18,53.0,2
ML,2017-08-18,27.5,1
N,2017-08-18,26.0,1
NE,2017-08-18,53.0,2
NG,2017-08-18,53.0,0
NN,2017-08-18,53.0,2
NP,2017-08-18,64.0,1
NR,2017-08-18,53.0,2
NW,2017-08-18,26.0,0
OL,2017-08-18,3.0,1
OX,2017-08-18,53.33333333333334,2
PA,2017-08-18,2.0,1
PE,2017-08-18,53.0,1
PH,2017-08-18,2.0,1
PL,2017-08-18,75.0,2
PO,2017-08-18,19.666666666666668,1
PR,2017-08-18,86.0,1
RG,2017-08-18,28.0,1
RH,2017-08-18,3.0,1
RM,2017-08-18,3.0,0
S,2017-08-18,64.0,0
SA,2017-08-18,28.0,0
SE,2017-08-18,3.0,1
SG,2017-08-18,53.0,1
SK,2017-08-18,43.66666666666666,1
SL,2017-08-18,29.8,2
SM,2017-08-18,64.0,2
SN,2017-08-18,104.0,1
SO,2017-08-18,28.0,0
SP,2017-08-18,53.33333333333334,1
SR,2017-08-18,53.0,1
SS,2017-08-18,28.0,1
ST,2017-08-18,46.0,2
SW,2017-08-18,64.0,1
SY,2017-08-18,47.33333333333334,1
TA,2017-08-18,75.0,0
TD,2017-08-18,53.0,1
TF,2017-08-18,47.33333333333334,2
TN,2017-08-18,28.0,1
TQ,2017-08-18,75.0,2
TR,2017-08-18,75.0,3
TS,2017-08-18,53.0,0
TW,2017-08-18,64.0,1
UB,2017-08-18,64.0,1
W,2017-08-18,64.0,0
WA,2017-08-18,44.5,1
WC,2017-08-18,45.0,1
WD,2017-08-18,26.0,1
WF,2017-08-18,61.25,1
WN,2017-08-18,44.5,1
WR,2017-08-18,47.33333333333334,2
WS,2017-08-18,60.33333333333334,2
WV,2017-08-18,47.33333333333334,2
YO,2017-08-18,58.5,1
ZE,2017-08-18,,2
AB,2017-08-19,3.0,2
AL,2017-08-19,50.0,2
B,2017-08-19,67.66666666666667,2
BA,2017-08-19,80.0,0
BB,2017-08-19,53.0,2
BD,2017-08-19,53.0,1
BH,2017-08-19,3.0,1
BL,2017-08-19,53.0,1
BN,2017-08-19,53.0,0
BR,2017-08-19,28.0,2
BS,2017-08-19,83.0,1
BT,2017-08-19,51.0,0
CA,2017-08-19,64.0,2
CB,2017-08-19,3.0,0
CF,2017-08-19,75.0,0
CH,2017-08-19,69.5,1
CM,2017-08-19,3.0,1
CO,2017-08-19,3.0,1
CR,2017-08-19,35.2,2
CT,2017-08-19,3.0,1
CV,2017-08-19,67.66666666666667,2
CW,2017-08-19,49.714285714285715,2
DA,2017-08-19,3.0,1
DD,2017-08-19,33.5,2
DE,2017-08-19,67.66666666666667,1
DG,2017-08-19,33.5,2
DH,2017-08-19,64.0,1
DL,2017-08-19,64.0,1
DN,2017-08-19,75.0,0
DT,2017-08-19,83.0,1
DY,2017-08-19,30.66666666666667,2
E,2017-08-19,51.0,2
EC,2017-08-19,53.0,1
EH,2017-08-19,64.0,0
EN,2017-08-19,97.0,1
EX,2017-08-19,86.0,1
FK,2017-08-19,3.0,0
FY,2017-08-19,53.0,2
G,2017-08-19,3.0,1
GL,2017-08-19,80.33333333333333,2
GU,2017-08-19,19.666666666666668,1
GY,2017-08-19,,2
HA,2017-08-19,80.5,1
HD,2017-08-19,75.0,1
HG,2017-08-19,53.0,1
HP,2017-08-19,34.333333333333336,2
HR,2017-08-19,41.75,2
HS,2017-08-19,,2
HU,2017-08-19,108.0,0
HX,2017-08-19,64.0,2
IG,2017-08-19,3.0,1
IM,2017-08-19,,2
IP,2017-08-19,3.0,1
IV,2017-08-19,3.0,2
JE,2017-08-19,,2
KA,2017-08-19,33.5,2
KT,2017-08-19,35.2,2
KW,2017-08-19,3.0,3
KY,2017-08-19,33.5,1
L,2017-08-19,53.0,0
LA,2017-08-19,56.66666666666666,2
LD,2017-08-19,27.0,1
LE,2017-08-19,53.0,1
LL,2017-08-19,86.0,0
LN,2017-08-19,64.0,1
LS,2017-08-19,53.0,0
LU,2017-08-19,3.0,2
M,2017-08-19,53.0,0
ME,2017-08-19,3.0,0
MK,2017-08-19,28.0,2
ML,2017-08-19,33.5,1
N,2017-08-19,75.0,1
NE,2017-08-19,64.0,2
NG,2017-08-19,53.0,0
NN,2017-08-19,28.0,2
NP,2017-08-19,75.0,1
NR,2017-08-19,28.0,2
NW,2017-08-19,97.0,0
OL,2017-08-19,53.0,1
OX,2017-08-19,28.66666666666667,2
PA,2017-08-19,3.0,1
PE,2017-08-19,28.0,1
PH,2017-08-19,3.0,1
PL,2017-08-19,86.0,2
PO,2017-08-19,19.666666666666668,1
PR,2017-08-19,53.0,1
RG,2017-08-19,3.0,1
RH,2017-08-19,53.0,1
RM,2017-08-19,3.0,0
S,2017-08-19,75.0,0
SA,2017-08-19,3.0,0
SE,2017-08-19,28.0,1
SG,2017-08-19,3.0,1
SK,2017-08-19,67.66666666666667,1
SL,2017-08-19,44.0,2
SM,2017-08-19,58.5,2
SN,2017-08-19,80.0,1
SO,2017-08-19,3.0,0
SP,2017-08-19,28.66666666666667,1
SR,2017-08-19,64.0,1
SS,2017-08-19,3.0,1
ST,2017-08-19,64.0,2
SW,2017-08-19,58.5,1
SY,2017-08-19,30.66666666666667,1
TA,2017-08-19,86.0,0
TD,2017-08-19,64.0,1
TF,2017-08-19,30.66666666666667,2
TN,2017-08-19,28.0,1
TQ,2017-08-19,86.0,2
TR,2017-08-19,86.0,3
TS,2017-08-19,64.0,0
TW,2017-08-19,64.0,1
UB,2017-08-19,64.0,1
W,2017-08-19,64.0,0
WA,2017-08-19,53.0,1
WC,2017-08-19,53.0,0
WD,2017-08-19,97.0,1
WF,2017-08-19,69.5,1
WN,2017-08-19,53.0,1
WR,2017-08-19,30.66666666666667,2
WS,2017-08-19,67.66666666666667,2
WV,2017-08-19,30.66666666666667,2
YO,2017-08-19,75.0,1
ZE,2017-08-19,,2
AB,2017-08-20,3.0,2
AL,2017-08-20,80.5,2
B,2017-08-20,64.0,2
BA,2017-08-20,87.0,0
BB,2017-08-20,60.33333333333334,2
BD,2017-08-20,53.0,1
BH,2017-08-20,33.5,1
BL,2017-08-20,53.0,1
BN,2017-08-20,53.0,0
BR,2017-08-20,30.75,2
BS,2017-08-20,81.0,1
BT,2017-08-20,26.66666666666667,0
CA,2017-08-20,64.0,2
CB,2017-08-20,53.0,0
CF,2017-08-20,53.0,0
CH,2017-08-20,75.0,1
CM,2017-08-20,28.0,1
CO,2017-08-20,53.0,1
CR,2017-08-20,35.2,2
CT,2017-08-20,3.0,1
CV,2017-08-20,64.0,2
CW,2017-08-20,62.42857142857143,2
DA,2017-08-20,3.0,1
DD,2017-08-20,28.0,2
DE,2017-08-20,64.0,1
DG,2017-08-20,28.0,2
DH,2017-08-20,75.0,1
DL,2017-08-20,75.0,1
DN,2017-08-20,53.0,0
DT,2017-08-20,81.0,1
DY,2017-08-20,60.33333333333334,2
E,2017-08-20,58.33333333333334,2
EC,2017-08-20,64.0,1
EH,2017-08-20,53.0,0
EN,2017-08-20,108.0,1
EX,2017-08-20,75.0,1
FK,2017-08-20,3.0,0
FY,2017-08-20,75.0,2
G,2017-08-20,3.0,1
GL,2017-08-20,71.66666666666667,2
GU,2017-08-20,40.0,1
GY,2017-08-20,,2
HA,2017-08-20,80.5,1
HD,2017-08-20,64.0,1
HG,2017-08-20,53.0,1
HP,2017-08-20,58.33333333333334,2
HR,2017-08-20,58.5,2
HS,2017-08-20,,2
HU,2017-08-20,75.0,0
HX,2017-08-20,58.5,2
IG,2017-08-20,3.0,1
IM,2017-08-20,,2
IP,2017-08-20,53.0,1
IV,2017-08-20,3.0,2
JE,2017-08-20,,2
KA,2017-08-20,28.0,2
KT,2017-08-20,47.4,2
KW,2017-08-20,3.0,3
KY,2017-08-20,28.0,1
L,2017-08-20,75.0,0
LA,2017-08-20,67.66666666666667,2
LD,2017-08-20,53.0,1
LE,2017-08-20,64.0,1
LL,2017-08-20,75.0,0
LN,2017-08-20,58.5,1
LS,2017-08-20,53.0,0
LU,2017-08-20,53.0,2
M,2017-08-20,53.0,0
ME,2017-08-20,3.0,0
MK,2017-08-20,58.5,2
ML,2017-08-20,28.0,1
N,2017-08-20,86.0,1
NE,2017-08-20,64.0,2
NG,2017-08-20,64.0,0
NN,2017-08-20,58.5,2
NP,2017-08-20,53.0,1
NR,2017-08-20,58.5,2
NW,2017-08-20,108.0,0
OL,2017-08-20,53.0,1
OX,2017-08-20,51.33333333333334,2
PA,2017-08-20,3.0,1
PE,2017-08-20,58.5,1
PH,2017-08-20,3.0,1
PL,2017-08-20,75.0,2
PO,2017-08-20,40.0,1
PR,2017-08-20,75.0,1
RG,2017-08-20,33.5,1
RH,2017-08-20,53.0,1
RM,2017-08-20,3.0,0
S,2017-08-20,64.0,0
SA,2017-08-20,53.0,0
SE,2017-08-20,33.5,1
SG,2017-08-20,53.0,1
SK,2017-08-20,60.33333333333334,1
SL,2017-08-20,56.2,2
SM,2017-08-20,58.5,2
SN,2017-08-20,87.0,1
SO,2017-08-20,33.5,0
SP,2017-08-20,51.33333333333334,1
SR,2017-08-20,75.0,1
SS,2017-08-20,3.0,1
ST,2017-08-20,61.25,2
SW,2017-08-20,58.5,1
SY,2017-08-20,60.33333333333334,1
TA,2017-08-20,75.0,0
TD,2017-08-20,53.0,1
TF,2017-08-20,60.33333333333334,2
TN,2017-08-20,28.0,1
TQ,2017-08-20,75.0,2
TR,2017-08-20,75.0,3
TS,2017-08-20,75.0,0
TW,2017-08-20,53.0,1
UB,2017-08-20,53.0,1
W,2017-08-20,53.0,0
WA,2017-08-20,64.0,1
WC,2017-08-20,64.0,0
WD,2017-08-20,108.0,1
WF,2017-08-20,58.5,1
WN,2017-08-20,64.0,1
WR,2017-08-20,60.33333333333334,2
WS,2017-08-20,64.0,2
WV,2017-08-20,60.33333333333334,2
YO,2017-08-20,64.0,1
ZE,2017-08-20,,2
AB,2017-08-21,130.0,2
AL,2017-08-21,61.0,2
B,2017-08-21,80.5,2
BA,2017-08-21,115.0,0
BB,2017-08-21,53.0,2
BD,2017-08-21,53.0,1
BH,2017-08-21,53.0,1
BL,2017-08-21,53.0,1
BN,2017-08-21,3.0,0
BR,2017-08-21,3.0,2
BS,2017-08-21,117.0,1
BT,2017-08-21,51.0,0
CA,2017-08-21,64.0,2
CB,2017-08-21,3.0,0
CF,2017-08-21,3.0,1
CH,2017-08-21,64.0,1
CM,2017-08-21,3.0,1
CO,2017-08-21,3.0,1
CR,2017-08-21,15.5,2
CT,2017-08-21,3.0,1
CV,2017-08-21,80.5,2
CW,2017-08-21,49.714285714285715,2
DA,2017-08-21,3.0,1
DD,2017-08-21,97.0,2
DE,2017-08-21,80.5,1
DG,2017-08-21,97.0,2
DH,2017-08-21,54.5,3
DL,2017-08-21,51.33333333333334,2
DN,2017-08-21,75.0,0
DT,2017-08-21,117.0,1
DY,2017-08-21,27.0,2
E,2017-08-21,61.0,2
EC,2017-08-21,58.33333333333334,2
EH,2017-08-21,64.0,0
EN,2017-08-21,119.0,1
EX,2017-08-21,119.0,1
FK,2017-08-21,130.0,0
FY,2017-08-21,53.0,2
G,2017-08-21,130.0,1
GL,2017-08-21,117.0,2
GU,2017-08-21,28.0,1
GY,2017-08-21,,2
HA,2017-08-21,86.0,1
HD,2017-08-21,80.5,1
HG,2017-08-21,53.0,1
HP,2017-08-21,86.0,2
HR,2017-08-21,27.0,2
HS,2017-08-21,,2
HU,2017-08-21,26.0,0
HX,2017-08-21,66.75,2
IG,2017-08-21,3.0,1
IM,2017-08-21,,2
IP,2017-08-21,3.0,1
IV,2017-08-21,130.0,2
JE,2017-08-21,,2
KA,2017-08-21,97.0,2
KT,2017-08-21,36.333333333333336,2
KW,2017-08-21,130.0,3
KY,2017-08-21,97.0,1
L,2017-08-21,53.0,0
LA,2017-08-21,53.0,2
LD,2017-08-21,3.0,1
LE,2017-08-21,59.75,2
LL,2017-08-21,75.0,0
LN,2017-08-21,75.0,1
LS,2017-08-21,53.0,0
LU,2017-08-21,3.0,2
M,2017-08-21,53.0,0
ME,2017-08-21,3.0,0
MK,2017-08-21,3.0,2
ML,2017-08-21,97.0,1
N,2017-08-21,119.0,1
NE,2017-08-21,64.0,2
NG,2017-08-21,78.66666666666667,1
NN,2017-08-21,3.0,2
NP,2017-08-21,60.0,2
NR,2017-08-21,3.0,2
NW,2017-08-21,119.0,0
OL,2017-08-21,53.0,1
OX,2017-08-21,84.0,2
PA,2017-08-21,130.0,1
PE,2017-08-21,3.0,1
PH,2017-08-21,130.0,1
PL,2017-08-21,119.0,2
PO,2017-08-21,28.0,1
