region_id,timestamp,val_Humidity.max,extra_rings_Humidity.max
KT,2017-06-20,81.15,1
KW,2017-06-20,70.0,0
KY,2017-06-20,83.0,0
L,2017-06-20,79.875,2
LA,2017-06-20,71.1,0
LD,2017-06-20,73.6,0
LE,2017-06-20,83.44999999999997,1
LL,2017-06-20,83.0,0
LN,2017-06-20,92.5,0
LS,2017-06-20,90.35714285714286,1
LU,2017-06-20,62.45,1
M,2017-06-20,79.4,1
ME,2017-06-20,74.0,0
MK,2017-06-20,65.66666666666667,1
ML,2017-06-20,75.0,0
N,2017-06-20,65.0,2
NE,2017-06-20,85.1111111111111,1
NG,2017-06-20,87.15,1
NN,2017-06-20,67.275,1
NP,2017-06-20,74.16,1
NR,2017-06-20,85.85,0
NW,2017-06-20,73.6,2
OL,2017-06-20,79.4,1
OX,2017-06-20,59.16666666666666,0
PA,2017-06-20,74.60000000000002,0
PE,2017-06-20,91.6,0
PH,2017-06-20,65.78333333333335,0
PL,2017-06-20,69.5,0
PO,2017-06-20,58.1,0
PR,2017-06-20,71.1,1
RG,2017-06-20,99.0,0
RH,2017-06-20,81.5,0
RM,2017-06-20,74.0,1
S,2017-06-20,89.2,0
SA,2017-06-20,71.97999999999998,0
SE,2017-06-20,75.4,2
SG,2017-06-20,65.0,0
SK,2017-06-20,79.4,0
SL,2017-06-20,82.1,1
SM,2017-06-20,75.75,2
SN,2017-06-20,78.9,0
SO,2017-06-20,97.8,0
SP,2017-06-20,82.675,0
SR,2017-06-20,78.5,1
SS,2017-06-20,74.0,1
ST,2017-06-20,79.5,0
SW,2017-06-20,80.8,1
SY,2017-06-20,78.25,0
TA,2017-06-20,76.35,0
TD,2017-06-20,82.75,0
TF,2017-06-20,78.66666666666667,1
TN,2017-06-20,70.35,0
TQ,2017-06-20,66.3,0
TR,2017-06-20,69.5,1
TS,2017-06-20,78.5,0
TW,2017-06-20,80.8,0
UB,2017-06-20,88.7,0
W,2017-06-20,84.75,1
WA,2017-06-20,79.4,1
WC,2017-06-20,84.75,2
WD,2017-06-20,74.3,1
WF,2017-06-20,86.1,0
WN,2017-06-20,75.25,2
WR,2017-06-20,77.77499999999998,1
WS,2017-06-20,77.4,1
WV,2017-06-20,78.66666666666667,1
YO,2017-06-20,91.975,0
ZE,2017-06-20,,2
AB,2017-06-21,84.2,0
AL,2017-06-21,69.75,1
B,2017-06-21,76.8,1
BA,2017-06-21,79.8,0
BB,2017-06-21,77.3,1
BD,2017-06-21,73.3,0
BH,2017-06-21,79.55,0
BL,2017-06-21,77.5,2
BN,2017-06-21,62.5,0
BR,2017-06-21,70.35,1
BS,2017-06-21,78.5,1
BT,2017-06-21,84.82222222222222,0
CA,2017-06-21,93.7,0
CB,2017-06-21,78.39999999999998,1
CF,2017-06-21,78.74285714285716,1
CH,2017-06-21,77.2875,1
CM,2017-06-21,71.65,1
CO,2017-06-21,72.0,0
CR,2017-06-21,73.96666666666665,1
CT,2017-06-21,70.3,1
CV,2017-06-21,69.96000000000001,1
CW,2017-06-21,78.78,1
DA,2017-06-21,70.3,1
DD,2017-06-21,90.7,0
DE,2017-06-21,76.8,0
DG,2017-06-21,89.33333333333331,0
DH,2017-06-21,92.05,1
DL,2017-06-21,93.9,0
DN,2017-06-21,85.44285714285716,1
DT,2017-06-21,80.15,0
DY,2017-06-21,81.5,1
E,2017-06-21,71.3,2
EC,2017-06-21,77.17142857142856,3
EH,2017-06-21,84.15,0
EN,2017-06-21,71.3,1
EX,2017-06-21,67.525,0
FK,2017-06-21,73.7,0
FY,2017-06-21,81.3,1
G,2017-06-21,88.9,0
GL,2017-06-21,72.3,0
GU,2017-06-21,76.51111111111112,1
GY,2017-06-21,,2
HA,2017-06-21,89.3,1
HD,2017-06-21,79.475,1
HG,2017-06-21,90.0,0
HP,2017-06-21,68.2,0
HR,2017-06-21,97.8,0
HS,2017-06-21,,2
HU,2017-06-21,87.95,1
HX,2017-06-21,73.3,1
IG,2017-06-21,71.16666666666667,2
IM,2017-06-21,,2
IP,2017-06-21,76.475,1
IV,2017-06-21,82.16,0
JE,2017-06-21,,2
KA,2017-06-21,89.3875,1
KT,2017-06-21,84.35,1
KW,2017-06-21,74.15,0
KY,2017-06-21,84.325,1
L,2017-06-21,77.75000000000001,2
LA,2017-06-21,81.3,0
LD,2017-06-21,88.55000000000003,0
LE,2017-06-21,84.35,1
LL,2017-06-21,76.75999999999998,0
LN,2017-06-21,79.6,0
LS,2017-06-21,84.54285714285712,1
LU,2017-06-21,69.75,1
M,2017-06-21,77.9,1
ME,2017-06-21,70.2,0
MK,2017-06-21,72.01666666666667,1
ML,2017-06-21,83.6,0
N,2017-06-21,71.3,2
NE,2017-06-21,92.575,1
NG,2017-06-21,84.57499999999997,1
NN,2017-06-21,73.15,1
NP,2017-06-21,86.8,1
NR,2017-06-21,71.0,0
NW,2017-06-21,79.075,2
OL,2017-06-21,77.9,1
OX,2017-06-21,66.89999999999999,0
PA,2017-06-21,91.53333333333336,0
PE,2017-06-21,91.9,0
PH,2017-06-21,85.475,0
PL,2017-06-21,67.1,0
PO,2017-06-21,68.3,0
PR,2017-06-21,81.3,1
RG,2017-06-21,93.4,0
RH,2017-06-21,81.2,0
RM,2017-06-21,70.2,1
S,2017-06-21,90.0,0
SA,2017-06-21,74.82000000000002,0
SE,2017-06-21,75.92,2
SG,2017-06-21,71.3,0
SK,2017-06-21,77.9,0
SL,2017-06-21,84.60000000000002,1
SM,2017-06-21,77.35,2
SN,2017-06-21,85.4,0
SO,2017-06-21,90.8,0
SP,2017-06-21,82.725,0
SR,2017-06-21,90.2,1
SS,2017-06-21,70.2,1
ST,2017-06-21,81.5,0
SW,2017-06-21,87.5,1
SY,2017-06-21,78.16666666666667,0
TA,2017-06-21,77.5,0
TD,2017-06-21,89.1,0
TF,2017-06-21,81.5,1
TN,2017-06-21,70.35,0
TQ,2017-06-21,74.3,0
TR,2017-06-21,67.1,1
TS,2017-06-21,90.2,0
TW,2017-06-21,87.5,0
UB,2017-06-21,89.3,0
W,2017-06-21,88.4,1
WA,2017-06-21,77.9,1
WC,2017-06-21,88.4,2
WD,2017-06-21,78.75,1
WF,2017-06-21,76.7,0
WN,2017-06-21,79.6,2
WR,2017-06-21,80.92,1
WS,2017-06-21,83.26666666666667,1
WV,2017-06-21,91.5,0
YO,2017-06-21,87.94999999999997,0
ZE,2017-06-21,,2
AB,2017-06-22,91.225,0
AL,2017-06-22,77.0,1
B,2017-06-22,84.1,1
BA,2017-06-22,80.3,0
BB,2017-06-22,94.0,1
BD,2017-06-22,91.4,0
BH,2017-06-22,87.63333333333333,0
BL,2017-06-22,93.0,2
BN,2017-06-22,87.94999999999997,0
BR,2017-06-22,82.5,1
BS,2017-06-22,75.3,0
BT,2017-06-22,80.0625,0
CA,2017-06-22,89.05,0
CB,2017-06-22,90.0,0
CF,2017-06-22,88.75714285714285,1
CH,2017-06-22,90.225,1
CM,2017-06-22,77.93333333333334,1
CO,2017-06-22,63.3,0
CR,2017-06-22,82.5,1
CT,2017-06-22,75.33333333333333,1
CV,2017-06-22,80.61666666666666,1
CW,2017-06-22,88.23333333333332,1
DA,2017-06-22,75.33333333333333,1
DD,2017-06-22,92.5,0
DE,2017-06-22,84.1,0
DG,2017-06-22,86.63333333333333,0
DH,2017-06-22,88.80000000000003,1
DL,2017-06-22,91.4,0
DN,2017-06-22,89.64285714285714,1
DT,2017-06-22,85.35,0
DY,2017-06-22,89.28,1
E,2017-06-22,80.5,2
EC,2017-06-22,80.11666666666666,3
EH,2017-06-22,83.4,0
EN,2017-06-22,80.5,1
EX,2017-06-22,78.94999999999997,0
FK,2017-06-22,74.7,0
FY,2017-06-22,96.6,1
G,2017-06-22,85.19999999999997,0
GL,2017-06-22,84.1,0
GU,2017-06-22,88.85555555555555,1
GY,2017-06-22,,2
HA,2017-06-22,88.9,1
HD,2017-06-22,90.275,1
HG,2017-06-22,96.7,0
HP,2017-06-22,73.5,0
HR,2017-06-22,86.1,0
HS,2017-06-22,,2
HU,2017-06-22,91.75,1
HX,2017-06-22,91.4,1
IG,2017-06-22,73.7,2
IM,2017-06-22,,2
IP,2017-06-22,80.64,1
IV,2017-06-22,76.525,0
JE,2017-06-22,,2
KA,2017-06-22,87.51111111111112,1
KT,2017-06-22,85.3,1
KW,2017-06-22,72.30000000000003,0
KY,2017-06-22,90.1,0
L,2017-06-22,90.94,2
LA,2017-06-22,96.6,0
LD,2017-06-22,79.75,0
LE,2017-06-22,87.8,1
LL,2017-06-22,93.6,0
LN,2017-06-22,81.8,0
LS,2017-06-22,91.75714285714287,1
LU,2017-06-22,77.0,1
M,2017-06-22,91.0,1
ME,2017-06-22,61.0,0
MK,2017-06-22,79.48333333333333,1
ML,2017-06-22,90.2,0
N,2017-06-22,80.5,2
NE,2017-06-22,85.36666666666666,1
NG,2017-06-22,87.225,1
NN,2017-06-22,80.725,1
NP,2017-06-22,81.51666666666667,1
NR,2017-06-22,79.19999999999997,0
NW,2017-06-22,82.05,2
OL,2017-06-22,91.0,1
OX,2017-06-22,77.13333333333333,0
PA,2017-06-22,89.03333333333335,0
PE,2017-06-22,91.5,0
PH,2017-06-22,72.2,0
PL,2017-06-22,84.4,0
PO,2017-06-22,87.47500000000002,0
PR,2017-06-22,96.6,1
RG,2017-06-22,93.9,0
RH,2017-06-22,85.225,1
RM,2017-06-22,61.0,1
S,2017-06-22,91.5,0
SA,2017-06-22,92.36,0
SE,2017-06-22,77.825,2
SG,2017-06-22,80.5,0
SK,2017-06-22,91.0,0
SL,2017-06-22,85.4,1
SM,2017-06-22,83.43333333333334,2
SN,2017-06-22,80.1,0
SO,2017-06-22,94.7,0
SP,2017-06-22,85.57500000000002,0
SR,2017-06-22,86.2,1
SS,2017-06-22,61.0,1
ST,2017-06-22,91.0,0
SW,2017-06-22,85.3,1
SY,2017-06-22,86.85,0
TA,2017-06-22,86.25,0
TD,2017-06-22,71.3,0
TF,2017-06-22,89.56666666666666,1
TN,2017-06-22,82.5,0
TQ,2017-06-22,73.45,0
TR,2017-06-22,84.4,1
TS,2017-06-22,86.2,0
TW,2017-06-22,85.3,0
UB,2017-06-22,88.9,0
W,2017-06-22,87.1,1
WA,2017-06-22,91.0,1
WC,2017-06-22,87.1,2
WD,2017-06-22,81.2,1
WF,2017-06-22,87.2,0
WN,2017-06-22,93.8,2
WR,2017-06-22,85.95714285714287,1
WS,2017-06-22,91.36666666666667,1
WV,2017-06-22,99.0,0
YO,2017-06-22,91.75,0
ZE,2017-06-22,,2
AB,2017-06-23,88.825,0
AL,2017-06-23,63.3,1
B,2017-06-23,85.2,1
BA,2017-06-23,79.1,0
BB,2017-06-23,91.65,1
BD,2017-06-23,91.2,0
BH,2017-06-23,79.4,0
BL,2017-06-23,91.76666666666668,2
BN,2017-06-23,76.35,0
BR,2017-06-23,66.15,1
BS,2017-06-23,66.0,0
BT,2017-06-23,91.49,0
CA,2017-06-23,91.43333333333334,0
CB,2017-06-23,67.2,0
CF,2017-06-23,88.94285714285715,1
CH,2017-06-23,88.75555555555556,1
CM,2017-06-23,64.25,1
CO,2017-06-23,67.2,1
CR,2017-06-23,74.10000000000002,1
CT,2017-06-23,64.53333333333333,1
CV,2017-06-23,72.46666666666668,1
CW,2017-06-23,86.25,1
DA,2017-06-23,64.53333333333333,1
DD,2017-06-23,94.1,0
DE,2017-06-23,85.2,0
DG,2017-06-23,95.8,0
DH,2017-06-23,88.05,1
DL,2017-06-23,90.3,0
DN,2017-06-23,87.85714285714286,1
DT,2017-06-23,86.6,0
DY,2017-06-23,88.28,1
E,2017-06-23,61.3,2
EC,2017-06-23,74.02857142857144,3
EH,2017-06-23,86.5,0
EN,2017-06-23,61.3,1
EX,2017-06-23,70.55000000000003,0
FK,2017-06-23,60.6,0
FY,2017-06-23,92.1,1
G,2017-06-23,88.4,0
GL,2017-06-23,81.7,0
GU,2017-06-23,79.50000000000001,1
GY,2017-06-23,,2
HA,2017-06-23,86.0,1
HD,2017-06-23,87.675,1
HG,2017-06-23,95.3,0
HP,2017-06-23,65.3,0
HR,2017-06-23,84.5,0
HS,2017-06-23,,2
HU,2017-06-23,89.72500000000002,1
HX,2017-06-23,91.2,1
IG,2017-06-23,63.26666666666667,2
IM,2017-06-23,,2
IP,2017-06-23,75.375,1
IV,2017-06-23,85.06,0
JE,2017-06-23,,2
KA,2017-06-23,90.86666666666666,1
KT,2017-06-23,88.65,1
KW,2017-06-23,72.65,0
KY,2017-06-23,96.5,0
L,2017-06-23,89.35454545454544,2
LA,2017-06-23,92.1,0
LD,2017-06-23,83.5,0
LE,2017-06-23,86.9,1
LL,2017-06-23,91.06,0
LN,2017-06-23,88.6,0
LS,2017-06-23,90.05714285714285,1
LU,2017-06-23,63.3,1
M,2017-06-23,92.0,1
ME,2017-06-23,61.3,0
MK,2017-06-23,66.9,1
ML,2017-06-23,89.0,0
N,2017-06-23,61.3,2
NE,2017-06-23,89.4,1
NG,2017-06-23,86.225,1
NN,2017-06-23,68.7,1
NP,2017-06-23,80.14999999999998,1
NR,2017-06-23,72.85,0
NW,2017-06-23,74.97500000000002,2
OL,2017-06-23,92.0,1
OX,2017-06-23,62.06666666666666,0
PA,2017-06-23,88.2,0
PE,2017-06-23,88.6,0
PH,2017-06-23,72.975,0
PL,2017-06-23,78.2,0
PO,2017-06-23,72.125,0
PR,2017-06-23,92.1,1
RG,2017-06-23,88.4,0
RH,2017-06-23,90.0,0
RM,2017-06-23,61.3,1
S,2017-06-23,82.5,0
SA,2017-06-23,91.12,0
SE,2017-06-23,74.18,2
SG,2017-06-23,61.3,0
SK,2017-06-23,92.0,0
SL,2017-06-23,81.75000000000001,1
SM,2017-06-23,77.4,2
SN,2017-06-23,65.4,0
SO,2017-06-23,88.1,0
SP,2017-06-23,90.175,0
SR,2017-06-23,85.8,1
SS,2017-06-23,61.3,1
ST,2017-06-23,82.0,0
SW,2017-06-23,87.3,1
SY,2017-06-23,85.875,0
TA,2017-06-23,97.8,0
TD,2017-06-23,82.85,0
TF,2017-06-23,87.23333333333332,1
TN,2017-06-23,66.15,0
TQ,2017-06-23,61.0,0
TR,2017-06-23,78.2,1
TS,2017-06-23,85.8,0
TW,2017-06-23,87.3,0
UB,2017-06-23,86.0,0
W,2017-06-23,86.65,1
WA,2017-06-23,92.0,1
WC,2017-06-23,86.65,2
WD,2017-06-23,75.65,1
WF,2017-06-23,85.0,0
WN,2017-06-23,92.05,2
WR,2017-06-23,84.48571428571428,1
WS,2017-06-23,88.36666666666667,1
WV,2017-06-23,97.9,0
YO,2017-06-23,89.72500000000002,0
ZE,2017-06-23,,2
AB,2017-06-24,70.02499999999999,0
AL,2017-06-24,70.5,1
B,2017-06-24,85.1,1
BA,2017-06-24,93.9090909090909,1
BB,2017-06-24,79.19999999999997,1
BD,2017-06-24,75.6,0
BH,2017-06-24,90.66666666666669,0
BL,2017-06-24,80.6,2
BN,2017-06-24,92.85,0
BR,2017-06-24,80.2,1
BS,2017-06-24,95.7,0
BT,2017-06-24,79.72222222222223,0
CA,2017-06-24,85.13333333333334,0
CB,2017-06-24,82.3,0
CF,2017-06-24,90.24285714285715,1
CH,2017-06-24,85.5625,1
CM,2017-06-24,74.3,1
CO,2017-06-24,69.5,0
CR,2017-06-24,80.2,1
CT,2017-06-24,78.96666666666667,1
CV,2017-06-24,75.25999999999998,1
CW,2017-06-24,83.42,1
DA,2017-06-24,78.96666666666667,1
DD,2017-06-24,69.0,0
DE,2017-06-24,85.1,0
DG,2017-06-24,81.13333333333334,0
DH,2017-06-24,71.9,1
DL,2017-06-24,75.3,0
DN,2017-06-24,78.97142857142856,1
DT,2017-06-24,96.85,0
DY,2017-06-24,86.125,1
E,2017-06-24,71.1,2
EC,2017-06-24,79.53333333333335,3
EH,2017-06-24,64.95,0
EN,2017-06-24,71.1,1
EX,2017-06-24,93.275,0
FK,2017-06-24,56.8,0
FY,2017-06-24,82.8,1
G,2017-06-24,79.15,0
GL,2017-06-24,75.9,0
GU,2017-06-24,92.36666666666666,1
GY,2017-06-24,,2
HA,2017-06-24,82.9,1
HD,2017-06-24,80.125,1
HG,2017-06-24,84.2,0
HP,2017-06-24,69.9,0
HR,2017-06-24,87.5,0
HS,2017-06-24,,2
HU,2017-06-24,80.60000000000002,1
HX,2017-06-24,75.6,1
IG,2017-06-24,74.85,2
IM,2017-06-24,,2
IP,2017-06-24,70.74,1
IV,2017-06-24,80.97999999999998,0
JE,2017-06-24,,2
KA,2017-06-24,80.80000000000003,1
KT,2017-06-24,86.3,1
KW,2017-06-24,58.7,0
KY,2017-06-24,65.4,0
L,2017-06-24,85.07,2
LA,2017-06-24,82.8,0
LD,2017-06-24,83.6,0
LE,2017-06-24,74.85,1
LL,2017-06-24,87.78,0
LN,2017-06-24,68.9,0
LS,2017-06-24,79.51428571428572,1
LU,2017-06-24,70.5,1
M,2017-06-24,83.4,1
ME,2017-06-24,76.5,0
MK,2017-06-24,70.14999999999999,1
ML,2017-06-24,84.5,0
N,2017-06-24,71.1,2
NE,2017-06-24,80.5875,1
NG,2017-06-24,76.425,1
NN,2017-06-24,69.975,1
NP,2017-06-24,85.26,1
NR,2017-06-24,68.65,0
NW,2017-06-24,77.55,2
OL,2017-06-24,83.4,1
OX,2017-06-24,71.76666666666667,0
PA,2017-06-24,80.33333333333333,0
PE,2017-06-24,64.6,0
PH,2017-06-24,67.1,0
PL,2017-06-24,97.8,0
PO,2017-06-24,95.125,0
PR,2017-06-24,82.8,1
RG,2017-06-24,86.3,0
RH,2017-06-24,86.525,1
RM,2017-06-24,76.5,1
S,2017-06-24,87.1,0
SA,2017-06-24,92.9,0
SE,2017-06-24,80.8,2
SG,2017-06-24,71.1,0
SK,2017-06-24,83.4,0
SL,2017-06-24,81.35,1
SM,2017-06-24,82.23333333333333,2
SN,2017-06-24,94.6,0
SO,2017-06-24,92.5,0
SP,2017-06-24,92.85,0
SR,2017-06-24,68.5,1
SS,2017-06-24,76.5,1
ST,2017-06-24,88.1,0
SW,2017-06-24,86.3,1
SY,2017-06-24,81.86666666666666,0
TA,2017-06-24,92.53333333333336,0
TD,2017-06-24,58.6,0
TF,2017-06-24,86.52,1
TN,2017-06-24,80.2,0
TQ,2017-06-24,87.30000000000003,0
TR,2017-06-24,97.8,1
TS,2017-06-24,68.5,0
TW,2017-06-24,86.3,0
UB,2017-06-24,82.9,0
W,2017-06-24,84.6,1
WA,2017-06-24,83.4,1
WC,2017-06-24,84.6,2
WD,2017-06-24,76.4,1
WF,2017-06-24,74.4,0
WN,2017-06-24,83.1,2
WR,2017-06-24,81.8,1
WS,2017-06-24,90.7,1
WV,2017-06-24,98.9,0
YO,2017-06-24,80.6,0
ZE,2017-06-24,,2
AB,2017-06-25,68.92500000000001,0
AL,2017-06-25,67.19999999999999,1
B,2017-06-25,81.4,1
BA,2017-06-25,90.96999999999998,1
BB,2017-06-25,76.1,1
BD,2017-06-25,80.375,1
BH,2017-06-25,87.8,0
BL,2017-06-25,82.55,2
BN,2017-06-25,79.69999999999997,0
BR,2017-06-25,78.0,1
BS,2017-06-25,92.6,0
BT,2017-06-25,77.425,0
CA,2017-06-25,76.68333333333331,0
CB,2017-06-25,75.1,0
CF,2017-06-25,89.71666666666665,1
CH,2017-06-25,88.56666666666666,1
CM,2017-06-25,72.96666666666667,1
CO,2017-06-25,72.7,0
CR,2017-06-25,81.0,1
CT,2017-06-25,75.5,1
CV,2017-06-25,76.85999999999999,1
CW,2017-06-25,85.93333333333334,1
DA,2017-06-25,75.5,1
DD,2017-06-25,70.1,0
DE,2017-06-25,81.4,0
DG,2017-06-25,71.36666666666666,0
DH,2017-06-25,61.95,1
DL,2017-06-25,66.7,0
DN,2017-06-25,80.7,1
DT,2017-06-25,93.15,0
DY,2017-06-25,84.74000000000002,1
E,2017-06-25,71.1,2
EC,2017-06-25,78.8,3
EH,2017-06-25,68.9,0
EN,2017-06-25,71.1,1
EX,2017-06-25,94.375,0
FK,2017-06-25,57.5,0
FY,2017-06-25,76.1,1
G,2017-06-25,66.4,0
GL,2017-06-25,89.7,0
GU,2017-06-25,81.17999999999998,1
GY,2017-06-25,,2
HA,2017-06-25,83.4,1
HD,2017-06-25,91.3,1
HG,2017-06-25,83.4,0
HP,2017-06-25,63.3,0
HR,2017-06-25,87.6,0
HS,2017-06-25,,2
HU,2017-06-25,75.475,1
HX,2017-06-25,83.35000000000002,2
IG,2017-06-25,72.35,2
IM,2017-06-25,,2
IP,2017-06-25,72.24,1
IV,2017-06-25,79.075,0
JE,2017-06-25,,2
KA,2017-06-25,75.53333333333333,1
KT,2017-06-25,85.3,1
KW,2017-06-25,71.15,0
KY,2017-06-25,67.775,1
L,2017-06-25,87.47272727272728,2
LA,2017-06-25,76.1,0
LD,2017-06-25,93.85,0
LE,2017-06-25,76.75,1
LL,2017-06-25,93.86,0
LN,2017-06-25,78.1,0
LS,2017-06-25,80.10000000000002,1
LU,2017-06-25,67.19999999999999,1
M,2017-06-25,89.0,1
ME,2017-06-25,70.5,0
MK,2017-06-25,69.94999999999999,1
ML,2017-06-25,83.5,0
N,2017-06-25,71.1,2
NE,2017-06-25,70.32222222222222,1
NG,2017-06-25,80.3,1
NN,2017-06-25,71.32499999999997,1
NP,2017-06-25,91.52,1
NR,2017-06-25,70.65,0
NW,2017-06-25,75.35,2
OL,2017-06-25,89.0,1
OX,2017-06-25,71.06666666666666,0
PA,2017-06-25,83.13333333333334,0
PE,2017-06-25,72.1,0
PH,2017-06-25,69.2,0
PL,2017-06-25,95.5,0
PO,2017-06-25,76.625,0
PR,2017-06-25,76.1,1
RG,2017-06-25,85.6,0
RH,2017-06-25,87.0,0
RM,2017-06-25,70.5,1
S,2017-06-25,89.6,0
SA,2017-06-25,87.65,0
SE,2017-06-25,79.42,2
SG,2017-06-25,71.1,0
SK,2017-06-25,89.0,0
SL,2017-06-25,78.975,1
SM,2017-06-25,81.65,2
SN,2017-06-25,85.9,0
SO,2017-06-25,89.7,0
SP,2017-06-25,88.075,0
SR,2017-06-25,57.2,1
SS,2017-06-25,70.5,1
ST,2017-06-25,98.8,0
SW,2017-06-25,83.6,1
SY,2017-06-25,81.95,0
TA,2017-06-25,96.3,0
TD,2017-06-25,53.05,0
TF,2017-06-25,87.08333333333331,1
TN,2017-06-25,78.0,0
TQ,2017-06-25,80.45,0
TR,2017-06-25,95.5,1
TS,2017-06-25,57.2,0
TW,2017-06-25,83.6,0
UB,2017-06-25,83.4,0
W,2017-06-25,83.5,1
WA,2017-06-25,89.0,1
WC,2017-06-25,83.5,2
WD,2017-06-25,73.35,1
WF,2017-06-25,95.3,0
WN,2017-06-25,82.55,2
WR,2017-06-25,84.18333333333334,1
WS,2017-06-25,92.03333333333336,1
WV,2017-06-25,95.9,0
YO,2017-06-25,75.475,0
ZE,2017-06-25,,2
AB,2017-06-26,79.775,0
AL,2017-06-26,49.55,1
B,2017-06-26,67.0,1
BA,2017-06-26,76.4,0
BB,2017-06-26,63.9,1
BD,2017-06-26,66.32499999999999,1
BH,2017-06-26,77.3,0
BL,2017-06-26,61.3,2
BN,2017-06-26,72.4,0
BR,2017-06-26,51.65000000000001,1
BS,2017-06-26,64.8,0
BT,2017-06-26,76.00000000000001,0
CA,2017-06-26,80.36666666666666,0
CB,2017-06-26,68.1,0
CF,2017-06-26,75.17142857142858,1
CH,2017-06-26,74.94444444444444,1
CM,2017-06-26,56.1,1
CO,2017-06-26,50.4,0
CR,2017-06-26,64.06666666666668,1
CT,2017-06-26,53.20000000000001,1
CV,2017-06-26,61.29999999999999,1
CW,2017-06-26,68.43333333333334,1
DA,2017-06-26,53.2,1
DD,2017-06-26,67.2,0
DE,2017-06-26,67.0,0
DG,2017-06-26,80.5,0
DH,2017-06-26,65.2,1
DL,2017-06-26,69.5,0
DN,2017-06-26,74.64285714285714,1
DT,2017-06-26,87.55000000000003,0
DY,2017-06-26,76.64,1
E,2017-06-26,49.8,2
EC,2017-06-26,65.45714285714287,3
EH,2017-06-26,70.0,0
EN,2017-06-26,49.8,1
EX,2017-06-26,77.19999999999997,0
FK,2017-06-26,62.1,0
FY,2017-06-26,63.9,1
G,2017-06-26,71.9,0
GL,2017-06-26,75.19999999999997,0
GU,2017-06-26,72.09,1
GY,2017-06-26,,2
HA,2017-06-26,85.9,1
HD,2017-06-26,69.26666666666667,1
HG,2017-06-26,66.1,0
HP,2017-06-26,49.3,0
HR,2017-06-26,96.2,0
HS,2017-06-26,,2
HU,2017-06-26,77.725,1
HX,2017-06-26,67.88333333333333,2
IG,2017-06-26,56.15000000000001,2
IM,2017-06-26,,2
IP,2017-06-26,58.86,1
IV,2017-06-26,75.88,0
JE,2017-06-26,,2
KA,2017-06-26,75.98750000000003,1
KT,2017-06-26,81.45,1
KW,2017-06-26,70.19999999999999,0
KY,2017-06-26,69.46666666666665,1
L,2017-06-26,72.46363636363638,2
LA,2017-06-26,63.9,0
LD,2017-06-26,78.0,0
LE,2017-06-26,59.95,1
LL,2017-06-26,78.06,0
LN,2017-06-26,62.5,0
LS,2017-06-26,73.8,1
LU,2017-06-26,49.55,1
M,2017-06-26,58.7,1
ME,2017-06-26,56.3,0
MK,2017-06-26,50.40000000000001,1
ML,2017-06-26,88.6,0
N,2017-06-26,49.8,2
NE,2017-06-26,74.74444444444444,1
NG,2017-06-26,66.425,1
NN,2017-06-26,50.825,1
NP,2017-06-26,77.89999999999998,1
NR,2017-06-26,61.45,0
NW,2017-06-26,64.75,2
OL,2017-06-26,58.7,1
OX,2017-06-26,50.13333333333333,0
PA,2017-06-26,68.63333333333334,0
PE,2017-06-26,52.9,0
PH,2017-06-26,71.17999999999998,0
PL,2017-06-26,79.4,0
PO,2017-06-26,56.525,0
PR,2017-06-26,63.9,1
RG,2017-06-26,89.6,0
RH,2017-06-26,88.9,0
RM,2017-06-26,56.3,1
S,2017-06-26,83.3,0
SA,2017-06-26,74.04,0
SE,2017-06-26,64.5,2
SG,2017-06-26,49.8,0
SK,2017-06-26,58.7,0
SL,2017-06-26,74.7,1
SM,2017-06-26,66.55,2
SN,2017-06-26,73.35833333333333,1
SO,2017-06-26,97.5,0
SP,2017-06-26,87.17500000000003,0
SR,2017-06-26,60.9,1
SS,2017-06-26,56.3,1
ST,2017-06-26,67.7,0
SW,2017-06-26,74.0,1
SY,2017-06-26,71.05,0
TA,2017-06-26,89.7,0
TD,2017-06-26,60.5,0
TF,2017-06-26,75.15,1
TN,2017-06-26,51.65000000000001,0
TQ,2017-06-26,78.05,0
TR,2017-06-26,79.4,1
TS,2017-06-26,60.9,0
TW,2017-06-26,74.0,0
UB,2017-06-26,85.9,0
W,2017-06-26,79.95,1
WA,2017-06-26,58.7,1
WC,2017-06-26,79.95,2
WD,2017-06-26,67.6,1
WF,2017-06-26,65.8,0
WN,2017-06-26,61.3,2
WR,2017-06-26,75.82857142857142,1
WS,2017-06-26,77.89999999999998,1
WV,2017-06-26,99.0,0
YO,2017-06-26,77.725,0
ZE,2017-06-26,,2
AB,2017-06-27,88.26666666666668,0
AL,2017-06-27,75.1,1
B,2017-06-27,86.2,1
BA,2017-06-27,69.1,0
BB,2017-06-27,87.7,1
BD,2017-06-27,95.6,1
BH,2017-06-27,82.5,0
BL,2017-06-27,88.2,2
BN,2017-06-27,80.9,0
BR,2017-06-27,79.725,2
BS,2017-06-27,68.2,0
BT,2017-06-27,92.1,0
CA,2017-06-27,95.5,0
CB,2017-06-27,81.1,0
CF,2017-06-27,89.53333333333335,1
CH,2017-06-27,85.11250000000003,1
CM,2017-06-27,77.5,1
CO,2017-06-27,71.4,0
CR,2017-06-27,94.0,1
CT,2017-06-27,63.1,1
CV,2017-06-27,68.58333333333333,1
CW,2017-06-27,84.11666666666667,1
DA,2017-06-27,63.1,1
DD,2017-06-27,94.6,0
