region_id,timestamp,val_Pressure.max,extra_rings_Pressure.max
NR,2017-02-16,1021.125,5
NW,2017-02-16,1027.2,2
OL,2017-02-16,1007.4,4
OX,2017-02-16,1015.05,2
PA,2017-02-16,1007.4,8
PE,2017-02-16,1021.125,4
PH,2017-02-16,1007.4,9
PL,2017-02-16,1015.05,3
PO,2017-02-16,1019.2666666666668,2
PR,2017-02-16,1007.4,3
RG,2017-02-16,1015.05,1
RH,2017-02-16,1027.7,2
RM,2017-02-16,1027.7,3
S,2017-02-16,1007.4,4
SA,2017-02-16,1007.4,2
SE,2017-02-16,1027.7,2
SG,2017-02-16,1026.7,3
SK,2017-02-16,1007.4,3
SL,2017-02-16,1027.2,1
SM,2017-02-16,1027.7,2
SN,2017-02-16,1015.05,1
SO,2017-02-16,1015.05,1
SP,2017-02-16,1015.05,0
SR,2017-02-16,1007.4,7
SS,2017-02-16,1027.2,4
ST,2017-02-16,1007.4,3
SW,2017-02-16,1027.7,1
SY,2017-02-16,1007.4,1
TA,2017-02-16,1015.05,2
TD,2017-02-16,1007.4,6
TF,2017-02-16,1007.4,2
TN,2017-02-16,1027.7,3
TQ,2017-02-16,1015.05,3
TR,2017-02-16,1015.05,4
TS,2017-02-16,1007.4,6
TW,2017-02-16,1027.7,0
UB,2017-02-16,1026.7,0
W,2017-02-16,1027.2,1
WA,2017-02-16,1007.4,2
WC,2017-02-16,1027.2,2
WD,2017-02-16,1026.7,1
WF,2017-02-16,1007.4,5
WN,2017-02-16,1007.4,3
WR,2017-02-16,1007.4,2
WS,2017-02-16,1007.4,3
WV,2017-02-16,1007.4,2
YO,2017-02-16,1007.4,6
ZE,2017-02-16,,2
AB,2017-02-17,1007.0,10
AL,2017-02-17,1024.5,2
B,2017-02-17,1007.0,3
BA,2017-02-17,1013.15,1
BB,2017-02-17,1007.0,4
BD,2017-02-17,1007.0,5
BH,2017-02-17,1013.15,1
BL,2017-02-17,1007.0,4
BN,2017-02-17,1025.6,2
BR,2017-02-17,1025.6,3
BS,2017-02-17,1013.15,2
BT,2017-02-17,,2
CA,2017-02-17,1007.0,5
CB,2017-02-17,1024.5,4
CF,2017-02-17,1007.0,3
CH,2017-02-17,1007.0,1
CM,2017-02-17,1024.5,3
CO,2017-02-17,1024.5,4
CR,2017-02-17,1025.6,2
CT,2017-02-17,1025.6,4
CV,2017-02-17,1011.1,3
CW,2017-02-17,1007.0,2
DA,2017-02-17,1025.6,3
DD,2017-02-17,1007.0,9
DE,2017-02-17,1011.1,4
DG,2017-02-17,1007.0,6
DH,2017-02-17,1007.0,6
DL,2017-02-17,1007.0,5
DN,2017-02-17,1007.0,5
DT,2017-02-17,1013.15,1
DY,2017-02-17,1007.0,2
E,2017-02-17,1025.05,3
EC,2017-02-17,1025.05,3
EH,2017-02-17,1007.0,7
EN,2017-02-17,1024.5,2
EX,2017-02-17,1013.15,2
FK,2017-02-17,1007.0,8
FY,2017-02-17,1007.0,4
G,2017-02-17,1007.0,8
GL,2017-02-17,1013.15,2
GU,2017-02-17,1025.6,1
GY,2017-02-17,,2
HA,2017-02-17,1024.5,1
HD,2017-02-17,1007.0,4
HG,2017-02-17,1007.0,6
HP,2017-02-17,1019.1,2
HR,2017-02-17,1007.0,2
HS,2017-02-17,,2
HU,2017-02-17,1007.0,6
HX,2017-02-17,1007.0,5
IG,2017-02-17,1025.05,3
IM,2017-02-17,,2
IP,2017-02-17,1019.1,5
IV,2017-02-17,1007.0,10
JE,2017-02-17,,2
KA,2017-02-17,1007.0,7
KT,2017-02-17,1025.6,1
KW,2017-02-17,1007.0,11
KY,2017-02-17,1007.0,8
L,2017-02-17,1007.0,2
LA,2017-02-17,1007.0,4
LD,2017-02-17,1007.0,2
LE,2017-02-17,1011.1,4
LL,2017-02-17,1007.0,0
LN,2017-02-17,1019.1,5
LS,2017-02-17,1007.0,6
LU,2017-02-17,1019.1,3
M,2017-02-17,1007.0,3
ME,2017-02-17,1025.6,4
MK,2017-02-17,1019.1,3
ML,2017-02-17,1007.0,7
N,2017-02-17,1025.05,3
NE,2017-02-17,1007.0,6
NG,2017-02-17,1016.68,5
NN,2017-02-17,1013.15,3
NP,2017-02-17,1011.1,3
NR,2017-02-17,1019.1,5
NW,2017-02-17,1025.05,2
OL,2017-02-17,1007.0,4
OX,2017-02-17,1013.15,2
PA,2017-02-17,1007.0,8
PE,2017-02-17,1019.1,4
PH,2017-02-17,1007.0,9
PL,2017-02-17,1013.15,3
PO,2017-02-17,1017.2999999999997,2
PR,2017-02-17,1007.0,3
RG,2017-02-17,1013.15,1
RH,2017-02-17,1025.6,2
RM,2017-02-17,1025.6,3
S,2017-02-17,1007.0,4
SA,2017-02-17,1007.0,2
SE,2017-02-17,1025.6,2
SG,2017-02-17,1024.5,3
SK,2017-02-17,1007.0,3
SL,2017-02-17,1025.05,1
SM,2017-02-17,1025.6,2
SN,2017-02-17,1013.15,1
SO,2017-02-17,1013.15,1
SP,2017-02-17,1013.15,0
SR,2017-02-17,1007.0,7
SS,2017-02-17,1025.05,4
ST,2017-02-17,1007.0,3
SW,2017-02-17,1025.6,1
SY,2017-02-17,1007.0,1
TA,2017-02-17,1013.15,2
TD,2017-02-17,1007.0,6
TF,2017-02-17,1007.0,2
TN,2017-02-17,1025.6,3
TQ,2017-02-17,1013.15,3
TR,2017-02-17,1013.15,4
TS,2017-02-17,1007.0,6
TW,2017-02-17,1025.6,0
UB,2017-02-17,1024.5,0
W,2017-02-17,1025.05,1
WA,2017-02-17,1007.0,2
WC,2017-02-17,1025.05,2
WD,2017-02-17,1024.5,1
WF,2017-02-17,1007.0,5
WN,2017-02-17,1007.0,3
WR,2017-02-17,1007.0,2
WS,2017-02-17,1007.0,3
WV,2017-02-17,1007.0,2
YO,2017-02-17,1007.0,6
ZE,2017-02-17,,2
AB,2017-02-18,1003.6,10
AL,2017-02-18,1023.1,2
B,2017-02-18,1003.6,3
BA,2017-02-18,1010.95,1
BB,2017-02-18,1003.6,4
BD,2017-02-18,1003.6,5
BH,2017-02-18,1010.95,1
BL,2017-02-18,1003.6,4
BN,2017-02-18,1024.2,2
BR,2017-02-18,1024.2,3
BS,2017-02-18,1010.95,2
BT,2017-02-18,,2
CA,2017-02-18,1003.6,5
CB,2017-02-18,1023.1,4
CF,2017-02-18,1003.6,3
CH,2017-02-18,1003.6,1
CM,2017-02-18,1023.1,3
CO,2017-02-18,1023.1,4
CR,2017-02-18,1024.2,2
CT,2017-02-18,1024.2,4
CV,2017-02-18,1008.5,3
CW,2017-02-18,1003.6,2
DA,2017-02-18,1024.2,3
DD,2017-02-18,1003.6,9
DE,2017-02-18,1008.5,4
DG,2017-02-18,1003.6,6
DH,2017-02-18,1003.6,6
DL,2017-02-18,1003.6,5
DN,2017-02-18,1003.6,5
DT,2017-02-18,1010.95,1
DY,2017-02-18,1003.6,2
E,2017-02-18,1023.65,3
EC,2017-02-18,1023.65,3
EH,2017-02-18,1003.6,7
EN,2017-02-18,1023.1,2
EX,2017-02-18,1010.95,2
FK,2017-02-18,1003.6,8
FY,2017-02-18,1003.6,4
G,2017-02-18,1003.6,8
GL,2017-02-18,1010.95,2
GU,2017-02-18,1024.2,1
GY,2017-02-18,,2
HA,2017-02-18,1023.1,1
HD,2017-02-18,1003.6,4
HG,2017-02-18,1003.6,6
HP,2017-02-18,1017.3,2
HR,2017-02-18,1003.6,2
HS,2017-02-18,,2
HU,2017-02-18,1003.6,6
HX,2017-02-18,1003.6,5
IG,2017-02-18,1023.65,3
IM,2017-02-18,,2
IP,2017-02-18,1017.3,5
IV,2017-02-18,1003.6,10
JE,2017-02-18,,2
KA,2017-02-18,1003.6,7
KT,2017-02-18,1024.2,1
KW,2017-02-18,1003.6,11
KY,2017-02-18,1003.6,8
L,2017-02-18,1003.6,2
LA,2017-02-18,1003.6,4
LD,2017-02-18,1003.6,2
LE,2017-02-18,1008.5,4
LL,2017-02-18,1003.6,0
LN,2017-02-18,1017.3,5
LS,2017-02-18,1003.6,6
LU,2017-02-18,1017.3,3
M,2017-02-18,1003.6,3
ME,2017-02-18,1024.2,4
MK,2017-02-18,1017.3,3
ML,2017-02-18,1003.6,7
N,2017-02-18,1023.65,3
NE,2017-02-18,1003.6,6
NG,2017-02-18,1014.56,5
NN,2017-02-18,1010.95,3
NP,2017-02-18,1008.5,3
NR,2017-02-18,1017.3,5
NW,2017-02-18,1023.65,2
OL,2017-02-18,1003.6,4
OX,2017-02-18,1010.95,2
PA,2017-02-18,1003.6,8
PE,2017-02-18,1017.3,4
PH,2017-02-18,1003.6,9
PL,2017-02-18,1010.95,3
PO,2017-02-18,1015.3666666666667,2
PR,2017-02-18,1003.6,3
RG,2017-02-18,1010.95,1
RH,2017-02-18,1024.2,2
RM,2017-02-18,1024.2,3
S,2017-02-18,1003.6,4
SA,2017-02-18,1003.6,2
SE,2017-02-18,1024.2,2
SG,2017-02-18,1023.1,3
SK,2017-02-18,1003.6,3
SL,2017-02-18,1023.65,1
SM,2017-02-18,1024.2,2
SN,2017-02-18,1010.95,1
SO,2017-02-18,1010.95,1
SP,2017-02-18,1010.95,0
SR,2017-02-18,1003.6,7
SS,2017-02-18,1023.65,4
ST,2017-02-18,1003.6,3
SW,2017-02-18,1024.2,1
SY,2017-02-18,1003.6,1
TA,2017-02-18,1010.95,2
TD,2017-02-18,1003.6,6
TF,2017-02-18,1003.6,2
TN,2017-02-18,1024.2,3
TQ,2017-02-18,1010.95,3
TR,2017-02-18,1010.95,4
TS,2017-02-18,1003.6,6
TW,2017-02-18,1024.2,0
UB,2017-02-18,1023.1,0
W,2017-02-18,1023.65,1
WA,2017-02-18,1003.6,2
WC,2017-02-18,1023.65,2
WD,2017-02-18,1023.1,1
WF,2017-02-18,1003.6,5
WN,2017-02-18,1003.6,3
WR,2017-02-18,1003.6,2
WS,2017-02-18,1003.6,3
WV,2017-02-18,1003.6,2
YO,2017-02-18,1003.6,6
ZE,2017-02-18,,2
AB,2017-02-19,1001.8,10
AL,2017-02-19,1019.9,2
B,2017-02-19,1001.8,3
BA,2017-02-19,1008.55,1
BB,2017-02-19,1001.8,4
BD,2017-02-19,1001.8,5
BH,2017-02-19,1008.55,1
BL,2017-02-19,1001.8,4
BN,2017-02-19,1021.0,2
BR,2017-02-19,1021.0,3
BS,2017-02-19,1008.55,2
BT,2017-02-19,,2
CA,2017-02-19,1001.8,5
CB,2017-02-19,1019.9,4
CF,2017-02-19,1001.8,3
CH,2017-02-19,1001.8,1
CM,2017-02-19,1019.9,3
CO,2017-02-19,1019.9,4
CR,2017-02-19,1021.0,2
CT,2017-02-19,1021.0,4
CV,2017-02-19,1006.2999999999997,3
CW,2017-02-19,1001.8,2
DA,2017-02-19,1021.0,3
DD,2017-02-19,1001.8,9
DE,2017-02-19,1006.3,4
DG,2017-02-19,1001.8,6
DH,2017-02-19,1001.8,6
DL,2017-02-19,1001.8,5
DN,2017-02-19,1001.8,5
DT,2017-02-19,1008.55,1
DY,2017-02-19,1001.8,2
E,2017-02-19,1020.45,3
EC,2017-02-19,1020.45,3
EH,2017-02-19,1001.8,7
EN,2017-02-19,1019.9,2
EX,2017-02-19,1008.55,2
FK,2017-02-19,1001.8,8
FY,2017-02-19,1001.8,4
G,2017-02-19,1001.8,8
GL,2017-02-19,1008.55,2
GU,2017-02-19,1021.0,1
GY,2017-02-19,,2
HA,2017-02-19,1019.9,1
HD,2017-02-19,1001.8,4
HG,2017-02-19,1001.8,6
HP,2017-02-19,1014.5,2
HR,2017-02-19,1001.8,2
HS,2017-02-19,,2
HU,2017-02-19,1001.8,6
HX,2017-02-19,1001.8,5
IG,2017-02-19,1020.45,3
IM,2017-02-19,,2
IP,2017-02-19,1014.5,5
IV,2017-02-19,1001.8,10
JE,2017-02-19,,2
KA,2017-02-19,1001.8,7
KT,2017-02-19,1021.0,1
KW,2017-02-19,1001.8,11
KY,2017-02-19,1001.8,8
L,2017-02-19,1001.8,2
LA,2017-02-19,1001.8,4
LD,2017-02-19,1001.8,2
LE,2017-02-19,1006.3,4
LL,2017-02-19,1001.8,0
LN,2017-02-19,1014.5,5
LS,2017-02-19,1001.8,6
LU,2017-02-19,1014.5,3
M,2017-02-19,1001.8,3
ME,2017-02-19,1021.0,4
MK,2017-02-19,1014.5,3
ML,2017-02-19,1001.8,7
N,2017-02-19,1020.45,3
NE,2017-02-19,1001.8,6
NG,2017-02-19,1011.96,5
NN,2017-02-19,1008.55,3
NP,2017-02-19,1006.3,3
NR,2017-02-19,1014.5,5
NW,2017-02-19,1020.45,2
OL,2017-02-19,1001.8,4
OX,2017-02-19,1008.55,2
PA,2017-02-19,1001.8,8
PE,2017-02-19,1014.5,4
PH,2017-02-19,1001.8,9
PL,2017-02-19,1008.55,3
PO,2017-02-19,1012.7,2
PR,2017-02-19,1001.8,3
RG,2017-02-19,1008.55,1
RH,2017-02-19,1021.0,2
RM,2017-02-19,1021.0,3
S,2017-02-19,1001.8,4
SA,2017-02-19,1001.8,2
SE,2017-02-19,1021.0,2
SG,2017-02-19,1019.9,3
SK,2017-02-19,1001.8,3
SL,2017-02-19,1020.45,1
SM,2017-02-19,1021.0,2
SN,2017-02-19,1008.55,1
SO,2017-02-19,1008.55,1
SP,2017-02-19,1008.55,0
SR,2017-02-19,1001.8,7
SS,2017-02-19,1020.45,4
ST,2017-02-19,1001.8,3
SW,2017-02-19,1021.0,1
SY,2017-02-19,1001.8,1
TA,2017-02-19,1008.55,2
TD,2017-02-19,1001.8,6
TF,2017-02-19,1001.8,2
TN,2017-02-19,1021.0,3
TQ,2017-02-19,1008.55,3
TR,2017-02-19,1008.55,4
TS,2017-02-19,1001.8,6
TW,2017-02-19,1021.0,0
UB,2017-02-19,1019.9,0
W,2017-02-19,1020.45,1
WA,2017-02-19,1001.8,2
WC,2017-02-19,1020.45,2
WD,2017-02-19,1019.9,1
WF,2017-02-19,1001.8,5
WN,2017-02-19,1001.8,3
WR,2017-02-19,1001.8,2
WS,2017-02-19,1001.8,3
WV,2017-02-19,1001.8,2
YO,2017-02-19,1001.8,6
ZE,2017-02-19,,2
AB,2017-02-20,1000.2,10
AL,2017-02-20,1017.5,2
B,2017-02-20,1000.2,3
BA,2017-02-20,1006.75,1
BB,2017-02-20,1000.2,4
BD,2017-02-20,1000.2,5
BH,2017-02-20,1006.75,1
BL,2017-02-20,1000.2,4
BN,2017-02-20,1018.6,2
BR,2017-02-20,1018.6,3
BS,2017-02-20,1006.75,2
BT,2017-02-20,,2
CA,2017-02-20,1000.2,5
CB,2017-02-20,1017.5,4
CF,2017-02-20,1000.2,3
CH,2017-02-20,1000.2,1
CM,2017-02-20,1017.5,3
CO,2017-02-20,1017.5,4
CR,2017-02-20,1018.6,2
CT,2017-02-20,1018.6,4
CV,2017-02-20,1004.5666666666666,3
CW,2017-02-20,1000.2,2
DA,2017-02-20,1018.6,3
DD,2017-02-20,1000.2,9
DE,2017-02-20,1004.5666666666666,4
DG,2017-02-20,1000.2,6
DH,2017-02-20,1000.2,6
DL,2017-02-20,1000.2,5
DN,2017-02-20,1000.2,5
DT,2017-02-20,1006.75,1
DY,2017-02-20,1000.2,2
E,2017-02-20,1018.05,3
EC,2017-02-20,1018.05,3
EH,2017-02-20,1000.2,7
EN,2017-02-20,1017.5,2
EX,2017-02-20,1006.75,2
FK,2017-02-20,1000.2,8
FY,2017-02-20,1000.2,4
G,2017-02-20,1000.2,8
GL,2017-02-20,1006.75,2
GU,2017-02-20,1018.6,1
GY,2017-02-20,,2
HA,2017-02-20,1017.5,1
HD,2017-02-20,1000.2,4
HG,2017-02-20,1000.2,6
HP,2017-02-20,1012.4,2
HR,2017-02-20,1000.2,2
HS,2017-02-20,,2
HU,2017-02-20,1000.2,6
HX,2017-02-20,1000.2,5
IG,2017-02-20,1018.05,3
IM,2017-02-20,,2
IP,2017-02-20,1012.4,5
IV,2017-02-20,1000.2,10
JE,2017-02-20,,2
KA,2017-02-20,1000.2,7
KT,2017-02-20,1018.6,1
KW,2017-02-20,1000.2,11
KY,2017-02-20,1000.2,8
L,2017-02-20,1000.2,2
LA,2017-02-20,1000.2,4
LD,2017-02-20,1000.2,2
LE,2017-02-20,1004.5666666666666,4
LL,2017-02-20,1000.2,0
LN,2017-02-20,1012.4,5
LS,2017-02-20,1000.2,6
LU,2017-02-20,1012.4,3
M,2017-02-20,1000.2,3
ME,2017-02-20,1018.6,4
MK,2017-02-20,1012.4,3
ML,2017-02-20,1000.2,7
N,2017-02-20,1018.05,3
NE,2017-02-20,1000.2,6
NG,2017-02-20,1009.96,5
NN,2017-02-20,1006.75,3
NP,2017-02-20,1004.5666666666666,3
NR,2017-02-20,1012.4,5
NW,2017-02-20,1018.05,2
OL,2017-02-20,1000.2,4
OX,2017-02-20,1006.75,2
PA,2017-02-20,1000.2,8
PE,2017-02-20,1012.4,4
PH,2017-02-20,1000.2,9
PL,2017-02-20,1006.75,3
PO,2017-02-20,1010.7000000000003,2
PR,2017-02-20,1000.2,3
RG,2017-02-20,1006.75,1
RH,2017-02-20,1018.6,2
RM,2017-02-20,1018.6,3
S,2017-02-20,1000.2,4
SA,2017-02-20,1000.2,2
SE,2017-02-20,1018.6,2
SG,2017-02-20,1017.5,3
SK,2017-02-20,1000.2,3
SL,2017-02-20,1018.05,1
SM,2017-02-20,1018.6,2
SN,2017-02-20,1006.75,1
SO,2017-02-20,1006.75,1
SP,2017-02-20,1006.75,0
SR,2017-02-20,1000.2,7
SS,2017-02-20,1018.05,4
ST,2017-02-20,1000.2,3
SW,2017-02-20,1018.6,1
SY,2017-02-20,1000.2,1
TA,2017-02-20,1006.75,2
TD,2017-02-20,1000.2,6
TF,2017-02-20,1000.2,2
TN,2017-02-20,1018.6,3
TQ,2017-02-20,1006.75,3
TR,2017-02-20,1006.75,4
TS,2017-02-20,1000.2,6
TW,2017-02-20,1018.6,0
UB,2017-02-20,1017.5,0
W,2017-02-20,1018.05,1
WA,2017-02-20,1000.2,2
WC,2017-02-20,1018.05,2
WD,2017-02-20,1017.5,1
WF,2017-02-20,1000.2,5
WN,2017-02-20,1000.2,3
WR,2017-02-20,1000.2,2
WS,2017-02-20,1000.2,3
WV,2017-02-20,1000.2,2
YO,2017-02-20,1000.2,6
ZE,2017-02-20,,2
AB,2017-02-21,997.7,10
AL,2017-02-21,1014.0,2
B,2017-02-21,997.7,3
BA,2017-02-21,1004.15,1
BB,2017-02-21,997.7,4
BD,2017-02-21,997.7,5
BH,2017-02-21,1004.15,1
BL,2017-02-21,997.7,4
BN,2017-02-21,1015.2,2
BR,2017-02-21,1015.2,3
BS,2017-02-21,1004.15,2
BT,2017-02-21,,2
CA,2017-02-21,997.7,5
CB,2017-02-21,1014.0,4
CF,2017-02-21,997.7,3
CH,2017-02-21,997.7,1
CM,2017-02-21,1014.0,3
CO,2017-02-21,1014.0,4
CR,2017-02-21,1015.2,2
CT,2017-02-21,1015.2,4
CV,2017-02-21,1002.0,3
CW,2017-02-21,997.7,2
DA,2017-02-21,1015.2,3
DD,2017-02-21,997.7,9
DE,2017-02-21,1002.0,4
DG,2017-02-21,997.7,6
DH,2017-02-21,997.7,6
DL,2017-02-21,997.7,5
DN,2017-02-21,997.7,5
DT,2017-02-21,1004.15,1
DY,2017-02-21,997.7,2
E,2017-02-21,1014.6,3
EC,2017-02-21,1014.6,3
EH,2017-02-21,997.7,7
EN,2017-02-21,1014.0,2
EX,2017-02-21,1004.15,2
FK,2017-02-21,997.7,8
FY,2017-02-21,997.7,4
G,2017-02-21,997.7,8
GL,2017-02-21,1004.15,2
GU,2017-02-21,1015.2,1
GY,2017-02-21,,2
HA,2017-02-21,1014.0,1
HD,2017-02-21,997.7,4
HG,2017-02-21,997.7,6
HP,2017-02-21,1009.375,2
HR,2017-02-21,997.7,2
HS,2017-02-21,,2
HU,2017-02-21,997.7,6
HX,2017-02-21,997.7,5
IG,2017-02-21,1014.6,3
IM,2017-02-21,,2
IP,2017-02-21,1009.375,5
IV,2017-02-21,997.7,10
JE,2017-02-21,,2
KA,2017-02-21,997.7,7
KT,2017-02-21,1015.2,1
KW,2017-02-21,997.7,11
KY,2017-02-21,997.7,8
L,2017-02-21,997.7,2
LA,2017-02-21,997.7,4
LD,2017-02-21,997.7,2
LE,2017-02-21,1002.0,4
LL,2017-02-21,997.7,0
LN,2017-02-21,1009.375,5
LS,2017-02-21,997.7,6
LU,2017-02-21,1009.375,3
M,2017-02-21,997.7,3
ME,2017-02-21,1015.2,4
MK,2017-02-21,1009.375,3
ML,2017-02-21,997.7,7
N,2017-02-21,1014.6,3
NE,2017-02-21,997.7,6
NG,2017-02-21,1007.04,5
NN,2017-02-21,1004.15,3
NP,2017-02-21,1002.0,3
NR,2017-02-21,1009.375,5
NW,2017-02-21,1014.6,2
OL,2017-02-21,997.7,4
OX,2017-02-21,1004.15,2
PA,2017-02-21,997.7,8
PE,2017-02-21,1009.375,4
PH,2017-02-21,997.7,9
PL,2017-02-21,1004.15,3
PO,2017-02-21,1007.8333333333335,2
PR,2017-02-21,997.7,3
RG,2017-02-21,1004.15,1
RH,2017-02-21,1015.2,2
RM,2017-02-21,1015.2,3
S,2017-02-21,997.7,4
SA,2017-02-21,997.7,2
SE,2017-02-21,1015.2,2
SG,2017-02-21,1014.0,3
SK,2017-02-21,997.7,3
SL,2017-02-21,1014.6,1
SM,2017-02-21,1015.2,2
SN,2017-02-21,1004.15,1
SO,2017-02-21,1004.15,1
SP,2017-02-21,1004.15,0
SR,2017-02-21,997.7,7
SS,2017-02-21,1014.6,4
ST,2017-02-21,997.7,3
SW,2017-02-21,1015.2,1
SY,2017-02-21,997.7,1
TA,2017-02-21,1004.15,2
TD,2017-02-21,997.7,6
TF,2017-02-21,997.7,2
TN,2017-02-21,1015.2,3
TQ,2017-02-21,1004.15,3
TR,2017-02-21,1004.15,4
TS,2017-02-21,997.7,6
TW,2017-02-21,1015.2,0
UB,2017-02-21,1014.0,0
W,2017-02-21,1014.6,1
WA,2017-02-21,997.7,2
WC,2017-02-21,1014.6,2
WD,2017-02-21,1014.0,1
WF,2017-02-21,997.7,5
WN,2017-02-21,997.7,3
WR,2017-02-21,997.7,2
WS,2017-02-21,997.7,3
WV,2017-02-21,997.7,2
YO,2017-02-21,997.7,6
ZE,2017-02-21,,2
AB,2017-02-22,987.7,10
AL,2017-02-22,1007.2,2
B,2017-02-22,987.7,3
BA,2017-02-22,997.5,1
BB,2017-02-22,987.7,4
BD,2017-02-22,987.7,5
BH,2017-02-22,997.5,1
BL,2017-02-22,987.7,4
BN,2017-02-22,1008.5,2
BR,2017-02-22,1008.5,3
BS,2017-02-22,997.5,2
BT,2017-02-22,,2
CA,2017-02-22,987.7,5
CB,2017-02-22,1007.2,4
CF,2017-02-22,987.7,3
CH,2017-02-22,987.7,1
CM,2017-02-22,1007.2,3
CO,2017-02-22,1007.2,4
CR,2017-02-22,1008.5,2
CT,2017-02-22,1008.5,4
CV,2017-02-22,994.2333333333332,3
CW,2017-02-22,987.7,2
DA,2017-02-22,1008.5,3
DD,2017-02-22,987.7,9
DE,2017-02-22,994.2333333333332,4
DG,2017-02-22,987.7,6
DH,2017-02-22,987.7,6
DL,2017-02-22,987.7,5
DN,2017-02-22,987.7,5
DT,2017-02-22,997.5,1
DY,2017-02-22,987.7,2
E,2017-02-22,1007.85,3
EC,2017-02-22,1007.85,3
EH,2017-02-22,987.7,7
EN,2017-02-22,1007.2,2
EX,2017-02-22,997.5,2
FK,2017-02-22,987.7,8
FY,2017-02-22,987.7,4
G,2017-02-22,987.7,8
GL,2017-02-22,997.5,2
GU,2017-02-22,1008.5,1
GY,2017-02-22,,2
HA,2017-02-22,1007.2,1
HD,2017-02-22,987.7,4
HG,2017-02-22,987.7,6
HP,2017-02-22,1002.675,2
HR,2017-02-22,987.7,2
HS,2017-02-22,,2
HU,2017-02-22,987.7,6
HX,2017-02-22,987.7,5
IG,2017-02-22,1007.85,3
IM,2017-02-22,,2
IP,2017-02-22,1002.675,5
IV,2017-02-22,987.7,10
JE,2017-02-22,,2
KA,2017-02-22,987.7,7
KT,2017-02-22,1008.5,1
KW,2017-02-22,987.7,11
KY,2017-02-22,987.7,8
L,2017-02-22,987.7,2
LA,2017-02-22,987.7,4
LD,2017-02-22,987.7,2
LE,2017-02-22,994.2333333333332,4
LL,2017-02-22,987.7,0
LN,2017-02-22,1002.675,5
LS,2017-02-22,987.7,6
LU,2017-02-22,1002.675,3
M,2017-02-22,987.7,3
ME,2017-02-22,1008.5,4
MK,2017-02-22,1002.675,3
ML,2017-02-22,987.7,7
N,2017-02-22,1007.85,3
NE,2017-02-22,987.7,6
NG,2017-02-22,999.68,5
NN,2017-02-22,997.5,3
NP,2017-02-22,994.2333333333332,3
NR,2017-02-22,1002.675,5
NW,2017-02-22,1007.85,2
OL,2017-02-22,987.7,4
OX,2017-02-22,997.5,2
PA,2017-02-22,987.7,8
PE,2017-02-22,1002.675,4
PH,2017-02-22,987.7,9
PL,2017-02-22,997.5,3
PO,2017-02-22,1001.1666666666665,2
PR,2017-02-22,987.7,3
RG,2017-02-22,997.5,1
RH,2017-02-22,1008.5,2
RM,2017-02-22,1008.5,3
S,2017-02-22,987.7,4
SA,2017-02-22,987.7,2
SE,2017-02-22,1008.5,2
SG,2017-02-22,1007.2,3
SK,2017-02-22,987.7,3
SL,2017-02-22,1007.85,1
SM,2017-02-22,1008.5,2
SN,2017-02-22,997.5,1
SO,2017-02-22,997.5,1
SP,2017-02-22,997.5,0
SR,2017-02-22,987.7,7
SS,2017-02-22,1007.85,4
ST,2017-02-22,987.7,3
SW,2017-02-22,1008.5,1
SY,2017-02-22,987.7,1
TA,2017-02-22,997.5,2
TD,2017-02-22,987.7,6
TF,2017-02-22,987.7,2
TN,2017-02-22,1008.5,3
TQ,2017-02-22,997.5,3
TR,2017-02-22,997.5,4
TS,2017-02-22,987.7,6
TW,2017-02-22,1008.5,0
UB,2017-02-22,1007.2,0
W,2017-02-22,1007.85,1
WA,2017-02-22,987.7,2
WC,2017-02-22,1007.85,2
WD,2017-02-22,1007.2,1
WF,2017-02-22,987.7,5
WN,2017-02-22,987.7,3
WR,2017-02-22,987.7,2
WS,2017-02-22,987.7,3
WV,2017-02-22,987.7,2
YO,2017-02-22,987.7,6
ZE,2017-02-22,,2
AB,2017-02-23,989.0,10
AL,2017-02-23,1003.2,2
B,2017-02-23,989.0,3
BA,2017-02-23,993.7,1
BB,2017-02-23,989.0,4
BD,2017-02-23,989.0,5
BH,2017-02-23,993.7,1
BL,2017-02-23,989.0,4
BN,2017-02-23,1004.4,2
BR,2017-02-23,1004.4,3
BS,2017-02-23,993.7,2
BT,2017-02-23,,2
CA,2017-02-23,989.0,5
CB,2017-02-23,1003.2,4
CF,2017-02-23,989.0,3
CH,2017-02-23,989.0,1
CM,2017-02-23,1003.2,3
CO,2017-02-23,1003.2,4
CR,2017-02-23,1004.4,2
CT,2017-02-23,1004.4,4
CV,2017-02-23,992.1333333333333,3
CW,2017-02-23,989.0,2
DA,2017-02-23,1004.4,3
DD,2017-02-23,989.0,9
DE,2017-02-23,992.1333333333333,4
DG,2017-02-23,989.0,6
DH,2017-02-23,989.0,6
DL,2017-02-23,989.0,5
DN,2017-02-23,989.0,5
DT,2017-02-23,993.7,1
DY,2017-02-23,989.0,2
E,2017-02-23,1003.8,3
EC,2017-02-23,1003.8,3
EH,2017-02-23,989.0,7
EN,2017-02-23,1003.2,2
EX,2017-02-23,993.7,2
FK,2017-02-23,989.0,8
FY,2017-02-23,989.0,4
G,2017-02-23,989.0,8
GL,2017-02-23,993.7,2
GU,2017-02-23,1004.4,1
GY,2017-02-23,,2
HA,2017-02-23,1003.2,1
HD,2017-02-23,989.0,4
HG,2017-02-23,989.0,6
HP,2017-02-23,998.75,2
