region_id,timestamp,val_NO2_mean,extra_rings_NO2_mean
SW,2017-11-22,14.0,0
SY,2017-11-22,11.142857142857142,1
TA,2017-11-22,86.0,0
TD,2017-11-22,31.714285714285715,1
TF,2017-11-22,7.0,0
TN,2017-11-22,10.5,1
TQ,2017-11-22,2.0,0
TR,2017-11-22,8.5,1
TS,2017-11-22,8.6,0
TW,2017-11-22,25.0,1
UB,2017-11-22,35.0,0
W,2017-11-22,16.0,0
WA,2017-11-22,24.75,0
WC,2017-11-22,16.0,0
WD,2017-11-22,14.0,0
WF,2017-11-22,12.6,1
WN,2017-11-22,20.0,0
WR,2017-11-22,15.571428571428573,1
WS,2017-11-22,9.0,0
WV,2017-11-22,13.8,1
YO,2017-11-22,12.0,0
ZE,2017-11-22,,2
AB,2017-11-23,44.5,0
AL,2017-11-23,17.2,1
B,2017-11-23,31.0,0
BA,2017-11-23,58.0,0
BB,2017-11-23,18.0,0
BD,2017-11-23,31.0,0
BH,2017-11-23,9.5,0
BL,2017-11-23,26.375,1
BN,2017-11-23,13.0,0
BR,2017-11-23,15.333333333333336,1
BS,2017-11-23,25.0,0
BT,2017-11-23,31.5,0
CA,2017-11-23,28.0,0
CB,2017-11-23,6.0,0
CF,2017-11-23,28.0,0
CH,2017-11-23,15.0,0
CM,2017-11-23,17.142857142857142,1
CO,2017-11-23,11.0,0
CR,2017-11-23,17.2,1
CT,2017-11-23,7.0,0
CV,2017-11-23,23.5,0
CW,2017-11-23,25.88888888888889,1
DA,2017-11-23,15.0,0
DD,2017-11-23,8.0,0
DE,2017-11-23,42.0,0
DG,2017-11-23,51.0,0
DH,2017-11-23,19.444444444444443,1
DL,2017-11-23,20.0,1
DN,2017-11-23,15.0,0
DT,2017-11-23,30.5,1
DY,2017-11-23,26.0,1
E,2017-11-23,32.0,0
EC,2017-11-23,23.66666666666667,1
EH,2017-11-23,15.0,0
EN,2017-11-23,36.0,1
EX,2017-11-23,16.5,0
FK,2017-11-23,23.0,0
FY,2017-11-23,8.0,0
G,2017-11-23,49.2,0
GL,2017-11-23,31.4,1
GU,2017-11-23,18.25,1
GY,2017-11-23,,2
HA,2017-11-23,42.0,1
HD,2017-11-23,22.625,1
HG,2017-11-23,23.5,1
HP,2017-11-23,1.0,0
HR,2017-11-23,51.0,1
HS,2017-11-23,,2
HU,2017-11-23,28.5,0
HX,2017-11-23,29.0,1
IG,2017-11-23,21.25,1
IM,2017-11-23,,2
IP,2017-11-23,8.0,1
IV,2017-11-23,29.0,0
JE,2017-11-23,,2
KA,2017-11-23,47.85714285714285,1
KT,2017-11-23,18.33333333333333,1
KW,2017-11-23,29.0,1
KY,2017-11-23,16.571428571428573,1
L,2017-11-23,11.0,0
LA,2017-11-23,21.0,1
LD,2017-11-23,34.285714285714285,1
LE,2017-11-23,24.66666666666667,0
LL,2017-11-23,14.0,0
LN,2017-11-23,22.0,0
LS,2017-11-23,33.0,0
LU,2017-11-23,22.0,0
M,2017-11-23,29.5,0
ME,2017-11-23,16.0,0
MK,2017-11-23,18.285714285714285,1
ML,2017-11-23,35.27272727272727,1
N,2017-11-23,25.0,0
NE,2017-11-23,37.5,0
NG,2017-11-23,30.0,0
NN,2017-11-23,12.0,0
NP,2017-11-23,51.0,0
NR,2017-11-23,7.0,0
NW,2017-11-23,71.5,0
OL,2017-11-23,38.0,0
OX,2017-11-23,21.0,0
PA,2017-11-23,38.0,0
PE,2017-11-23,21.09090909090909,1
PH,2017-11-23,17.0,0
PL,2017-11-23,20.5,0
PO,2017-11-23,11.0,0
PR,2017-11-23,20.0,0
RG,2017-11-23,19.0,0
RH,2017-11-23,17.0,0
RM,2017-11-23,22.0,0
S,2017-11-23,18.666666666666668,0
SA,2017-11-23,19.666666666666668,0
SE,2017-11-23,15.5,0
SG,2017-11-23,25.5,0
SK,2017-11-23,27.61111111111111,1
SL,2017-11-23,20.83333333333333,1
SM,2017-11-23,21.0,1
SN,2017-11-23,27.16666666666667,1
SO,2017-11-23,28.0,0
SP,2017-11-23,24.875,1
SR,2017-11-23,19.0,0
SS,2017-11-23,15.0,0
ST,2017-11-23,40.0,0
SW,2017-11-23,21.0,0
SY,2017-11-23,17.0,1
TA,2017-11-23,73.0,0
TD,2017-11-23,28.42857142857143,1
TF,2017-11-23,16.0,0
TN,2017-11-23,14.0,1
TQ,2017-11-23,1.0,0
TR,2017-11-23,20.5,1
TS,2017-11-23,12.4,0
TW,2017-11-23,29.5,1
UB,2017-11-23,37.0,0
W,2017-11-23,23.0,0
WA,2017-11-23,26.75,0
WC,2017-11-23,29.0,0
WD,2017-11-23,12.0,0
WF,2017-11-23,19.866666666666667,1
WN,2017-11-23,17.0,0
WR,2017-11-23,26.714285714285715,1
WS,2017-11-23,18.5,0
WV,2017-11-23,26.6,1
YO,2017-11-23,14.666666666666664,0
ZE,2017-11-23,,2
AB,2017-11-24,57.0,0
AL,2017-11-24,46.0,1
B,2017-11-24,50.66666666666666,0
BA,2017-11-24,54.0,0
BB,2017-11-24,37.0,0
BD,2017-11-24,46.0,0
BH,2017-11-24,45.0,0
BL,2017-11-24,46.5,1
BN,2017-11-24,36.25,0
BR,2017-11-24,51.33333333333334,1
BS,2017-11-24,62.0,0
BT,2017-11-24,45.33333333333334,0
CA,2017-11-24,36.0,0
CB,2017-11-24,20.0,0
CF,2017-11-24,44.0,0
CH,2017-11-24,22.0,0
CM,2017-11-24,45.714285714285715,1
CO,2017-11-24,28.0,0
CR,2017-11-24,46.6,1
CT,2017-11-24,29.0,0
CV,2017-11-24,48.25,0
CW,2017-11-24,39.0,1
DA,2017-11-24,59.0,0
DD,2017-11-24,14.0,0
DE,2017-11-24,60.0,0
DG,2017-11-24,52.0,0
DH,2017-11-24,26.555555555555557,1
DL,2017-11-24,30.08333333333333,1
DN,2017-11-24,25.0,0
DT,2017-11-24,43.16666666666666,1
DY,2017-11-24,44.8,1
E,2017-11-24,81.0,0
EC,2017-11-24,60.33333333333334,1
EH,2017-11-24,9.666666666666666,0
EN,2017-11-24,62.5,1
EX,2017-11-24,36.0,0
FK,2017-11-24,27.5,0
FY,2017-11-24,13.0,0
G,2017-11-24,58.4,0
GL,2017-11-24,53.81818181818182,1
GU,2017-11-24,40.333333333333336,1
GY,2017-11-24,,2
HA,2017-11-24,65.0,1
HD,2017-11-24,42.5,1
HG,2017-11-24,41.66666666666666,1
HP,2017-11-24,2.0,0
HR,2017-11-24,63.66666666666666,1
HS,2017-11-24,,2
HU,2017-11-24,41.5,0
HX,2017-11-24,48.33333333333334,1
IG,2017-11-24,59.5,1
IM,2017-11-24,,2
IP,2017-11-24,26.66666666666667,1
IV,2017-11-24,22.0,0
JE,2017-11-24,,2
KA,2017-11-24,55.28571428571429,1
KT,2017-11-24,46.0,1
KW,2017-11-24,22.0,1
KY,2017-11-24,15.285714285714285,1
L,2017-11-24,15.0,0
LA,2017-11-24,34.8,1
LD,2017-11-24,46.14285714285714,1
LE,2017-11-24,51.33333333333334,0
LL,2017-11-24,26.0,0
LN,2017-11-24,51.0,0
LS,2017-11-24,56.5,0
LU,2017-11-24,83.0,0
M,2017-11-24,49.0,0
ME,2017-11-24,39.5,0
MK,2017-11-24,43.42857142857143,1
ML,2017-11-24,38.90909090909091,1
N,2017-11-24,59.5,0
NE,2017-11-24,46.0,0
NG,2017-11-24,62.0,0
NN,2017-11-24,35.0,0
NP,2017-11-24,63.66666666666666,0
NR,2017-11-24,32.0,0
NW,2017-11-24,77.5,0
OL,2017-11-24,62.0,0
OX,2017-11-24,42.0,0
PA,2017-11-24,43.0,0
PE,2017-11-24,46.90909090909091,1
PH,2017-11-24,9.0,0
PL,2017-11-24,45.0,0
PO,2017-11-24,45.0,0
PR,2017-11-24,42.0,0
RG,2017-11-24,50.0,0
RH,2017-11-24,39.0,0
RM,2017-11-24,62.0,0
S,2017-11-24,38.66666666666666,0
SA,2017-11-24,29.33333333333333,0
SE,2017-11-24,47.5,0
SG,2017-11-24,50.0,0
SK,2017-11-24,46.055555555555564,1
SL,2017-11-24,45.83333333333334,1
SM,2017-11-24,60.0,1
SN,2017-11-24,51.714285714285715,1
SO,2017-11-24,38.66666666666666,0
SP,2017-11-24,45.0,1
SR,2017-11-24,25.5,0
SS,2017-11-24,55.0,0
ST,2017-11-24,60.0,0
SW,2017-11-24,60.0,0
SY,2017-11-24,26.57142857142857,1
TA,2017-11-24,43.0,0
TD,2017-11-24,29.857142857142854,1
TF,2017-11-24,28.0,0
TN,2017-11-24,39.0,1
TQ,2017-11-24,2.0,0
TR,2017-11-24,45.0,1
TS,2017-11-24,19.2,0
TW,2017-11-24,62.5,1
UB,2017-11-24,64.0,0
W,2017-11-24,62.0,0
WA,2017-11-24,39.75,0
WC,2017-11-24,67.0,0
WD,2017-11-24,45.0,0
WF,2017-11-24,38.0,1
WN,2017-11-24,35.0,0
WR,2017-11-24,49.28571428571429,1
WS,2017-11-24,36.0,0
WV,2017-11-24,44.0,1
YO,2017-11-24,30.33333333333333,0
ZE,2017-11-24,,2
AB,2017-11-25,27.33333333333333,0
AL,2017-11-25,30.2,1
B,2017-11-25,31.66666666666667,0
BA,2017-11-25,62.0,0
BB,2017-11-25,24.0,0
BD,2017-11-25,26.0,0
BH,2017-11-25,27.0,0
BL,2017-11-25,30.125,1
BN,2017-11-25,28.0,0
BR,2017-11-25,36.333333333333336,1
BS,2017-11-25,31.0,0
BT,2017-11-25,22.0,0
CA,2017-11-25,22.0,0
CB,2017-11-25,15.0,0
CF,2017-11-25,25.0,0
CH,2017-11-25,10.5,0
CM,2017-11-25,37.142857142857146,1
CO,2017-11-25,24.0,0
CR,2017-11-25,34.2,1
CT,2017-11-25,27.0,0
CV,2017-11-25,30.0,0
CW,2017-11-25,20.777777777777782,1
DA,2017-11-25,41.0,0
DD,2017-11-25,11.0,0
DE,2017-11-25,36.0,0
DG,2017-11-25,35.0,0
DH,2017-11-25,12.777777777777779,1
DL,2017-11-25,16.666666666666668,1
DN,2017-11-25,16.0,0
DT,2017-11-25,37.0,1
DY,2017-11-25,26.0,1
E,2017-11-25,68.0,0
EC,2017-11-25,48.16666666666666,1
EH,2017-11-25,12.0,0
EN,2017-11-25,48.375,1
EX,2017-11-25,23.0,0
FK,2017-11-25,12.0,0
FY,2017-11-25,5.0,0
G,2017-11-25,45.8,0
GL,2017-11-25,34.45454545454545,1
GU,2017-11-25,30.41666666666667,1
GY,2017-11-25,,2
HA,2017-11-25,46.5,1
HD,2017-11-25,22.777777777777782,1
HG,2017-11-25,27.16666666666667,1
HP,2017-11-25,2.0,0
HR,2017-11-25,51.0,1
HS,2017-11-25,,2
HU,2017-11-25,29.5,0
HX,2017-11-25,30.33333333333333,1
IG,2017-11-25,46.0,1
IM,2017-11-25,,2
IP,2017-11-25,19.666666666666668,1
IV,2017-11-25,13.0,0
JE,2017-11-25,,2
KA,2017-11-25,41.285714285714285,1
KT,2017-11-25,34.333333333333336,1
KW,2017-11-25,13.0,1
KY,2017-11-25,11.0,1
L,2017-11-25,13.0,0
LA,2017-11-25,20.2,1
LD,2017-11-25,32.857142857142854,1
LE,2017-11-25,32.666666666666664,0
LL,2017-11-25,8.0,0
LN,2017-11-25,33.0,0
LS,2017-11-25,39.5,0
LU,2017-11-25,44.0,0
M,2017-11-25,33.5,0
ME,2017-11-25,39.5,0
MK,2017-11-25,26.142857142857146,1
ML,2017-11-25,29.45454545454545,1
N,2017-11-25,43.0,0
NE,2017-11-25,22.0,0
NG,2017-11-25,27.5,0
NN,2017-11-25,14.0,0
NP,2017-11-25,51.0,0
NR,2017-11-25,20.0,0
NW,2017-11-25,64.0,0
OL,2017-11-25,41.0,0
OX,2017-11-25,22.0,0
PA,2017-11-25,25.0,0
PE,2017-11-25,28.54545454545455,1
PH,2017-11-25,6.0,0
PL,2017-11-25,27.0,0
PO,2017-11-25,25.0,0
PR,2017-11-25,24.0,0
RG,2017-11-25,41.0,0
RH,2017-11-25,25.5,0
RM,2017-11-25,48.0,0
S,2017-11-25,19.714285714285715,0
SA,2017-11-25,17.333333333333332,0
SE,2017-11-25,34.0,0
SG,2017-11-25,39.5,0
SK,2017-11-25,26.63157894736842,1
SL,2017-11-25,31.83333333333333,1
SM,2017-11-25,52.0,1
SN,2017-11-25,35.714285714285715,1
SO,2017-11-25,31.66666666666667,0
SP,2017-11-25,36.625,1
SR,2017-11-25,10.5,0
SS,2017-11-25,47.0,0
ST,2017-11-25,33.0,0
SW,2017-11-25,52.0,0
SY,2017-11-25,12.857142857142858,1
TA,2017-11-25,60.0,0
TD,2017-11-25,19.571428571428573,1
TF,2017-11-25,9.0,0
TN,2017-11-25,31.0,1
TQ,2017-11-25,1.0,0
TR,2017-11-25,27.0,1
TS,2017-11-25,10.0,0
TW,2017-11-25,44.25,1
UB,2017-11-25,40.5,0
W,2017-11-25,44.0,0
WA,2017-11-25,22.75,0
WC,2017-11-25,67.0,0
WD,2017-11-25,26.0,0
WF,2017-11-25,21.8125,1
WN,2017-11-25,18.0,0
WR,2017-11-25,30.714285714285715,1
WS,2017-11-25,17.5,0
WV,2017-11-25,22.0,1
YO,2017-11-25,19.33333333333333,0
ZE,2017-11-25,,2
AB,2017-11-26,23.0,0
AL,2017-11-26,19.6,1
B,2017-11-26,22.33333333333333,0
BA,2017-11-26,58.0,0
BB,2017-11-26,14.0,0
BD,2017-11-26,26.0,0
BH,2017-11-26,14.5,0
BL,2017-11-26,21.375,1
BN,2017-11-26,20.0,0
BR,2017-11-26,24.66666666666667,1
BS,2017-11-26,26.0,0
BT,2017-11-26,19.5,0
CA,2017-11-26,19.0,0
CB,2017-11-26,6.0,0
CF,2017-11-26,22.0,0
CH,2017-11-26,11.0,0
CM,2017-11-26,24.142857142857146,1
CO,2017-11-26,14.0,0
CR,2017-11-26,23.6,1
CT,2017-11-26,13.0,0
CV,2017-11-26,21.75,0
CW,2017-11-26,17.777777777777782,1
DA,2017-11-26,24.0,0
DD,2017-11-26,12.0,0
DE,2017-11-26,33.0,0
DG,2017-11-26,21.0,0
DH,2017-11-26,11.888888888888891,1
DL,2017-11-26,14.916666666666664,1
DN,2017-11-26,13.333333333333336,0
DT,2017-11-26,31.66666666666667,1
DY,2017-11-26,18.0,1
E,2017-11-26,50.0,0
EC,2017-11-26,35.166666666666664,1
EH,2017-11-26,9.666666666666666,0
EN,2017-11-26,38.125,1
EX,2017-11-26,17.5,0
FK,2017-11-26,10.0,0
FY,2017-11-26,6.0,0
G,2017-11-26,33.6,0
GL,2017-11-26,27.272727272727273,1
GU,2017-11-26,21.33333333333333,1
GY,2017-11-26,,2
HA,2017-11-26,40.5,1
HD,2017-11-26,19.0,1
HG,2017-11-26,24.0,1
HP,2017-11-26,1.0,0
HR,2017-11-26,44.66666666666666,1
HS,2017-11-26,,2
HU,2017-11-26,23.0,0
HX,2017-11-26,23.0,1
IG,2017-11-26,34.25,1
IM,2017-11-26,,2
IP,2017-11-26,9.666666666666666,1
IV,2017-11-26,24.0,0
JE,2017-11-26,,2
KA,2017-11-26,30.142857142857146,1
KT,2017-11-26,22.66666666666667,1
KW,2017-11-26,24.0,1
KY,2017-11-26,9.857142857142858,1
L,2017-11-26,10.0,0
LA,2017-11-26,15.8,1
LD,2017-11-26,27.0,1
LE,2017-11-26,22.66666666666667,0
LL,2017-11-26,6.0,0
LN,2017-11-26,22.0,0
LS,2017-11-26,36.0,0
LU,2017-11-26,26.0,0
M,2017-11-26,26.0,0
ME,2017-11-26,18.5,0
MK,2017-11-26,16.428571428571427,1
ML,2017-11-26,21.63636363636364,1
N,2017-11-26,33.0,0
NE,2017-11-26,23.5,0
NG,2017-11-26,27.5,0
NN,2017-11-26,6.0,0
NP,2017-11-26,44.66666666666666,0
NR,2017-11-26,9.0,0
NW,2017-11-26,59.0,0
OL,2017-11-26,29.0,0
OX,2017-11-26,13.5,0
PA,2017-11-26,22.0,0
PE,2017-11-26,20.09090909090909,1
PH,2017-11-26,8.0,0
PL,2017-11-26,24.5,0
PO,2017-11-26,12.0,0
PR,2017-11-26,14.0,0
RG,2017-11-26,29.5,0
RH,2017-11-26,17.5,0
RM,2017-11-26,37.0,0
S,2017-11-26,16.571428571428573,0
SA,2017-11-26,11.0,0
SE,2017-11-26,25.0,0
SG,2017-11-26,27.5,0
SK,2017-11-26,21.52631578947368,1
SL,2017-11-26,25.5,1
SM,2017-11-26,33.0,1
SN,2017-11-26,28.0,1
SO,2017-11-26,23.33333333333333,0
SP,2017-11-26,27.0,1
SR,2017-11-26,9.5,0
SS,2017-11-26,28.5,0
ST,2017-11-26,27.5,0
SW,2017-11-26,33.0,0
SY,2017-11-26,10.285714285714286,1
TA,2017-11-26,68.0,0
TD,2017-11-26,16.571428571428573,1
TF,2017-11-26,11.0,0
TN,2017-11-26,18.9,1
TQ,2017-11-26,1.0,0
TR,2017-11-26,24.5,1
TS,2017-11-26,8.2,0
TW,2017-11-26,35.5,1
UB,2017-11-26,38.5,0
W,2017-11-26,32.0,0
WA,2017-11-26,18.0,0
WC,2017-11-26,45.0,0
WD,2017-11-26,16.0,0
WF,2017-11-26,18.75,1
WN,2017-11-26,10.0,0
WR,2017-11-26,22.0,1
WS,2017-11-26,11.5,0
WV,2017-11-26,17.8,1
YO,2017-11-26,15.333333333333336,0
ZE,2017-11-26,,2
AB,2017-11-27,33.0,0
AL,2017-11-27,21.0,1
B,2017-11-27,30.66666666666667,0
BA,2017-11-27,55.0,0
BB,2017-11-27,22.0,0
BD,2017-11-27,23.0,0
BH,2017-11-27,11.5,0
BL,2017-11-27,28.0,1
BN,2017-11-27,15.25,0
BR,2017-11-27,19.0,1
BS,2017-11-27,24.0,0
BT,2017-11-27,27.33333333333333,0
CA,2017-11-27,26.0,0
CB,2017-11-27,6.0,0
CF,2017-11-27,20.0,0
CH,2017-11-27,13.5,0
CM,2017-11-27,23.0,1
CO,2017-11-27,12.0,0
CR,2017-11-27,20.2,1
CT,2017-11-27,9.0,0
CV,2017-11-27,23.75,0
CW,2017-11-27,21.555555555555557,1
DA,2017-11-27,19.0,0
DD,2017-11-27,11.0,0
DE,2017-11-27,37.0,0
DG,2017-11-27,42.0,0
DH,2017-11-27,13.555555555555555,1
DL,2017-11-27,15.083333333333336,1
DN,2017-11-27,15.0,0
DT,2017-11-27,29.66666666666667,1
DY,2017-11-27,24.8,1
E,2017-11-27,42.0,0
EC,2017-11-27,30.5,1
EH,2017-11-27,14.666666666666664,0
EN,2017-11-27,36.125,1
EX,2017-11-27,12.5,0
FK,2017-11-27,14.0,0
FY,2017-11-27,7.0,0
G,2017-11-27,46.6,0
GL,2017-11-27,28.272727272727273,1
GU,2017-11-27,20.08333333333333,1
GY,2017-11-27,,2
HA,2017-11-27,37.833333333333336,1
HD,2017-11-27,20.88888888888889,1
HG,2017-11-27,20.83333333333333,1
HP,2017-11-27,1.0,0
HR,2017-11-27,44.66666666666666,1
HS,2017-11-27,,2
HU,2017-11-27,25.5,0
HX,2017-11-27,27.66666666666667,1
IG,2017-11-27,29.25,1
IM,2017-11-27,,2
IP,2017-11-27,9.333333333333334,1
IV,2017-11-27,16.0,0
JE,2017-11-27,,2
KA,2017-11-27,44.14285714285715,1
KT,2017-11-27,21.0,1
KW,2017-11-27,16.0,1
KY,2017-11-27,14.0,1
L,2017-11-27,13.0,0
LA,2017-11-27,19.6,1
LD,2017-11-27,27.42857142857143,1
LE,2017-11-27,28.0,0
LL,2017-11-27,13.0,0
LN,2017-11-27,24.0,0
LS,2017-11-27,33.0,0
LU,2017-11-27,33.0,0
M,2017-11-27,33.5,0
ME,2017-11-27,18.5,0
MK,2017-11-27,19.142857142857142,1
ML,2017-11-27,31.54545454545455,1
N,2017-11-27,27.5,0
NE,2017-11-27,22.5,0
NG,2017-11-27,33.5,0
NN,2017-11-27,9.0,0
NP,2017-11-27,44.66666666666666,0
NR,2017-11-27,10.0,0
NW,2017-11-27,60.5,0
OL,2017-11-27,38.0,0
OX,2017-11-27,17.0,0
PA,2017-11-27,34.0,0
PE,2017-11-27,23.363636363636363,1
PH,2017-11-27,15.0,0
PL,2017-11-27,18.5,0
PO,2017-11-27,10.0,0
PR,2017-11-27,20.0,0
RG,2017-11-27,30.5,0
RH,2017-11-27,14.0,0
RM,2017-11-27,37.0,0
S,2017-11-27,18.142857142857142,0
SA,2017-11-27,12.666666666666664,0
SE,2017-11-27,19.0,0
SG,2017-11-27,28.5,0
SK,2017-11-27,26.052631578947373,1
SL,2017-11-27,23.5,1
SM,2017-11-27,35.0,1
SN,2017-11-27,28.285714285714285,1
SO,2017-11-27,27.0,0
SP,2017-11-27,27.5,1
SR,2017-11-27,13.0,0
SS,2017-11-27,24.5,0
ST,2017-11-27,36.5,0
SW,2017-11-27,35.0,0
SY,2017-11-27,12.285714285714285,1
TA,2017-11-27,75.0,0
TD,2017-11-27,22.428571428571423,1
TF,2017-11-27,8.0,0
TN,2017-11-27,15.4,1
TQ,2017-11-27,1.0,0
TR,2017-11-27,18.5,1
TS,2017-11-27,10.2,0
TW,2017-11-27,31.75,1
UB,2017-11-27,32.5,0
W,2017-11-27,27.0,0
WA,2017-11-27,21.5,0
WC,2017-11-27,48.0,0
WD,2017-11-27,14.0,0
WF,2017-11-27,18.5625,1
WN,2017-11-27,10.0,0
WR,2017-11-27,26.714285714285715,1
WS,2017-11-27,16.0,0
WV,2017-11-27,22.6,1
YO,2017-11-27,12.0,0
ZE,2017-11-27,,2
AB,2017-11-28,33.666666666666664,0
AL,2017-11-28,33.8,1
B,2017-11-28,42.0,0
BA,2017-11-28,52.0,0
BB,2017-11-28,37.0,0
BD,2017-11-28,33.0,0
BH,2017-11-28,27.0,0
BL,2017-11-28,41.5,1
BN,2017-11-28,29.0,0
BR,2017-11-28,39.0,1
BS,2017-11-28,39.5,0
BT,2017-11-28,23.33333333333333,0
CA,2017-11-28,31.0,0
CB,2017-11-28,12.0,0
CF,2017-11-28,30.0,0
CH,2017-11-28,18.0,0
CM,2017-11-28,33.57142857142857,1
CO,2017-11-28,16.0,0
CR,2017-11-28,37.8,1
CT,2017-11-28,28.0,0
CV,2017-11-28,34.5,0
CW,2017-11-28,32.22222222222222,1
DA,2017-11-28,40.0,0
DD,2017-11-28,8.0,0
DE,2017-11-28,48.0,0
DG,2017-11-28,43.0,0
DH,2017-11-28,17.88888888888889,1
DL,2017-11-28,20.0,1
DN,2017-11-28,22.0,0
DT,2017-11-28,37.333333333333336,1
DY,2017-11-28,36.0,1
E,2017-11-28,67.0,0
EC,2017-11-28,45.5,1
EH,2017-11-28,15.333333333333336,0
EN,2017-11-28,46.75,1
EX,2017-11-28,25.0,0
FK,2017-11-28,10.5,0
FY,2017-11-28,11.0,0
G,2017-11-28,49.8,0
GL,2017-11-28,37.5,1
GU,2017-11-28,31.16666666666667,1
GY,2017-11-28,,2
HA,2017-11-28,46.0,1
HD,2017-11-28,24.11111111111111,1
HG,2017-11-28,24.5,1
HP,2017-11-28,2.0,0
HR,2017-11-28,9.0,0
HS,2017-11-28,,2
HU,2017-11-28,19.0,0
HX,2017-11-28,40.0,1
IG,2017-11-28,47.75,1
IM,2017-11-28,,2
IP,2017-11-28,14.333333333333336,1
IV,2017-11-28,11.0,0
JE,2017-11-28,,2
KA,2017-11-28,45.57142857142857,1
KT,2017-11-28,37.333333333333336,1
KW,2017-11-28,11.0,1
KY,2017-11-28,13.428571428571427,1
L,2017-11-28,30.0,0
LA,2017-11-28,30.2,1
LD,2017-11-28,33.875,1
LE,2017-11-28,39.333333333333336,0
LL,2017-11-28,34.0,0
LN,2017-11-28,57.0,0
LS,2017-11-28,32.0,0
LU,2017-11-28,64.0,0
M,2017-11-28,46.25,0
ME,2017-11-28,31.5,0
MK,2017-11-28,30.0,1
ML,2017-11-28,32.63636363636363,1
N,2017-11-28,38.0,0
NE,2017-11-28,23.5,0
NG,2017-11-28,46.0,0
NN,2017-11-28,17.0,0
NP,2017-11-28,57.66666666666666,0
NR,2017-11-28,15.0,0
NW,2017-11-28,64.0,0
OL,2017-11-28,50.0,0
OX,2017-11-28,25.5,0
PA,2017-11-28,27.0,0
PE,2017-11-28,35.18181818181818,1
PH,2017-11-28,19.0,0
PL,2017-11-28,29.0,0
PO,2017-11-28,27.0,0
PR,2017-11-28,39.0,0
RG,2017-11-28,34.5,0
RH,2017-11-28,32.0,0
RM,2017-11-28,47.0,0
S,2017-11-28,19.142857142857142,0
SA,2017-11-28,19.666666666666668,0
SE,2017-11-28,38.5,0
SG,2017-11-28,38.0,0
SK,2017-11-28,34.05263157894737,1
SL,2017-11-28,29.33333333333333,1
SM,2017-11-28,48.0,1
SN,2017-11-28,35.857142857142854,1
SO,2017-11-28,32.666666666666664,0
SP,2017-11-28,34.125,1
SR,2017-11-28,17.5,0
SS,2017-11-28,42.0,0
ST,2017-11-28,48.5,0
SW,2017-11-28,48.0,0
SY,2017-11-28,20.25,1
TA,2017-11-28,68.0,0
TD,2017-11-28,23.857142857142854,1
TF,2017-11-28,24.0,0
TN,2017-11-28,31.1,1
TQ,2017-11-28,2.0,0
TR,2017-11-28,29.0,1
TS,2017-11-28,15.8,0
TW,2017-11-28,42.25,1
UB,2017-11-28,39.0,0
W,2017-11-28,43.0,0
WA,2017-11-28,33.25,0
WC,2017-11-28,53.0,0
WD,2017-11-28,27.0,0
WF,2017-11-28,21.66666666666667,1
WN,2017-11-28,21.0,0
WR,2017-11-28,34.125,1
WS,2017-11-28,27.0,0
WV,2017-11-28,35.0,1
YO,2017-11-28,16.666666666666668,0
ZE,2017-11-28,,2
AB,2017-11-29,35.333333333333336,0
AL,2017-11-29,26.6,1
B,2017-11-29,43.0,0
BA,2017-11-29,44.0,0
BB,2017-11-29,29.0,0
BD,2017-11-29,38.0,0
BH,2017-11-29,22.5,0
BL,2017-11-29,38.75,1
BN,2017-11-29,29.75,0
BR,2017-11-29,37.333333333333336,1
BS,2017-11-29,44.0,0
BT,2017-11-29,31.5,0
CA,2017-11-29,37.0,0
CB,2017-11-29,10.0,0
CF,2017-11-29,34.0,0
CH,2017-11-29,21.5,0
CM,2017-11-29,22.0,1
CO,2017-11-29,10.0,0
CR,2017-11-29,37.8,1
CT,2017-11-29,12.0,0
CV,2017-11-29,26.75,0
CW,2017-11-29,30.66666666666667,1
DA,2017-11-29,31.0,0
DD,2017-11-29,11.0,0
DE,2017-11-29,39.0,0
DG,2017-11-29,48.0,0
DH,2017-11-29,17.0,1
DL,2017-11-29,19.58333333333333,1
DN,2017-11-29,18.666666666666668,0
DT,2017-11-29,36.833333333333336,1
DY,2017-11-29,36.2,1
E,2017-11-29,62.0,0
EC,2017-11-29,40.16666666666666,1
EH,2017-11-29,18.666666666666668,0
EN,2017-11-29,39.625,1
EX,2017-11-29,31.0,0
FK,2017-11-29,22.5,0
FY,2017-11-29,14.0,0
G,2017-11-29,61.8,0
GL,2017-11-29,33.333333333333336,1
GU,2017-11-29,28.91666666666667,1
GY,2017-11-29,,2
HA,2017-11-29,38.333333333333336,1
HD,2017-11-29,20.88888888888889,1
HG,2017-11-29,24.5,1
HP,2017-11-29,2.0,0
HR,2017-11-29,8.0,0
HS,2017-11-29,,2
HU,2017-11-29,15.5,0
HX,2017-11-29,36.66666666666666,1
IG,2017-11-29,43.0,1
IM,2017-11-29,,2
IP,2017-11-29,11.666666666666664,1
IV,2017-11-29,24.0,0
JE,2017-11-29,,2
KA,2017-11-29,56.57142857142857,1
KT,2017-11-29,36.0,1
KW,2017-11-29,24.0,1
KY,2017-11-29,19.857142857142858,1
L,2017-11-29,29.0,0
LA,2017-11-29,32.0,1
LD,2017-11-29,28.75,1
LE,2017-11-29,32.0,0
LL,2017-11-29,23.0,0
LN,2017-11-29,53.0,0
LS,2017-11-29,35.0,0
LU,2017-11-29,49.0,0
M,2017-11-29,43.0,0
ME,2017-11-29,18.0,0
