region_id,timestamp,val_NO2_mean,extra_rings_NO2_mean
SA,2017-04-02,11.333333333333336,0
SE,2017-04-02,44.0,0
SG,2017-04-02,29.0,0
SK,2017-04-02,24.764705882352942,1
SL,2017-04-02,29.0,1
SM,2017-04-02,44.0,1
SN,2017-04-02,33.285714285714285,1
SO,2017-04-02,20.33333333333333,0
SP,2017-04-02,23.625,1
SR,2017-04-02,19.0,0
SS,2017-04-02,25.5,0
ST,2017-04-02,39.5,0
SW,2017-04-02,44.0,0
SY,2017-04-02,12.714285714285715,1
TA,2017-04-02,75.0,0
TD,2017-04-02,12.857142857142858,1
TF,2017-04-02,39.5,1
TN,2017-04-02,20.8,1
TQ,2017-04-02,2.0,0
TR,2017-04-02,17.0,1
TS,2017-04-02,9.25,0
TW,2017-04-02,36.5,1
UB,2017-04-02,36.0,0
W,2017-04-02,30.0,0
WA,2017-04-02,23.33333333333333,0
WC,2017-04-02,39.0,0
WD,2017-04-02,36.6,1
WF,2017-04-02,20.428571428571427,1
WN,2017-04-02,13.0,0
WR,2017-04-02,25.375,1
WS,2017-04-02,19.5,0
WV,2017-04-02,29.5,1
YO,2017-04-02,10.0,0
ZE,2017-04-02,,2
AB,2017-04-03,19.0,0
AL,2017-04-03,27.33333333333333,1
B,2017-04-03,37.0,0
BA,2017-04-03,53.0,0
BB,2017-04-03,21.0,0
BD,2017-04-03,53.0,0
BH,2017-04-03,18.5,0
BL,2017-04-03,29.25,1
BN,2017-04-03,23.0,0
BR,2017-04-03,30.66666666666667,1
BS,2017-04-03,38.5,0
BT,2017-04-03,23.0,0
CA,2017-04-03,21.0,0
CB,2017-04-03,10.0,0
CF,2017-04-03,23.0,0
CH,2017-04-03,19.0,0
CM,2017-04-03,22.0,1
CO,2017-04-03,20.0,0
CR,2017-04-03,33.4,1
CT,2017-04-03,18.0,0
CV,2017-04-03,26.75,0
CW,2017-04-03,35.714285714285715,1
DA,2017-04-03,29.0,0
DD,2017-04-03,17.0,1
DE,2017-04-03,55.0,0
DG,2017-04-03,8.5,0
DH,2017-04-03,17.285714285714285,1
DL,2017-04-03,20.4,1
DN,2017-04-03,19.0,0
DT,2017-04-03,32.833333333333336,1
DY,2017-04-03,32.0,1
E,2017-04-03,44.0,0
EC,2017-04-03,37.0,1
EH,2017-04-03,5.0,0
EN,2017-04-03,53.0,1
EX,2017-04-03,18.0,0
FK,2017-04-03,10.0,0
FY,2017-04-03,18.0,0
G,2017-04-03,30.6,0
GL,2017-04-03,31.0,1
GU,2017-04-03,28.0,1
GY,2017-04-03,,2
HA,2017-04-03,63.6,1
HD,2017-04-03,29.875,1
HG,2017-04-03,26.8,1
HP,2017-04-03,2.0,0
HR,2017-04-03,11.0,0
HS,2017-04-03,,2
HU,2017-04-03,31.0,0
HX,2017-04-03,36.66666666666666,1
IG,2017-04-03,32.5,1
IM,2017-04-03,,2
IP,2017-04-03,13.666666666666664,1
IV,2017-04-03,24.0,0
JE,2017-04-03,,2
KA,2017-04-03,23.75,1
KT,2017-04-03,34.666666666666664,1
KW,2017-04-03,24.0,1
KY,2017-04-03,7.666666666666668,1
L,2017-04-03,13.0,0
LA,2017-04-03,26.6,1
LD,2017-04-03,24.875,1
LE,2017-04-03,25.66666666666667,0
LL,2017-04-03,19.0,0
LN,2017-04-03,27.0,0
LS,2017-04-03,38.0,0
LU,2017-04-03,48.0,0
M,2017-04-03,33.0,0
ME,2017-04-03,23.0,0
MK,2017-04-03,27.33333333333333,1
ML,2017-04-03,17.083333333333332,1
N,2017-04-03,39.0,0
NE,2017-04-03,33.0,0
NG,2017-04-03,38.0,0
NN,2017-04-03,13.0,0
NP,2017-04-03,36.0,0
NR,2017-04-03,11.0,0
NW,2017-04-03,82.0,0
OL,2017-04-03,36.0,0
OX,2017-04-03,34.5,0
PA,2017-04-03,20.0,0
PE,2017-04-03,24.6,1
PH,2017-04-03,11.0,0
PL,2017-04-03,17.5,0
PO,2017-04-03,32.0,0
PR,2017-04-03,20.0,0
RG,2017-04-03,27.0,0
RH,2017-04-03,26.5,0
RM,2017-04-03,23.0,0
S,2017-04-03,25.0,0
SA,2017-04-03,19.0,0
SE,2017-04-03,31.5,0
SG,2017-04-03,32.0,0
SK,2017-04-03,34.411764705882355,1
SL,2017-04-03,34.6,1
SM,2017-04-03,51.0,1
SN,2017-04-03,36.142857142857146,1
SO,2017-04-03,35.0,0
SP,2017-04-03,31.125,1
SR,2017-04-03,17.0,0
SS,2017-04-03,23.5,0
ST,2017-04-03,52.5,0
SW,2017-04-03,51.0,0
SY,2017-04-03,17.857142857142858,1
TA,2017-04-03,71.0,0
TD,2017-04-03,12.285714285714285,1
TF,2017-04-03,52.5,1
TN,2017-04-03,23.8,1
TQ,2017-04-03,3.0,0
TR,2017-04-03,17.5,1
TS,2017-04-03,13.5,0
TW,2017-04-03,51.25,1
UB,2017-04-03,58.5,0
W,2017-04-03,37.0,0
WA,2017-04-03,35.666666666666664,0
WC,2017-04-03,37.0,0
WD,2017-04-03,56.6,1
WF,2017-04-03,24.76923076923077,1
WN,2017-04-03,25.0,0
WR,2017-04-03,28.625,1
WS,2017-04-03,24.5,0
WV,2017-04-03,38.5,1
YO,2017-04-03,14.333333333333336,0
ZE,2017-04-03,,2
AB,2017-04-04,35.666666666666664,0
AL,2017-04-04,29.66666666666667,1
B,2017-04-04,33.0,0
BA,2017-04-04,34.0,0
BB,2017-04-04,20.0,0
BD,2017-04-04,35.0,0
BH,2017-04-04,18.5,0
BL,2017-04-04,20.75,1
BN,2017-04-04,29.5,0
BR,2017-04-04,36.333333333333336,1
BS,2017-04-04,33.5,0
BT,2017-04-04,23.75,0
CA,2017-04-04,25.0,0
CB,2017-04-04,7.0,0
CF,2017-04-04,22.0,0
CH,2017-04-04,12.0,0
CM,2017-04-04,21.33333333333333,1
CO,2017-04-04,11.0,0
CR,2017-04-04,37.8,1
CT,2017-04-04,15.0,0
CV,2017-04-04,24.66666666666667,0
CW,2017-04-04,21.428571428571427,1
DA,2017-04-04,27.0,0
DD,2017-04-04,35.666666666666664,1
DE,2017-04-04,47.0,0
DG,2017-04-04,18.5,0
DH,2017-04-04,15.142857142857142,1
DL,2017-04-04,18.1,1
DN,2017-04-04,28.0,0
DT,2017-04-04,30.33333333333333,1
DY,2017-04-04,26.6,1
E,2017-04-04,56.0,0
EC,2017-04-04,38.66666666666666,1
EH,2017-04-04,8.666666666666666,0
EN,2017-04-04,46.0,1
EX,2017-04-04,18.0,0
FK,2017-04-04,5.0,0
FY,2017-04-04,6.0,0
G,2017-04-04,26.2,0
GL,2017-04-04,28.54545454545455,1
GU,2017-04-04,27.5,1
GY,2017-04-04,,2
HA,2017-04-04,47.0,1
HD,2017-04-04,24.42857142857143,1
HG,2017-04-04,22.0,1
HP,2017-04-04,2.0,0
HR,2017-04-04,7.0,0
HS,2017-04-04,,2
HU,2017-04-04,29.5,0
HX,2017-04-04,29.33333333333333,1
IG,2017-04-04,41.75,1
IM,2017-04-04,,2
IP,2017-04-04,10.666666666666666,1
IV,2017-04-04,17.0,0
JE,2017-04-04,,2
KA,2017-04-04,23.75,1
KT,2017-04-04,35.666666666666664,1
KW,2017-04-04,17.0,1
KY,2017-04-04,7.2,1
L,2017-04-04,20.0,0
LA,2017-04-04,19.8,1
LD,2017-04-04,20.125,1
LE,2017-04-04,33.666666666666664,0
LL,2017-04-04,11.0,0
LN,2017-04-04,50.0,0
LS,2017-04-04,33.0,0
LU,2017-04-04,56.0,0
M,2017-04-04,23.0,0
ME,2017-04-04,19.0,0
MK,2017-04-04,26.5,1
ML,2017-04-04,17.0,1
N,2017-04-04,26.5,0
NE,2017-04-04,21.0,0
NG,2017-04-04,44.5,0
NN,2017-04-04,14.0,0
NP,2017-04-04,36.66666666666666,0
NR,2017-04-04,14.0,0
NW,2017-04-04,68.0,0
OL,2017-04-04,33.0,0
OX,2017-04-04,28.0,0
PA,2017-04-04,22.0,0
PE,2017-04-04,30.6,1
PH,2017-04-04,22.285714285714285,1
PL,2017-04-04,15.5,0
PO,2017-04-04,31.0,0
PR,2017-04-04,13.0,0
RG,2017-04-04,34.0,0
RH,2017-04-04,28.5,0
RM,2017-04-04,29.0,0
S,2017-04-04,20.6,0
SA,2017-04-04,7.333333333333332,0
SE,2017-04-04,41.0,0
SG,2017-04-04,31.0,0
SK,2017-04-04,25.0625,1
SL,2017-04-04,28.2,1
SM,2017-04-04,50.0,1
SN,2017-04-04,32.142857142857146,1
SO,2017-04-04,18.666666666666668,0
SP,2017-04-04,24.375,1
SR,2017-04-04,13.5,0
SS,2017-04-04,25.0,0
ST,2017-04-04,32.0,0
SW,2017-04-04,50.0,0
SY,2017-04-04,9.142857142857142,1
TA,2017-04-04,75.0,0
TD,2017-04-04,15.571428571428573,1
TF,2017-04-04,32.0,1
TN,2017-04-04,25.5,1
TQ,2017-04-04,2.0,0
TR,2017-04-04,15.5,1
TS,2017-04-04,14.5,0
TW,2017-04-04,37.25,1
UB,2017-04-04,35.5,0
W,2017-04-04,28.0,0
WA,2017-04-04,20.666666666666668,0
WC,2017-04-04,41.0,0
WD,2017-04-04,41.8,1
WF,2017-04-04,22.41666666666667,1
WN,2017-04-04,8.0,0
WR,2017-04-04,25.714285714285715,1
WS,2017-04-04,17.0,0
WV,2017-04-04,24.5,1
YO,2017-04-04,14.0,0
ZE,2017-04-04,,2
AB,2017-04-05,30.66666666666667,0
AL,2017-04-05,35.0,1
B,2017-04-05,32.333333333333336,0
BA,2017-04-05,32.0,0
BB,2017-04-05,20.0,0
BD,2017-04-05,34.0,0
BH,2017-04-05,21.0,0
BL,2017-04-05,21.75,1
BN,2017-04-05,28.5,0
BR,2017-04-05,40.66666666666666,1
BS,2017-04-05,40.0,0
BT,2017-04-05,28.0,0
CA,2017-04-05,25.0,0
CB,2017-04-05,9.0,0
CF,2017-04-05,24.0,0
CH,2017-04-05,12.0,0
CM,2017-04-05,22.16666666666667,1
CO,2017-04-05,8.0,0
CR,2017-04-05,39.8,1
CT,2017-04-05,11.0,0
CV,2017-04-05,27.0,0
CW,2017-04-05,21.571428571428577,1
DA,2017-04-05,26.0,0
DD,2017-04-05,30.66666666666667,1
DE,2017-04-05,44.0,0
DG,2017-04-05,19.0,0
DH,2017-04-05,12.285714285714285,1
DL,2017-04-05,15.8,1
DN,2017-04-05,21.0,0
DT,2017-04-05,31.5,1
DY,2017-04-05,25.2,1
E,2017-04-05,64.0,0
EC,2017-04-05,43.5,1
EH,2017-04-05,10.333333333333334,0
EN,2017-04-05,49.0,1
EX,2017-04-05,18.0,0
FK,2017-04-05,5.5,0
FY,2017-04-05,7.0,0
G,2017-04-05,31.8,0
GL,2017-04-05,30.818181818181817,1
GU,2017-04-05,25.91666666666667,1
GY,2017-04-05,,2
HA,2017-04-05,44.2,1
HD,2017-04-05,21.25,1
HG,2017-04-05,20.83333333333333,1
HP,2017-04-05,2.0,0
HR,2017-04-05,9.0,0
HS,2017-04-05,,2
HU,2017-04-05,27.0,0
HX,2017-04-05,29.66666666666667,1
IG,2017-04-05,47.5,1
IM,2017-04-05,,2
IP,2017-04-05,10.0,1
IV,2017-04-05,18.0,0
JE,2017-04-05,,2
KA,2017-04-05,27.25,1
KT,2017-04-05,34.333333333333336,1
KW,2017-04-05,18.0,1
KY,2017-04-05,8.4,1
L,2017-04-05,20.0,0
LA,2017-04-05,19.6,1
LD,2017-04-05,22.857142857142854,1
LE,2017-04-05,35.0,0
LL,2017-04-05,11.0,0
LN,2017-04-05,37.0,0
LS,2017-04-05,26.5,0
LU,2017-04-05,65.0,0
M,2017-04-05,25.0,0
ME,2017-04-05,17.5,0
MK,2017-04-05,29.83333333333333,1
ML,2017-04-05,19.916666666666668,1
N,2017-04-05,26.5,0
NE,2017-04-05,22.0,0
NG,2017-04-05,42.5,0
NN,2017-04-05,16.0,0
NP,2017-04-05,37.0,0
NR,2017-04-05,13.0,0
NW,2017-04-05,69.5,0
OL,2017-04-05,35.0,0
OX,2017-04-05,29.0,0
PA,2017-04-05,21.0,0
PE,2017-04-05,30.3,1
PH,2017-04-05,20.285714285714285,1
PL,2017-04-05,20.0,0
PO,2017-04-05,25.0,0
PR,2017-04-05,12.0,0
RG,2017-04-05,32.5,0
RH,2017-04-05,27.0,0
RM,2017-04-05,30.0,0
S,2017-04-05,16.833333333333332,0
SA,2017-04-05,8.0,0
SE,2017-04-05,48.0,0
SG,2017-04-05,38.0,0
SK,2017-04-05,23.94117647058824,1
SL,2017-04-05,24.2,1
SM,2017-04-05,49.0,1
SN,2017-04-05,33.57142857142857,1
SO,2017-04-05,17.666666666666668,0
SP,2017-04-05,24.0,1
SR,2017-04-05,12.5,0
SS,2017-04-05,24.0,0
ST,2017-04-05,36.0,0
SW,2017-04-05,49.0,0
SY,2017-04-05,10.0,1
TA,2017-04-05,79.0,0
TD,2017-04-05,16.571428571428573,1
TF,2017-04-05,36.0,1
TN,2017-04-05,24.0,1
TQ,2017-04-05,2.0,0
TR,2017-04-05,20.0,1
TS,2017-04-05,9.75,0
TW,2017-04-05,32.75,1
UB,2017-04-05,27.0,0
W,2017-04-05,28.0,0
WA,2017-04-05,18.33333333333333,0
WC,2017-04-05,48.0,0
WD,2017-04-05,39.0,1
WF,2017-04-05,19.142857142857142,1
WN,2017-04-05,7.0,0
WR,2017-04-05,26.714285714285715,1
WS,2017-04-05,14.5,0
WV,2017-04-05,25.25,1
YO,2017-04-05,12.666666666666664,0
ZE,2017-04-05,,2
AB,2017-04-06,42.333333333333336,0
AL,2017-04-06,43.0,1
B,2017-04-06,37.66666666666666,0
BA,2017-04-06,51.0,0
BB,2017-04-06,25.0,0
BD,2017-04-06,43.0,0
BH,2017-04-06,21.5,0
BL,2017-04-06,28.625,1
BN,2017-04-06,25.75,0
BR,2017-04-06,52.33333333333334,1
BS,2017-04-06,42.5,0
BT,2017-04-06,34.0,0
CA,2017-04-06,25.0,0
CB,2017-04-06,14.0,0
CF,2017-04-06,27.0,0
CH,2017-04-06,14.0,0
CM,2017-04-06,32.42857142857143,1
CO,2017-04-06,11.0,0
CR,2017-04-06,47.0,1
CT,2017-04-06,18.0,0
CV,2017-04-06,32.25,0
CW,2017-04-06,27.57142857142857,1
DA,2017-04-06,46.0,0
DD,2017-04-06,42.333333333333336,1
DE,2017-04-06,50.0,0
DG,2017-04-06,19.5,0
DH,2017-04-06,13.857142857142858,1
DL,2017-04-06,17.3,1
DN,2017-04-06,25.0,0
DT,2017-04-06,35.833333333333336,1
DY,2017-04-06,30.8,1
E,2017-04-06,72.0,0
EC,2017-04-06,50.83333333333334,1
EH,2017-04-06,10.0,0
EN,2017-04-06,56.28571428571429,1
EX,2017-04-06,21.5,0
FK,2017-04-06,6.0,0
FY,2017-04-06,8.0,0
G,2017-04-06,30.6,0
GL,2017-04-06,34.416666666666664,1
GU,2017-04-06,31.181818181818183,1
GY,2017-04-06,,2
HA,2017-04-06,57.6,1
HD,2017-04-06,27.375,1
HG,2017-04-06,24.33333333333333,1
HP,2017-04-06,3.0,0
HR,2017-04-06,11.0,0
HS,2017-04-06,,2
HU,2017-04-06,29.5,0
HX,2017-04-06,35.0,1
IG,2017-04-06,57.0,1
IM,2017-04-06,,2
IP,2017-04-06,13.0,1
IV,2017-04-06,17.0,0
JE,2017-04-06,,2
KA,2017-04-06,26.625,1
KT,2017-04-06,41.333333333333336,1
KW,2017-04-06,17.0,1
KY,2017-04-06,8.4,1
L,2017-04-06,26.0,0
LA,2017-04-06,24.8,1
LD,2017-04-06,25.5,1
LE,2017-04-06,36.333333333333336,0
LL,2017-04-06,15.0,0
LN,2017-04-06,34.0,0
LS,2017-04-06,31.5,0
LU,2017-04-06,74.0,0
M,2017-04-06,32.25,0
ME,2017-04-06,23.5,0
MK,2017-04-06,37.42857142857143,1
ML,2017-04-06,19.5,1
N,2017-04-06,36.0,0
NE,2017-04-06,23.0,0
NG,2017-04-06,43.0,0
NN,2017-04-06,20.0,0
NP,2017-04-06,39.333333333333336,0
NR,2017-04-06,14.0,0
NW,2017-04-06,77.5,0
OL,2017-04-06,37.0,0
OX,2017-04-06,35.0,0
PA,2017-04-06,21.0,0
PE,2017-04-06,33.81818181818182,1
PH,2017-04-06,25.285714285714285,1
PL,2017-04-06,27.5,0
PO,2017-04-06,25.0,0
PR,2017-04-06,23.0,0
RG,2017-04-06,43.0,0
RH,2017-04-06,29.0,0
RM,2017-04-06,45.0,0
S,2017-04-06,23.16666666666667,0
SA,2017-04-06,16.0,0
SE,2017-04-06,55.5,0
SG,2017-04-06,47.5,0
SK,2017-04-06,30.588235294117645,1
SL,2017-04-06,35.0,1
SM,2017-04-06,66.0,1
SN,2017-04-06,41.5,1
SO,2017-04-06,38.0,0
SP,2017-04-06,35.857142857142854,1
SR,2017-04-06,16.0,0
SS,2017-04-06,31.0,0
ST,2017-04-06,43.0,0
SW,2017-04-06,66.0,0
SY,2017-04-06,14.571428571428573,1
TA,2017-04-06,78.0,0
TD,2017-04-06,16.714285714285715,1
TF,2017-04-06,43.0,1
TN,2017-04-06,27.2,1
TQ,2017-04-06,2.0,0
TR,2017-04-06,27.5,1
TS,2017-04-06,10.5,0
TW,2017-04-06,49.75,1
UB,2017-04-06,47.0,0
W,2017-04-06,39.0,0
WA,2017-04-06,26.33333333333333,0
WC,2017-04-06,50.0,0
WD,2017-04-06,50.4,1
WF,2017-04-06,23.92857142857143,1
WN,2017-04-06,15.0,0
WR,2017-04-06,31.625,1
WS,2017-04-06,20.5,0
WV,2017-04-06,31.75,1
YO,2017-04-06,13.333333333333336,0
ZE,2017-04-06,,2
AB,2017-04-07,40.333333333333336,0
AL,2017-04-07,47.25,1
B,2017-04-07,48.33333333333334,0
BA,2017-04-07,52.0,0
BB,2017-04-07,30.0,0
BD,2017-04-07,49.0,0
BH,2017-04-07,30.0,0
BL,2017-04-07,33.0,1
BN,2017-04-07,30.25,0
BR,2017-04-07,54.66666666666666,1
BS,2017-04-07,50.5,0
BT,2017-04-07,33.4,0
CA,2017-04-07,29.0,0
CB,2017-04-07,11.0,0
CF,2017-04-07,32.0,0
CH,2017-04-07,21.5,0
CM,2017-04-07,34.285714285714285,1
CO,2017-04-07,14.0,0
CR,2017-04-07,49.6,1
CT,2017-04-07,23.0,0
CV,2017-04-07,42.25,0
CW,2017-04-07,39.142857142857146,1
DA,2017-04-07,43.0,0
DD,2017-04-07,40.333333333333336,1
DE,2017-04-07,62.0,0
DG,2017-04-07,25.0,0
DH,2017-04-07,23.57142857142857,1
DL,2017-04-07,24.9,1
DN,2017-04-07,34.0,0
DT,2017-04-07,37.833333333333336,1
DY,2017-04-07,39.6,1
E,2017-04-07,73.0,0
EC,2017-04-07,53.0,1
EH,2017-04-07,11.0,0
EN,2017-04-07,56.28571428571429,1
EX,2017-04-07,22.0,0
FK,2017-04-07,6.0,0
FY,2017-04-07,14.0,0
G,2017-04-07,32.8,0
GL,2017-04-07,41.333333333333336,1
GU,2017-04-07,36.81818181818182,1
GY,2017-04-07,,2
HA,2017-04-07,55.8,1
HD,2017-04-07,33.125,1
HG,2017-04-07,30.83333333333333,1
HP,2017-04-07,3.0,0
HR,2017-04-07,11.0,0
HS,2017-04-07,,2
HU,2017-04-07,31.0,0
HX,2017-04-07,40.0,1
IG,2017-04-07,59.0,1
IM,2017-04-07,,2
IP,2017-04-07,12.333333333333336,1
IV,2017-04-07,20.0,0
JE,2017-04-07,,2
KA,2017-04-07,30.375,1
KT,2017-04-07,42.333333333333336,1
KW,2017-04-07,20.0,1
KY,2017-04-07,9.0,1
L,2017-04-07,29.0,0
LA,2017-04-07,29.6,1
LD,2017-04-07,30.875,1
LE,2017-04-07,35.666666666666664,0
LL,2017-04-07,28.0,0
LN,2017-04-07,50.0,0
LS,2017-04-07,40.5,0
LU,2017-04-07,80.0,0
M,2017-04-07,38.5,0
ME,2017-04-07,22.5,0
MK,2017-04-07,42.142857142857146,1
ML,2017-04-07,21.58333333333333,1
N,2017-04-07,38.0,0
NE,2017-04-07,29.0,0
NG,2017-04-07,52.5,0
NN,2017-04-07,22.0,0
NP,2017-04-07,43.66666666666666,0
NR,2017-04-07,12.0,0
NW,2017-04-07,69.5,0
OL,2017-04-07,41.0,0
OX,2017-04-07,42.0,0
PA,2017-04-07,29.0,0
PE,2017-04-07,37.54545454545455,1
PH,2017-04-07,26.0,1
PL,2017-04-07,29.5,0
PO,2017-04-07,34.0,0
PR,2017-04-07,26.0,0
RG,2017-04-07,52.0,0
RH,2017-04-07,31.5,0
RM,2017-04-07,42.0,0
S,2017-04-07,29.16666666666667,0
SA,2017-04-07,24.33333333333333,0
SE,2017-04-07,60.5,0
SG,2017-04-07,53.0,0
SK,2017-04-07,39.0,1
SL,2017-04-07,37.75,1
SM,2017-04-07,64.0,1
SN,2017-04-07,48.16666666666666,1
SO,2017-04-07,45.0,0
SP,2017-04-07,42.714285714285715,1
SR,2017-04-07,24.5,0
SS,2017-04-07,33.5,0
ST,2017-04-07,66.0,0
SW,2017-04-07,64.0,0
SY,2017-04-07,22.142857142857146,1
TA,2017-04-07,71.0,0
TD,2017-04-07,20.142857142857142,1
TF,2017-04-07,66.0,1
TN,2017-04-07,29.5,1
TQ,2017-04-07,8.0,0
TR,2017-04-07,29.5,1
TS,2017-04-07,21.75,0
TW,2017-04-07,51.0,1
UB,2017-04-07,48.0,0
W,2017-04-07,44.0,0
WA,2017-04-07,33.0,0
WC,2017-04-07,48.0,0
WD,2017-04-07,47.6,1
WF,2017-04-07,30.57142857142857,1
WN,2017-04-07,13.0,0
WR,2017-04-07,40.625,1
WS,2017-04-07,26.5,0
WV,2017-04-07,46.25,1
YO,2017-04-07,18.33333333333333,0
ZE,2017-04-07,,2
AB,2017-04-08,29.33333333333333,0
AL,2017-04-08,39.75,1
B,2017-04-08,49.0,0
BA,2017-04-08,42.0,0
BB,2017-04-08,37.0,0
BD,2017-04-08,74.0,0
BH,2017-04-08,32.0,0
BL,2017-04-08,38.0,1
BN,2017-04-08,29.25,0
BR,2017-04-08,34.0,1
BS,2017-04-08,35.0,0
BT,2017-04-08,30.4,0
CA,2017-04-08,31.0,0
CB,2017-04-08,11.0,0
CF,2017-04-08,32.0,0
CH,2017-04-08,52.5,0
CM,2017-04-08,29.0,1
CO,2017-04-08,24.0,0
CR,2017-04-08,35.8,1
CT,2017-04-08,20.0,0
CV,2017-04-08,35.75,0
CW,2017-04-08,53.714285714285715,1
DA,2017-04-08,31.0,0
DD,2017-04-08,29.33333333333333,1
DE,2017-04-08,58.0,0
DG,2017-04-08,20.0,0
DH,2017-04-08,31.142857142857146,1
DL,2017-04-08,32.7,1
DN,2017-04-08,33.5,0
DT,2017-04-08,39.333333333333336,1
DY,2017-04-08,43.6,1
E,2017-04-08,59.0,0
EC,2017-04-08,47.0,1
EH,2017-04-08,9.666666666666666,0
EN,2017-04-08,61.0,1
EX,2017-04-08,23.0,0
FK,2017-04-08,8.0,0
FY,2017-04-08,24.0,0
G,2017-04-08,32.4,0
GL,2017-04-08,35.583333333333336,1
GU,2017-04-08,32.583333333333336,1
GY,2017-04-08,,2
HA,2017-04-08,73.8,1
HD,2017-04-08,42.0,1
HG,2017-04-08,44.66666666666666,1
HP,2017-04-08,6.0,0
HR,2017-04-08,14.0,0
HS,2017-04-08,,2
HU,2017-04-08,35.5,0
HX,2017-04-08,49.33333333333334,1
IG,2017-04-08,39.75,1
IM,2017-04-08,,2
IP,2017-04-08,16.0,1
IV,2017-04-08,20.0,0
JE,2017-04-08,,2
KA,2017-04-08,29.0,1
KT,2017-04-08,36.0,1
KW,2017-04-08,20.0,1
KY,2017-04-08,9.0,1
L,2017-04-08,28.0,0
LA,2017-04-08,38.0,1
LD,2017-04-08,27.0,1
LE,2017-04-08,34.666666666666664,0
LL,2017-04-08,26.0,0
LN,2017-04-08,34.0,0
LS,2017-04-08,59.5,0
LU,2017-04-08,70.0,0
M,2017-04-08,45.0,0
ME,2017-04-08,18.0,0
MK,2017-04-08,38.857142857142854,1
ML,2017-04-08,20.58333333333333,1
N,2017-04-08,52.5,0
NE,2017-04-08,50.0,0
NG,2017-04-08,56.0,0
NN,2017-04-08,21.0,0
NP,2017-04-08,36.0,0
NR,2017-04-08,13.0,0
NW,2017-04-08,90.0,0
OL,2017-04-08,37.0,0
OX,2017-04-08,46.0,0
PA,2017-04-08,30.0,0
PE,2017-04-08,34.36363636363637,1
PH,2017-04-08,22.0,1
PL,2017-04-08,21.5,0
PO,2017-04-08,29.0,0
PR,2017-04-08,24.0,0
RG,2017-04-08,34.0,0
RH,2017-04-08,24.5,0
RM,2017-04-08,29.0,0
S,2017-04-08,37.5,0
SA,2017-04-08,20.666666666666668,0
SE,2017-04-08,35.5,0
SG,2017-04-08,41.5,0
SK,2017-04-08,45.352941176470594,1
SL,2017-04-08,43.4,1
SM,2017-04-08,59.0,1
SN,2017-04-08,38.857142857142854,1
SO,2017-04-08,42.66666666666666,0
SP,2017-04-08,37.75,1
SR,2017-04-08,35.5,0
SS,2017-04-08,28.0,0
ST,2017-04-08,59.0,0
SW,2017-04-08,59.0,0
SY,2017-04-08,29.57142857142857,1
TA,2017-04-08,84.0,0
TD,2017-04-08,21.428571428571427,1
TF,2017-04-08,59.0,1
TN,2017-04-08,25.3,1
TQ,2017-04-08,8.0,0
TR,2017-04-08,21.5,1
TS,2017-04-08,24.25,0
TW,2017-04-08,62.0,1
UB,2017-04-08,71.5,0
W,2017-04-08,46.0,0
WA,2017-04-08,51.0,0
WC,2017-04-08,47.0,0
WD,2017-04-08,65.8,1
WF,2017-04-08,40.0,1
WN,2017-04-08,26.0,0
WR,2017-04-08,38.0,1
WS,2017-04-08,35.5,0
WV,2017-04-08,47.25,1
YO,2017-04-08,25.0,0
ZE,2017-04-08,,2
AB,2017-04-09,25.33333333333333,0
AL,2017-04-09,25.25,1
B,2017-04-09,27.66666666666667,0
BA,2017-04-09,33.0,0
BB,2017-04-09,13.0,0
BD,2017-04-09,34.0,0
BH,2017-04-09,19.0,0
BL,2017-04-09,19.875,1
BN,2017-04-09,26.25,0
BR,2017-04-09,28.33333333333333,1
BS,2017-04-09,26.0,0
BT,2017-04-09,21.4,0
CA,2017-04-09,20.0,0
CB,2017-04-09,7.0,0
CF,2017-04-09,20.0,0
CH,2017-04-09,19.0,0
CM,2017-04-09,22.142857142857146,1
CO,2017-04-09,24.0,0
CR,2017-04-09,29.4,1
CT,2017-04-09,17.0,0
CV,2017-04-09,23.25,0
CW,2017-04-09,24.714285714285715,1
DA,2017-04-09,28.0,0
DD,2017-04-09,25.33333333333333,1
DE,2017-04-09,38.0,0
DG,2017-04-09,11.5,0
DH,2017-04-09,17.285714285714285,1
DL,2017-04-09,17.7,1
DN,2017-04-09,17.5,0
DT,2017-04-09,30.83333333333333,1
DY,2017-04-09,23.8,1
E,2017-04-09,49.0,0
EC,2017-04-09,36.66666666666666,1
EH,2017-04-09,13.333333333333336,0
EN,2017-04-09,46.28571428571429,1
EX,2017-04-09,16.0,0
FK,2017-04-09,17.0,0
FY,2017-04-09,11.0,0
G,2017-04-09,39.4,0
GL,2017-04-09,23.08333333333333,1
GU,2017-04-09,26.0,1
GY,2017-04-09,,2
HA,2017-04-09,58.2,1
HD,2017-04-09,23.375,1
HG,2017-04-09,25.33333333333333,1
HP,2017-04-09,6.0,0
HR,2017-04-09,11.0,0
HS,2017-04-09,,2
HU,2017-04-09,21.5,0
HX,2017-04-09,23.33333333333333,1
IG,2017-04-09,32.5,1
IM,2017-04-09,,2
IP,2017-04-09,14.0,1
IV,2017-04-09,16.0,0
JE,2017-04-09,,2
KA,2017-04-09,30.375,1
KT,2017-04-09,30.0,1
KW,2017-04-09,16.0,1
KY,2017-04-09,14.8,1
L,2017-04-09,11.0,0
LA,2017-04-09,17.8,1
LD,2017-04-09,19.0,1
