region_id,timestamp,val_PM10_mean,extra_rings_PM10_mean
IM,2017-04-05,,2
IP,2017-04-05,18.0,1
IV,2017-04-05,17.0,1
JE,2017-04-05,,2
KA,2017-04-05,18.33333333333333,1
KT,2017-04-05,17.727272727272727,2
KW,2017-04-05,17.0,2
KY,2017-04-05,11.666666666666664,1
L,2017-04-05,9.0,0
LA,2017-04-05,17.0,1
LD,2017-04-05,12.666666666666664,1
LE,2017-04-05,27.0,0
LL,2017-04-05,10.2,2
LN,2017-04-05,17.0,1
LS,2017-04-05,12.5,0
LU,2017-04-05,22.0,1
M,2017-04-05,13.0,0
ME,2017-04-05,21.0,0
MK,2017-04-05,19.0,1
ML,2017-04-05,14.2,1
N,2017-04-05,19.33333333333333,1
NE,2017-04-05,10.0,0
NG,2017-04-05,18.0,0
NN,2017-04-05,18.0,1
NP,2017-04-05,14.0,0
NR,2017-04-05,18.0,0
NW,2017-04-05,20.5,0
OL,2017-04-05,13.0,1
OX,2017-04-05,16.0,0
PA,2017-04-05,19.0,0
PE,2017-04-05,20.6,1
PH,2017-04-05,16.333333333333332,1
PL,2017-04-05,13.0,0
PO,2017-04-05,18.0,0
PR,2017-04-05,9.0,1
RG,2017-04-05,14.5,0
RH,2017-04-05,17.444444444444443,2
RM,2017-04-05,16.0,0
S,2017-04-05,15.5,0
SA,2017-04-05,11.0,0
SE,2017-04-05,26.0,0
SG,2017-04-05,22.0,0
SK,2017-04-05,13.8,1
SL,2017-04-05,15.0,1
SM,2017-04-05,22.5,2
SN,2017-04-05,14.0,1
SO,2017-04-05,14.0,0
SP,2017-04-05,14.2,1
SR,2017-04-05,13.666666666666664,1
SS,2017-04-05,20.0,0
ST,2017-04-05,16.0,0
SW,2017-04-05,22.5,1
SY,2017-04-05,11.0,1
TA,2017-04-05,11.0,1
TD,2017-04-05,12.25,1
TF,2017-04-05,16.0,1
TN,2017-04-05,21.0,1
TQ,2017-04-05,13.0,1
TR,2017-04-05,13.0,1
TS,2017-04-05,15.5,0
TW,2017-04-05,21.0,1
UB,2017-04-05,16.0,0
W,2017-04-05,23.5,0
WA,2017-04-05,9.0,0
WC,2017-04-05,17.0,0
WD,2017-04-05,19.0,1
WF,2017-04-05,14.285714285714285,1
WN,2017-04-05,10.333333333333334,1
WR,2017-04-05,15.0,1
WS,2017-04-05,14.666666666666664,1
WV,2017-04-05,16.0,1
YO,2017-04-05,14.5,0
ZE,2017-04-05,,2
AB,2017-04-06,7.0,0
AL,2017-04-06,26.0,1
B,2017-04-06,16.5,0
BA,2017-04-06,15.0,1
BB,2017-04-06,12.666666666666664,2
BD,2017-04-06,11.5,1
BH,2017-04-06,27.0,1
BL,2017-04-06,18.0,1
BN,2017-04-06,27.0,1
BR,2017-04-06,34.0,1
BS,2017-04-06,15.0,0
BT,2017-04-06,13.25,0
CA,2017-04-06,11.0,0
CB,2017-04-06,26.0,1
CF,2017-04-06,14.0,0
CH,2017-04-06,6.5,1
CM,2017-04-06,26.33333333333333,1
CO,2017-04-06,25.25,2
CR,2017-04-06,34.0,1
CT,2017-04-06,27.0,1
CV,2017-04-06,19.0,0
CW,2017-04-06,13.0,1
DA,2017-04-06,28.75,1
DD,2017-04-06,7.0,1
DE,2017-04-06,18.90909090909091,1
DG,2017-04-06,11.0,1
DH,2017-04-06,8.0,1
DL,2017-04-06,9.666666666666666,1
DN,2017-04-06,15.0,0
DT,2017-04-06,22.428571428571423,2
DY,2017-04-06,16.5,1
E,2017-04-06,34.0,1
EC,2017-04-06,29.5,1
EH,2017-04-06,3.5,0
EN,2017-04-06,28.33333333333333,1
EX,2017-04-06,14.0,1
FK,2017-04-06,6.0,0
FY,2017-04-06,8.5,2
G,2017-04-06,8.0,0
GL,2017-04-06,17.142857142857142,1
GU,2017-04-06,25.83333333333333,1
GY,2017-04-06,,2
HA,2017-04-06,32.2,1
HD,2017-04-06,14.0,1
HG,2017-04-06,11.5,1
HP,2017-04-06,22.66666666666667,1
HR,2017-04-06,13.5,1
HS,2017-04-06,,2
HU,2017-04-06,16.0,0
HX,2017-04-06,14.5,2
IG,2017-04-06,30.5,1
IM,2017-04-06,,2
IP,2017-04-06,22.0,1
IV,2017-04-06,7.0,1
JE,2017-04-06,,2
KA,2017-04-06,7.666666666666668,1
KT,2017-04-06,28.72727272727273,2
KW,2017-04-06,7.0,2
KY,2017-04-06,4.333333333333333,1
L,2017-04-06,6.0,0
LA,2017-04-06,11.0,1
LD,2017-04-06,14.0,1
LE,2017-04-06,32.0,0
LL,2017-04-06,11.2,2
LN,2017-04-06,18.0,1
LS,2017-04-06,11.5,0
LU,2017-04-06,26.0,1
M,2017-04-06,18.0,0
ME,2017-04-06,27.0,0
MK,2017-04-06,23.5,1
ML,2017-04-06,5.8,1
N,2017-04-06,28.0,1
NE,2017-04-06,6.0,0
NG,2017-04-06,19.5,0
NN,2017-04-06,22.0,1
NP,2017-04-06,13.5,0
NR,2017-04-06,22.0,0
NW,2017-04-06,29.5,0
OL,2017-04-06,18.0,1
OX,2017-04-06,21.0,0
PA,2017-04-06,7.0,0
PE,2017-04-06,23.8,1
PH,2017-04-06,6.666666666666668,1
PL,2017-04-06,14.0,0
PO,2017-04-06,27.0,0
PR,2017-04-06,6.0,1
RG,2017-04-06,23.5,0
RH,2017-04-06,27.0,2
RM,2017-04-06,27.0,0
S,2017-04-06,14.0,0
SA,2017-04-06,14.333333333333336,0
SE,2017-04-06,34.0,0
SG,2017-04-06,26.0,0
SK,2017-04-06,15.0,1
SL,2017-04-06,26.0,1
SM,2017-04-06,32.5,2
SN,2017-04-06,20.75,1
SO,2017-04-06,27.0,0
SP,2017-04-06,25.6,1
SR,2017-04-06,8.0,1
SS,2017-04-06,26.0,0
ST,2017-04-06,19.0,0
SW,2017-04-06,32.5,1
SY,2017-04-06,14.333333333333336,1
TA,2017-04-06,15.0,1
TD,2017-04-06,6.0,1
TF,2017-04-06,19.0,1
TN,2017-04-06,27.0,1
TQ,2017-04-06,14.0,1
TR,2017-04-06,14.0,1
TS,2017-04-06,9.0,0
TW,2017-04-06,34.0,1
UB,2017-04-06,31.0,0
W,2017-04-06,35.5,0
WA,2017-04-06,7.0,0
WC,2017-04-06,25.0,0
WD,2017-04-06,30.0,1
WF,2017-04-06,12.714285714285715,1
WN,2017-04-06,12.25,1
WR,2017-04-06,18.0,1
WS,2017-04-06,17.333333333333332,1
WV,2017-04-06,19.0,1
YO,2017-04-06,11.5,0
ZE,2017-04-06,,2
AB,2017-04-07,5.0,0
AL,2017-04-07,29.0,1
B,2017-04-07,21.5,0
BA,2017-04-07,29.0,1
BB,2017-04-07,15.0,2
BD,2017-04-07,15.0,1
BH,2017-04-07,34.333333333333336,1
BL,2017-04-07,18.5,1
BN,2017-04-07,39.0,1
BR,2017-04-07,38.0,1
BS,2017-04-07,29.0,0
BT,2017-04-07,20.25,0
CA,2017-04-07,13.0,0
CB,2017-04-07,29.0,1
CF,2017-04-07,30.0,0
CH,2017-04-07,11.0,1
CM,2017-04-07,29.0,1
CO,2017-04-07,25.5,2
CR,2017-04-07,38.0,1
CT,2017-04-07,31.0,1
CV,2017-04-07,23.0,0
CW,2017-04-07,20.5,1
DA,2017-04-07,32.0,1
DD,2017-04-07,5.0,1
DE,2017-04-07,24.72727272727273,1
DG,2017-04-07,13.0,1
DH,2017-04-07,12.666666666666664,1
DL,2017-04-07,13.0,1
DN,2017-04-07,17.0,0
DT,2017-04-07,29.142857142857146,2
DY,2017-04-07,21.5,1
E,2017-04-07,38.0,1
EC,2017-04-07,31.5,1
EH,2017-04-07,4.5,0
EN,2017-04-07,29.66666666666667,1
EX,2017-04-07,23.0,1
FK,2017-04-07,5.0,0
FY,2017-04-07,11.5,2
G,2017-04-07,9.5,0
GL,2017-04-07,25.285714285714285,1
GU,2017-04-07,31.83333333333333,1
GY,2017-04-07,,2
HA,2017-04-07,32.4,1
HD,2017-04-07,20.0,1
HG,2017-04-07,14.25,1
HP,2017-04-07,25.66666666666667,1
HR,2017-04-07,25.5,1
HS,2017-04-07,,2
HU,2017-04-07,14.0,0
HX,2017-04-07,17.833333333333332,2
IG,2017-04-07,33.0,1
IM,2017-04-07,,2
IP,2017-04-07,15.0,1
IV,2017-04-07,5.0,1
JE,2017-04-07,,2
KA,2017-04-07,9.333333333333334,1
KT,2017-04-07,32.36363636363637,2
KW,2017-04-07,5.0,2
KY,2017-04-07,4.666666666666667,1
L,2017-04-07,10.0,0
LA,2017-04-07,13.0,1
LD,2017-04-07,27.6,1
LE,2017-04-07,32.0,0
LL,2017-04-07,19.75,2
LN,2017-04-07,25.33333333333333,1
LS,2017-04-07,15.0,0
LU,2017-04-07,29.0,1
M,2017-04-07,18.5,0
ME,2017-04-07,31.0,0
MK,2017-04-07,28.5,1
ML,2017-04-07,6.6,1
N,2017-04-07,28.33333333333333,1
NE,2017-04-07,5.0,0
NG,2017-04-07,29.5,0
NN,2017-04-07,25.8,1
NP,2017-04-07,25.5,0
NR,2017-04-07,15.0,0
NW,2017-04-07,30.0,0
OL,2017-04-07,18.5,1
OX,2017-04-07,28.0,0
PA,2017-04-07,9.0,0
PE,2017-04-07,27.0,1
PH,2017-04-07,6.333333333333332,1
PL,2017-04-07,23.0,0
PO,2017-04-07,39.0,0
PR,2017-04-07,10.0,1
RG,2017-04-07,24.5,0
RH,2017-04-07,32.333333333333336,2
RM,2017-04-07,28.0,0
S,2017-04-07,20.0,0
SA,2017-04-07,28.5,0
SE,2017-04-07,38.0,0
SG,2017-04-07,29.0,0
SK,2017-04-07,19.666666666666668,1
SL,2017-04-07,26.33333333333333,1
SM,2017-04-07,33.75,2
SN,2017-04-07,26.5,1
SO,2017-04-07,34.333333333333336,0
SP,2017-04-07,30.4,1
SR,2017-04-07,12.666666666666664,1
SS,2017-04-07,30.0,0
ST,2017-04-07,29.0,0
SW,2017-04-07,33.75,1
SY,2017-04-07,28.5,1
TA,2017-04-07,29.0,1
TD,2017-04-07,6.75,1
TF,2017-04-07,29.0,1
TN,2017-04-07,31.0,1
TQ,2017-04-07,23.0,1
TR,2017-04-07,23.0,1
TS,2017-04-07,16.5,0
TW,2017-04-07,34.0,1
UB,2017-04-07,30.0,0
W,2017-04-07,36.0,0
WA,2017-04-07,12.0,0
WC,2017-04-07,25.0,0
WD,2017-04-07,30.0,1
WF,2017-04-07,16.285714285714285,1
WN,2017-04-07,14.75,1
WR,2017-04-07,22.4,1
WS,2017-04-07,24.0,1
WV,2017-04-07,29.0,1
YO,2017-04-07,13.5,0
ZE,2017-04-07,,2
AB,2017-04-08,16.0,0
AL,2017-04-08,41.0,1
B,2017-04-08,40.0,0
BA,2017-04-08,33.0,1
BB,2017-04-08,36.66666666666666,2
BD,2017-04-08,42.5,1
BH,2017-04-08,38.0,1
BL,2017-04-08,42.0,1
BN,2017-04-08,38.0,1
BR,2017-04-08,50.0,1
BS,2017-04-08,33.0,0
BT,2017-04-08,26.0,0
CA,2017-04-08,24.0,0
CB,2017-04-08,41.0,1
CF,2017-04-08,41.0,0
CH,2017-04-08,27.5,1
CM,2017-04-08,42.0,1
CO,2017-04-08,39.75,2
CR,2017-04-08,50.0,1
CT,2017-04-08,42.5,1
CV,2017-04-08,32.333333333333336,0
CW,2017-04-08,36.0,1
DA,2017-04-08,44.25,1
DD,2017-04-08,16.0,1
DE,2017-04-08,38.5,1
DG,2017-04-08,24.0,1
DH,2017-04-08,29.66666666666667,1
DL,2017-04-08,32.833333333333336,1
DN,2017-04-08,39.0,0
DT,2017-04-08,34.333333333333336,2
DY,2017-04-08,40.0,1
E,2017-04-08,50.0,1
EC,2017-04-08,45.0,1
EH,2017-04-08,15.0,0
EN,2017-04-08,43.33333333333334,1
EX,2017-04-08,33.0,2
FK,2017-04-08,19.0,0
FY,2017-04-08,25.5,2
G,2017-04-08,26.5,0
GL,2017-04-08,32.142857142857146,1
GU,2017-04-08,35.166666666666664,1
GY,2017-04-08,,2
HA,2017-04-08,43.4,1
HD,2017-04-08,37.333333333333336,1
HG,2017-04-08,42.25,1
HP,2017-04-08,28.66666666666667,1
HR,2017-04-08,34.0,1
HS,2017-04-08,,2
HU,2017-04-08,36.0,0
HX,2017-04-08,40.142857142857146,2
IG,2017-04-08,46.0,1
IM,2017-04-08,,2
IP,2017-04-08,33.0,1
IV,2017-04-08,16.0,1
JE,2017-04-08,,2
KA,2017-04-08,25.66666666666667,1
KT,2017-04-08,39.0,2
KW,2017-04-08,16.0,2
KY,2017-04-08,16.333333333333332,1
L,2017-04-08,27.0,0
LA,2017-04-08,24.0,1
LD,2017-04-08,34.0,1
LE,2017-04-08,44.0,0
LL,2017-04-08,30.0,2
LN,2017-04-08,41.333333333333336,1
LS,2017-04-08,42.5,0
LU,2017-04-08,41.0,1
M,2017-04-08,42.0,0
ME,2017-04-08,42.5,0
MK,2017-04-08,34.0,1
ML,2017-04-08,20.4,1
N,2017-04-08,43.0,1
NE,2017-04-08,26.0,0
NG,2017-04-08,42.5,0
NN,2017-04-08,33.6,1
NP,2017-04-08,34.0,0
NR,2017-04-08,33.0,0
NW,2017-04-08,44.5,0
OL,2017-04-08,42.0,1
OX,2017-04-08,27.0,0
PA,2017-04-08,24.0,0
PE,2017-04-08,40.6,1
PH,2017-04-08,19.666666666666668,1
PL,2017-04-08,33.0,3
PO,2017-04-08,38.0,0
PR,2017-04-08,27.0,1
RG,2017-04-08,29.5,0
RH,2017-04-08,38.444444444444436,2
RM,2017-04-08,42.0,0
S,2017-04-08,37.333333333333336,0
SA,2017-04-08,31.66666666666667,0
SE,2017-04-08,50.0,0
SG,2017-04-08,41.0,0
SK,2017-04-08,38.285714285714285,1
SL,2017-04-08,31.33333333333333,1
SM,2017-04-08,45.75,2
SN,2017-04-08,29.75,1
SO,2017-04-08,38.0,0
SP,2017-04-08,34.6,1
SR,2017-04-08,29.66666666666667,1
SS,2017-04-08,43.0,0
ST,2017-04-08,44.0,0
SW,2017-04-08,45.75,1
SY,2017-04-08,31.66666666666667,1
TA,2017-04-08,33.0,1
TD,2017-04-08,20.0,1
TF,2017-04-08,44.0,1
TN,2017-04-08,42.5,1
TQ,2017-04-08,33.0,3
TR,2017-04-08,33.0,4
TS,2017-04-08,31.5,0
TW,2017-04-08,42.66666666666666,1
UB,2017-04-08,35.0,0
W,2017-04-08,46.5,0
WA,2017-04-08,28.0,0
WC,2017-04-08,40.0,0
WD,2017-04-08,41.333333333333336,1
WF,2017-04-08,40.0,1
WN,2017-04-08,34.75,1
WR,2017-04-08,35.4,1
WS,2017-04-08,41.333333333333336,1
WV,2017-04-08,44.0,1
YO,2017-04-08,42.0,0
ZE,2017-04-08,,2
AB,2017-04-09,17.0,0
AL,2017-04-09,36.0,2
B,2017-04-09,34.0,0
BA,2017-04-09,38.0,1
BB,2017-04-09,36.66666666666666,2
BD,2017-04-09,43.5,1
BH,2017-04-09,36.333333333333336,1
BL,2017-04-09,37.5,1
BN,2017-04-09,42.0,1
BR,2017-04-09,41.0,1
BS,2017-04-09,38.0,0
BT,2017-04-09,20.75,0
CA,2017-04-09,30.0,0
CB,2017-04-09,39.66666666666666,2
CF,2017-04-09,38.0,0
CH,2017-04-09,29.0,1
CM,2017-04-09,38.0,1
CO,2017-04-09,40.333333333333336,2
CR,2017-04-09,41.0,1
CT,2017-04-09,37.5,1
CV,2017-04-09,34.0,0
CW,2017-04-09,33.5,1
DA,2017-04-09,38.0,1
DD,2017-04-09,17.0,1
DE,2017-04-09,34.916666666666664,1
DG,2017-04-09,30.0,1
DH,2017-04-09,29.66666666666667,1
DL,2017-04-09,30.66666666666667,1
DN,2017-04-09,36.0,0
DT,2017-04-09,35.333333333333336,2
DY,2017-04-09,34.0,1
E,2017-04-09,41.0,1
EC,2017-04-09,38.0,1
EH,2017-04-09,20.0,0
EN,2017-04-09,42.0,1
EX,2017-04-09,38.0,2
FK,2017-04-09,21.0,0
FY,2017-04-09,29.0,2
G,2017-04-09,25.0,0
GL,2017-04-09,35.0,1
GU,2017-04-09,36.0,1
GY,2017-04-09,,2
HA,2017-04-09,40.2,1
HD,2017-04-09,31.66666666666667,1
HG,2017-04-09,38.0,1
HP,2017-04-09,32.333333333333336,1
HR,2017-04-09,36.5,1
HS,2017-04-09,,2
HU,2017-04-09,34.0,0
HX,2017-04-09,36.714285714285715,2
IG,2017-04-09,38.5,1
IM,2017-04-09,,2
IP,2017-04-09,45.0,1
IV,2017-04-09,17.0,1
JE,2017-04-09,,2
KA,2017-04-09,24.66666666666667,1
KT,2017-04-09,37.18181818181818,2
KW,2017-04-09,17.0,2
KY,2017-04-09,20.33333333333333,1
L,2017-04-09,28.0,0
LA,2017-04-09,30.0,1
LD,2017-04-09,35.333333333333336,1
LE,2017-04-09,43.0,0
LL,2017-04-09,31.8,2
LN,2017-04-09,36.66666666666666,1
LS,2017-04-09,43.5,0
LU,2017-04-09,32.333333333333336,2
M,2017-04-09,37.5,0
ME,2017-04-09,37.5,0
MK,2017-04-09,32.0,1
ML,2017-04-09,22.2,1
N,2017-04-09,39.66666666666666,1
NE,2017-04-09,25.0,0
NG,2017-04-09,37.0,0
NN,2017-04-09,35.4,1
NP,2017-04-09,36.5,0
NR,2017-04-09,45.0,0
NW,2017-04-09,42.0,0
OL,2017-04-09,37.5,1
OX,2017-04-09,32.0,0
PA,2017-04-09,24.0,0
PE,2017-04-09,40.5,1
PH,2017-04-09,20.666666666666668,1
PL,2017-04-09,38.0,3
PO,2017-04-09,42.0,0
PR,2017-04-09,28.0,1
RG,2017-04-09,32.5,0
RH,2017-04-09,36.888888888888886,2
RM,2017-04-09,36.0,0
S,2017-04-09,31.66666666666667,0
SA,2017-04-09,33.666666666666664,0
SE,2017-04-09,41.0,0
SG,2017-04-09,39.333333333333336,2
SK,2017-04-09,33.857142857142854,1
SL,2017-04-09,33.333333333333336,1
SM,2017-04-09,39.5,2
SN,2017-04-09,33.75,1
SO,2017-04-09,36.333333333333336,0
SP,2017-04-09,34.8,1
SR,2017-04-09,29.66666666666667,1
SS,2017-04-09,40.0,0
ST,2017-04-09,37.0,0
SW,2017-04-09,39.5,1
SY,2017-04-09,33.666666666666664,1
TA,2017-04-09,38.0,1
TD,2017-04-09,23.75,1
TF,2017-04-09,37.0,1
TN,2017-04-09,37.5,1
TQ,2017-04-09,38.0,3
TR,2017-04-09,38.0,4
TS,2017-04-09,32.0,0
TW,2017-04-09,39.0,1
UB,2017-04-09,35.0,0
W,2017-04-09,41.0,0
WA,2017-04-09,30.0,0
WC,2017-04-09,35.0,0
WD,2017-04-09,39.66666666666666,1
WF,2017-04-09,35.375,1
WN,2017-04-09,33.25,1
WR,2017-04-09,34.0,1
WS,2017-04-09,35.0,1
WV,2017-04-09,37.0,1
YO,2017-04-09,32.5,0
ZE,2017-04-09,,2
AB,2017-04-10,9.0,0
AL,2017-04-10,18.0,1
B,2017-04-10,11.0,0
BA,2017-04-10,9.0,1
BB,2017-04-10,10.333333333333334,2
BD,2017-04-10,8.0,1
BH,2017-04-10,14.666666666666664,1
BL,2017-04-10,13.0,1
BN,2017-04-10,16.0,1
BR,2017-04-10,26.0,1
BS,2017-04-10,9.0,0
BT,2017-04-10,11.25,0
CA,2017-04-10,11.0,0
CB,2017-04-10,18.0,1
CF,2017-04-10,11.0,0
CH,2017-04-10,9.0,1
CM,2017-04-10,17.333333333333332,1
CO,2017-04-10,16.25,2
CR,2017-04-10,26.0,1
CT,2017-04-10,16.5,1
CV,2017-04-10,12.333333333333336,0
CW,2017-04-10,11.5,1
DA,2017-04-10,18.75,1
DD,2017-04-10,9.0,1
DE,2017-04-10,13.0,1
DG,2017-04-10,11.0,1
DH,2017-04-10,8.333333333333334,1
DL,2017-04-10,8.833333333333334,1
DN,2017-04-10,10.0,0
DT,2017-04-10,12.833333333333336,2
DY,2017-04-10,11.0,1
E,2017-04-10,26.0,1
EC,2017-04-10,20.5,1
EH,2017-04-10,6.0,0
EN,2017-04-10,18.33333333333333,1
EX,2017-04-10,9.0,2
FK,2017-04-10,9.0,0
FY,2017-04-10,10.0,2
G,2017-04-10,11.5,0
GL,2017-04-10,11.142857142857142,1
GU,2017-04-10,14.0,1
GY,2017-04-10,,2
HA,2017-04-10,19.8,1
HD,2017-04-10,10.333333333333334,1
HG,2017-04-10,8.25,1
HP,2017-04-10,12.333333333333336,1
HR,2017-04-10,9.5,1
HS,2017-04-10,,2
HU,2017-04-10,8.0,0
HX,2017-04-10,10.428571428571429,2
IG,2017-04-10,21.0,1
IM,2017-04-10,,2
IP,2017-04-10,13.0,1
IV,2017-04-10,9.0,1
JE,2017-04-10,,2
KA,2017-04-10,12.0,1
KT,2017-04-10,17.0,2
KW,2017-04-10,9.0,2
KY,2017-04-10,7.0,1
L,2017-04-10,9.0,0
LA,2017-04-10,11.0,1
LD,2017-04-10,10.2,1
LE,2017-04-10,20.0,0
LL,2017-04-10,9.75,2
LN,2017-04-10,13.333333333333336,1
LS,2017-04-10,8.0,0
LU,2017-04-10,18.0,1
M,2017-04-10,13.0,0
ME,2017-04-10,16.5,0
MK,2017-04-10,15.5,1
ML,2017-04-10,8.8,1
N,2017-04-10,17.333333333333332,1
NE,2017-04-10,7.0,0
NG,2017-04-10,15.0,0
NN,2017-04-10,14.0,1
NP,2017-04-10,9.5,0
NR,2017-04-10,13.0,0
NW,2017-04-10,18.5,0
OL,2017-04-10,13.0,1
OX,2017-04-10,13.0,0
PA,2017-04-10,13.0,0
PE,2017-04-10,16.2,1
PH,2017-04-10,10.333333333333334,1
PL,2017-04-10,9.0,3
PO,2017-04-10,16.0,0
PR,2017-04-10,9.0,1
RG,2017-04-10,12.0,0
RH,2017-04-10,15.888888888888891,2
RM,2017-04-10,16.0,0
S,2017-04-10,10.333333333333334,0
SA,2017-04-10,10.5,0
SE,2017-04-10,26.0,0
SG,2017-04-10,18.0,0
SK,2017-04-10,11.428571428571427,1
SL,2017-04-10,14.0,1
SM,2017-04-10,21.25,2
SN,2017-04-10,11.5,1
SO,2017-04-10,14.666666666666664,0
SP,2017-04-10,13.6,1
SR,2017-04-10,8.333333333333334,1
SS,2017-04-10,18.0,0
ST,2017-04-10,14.0,0
SW,2017-04-10,21.25,1
SY,2017-04-10,10.5,1
TA,2017-04-10,9.0,1
TD,2017-04-10,7.5,1
TF,2017-04-10,14.0,1
TN,2017-04-10,16.5,1
TQ,2017-04-10,9.0,3
TR,2017-04-10,9.0,4
TS,2017-04-10,9.0,0
TW,2017-04-10,20.666666666666668,1
UB,2017-04-10,18.0,0
W,2017-04-10,22.0,0
WA,2017-04-10,9.0,0
WC,2017-04-10,15.0,0
WD,2017-04-10,18.33333333333333,1
WF,2017-04-10,9.25,1
WN,2017-04-10,11.0,1
WR,2017-04-10,12.0,1
WS,2017-04-10,12.5,1
WV,2017-04-10,14.0,1
YO,2017-04-10,8.5,0
ZE,2017-04-10,,2
AB,2017-04-11,4.0,0
AL,2017-04-11,17.0,1
B,2017-04-11,13.0,0
BA,2017-04-11,14.0,1
BB,2017-04-11,13.333333333333336,2
BD,2017-04-11,12.5,1
BH,2017-04-11,13.333333333333336,1
BL,2017-04-11,14.5,1
BN,2017-04-11,14.0,1
BR,2017-04-11,21.0,1
BS,2017-04-11,14.0,0
BT,2017-04-11,14.5,0
CA,2017-04-11,16.0,0
CB,2017-04-11,17.0,1
CF,2017-04-11,14.0,0
CH,2017-04-11,12.666666666666664,1
CM,2017-04-11,18.33333333333333,1
CO,2017-04-11,17.0,2
CR,2017-04-11,21.0,1
CT,2017-04-11,20.0,1
CV,2017-04-11,12.333333333333336,0
CW,2017-04-11,14.333333333333336,1
DA,2017-04-11,20.0,1
DD,2017-04-11,4.0,1
DE,2017-04-11,14.545454545454545,1
DG,2017-04-11,16.0,1
DH,2017-04-11,11.333333333333336,1
DL,2017-04-11,12.833333333333336,1
DN,2017-04-11,13.0,0
DT,2017-04-11,12.666666666666664,2
DY,2017-04-11,13.0,1
E,2017-04-11,21.0,1
EC,2017-04-11,17.0,1
EH,2017-04-11,11.5,0
EN,2017-04-11,18.33333333333333,1
EX,2017-04-11,14.0,2
FK,2017-04-11,15.0,0
FY,2017-04-11,13.0,2
G,2017-04-11,20.0,0
GL,2017-04-11,13.142857142857142,1
GU,2017-04-11,12.666666666666664,1
GY,2017-04-11,,2
HA,2017-04-11,20.4,1
HD,2017-04-11,13.333333333333336,1
HG,2017-04-11,13.0,1
HP,2017-04-11,11.666666666666664,1
HR,2017-04-11,14.0,1
HS,2017-04-11,,2
HU,2017-04-11,15.0,0
HX,2017-04-11,13.428571428571427,2
IG,2017-04-11,20.0,1
IM,2017-04-11,,2
IP,2017-04-11,13.0,1
IV,2017-04-11,4.0,1
JE,2017-04-11,,2
KA,2017-04-11,21.33333333333333,1
KT,2017-04-11,15.818181818181818,2
KW,2017-04-11,4.0,2
KY,2017-04-11,12.666666666666664,1
L,2017-04-11,10.0,0
LA,2017-04-11,16.0,1
LD,2017-04-11,15.8,1
LE,2017-04-11,21.0,0
LL,2017-04-11,15.0,2
LN,2017-04-11,15.666666666666664,1
LS,2017-04-11,12.5,0
LU,2017-04-11,17.0,1
M,2017-04-11,14.5,0
ME,2017-04-11,20.0,0
MK,2017-04-11,15.0,1
ML,2017-04-11,15.6,1
N,2017-04-11,17.0,1
NE,2017-04-11,11.0,0
NG,2017-04-11,17.0,0
NN,2017-04-11,14.2,1
NP,2017-04-11,14.0,0
NR,2017-04-11,13.0,0
NW,2017-04-11,19.0,0
OL,2017-04-11,14.5,1
OX,2017-04-11,13.0,0
PA,2017-04-11,24.0,0
PE,2017-04-11,17.0,1
PH,2017-04-11,14.333333333333336,1
PL,2017-04-11,14.0,3
PO,2017-04-11,14.0,0
PR,2017-04-11,10.0,1
RG,2017-04-11,11.0,0
RH,2017-04-11,15.222222222222221,2
RM,2017-04-11,19.0,0
S,2017-04-11,13.333333333333336,0
SA,2017-04-11,18.5,0
SE,2017-04-11,21.0,0
SG,2017-04-11,17.0,0
SK,2017-04-11,14.0,1
SL,2017-04-11,13.333333333333336,1
SM,2017-04-11,20.0,2
SN,2017-04-11,12.25,1
SO,2017-04-11,13.333333333333336,0
SP,2017-04-11,12.4,1
SR,2017-04-11,11.333333333333336,1
SS,2017-04-11,19.0,0
ST,2017-04-11,15.0,0
SW,2017-04-11,20.0,1
SY,2017-04-11,18.5,1
TA,2017-04-11,14.0,1
TD,2017-04-11,12.5,1
TF,2017-04-11,15.0,1
TN,2017-04-11,20.0,1
TQ,2017-04-11,14.0,3
TR,2017-04-11,14.0,4
TS,2017-04-11,11.5,0
TW,2017-04-11,21.33333333333333,1
UB,2017-04-11,18.0,0
W,2017-04-11,23.0,0
WA,2017-04-11,14.0,0
WC,2017-04-11,13.0,0
WD,2017-04-11,18.666666666666668,1
WF,2017-04-11,13.125,1
WN,2017-04-11,13.4,1
WR,2017-04-11,12.5,1
WS,2017-04-11,14.0,1
WV,2017-04-11,15.0,1
YO,2017-04-11,13.5,0
ZE,2017-04-11,,2
AB,2017-04-12,7.0,0
AL,2017-04-12,16.0,1
B,2017-04-12,13.0,0
BA,2017-04-12,14.0,1
BB,2017-04-12,11.333333333333336,2
BD,2017-04-12,10.0,1
BH,2017-04-12,16.666666666666668,1
BL,2017-04-12,12.5,1
BN,2017-04-12,15.0,1
BR,2017-04-12,21.0,1
BS,2017-04-12,14.0,0
BT,2017-04-12,9.75,0
CA,2017-04-12,12.0,0
CB,2017-04-12,16.0,1
CF,2017-04-12,17.0,0
CH,2017-04-12,12.333333333333336,1
CM,2017-04-12,17.333333333333332,1
CO,2017-04-12,15.5,2
CR,2017-04-12,21.0,1
CT,2017-04-12,19.0,1
CV,2017-04-12,12.333333333333336,0
CW,2017-04-12,13.333333333333336,1
DA,2017-04-12,19.5,1
DD,2017-04-12,7.0,1
DE,2017-04-12,13.0,1
