region_id,timestamp,val_PM2.5_max,extra_rings_PM2.5_max
OL,2018-02-23,37.0,1
OX,2018-02-23,30.0,0
PA,2018-02-23,43.0,0
PE,2018-02-23,27.2,1
PH,2018-02-23,39.0,1
PL,2018-02-23,33.0,0
PO,2018-02-23,34.0,0
PR,2018-02-23,37.0,0
RG,2018-02-23,27.0,0
RH,2018-02-23,32.0,1
RM,2018-02-23,27.0,1
S,2018-02-23,43.0,0
SA,2018-02-23,33.5,0
SE,2018-02-23,26.5,1
SG,2018-02-23,33.0,0
SK,2018-02-23,38.75,1
SL,2018-02-23,28.33333333333333,1
SM,2018-02-23,28.0,2
SN,2018-02-23,28.66666666666667,1
SO,2018-02-23,32.0,0
SP,2018-02-23,33.5,1
SR,2018-02-23,41.75,1
SS,2018-02-23,25.0,0
ST,2018-02-23,24.0,0
SW,2018-02-23,28.0,1
SY,2018-02-23,35.0,1
TA,2018-02-23,30.5,1
TD,2018-02-23,36.25,1
TF,2018-02-23,24.0,1
TN,2018-02-23,28.75,1
TQ,2018-02-23,32.666666666666664,1
TR,2018-02-23,33.0,1
TS,2018-02-23,44.33333333333334,0
TW,2018-02-23,31.0,0
UB,2018-02-23,27.0,0
W,2018-02-23,25.0,0
WA,2018-02-23,40.0,0
WC,2018-02-23,28.0,0
WD,2018-02-23,26.33333333333333,1
WF,2018-02-23,40.625,1
WN,2018-02-23,35.0,0
WR,2018-02-23,34.0,1
WS,2018-02-23,29.66666666666667,1
WV,2018-02-23,24.0,1
YO,2018-02-23,34.0,0
ZE,2018-02-23,,2
AB,2018-02-24,17.0,0
AL,2018-02-24,33.0,1
B,2018-02-24,31.0,0
BA,2018-02-24,38.0,1
BB,2018-02-24,31.0,1
BD,2018-02-24,34.0,1
BH,2018-02-24,39.0,0
BL,2018-02-24,30.25,1
BN,2018-02-24,32.0,0
BR,2018-02-24,28.0,1
BS,2018-02-24,38.0,0
BT,2018-02-24,54.0,0
CA,2018-02-24,29.0,0
CB,2018-02-24,33.0,1
CF,2018-02-24,36.0,0
CH,2018-02-24,30.0,0
CM,2018-02-24,31.0,1
CO,2018-02-24,26.33333333333333,2
CR,2018-02-24,33.714285714285715,2
CT,2018-02-24,30.5,1
CV,2018-02-24,31.33333333333333,0
CW,2018-02-24,26.66666666666667,1
DA,2018-02-24,28.0,0
DD,2018-02-24,17.0,1
DE,2018-02-24,27.45454545454545,1
DG,2018-02-24,29.0,1
DH,2018-02-24,23.0,1
DL,2018-02-24,24.42857142857143,1
DN,2018-02-24,22.57142857142857,1
DT,2018-02-24,39.333333333333336,1
DY,2018-02-24,31.0,1
E,2018-02-24,35.0,2
EC,2018-02-24,54.0,1
EH,2018-02-24,17.0,0
EN,2018-02-24,31.0,1
EX,2018-02-24,40.0,0
FK,2018-02-24,21.0,0
FY,2018-02-24,26.0,0
G,2018-02-24,18.0,0
GL,2018-02-24,33.0,1
GU,2018-02-24,32.8,1
GY,2018-02-24,,2
HA,2018-02-24,29.5,1
HD,2018-02-24,24.33333333333333,1
HG,2018-02-24,28.5,1
HP,2018-02-24,32.5,1
HR,2018-02-24,33.0,1
HS,2018-02-24,,2
HU,2018-02-24,18.0,0
HX,2018-02-24,29.0,2
IG,2018-02-24,33.125,2
IM,2018-02-24,,2
IP,2018-02-24,17.0,1
IV,2018-02-24,17.0,1
JE,2018-02-24,,2
KA,2018-02-24,20.0,1
KT,2018-02-24,34.0,1
KW,2018-02-24,17.0,2
KY,2018-02-24,18.33333333333333,1
L,2018-02-24,25.0,0
LA,2018-02-24,28.66666666666667,1
LD,2018-02-24,35.75,1
LE,2018-02-24,26.0,0
LL,2018-02-24,30.0,1
LN,2018-02-24,21.0,1
LS,2018-02-24,34.0,0
LU,2018-02-24,33.0,1
M,2018-02-24,30.0,0
ME,2018-02-24,30.5,0
MK,2018-02-24,32.333333333333336,1
ML,2018-02-24,18.2,1
N,2018-02-24,38.0,1
NE,2018-02-24,19.0,0
NG,2018-02-24,21.0,0
NN,2018-02-24,31.0,0
NP,2018-02-24,33.0,0
NR,2018-02-24,17.0,0
NW,2018-02-24,30.0,0
OL,2018-02-24,30.0,1
OX,2018-02-24,33.0,0
PA,2018-02-24,24.0,0
PE,2018-02-24,25.6,1
PH,2018-02-24,20.666666666666668,1
PL,2018-02-24,40.5,0
PO,2018-02-24,34.0,0
PR,2018-02-24,31.0,0
RG,2018-02-24,32.0,0
RH,2018-02-24,32.0,1
RM,2018-02-24,29.5,1
S,2018-02-24,24.33333333333333,0
SA,2018-02-24,37.0,0
SE,2018-02-24,41.0,1
SG,2018-02-24,33.0,0
SK,2018-02-24,26.142857142857146,1
SL,2018-02-24,32.333333333333336,1
SM,2018-02-24,38.333333333333336,2
SN,2018-02-24,34.333333333333336,1
SO,2018-02-24,32.0,0
SP,2018-02-24,35.5,1
SR,2018-02-24,19.0,0
SS,2018-02-24,29.0,0
ST,2018-02-24,26.0,0
SW,2018-02-24,38.333333333333336,1
SY,2018-02-24,34.666666666666664,1
TA,2018-02-24,39.0,1
TD,2018-02-24,20.5,1
TF,2018-02-24,26.0,1
TN,2018-02-24,30.25,1
TQ,2018-02-24,40.333333333333336,1
TR,2018-02-24,40.5,1
TS,2018-02-24,25.66666666666667,0
TW,2018-02-24,34.0,0
UB,2018-02-24,31.0,0
W,2018-02-24,27.0,0
WA,2018-02-24,24.0,0
WC,2018-02-24,54.0,0
WD,2018-02-24,30.33333333333333,1
WF,2018-02-24,26.714285714285715,1
WN,2018-02-24,30.0,0
WR,2018-02-24,31.2,1
WS,2018-02-24,29.33333333333333,1
WV,2018-02-24,26.0,1
YO,2018-02-24,23.0,0
ZE,2018-02-24,,2
AB,2018-02-25,10.0,0
AL,2018-02-25,19.0,1
B,2018-02-25,17.0,0
BA,2018-02-25,27.0,1
BB,2018-02-25,15.0,1
BD,2018-02-25,24.5,1
BH,2018-02-25,28.0,0
BL,2018-02-25,19.0,1
BN,2018-02-25,17.0,0
BR,2018-02-25,25.0,1
BS,2018-02-25,27.0,0
BT,2018-02-25,31.5,0
CA,2018-02-25,20.0,0
CB,2018-02-25,19.0,1
CF,2018-02-25,25.0,0
CH,2018-02-25,14.0,0
CM,2018-02-25,16.0,1
CO,2018-02-25,13.666666666666664,2
CR,2018-02-25,16.428571428571427,2
CT,2018-02-25,13.5,1
CV,2018-02-25,27.33333333333333,0
CW,2018-02-25,12.666666666666664,1
DA,2018-02-25,25.0,0
DD,2018-02-25,10.0,1
DE,2018-02-25,20.0,1
DG,2018-02-25,20.0,1
DH,2018-02-25,17.2,1
DL,2018-02-25,17.571428571428573,1
DN,2018-02-25,15.0,1
DT,2018-02-25,26.66666666666667,1
DY,2018-02-25,17.0,1
E,2018-02-25,17.0,2
EC,2018-02-25,13.0,1
EH,2018-02-25,15.0,0
EN,2018-02-25,15.666666666666664,1
EX,2018-02-25,24.0,0
FK,2018-02-25,19.0,0
FY,2018-02-25,17.0,0
G,2018-02-25,16.0,0
GL,2018-02-25,26.16666666666667,1
GU,2018-02-25,18.4,1
GY,2018-02-25,,2
HA,2018-02-25,15.0,1
HD,2018-02-25,17.333333333333332,1
HG,2018-02-25,19.25,1
HP,2018-02-25,20.0,1
HR,2018-02-25,24.0,1
HS,2018-02-25,,2
HU,2018-02-25,11.0,0
HX,2018-02-25,19.375,2
IG,2018-02-25,15.625,2
IM,2018-02-25,,2
IP,2018-02-25,9.0,1
IV,2018-02-25,10.0,1
JE,2018-02-25,,2
KA,2018-02-25,19.33333333333333,1
KT,2018-02-25,18.0,1
KW,2018-02-25,10.0,2
KY,2018-02-25,16.333333333333332,1
L,2018-02-25,12.0,0
LA,2018-02-25,17.333333333333332,1
LD,2018-02-25,25.25,1
LE,2018-02-25,26.0,0
LL,2018-02-25,14.0,1
LN,2018-02-25,14.0,1
LS,2018-02-25,24.5,0
LU,2018-02-25,19.0,1
M,2018-02-25,19.5,0
ME,2018-02-25,13.5,0
MK,2018-02-25,19.33333333333333,1
ML,2018-02-25,16.2,1
N,2018-02-25,13.666666666666664,1
NE,2018-02-25,10.0,0
NG,2018-02-25,14.0,0
NN,2018-02-25,15.0,0
NP,2018-02-25,24.0,0
NR,2018-02-25,9.0,0
NW,2018-02-25,14.0,0
OL,2018-02-25,19.5,1
OX,2018-02-25,24.0,0
PA,2018-02-25,26.0,0
PE,2018-02-25,16.6,1
PH,2018-02-25,18.33333333333333,1
PL,2018-02-25,29.5,0
PO,2018-02-25,25.0,0
PR,2018-02-25,15.0,0
RG,2018-02-25,16.0,0
RH,2018-02-25,17.0,1
RM,2018-02-25,16.25,1
S,2018-02-25,17.333333333333332,0
SA,2018-02-25,26.0,0
SE,2018-02-25,19.0,1
SG,2018-02-25,19.0,0
SK,2018-02-25,16.428571428571427,1
SL,2018-02-25,17.0,1
SM,2018-02-25,15.333333333333336,2
SN,2018-02-25,22.33333333333333,1
SO,2018-02-25,16.0,0
SP,2018-02-25,22.0,1
SR,2018-02-25,11.0,0
SS,2018-02-25,13.0,0
ST,2018-02-25,12.0,0
SW,2018-02-25,15.333333333333336,1
SY,2018-02-25,22.0,1
TA,2018-02-25,25.5,1
TD,2018-02-25,15.0,1
TF,2018-02-25,12.0,1
TN,2018-02-25,17.25,1
TQ,2018-02-25,27.66666666666667,1
TR,2018-02-25,29.5,1
TS,2018-02-25,21.66666666666667,0
TW,2018-02-25,18.0,0
UB,2018-02-25,17.0,0
W,2018-02-25,15.0,0
WA,2018-02-25,12.0,0
WC,2018-02-25,13.0,0
WD,2018-02-25,15.0,1
WF,2018-02-25,18.428571428571427,1
WN,2018-02-25,22.0,0
WR,2018-02-25,23.2,1
WS,2018-02-25,15.333333333333336,1
WV,2018-02-25,12.0,1
YO,2018-02-25,14.0,0
ZE,2018-02-25,,2
AB,2018-02-26,10.0,0
AL,2018-02-26,12.0,1
B,2018-02-26,16.0,0
BA,2018-02-26,11.0,1
BB,2018-02-26,22.0,1
BD,2018-02-26,18.5,1
BH,2018-02-26,16.0,0
BL,2018-02-26,16.5,1
BN,2018-02-26,13.0,0
BR,2018-02-26,12.0,1
BS,2018-02-26,11.0,0
BT,2018-02-26,29.0,0
CA,2018-02-26,19.0,0
CB,2018-02-26,12.0,1
CF,2018-02-26,8.0,0
CH,2018-02-26,16.0,0
CM,2018-02-26,11.0,1
CO,2018-02-26,9.333333333333334,2
CR,2018-02-26,10.0,2
CT,2018-02-26,8.5,1
CV,2018-02-26,15.333333333333336,0
CW,2018-02-26,12.0,1
DA,2018-02-26,12.0,0
DD,2018-02-26,10.0,1
DE,2018-02-26,12.636363636363635,1
DG,2018-02-26,19.0,1
DH,2018-02-26,7.0,1
DL,2018-02-26,11.4,1
DN,2018-02-26,10.142857142857142,1
DT,2018-02-26,15.333333333333336,1
DY,2018-02-26,16.0,1
E,2018-02-26,10.75,2
EC,2018-02-26,9.75,2
EH,2018-02-26,9.5,0
EN,2018-02-26,10.333333333333334,1
EX,2018-02-26,14.0,0
FK,2018-02-26,13.0,0
FY,2018-02-26,13.0,0
G,2018-02-26,13.0,0
GL,2018-02-26,12.833333333333336,1
GU,2018-02-26,11.6,1
GY,2018-02-26,,2
HA,2018-02-26,9.0,1
HD,2018-02-26,10.666666666666666,1
HG,2018-02-26,15.0,1
HP,2018-02-26,11.0,1
HR,2018-02-26,8.0,1
HS,2018-02-26,,2
HU,2018-02-26,7.0,0
HX,2018-02-26,14.625,2
IG,2018-02-26,10.0,2
IM,2018-02-26,,2
IP,2018-02-26,6.0,1
IV,2018-02-26,10.0,1
JE,2018-02-26,,2
KA,2018-02-26,15.666666666666664,1
KT,2018-02-26,10.0,1
KW,2018-02-26,10.0,2
KY,2018-02-26,10.666666666666666,1
L,2018-02-26,12.0,0
LA,2018-02-26,18.0,1
LD,2018-02-26,9.333333333333334,1
LE,2018-02-26,11.0,0
LL,2018-02-26,16.0,1
LN,2018-02-26,9.0,1
LS,2018-02-26,18.5,0
LU,2018-02-26,12.0,1
M,2018-02-26,13.0,0
ME,2018-02-26,8.5,0
MK,2018-02-26,11.333333333333336,1
ML,2018-02-26,11.6,1
N,2018-02-26,9.5,1
NE,2018-02-26,6.0,0
NG,2018-02-26,9.0,0
NN,2018-02-26,10.0,0
NP,2018-02-26,8.0,0
NR,2018-02-26,6.0,0
NW,2018-02-26,9.5,0
OL,2018-02-26,13.0,1
OX,2018-02-26,12.0,0
PA,2018-02-26,21.0,0
PE,2018-02-26,9.6,1
PH,2018-02-26,14.666666666666664,1
PL,2018-02-26,16.0,0
PO,2018-02-26,15.0,0
PR,2018-02-26,22.0,0
RG,2018-02-26,10.0,0
RH,2018-02-26,13.0,1
RM,2018-02-26,9.75,1
S,2018-02-26,10.666666666666666,0
SA,2018-02-26,12.0,0
SE,2018-02-26,12.0,1
SG,2018-02-26,12.0,0
SK,2018-02-26,11.142857142857142,1
SL,2018-02-26,9.666666666666666,1
SM,2018-02-26,9.0,2
SN,2018-02-26,11.0,1
SO,2018-02-26,10.0,0
SP,2018-02-26,13.0,1
SR,2018-02-26,6.0,0
SS,2018-02-26,10.0,0
ST,2018-02-26,9.0,0
SW,2018-02-26,9.0,1
SY,2018-02-26,14.0,1
TA,2018-02-26,12.5,1
TD,2018-02-26,11.0,1
TF,2018-02-26,9.0,1
TN,2018-02-26,10.5,1
TQ,2018-02-26,15.333333333333336,1
TR,2018-02-26,16.0,1
TS,2018-02-26,9.0,0
TW,2018-02-26,10.0,0
UB,2018-02-26,9.0,0
W,2018-02-26,8.0,0
WA,2018-02-26,11.0,0
WC,2018-02-26,9.0,1
WD,2018-02-26,9.333333333333334,1
WF,2018-02-26,13.142857142857142,1
WN,2018-02-26,18.0,0
WR,2018-02-26,15.6,1
WS,2018-02-26,13.666666666666664,1
WV,2018-02-26,9.0,1
YO,2018-02-26,11.5,0
ZE,2018-02-26,,2
AB,2018-02-27,7.0,0
AL,2018-02-27,15.0,1
B,2018-02-27,14.5,0
BA,2018-02-27,24.0,1
BB,2018-02-27,12.0,1
BD,2018-02-27,22.0,1
BH,2018-02-27,26.0,0
BL,2018-02-27,15.75,1
BN,2018-02-27,11.0,0
BR,2018-02-27,26.0,1
BS,2018-02-27,24.0,0
BT,2018-02-27,21.5,0
CA,2018-02-27,11.0,0
CB,2018-02-27,15.0,1
CF,2018-02-27,14.0,0
CH,2018-02-27,14.0,0
CM,2018-02-27,15.666666666666664,1
CO,2018-02-27,14.0,2
CR,2018-02-27,16.0,2
CT,2018-02-27,9.0,1
CV,2018-02-27,12.666666666666664,0
CW,2018-02-27,14.666666666666664,1
DA,2018-02-27,26.0,0
DD,2018-02-27,7.0,1
DE,2018-02-27,13.636363636363635,1
DG,2018-02-27,11.0,1
DH,2018-02-27,6.0,1
DL,2018-02-27,8.25,1
DN,2018-02-27,12.142857142857142,1
DT,2018-02-27,23.0,1
DY,2018-02-27,14.5,1
E,2018-02-27,19.0,2
EC,2018-02-27,18.25,2
EH,2018-02-27,8.0,0
EN,2018-02-27,16.666666666666668,1
EX,2018-02-27,17.0,0
FK,2018-02-27,16.0,0
FY,2018-02-27,10.0,0
G,2018-02-27,10.0,0
GL,2018-02-27,15.0,1
GU,2018-02-27,21.0,1
GY,2018-02-27,,2
HA,2018-02-27,16.0,1
HD,2018-02-27,16.0,1
HG,2018-02-27,12.666666666666664,1
HP,2018-02-27,18.0,1
HR,2018-02-27,14.0,1
HS,2018-02-27,,2
HU,2018-02-27,9.0,0
HX,2018-02-27,16.571428571428573,2
IG,2018-02-27,15.75,2
IM,2018-02-27,,2
IP,2018-02-27,9.0,1
IV,2018-02-27,7.0,1
JE,2018-02-27,,2
KA,2018-02-27,9.0,1
KT,2018-02-27,29.0,1
KW,2018-02-27,7.0,2
KY,2018-02-27,10.666666666666666,1
L,2018-02-27,13.0,0
LA,2018-02-27,11.0,1
LD,2018-02-27,14.0,1
LE,2018-02-27,8.0,0
LL,2018-02-27,14.0,1
LN,2018-02-27,12.0,1
LS,2018-02-27,22.0,0
LU,2018-02-27,15.0,1
M,2018-02-27,17.0,0
ME,2018-02-27,9.0,0
MK,2018-02-27,13.333333333333336,1
ML,2018-02-27,10.4,1
N,2018-02-27,17.5,1
NE,2018-02-27,6.0,0
NG,2018-02-27,12.0,0
NN,2018-02-27,11.0,0
NP,2018-02-27,14.0,0
NR,2018-02-27,9.0,0
NW,2018-02-27,17.5,0
OL,2018-02-27,17.0,1
OX,2018-02-27,14.0,0
PA,2018-02-27,7.0,0
PE,2018-02-27,11.0,1
PH,2018-02-27,10.0,1
PL,2018-02-27,14.5,0
PO,2018-02-27,24.0,0
PR,2018-02-27,12.0,0
RG,2018-02-27,22.0,0
RH,2018-02-27,11.0,1
RM,2018-02-27,15.2,1
S,2018-02-27,16.0,0
SA,2018-02-27,14.0,1
SE,2018-02-27,26.0,1
SG,2018-02-27,15.0,0
SK,2018-02-27,16.0,1
SL,2018-02-27,22.66666666666667,1
SM,2018-02-27,20.5,2
SN,2018-02-27,20.0,1
SO,2018-02-27,19.0,0
SP,2018-02-27,23.25,1
SR,2018-02-27,6.0,0
SS,2018-02-27,16.0,0
ST,2018-02-27,15.0,0
SW,2018-02-27,20.5,1
SY,2018-02-27,14.0,1
TA,2018-02-27,20.5,1
TD,2018-02-27,8.25,1
TF,2018-02-27,15.0,1
TN,2018-02-27,13.75,1
TQ,2018-02-27,15.333333333333336,1
TR,2018-02-27,14.5,1
TS,2018-02-27,7.333333333333332,1
TW,2018-02-27,29.0,0
UB,2018-02-27,17.0,0
W,2018-02-27,12.0,0
WA,2018-02-27,15.0,0
WC,2018-02-27,15.666666666666664,1
WD,2018-02-27,17.333333333333332,1
WF,2018-02-27,14.333333333333336,1
WN,2018-02-27,17.0,0
WR,2018-02-27,13.4,1
WS,2018-02-27,14.666666666666664,1
WV,2018-02-27,15.0,1
YO,2018-02-27,8.0,0
ZE,2018-02-27,,2
AB,2018-02-28,10.0,0
AL,2018-02-28,30.0,1
B,2018-02-28,24.0,0
BA,2018-02-28,20.0,1
BB,2018-02-28,14.0,1
BD,2018-02-28,16.0,1
BH,2018-02-28,40.0,0
BL,2018-02-28,15.75,1
BN,2018-02-28,30.0,0
BR,2018-02-28,31.0,1
BS,2018-02-28,20.0,0
BT,2018-02-28,14.5,0
CA,2018-02-28,11.0,0
CB,2018-02-28,30.0,1
CF,2018-02-28,17.0,0
CH,2018-02-28,56.0,0
CM,2018-02-28,31.33333333333333,1
CO,2018-02-28,30.0,2
CR,2018-02-28,31.42857142857143,2
CT,2018-02-28,34.0,1
CV,2018-02-28,16.666666666666668,0
CW,2018-02-28,29.0,1
DA,2018-02-28,31.0,0
DD,2018-02-28,10.0,1
DE,2018-02-28,17.916666666666668,1
DG,2018-02-28,11.0,1
DH,2018-02-28,7.0,1
DL,2018-02-28,10.5,1
DN,2018-02-28,15.375,1
DT,2018-02-28,28.5,1
DY,2018-02-28,24.0,1
E,2018-02-28,30.6,2
EC,2018-02-28,30.0,1
EH,2018-02-28,8.0,0
EN,2018-02-28,30.66666666666667,1
EX,2018-02-28,17.0,0
FK,2018-02-28,11.0,0
FY,2018-02-28,12.0,0
G,2018-02-28,6.5,0
GL,2018-02-28,17.8,1
GU,2018-02-28,28.8,1
GY,2018-02-28,,2
HA,2018-02-28,30.5,1
HD,2018-02-28,16.75,1
HG,2018-02-28,13.333333333333336,1
HP,2018-02-28,22.0,1
HR,2018-02-28,19.0,1
HS,2018-02-28,,2
HU,2018-02-28,15.0,0
HX,2018-02-28,16.0,2
IG,2018-02-28,31.66666666666667,2
IM,2018-02-28,,2
IP,2018-02-28,26.0,1
IV,2018-02-28,10.0,1
JE,2018-02-28,,2
KA,2018-02-28,6.0,1
KT,2018-02-28,32.0,1
KW,2018-02-28,10.0,2
KY,2018-02-28,9.0,1
L,2018-02-28,15.0,0
LA,2018-02-28,12.333333333333336,1
LD,2018-02-28,20.0,1
LE,2018-02-28,17.0,0
LL,2018-02-28,56.0,1
LN,2018-02-28,17.0,1
LS,2018-02-28,16.0,0
LU,2018-02-28,30.0,1
M,2018-02-28,15.5,0
ME,2018-02-28,34.0,0
MK,2018-02-28,26.5,1
ML,2018-02-28,8.0,1
N,2018-02-28,30.66666666666667,1
NE,2018-02-28,7.0,0
NG,2018-02-28,17.0,0
NN,2018-02-28,23.0,0
NP,2018-02-28,19.0,0
NR,2018-02-28,26.0,0
NW,2018-02-28,31.0,0
OL,2018-02-28,15.5,1
OX,2018-02-28,19.0,1
PA,2018-02-28,5.0,0
PE,2018-02-28,22.6,1
PH,2018-02-28,8.666666666666666,1
PL,2018-02-28,22.5,0
PO,2018-02-28,35.0,0
PR,2018-02-28,14.0,0
RG,2018-02-28,22.0,0
RH,2018-02-28,30.0,1
RM,2018-02-28,32.6,1
S,2018-02-28,16.75,0
SA,2018-02-28,24.0,0
SE,2018-02-28,30.5,1
SG,2018-02-28,30.0,0
SK,2018-02-28,16.125,1
SL,2018-02-28,28.33333333333333,1
SM,2018-02-28,30.33333333333333,2
SN,2018-02-28,21.0,1
SO,2018-02-28,25.0,0
SP,2018-02-28,29.0,1
SR,2018-02-28,7.0,0
SS,2018-02-28,32.0,0
ST,2018-02-28,16.0,0
SW,2018-02-28,30.33333333333333,1
SY,2018-02-28,40.0,1
TA,2018-02-28,18.5,1
TD,2018-02-28,8.5,1
TF,2018-02-28,16.0,1
TN,2018-02-28,32.25,1
TQ,2018-02-28,20.666666666666668,1
TR,2018-02-28,22.5,1
TS,2018-02-28,10.333333333333334,1
TW,2018-02-28,32.0,0
UB,2018-02-28,31.0,0
W,2018-02-28,29.0,0
WA,2018-02-28,15.0,0
WC,2018-02-28,30.0,0
WD,2018-02-28,31.0,1
WF,2018-02-28,15.285714285714285,1
WN,2018-02-28,18.0,0
WR,2018-02-28,19.6,1
WS,2018-02-28,21.33333333333333,1
WV,2018-02-28,16.0,1
YO,2018-02-28,12.0,0
ZE,2018-02-28,,2
AB,2018-03-01,13.0,0
AL,2018-03-01,39.0,1
B,2018-03-01,29.5,0
BA,2018-03-01,35.0,1
BB,2018-03-01,16.0,1
BD,2018-03-01,12.0,1
BH,2018-03-01,47.0,0
BL,2018-03-01,18.0,1
BN,2018-03-01,39.5,0
BR,2018-03-01,34.0,1
BS,2018-03-01,35.0,0
BT,2018-03-01,12.5,0
CA,2018-03-01,11.0,0
CB,2018-03-01,39.0,1
CF,2018-03-01,32.0,0
CH,2018-03-01,20.0,0
CM,2018-03-01,36.0,1
CO,2018-03-01,34.25,2
CR,2018-03-01,36.875,2
CT,2018-03-01,38.5,1
CV,2018-03-01,26.33333333333333,0
CW,2018-03-01,20.33333333333333,1
DA,2018-03-01,34.0,0
DD,2018-03-01,13.0,1
DE,2018-03-01,24.08333333333333,1
DG,2018-03-01,11.0,1
DH,2018-03-01,10.0,1
DL,2018-03-01,13.75,1
DN,2018-03-01,20.375,1
DT,2018-03-01,40.5,1
DY,2018-03-01,29.5,1
E,2018-03-01,35.4,2
EC,2018-03-01,35.0,1
EH,2018-03-01,9.5,0
EN,2018-03-01,36.0,1
EX,2018-03-01,34.0,0
FK,2018-03-01,9.0,0
FY,2018-03-01,14.0,0
G,2018-03-01,9.0,0
GL,2018-03-01,31.0,1
GU,2018-03-01,37.333333333333336,1
GY,2018-03-01,,2
HA,2018-03-01,35.0,1
HD,2018-03-01,21.75,1
HG,2018-03-01,15.333333333333336,1
HP,2018-03-01,37.5,1
HR,2018-03-01,32.0,1
HS,2018-03-01,,2
HU,2018-03-01,18.0,0
HX,2018-03-01,18.5,2
IG,2018-03-01,35.888888888888886,2
IM,2018-03-01,,2
IP,2018-03-01,29.0,1
IV,2018-03-01,13.0,1
JE,2018-03-01,,2
KA,2018-03-01,7.666666666666668,1
KT,2018-03-01,36.0,1
KW,2018-03-01,13.0,2
KY,2018-03-01,9.333333333333334,1
L,2018-03-01,17.0,0
LA,2018-03-01,13.666666666666664,1
LD,2018-03-01,32.0,1
LE,2018-03-01,20.0,0
LL,2018-03-01,20.0,1
LN,2018-03-01,24.0,1
LS,2018-03-01,12.0,0
LU,2018-03-01,39.0,1
M,2018-03-01,16.5,0
ME,2018-03-01,38.5,0
MK,2018-03-01,37.66666666666666,1
ML,2018-03-01,9.2,1
N,2018-03-01,34.666666666666664,1
NE,2018-03-01,10.0,0
NG,2018-03-01,24.0,0
NN,2018-03-01,34.0,0
NP,2018-03-01,32.0,0
NR,2018-03-01,29.0,0
NW,2018-03-01,34.5,0
OL,2018-03-01,16.5,1
OX,2018-03-01,40.0,0
PA,2018-03-01,5.0,0
PE,2018-03-01,29.2,1
PH,2018-03-01,9.0,1
PL,2018-03-01,38.5,0
PO,2018-03-01,40.0,0
PR,2018-03-01,16.0,0
RG,2018-03-01,35.0,0
RH,2018-03-01,39.5,1
RM,2018-03-01,36.0,1
S,2018-03-01,21.75,0
SA,2018-03-01,32.0,0
SE,2018-03-01,34.5,1
SG,2018-03-01,39.0,0
SK,2018-03-01,20.125,1
SL,2018-03-01,36.0,1
SM,2018-03-01,35.0,2
SN,2018-03-01,36.66666666666666,1
SO,2018-03-01,34.0,0
SP,2018-03-01,38.66666666666666,1
SR,2018-03-01,10.0,0
SS,2018-03-01,34.5,0
ST,2018-03-01,20.0,0
SW,2018-03-01,35.0,1
SY,2018-03-01,26.0,1
TA,2018-03-01,34.5,1
TD,2018-03-01,10.0,1
TF,2018-03-01,20.0,1
TN,2018-03-01,38.0,1
TQ,2018-03-01,37.0,1
TR,2018-03-01,38.5,1
TS,2018-03-01,14.666666666666664,1
TW,2018-03-01,36.0,0
UB,2018-03-01,37.0,0
W,2018-03-01,34.0,0
WA,2018-03-01,21.0,0
WC,2018-03-01,35.0,0
WD,2018-03-01,35.333333333333336,1
WF,2018-03-01,19.0,1
WN,2018-03-01,23.0,0
WR,2018-03-01,27.6,1
WS,2018-03-01,26.33333333333333,1
WV,2018-03-01,20.0,1
YO,2018-03-01,17.0,0
ZE,2018-03-01,,2
AB,2018-03-02,13.0,0
AL,2018-03-02,62.0,1
B,2018-03-02,45.0,0
BA,2018-03-02,52.0,1
BB,2018-03-02,15.0,1
BD,2018-03-02,16.5,1
BH,2018-03-02,50.0,0
BL,2018-03-02,17.0,1
BN,2018-03-02,54.5,0
BR,2018-03-02,66.0,1
BS,2018-03-02,52.0,0
BT,2018-03-02,16.0,0
CA,2018-03-02,13.0,0
CB,2018-03-02,62.0,1
CF,2018-03-02,45.0,0
CH,2018-03-02,21.0,0
CM,2018-03-02,63.33333333333334,1
CO,2018-03-02,59.75,2
CR,2018-03-02,60.875,2
CT,2018-03-02,70.0,1
CV,2018-03-02,37.66666666666666,0
CW,2018-03-02,20.0,1
DA,2018-03-02,66.0,0
DD,2018-03-02,13.0,1
DE,2018-03-02,30.16666666666667,1
DG,2018-03-02,13.0,1
DH,2018-03-02,9.0,1
DL,2018-03-02,13.5,1
DN,2018-03-02,19.375,1
DT,2018-03-02,43.33333333333334,1
DY,2018-03-02,45.0,1
E,2018-03-02,58.6,2
EC,2018-03-02,59.0,1
EH,2018-03-02,9.0,0
EN,2018-03-02,56.0,1
EX,2018-03-02,30.0,0
FK,2018-03-02,10.0,0
FY,2018-03-02,13.0,0
G,2018-03-02,9.0,0
GL,2018-03-02,43.66666666666666,1
GU,2018-03-02,54.5,1
GY,2018-03-02,,2
HA,2018-03-02,52.25,1
HD,2018-03-02,20.25,1
HG,2018-03-02,16.0,1
HP,2018-03-02,51.5,1
HR,2018-03-02,45.0,1
HS,2018-03-02,,2
HU,2018-03-02,15.0,0
HX,2018-03-02,18.0,2
IG,2018-03-02,62.33333333333334,2
IM,2018-03-02,,2
IP,2018-03-02,49.0,1
IV,2018-03-02,13.0,1
JE,2018-03-02,,2
KA,2018-03-02,8.666666666666666,1
KT,2018-03-02,60.0,1
KW,2018-03-02,13.0,2
