region_id,timestamp,val_PM2.5_mean,extra_rings_PM2.5_mean
PH,2017-12-05,3.5,1
PL,2017-12-05,7.0,0
PO,2017-12-05,8.0,0
PR,2017-12-05,6.0,0
RG,2017-12-05,7.0,0
RH,2017-12-05,5.0,1
RM,2017-12-05,7.5,1
S,2017-12-05,5.0,0
SA,2017-12-05,8.5,0
SE,2017-12-05,8.0,0
SG,2017-12-05,8.0,0
SK,2017-12-05,5.571428571428571,1
SL,2017-12-05,7.333333333333332,1
SM,2017-12-05,8.25,2
SN,2017-12-05,7.333333333333332,1
SO,2017-12-05,6.5,0
SP,2017-12-05,8.0,1
SR,2017-12-05,1.0,0
SS,2017-12-05,7.0,0
ST,2017-12-05,5.0,0
SW,2017-12-05,8.25,1
SY,2017-12-05,7.0,1
TA,2017-12-05,5.5,1
TD,2017-12-05,2.0,1
TF,2017-12-05,5.0,1
TN,2017-12-05,6.666666666666668,1
TQ,2017-12-05,6.0,1
TR,2017-12-05,7.0,1
TS,2017-12-05,2.6666666666666665,0
TW,2017-12-05,9.0,0
UB,2017-12-05,6.0,0
W,2017-12-05,8.0,0
WA,2017-12-05,5.0,0
WC,2017-12-05,8.0,0
WD,2017-12-05,9.0,1
WF,2017-12-05,4.571428571428571,1
WN,2017-12-05,7.0,0
WR,2017-12-05,6.6,1
WS,2017-12-05,6.0,1
WV,2017-12-05,5.0,1
YO,2017-12-05,4.0,0
ZE,2017-12-05,,2
AB,2017-12-06,4.0,0
AL,2017-12-06,6.0,1
B,2017-12-06,8.0,0
BA,2017-12-06,6.0,1
BB,2017-12-06,6.0,1
BD,2017-12-06,6.5,1
BH,2017-12-06,8.0,0
BL,2017-12-06,6.333333333333332,1
BN,2017-12-06,7.0,0
BR,2017-12-06,5.0,1
BS,2017-12-06,6.0,0
BT,2017-12-06,6.0,0
CA,2017-12-06,2.0,0
CB,2017-12-06,6.0,1
CF,2017-12-06,5.0,0
CH,2017-12-06,2.0,0
CM,2017-12-06,5.0,1
CO,2017-12-06,5.333333333333333,2
CR,2017-12-06,5.0,1
CT,2017-12-06,6.5,1
CV,2017-12-06,6.666666666666668,0
CW,2017-12-06,3.333333333333333,1
DA,2017-12-06,6.0,1
DD,2017-12-06,4.0,1
DE,2017-12-06,5.636363636363638,1
DG,2017-12-06,2.0,1
DH,2017-12-06,3.2,1
DL,2017-12-06,4.142857142857143,1
DN,2017-12-06,5.285714285714286,1
DT,2017-12-06,6.333333333333332,1
DY,2017-12-06,8.0,1
E,2017-12-06,5.0,1
EC,2017-12-06,5.5,1
EH,2017-12-06,2.0,0
EN,2017-12-06,8.5,1
EX,2017-12-06,3.0,0
FK,2017-12-06,4.0,1
FY,2017-12-06,3.0,0
G,2017-12-06,5.5,0
GL,2017-12-06,6.166666666666668,1
GU,2017-12-06,6.333333333333332,1
GY,2017-12-06,,2
HA,2017-12-06,7.333333333333332,1
HD,2017-12-06,3.6666666666666665,1
HG,2017-12-06,6.5,1
HP,2017-12-06,6.0,1
HR,2017-12-06,4.0,1
HS,2017-12-06,,2
HU,2017-12-06,7.0,0
HX,2017-12-06,5.142857142857143,2
IG,2017-12-06,5.0,1
IM,2017-12-06,,2
IP,2017-12-06,6.0,1
IV,2017-12-06,4.0,1
JE,2017-12-06,,2
KA,2017-12-06,5.333333333333333,1
KT,2017-12-06,7.0,1
KW,2017-12-06,4.0,2
KY,2017-12-06,2.0,1
L,2017-12-06,5.0,0
LA,2017-12-06,3.6666666666666665,1
LD,2017-12-06,9.0,1
LE,2017-12-06,6.0,0
LL,2017-12-06,2.0,1
LN,2017-12-06,6.0,1
LS,2017-12-06,6.5,0
LU,2017-12-06,6.0,1
M,2017-12-06,6.0,0
ME,2017-12-06,6.5,0
MK,2017-12-06,6.333333333333332,1
ML,2017-12-06,3.75,1
N,2017-12-06,8.5,1
NE,2017-12-06,1.0,0
NG,2017-12-06,6.0,0
NN,2017-12-06,6.0,0
NP,2017-12-06,4.0,0
NR,2017-12-06,6.0,0
NW,2017-12-06,11.0,0
OL,2017-12-06,6.0,1
OX,2017-12-06,7.0,0
PA,2017-12-06,5.0,0
PE,2017-12-06,6.0,1
PH,2017-12-06,4.5,1
PL,2017-12-06,6.5,0
PO,2017-12-06,8.0,0
PR,2017-12-06,6.0,0
RG,2017-12-06,5.0,0
RH,2017-12-06,7.0,1
RM,2017-12-06,5.5,1
S,2017-12-06,3.6666666666666665,0
SA,2017-12-06,13.5,0
SE,2017-12-06,5.0,0
SG,2017-12-06,6.0,0
SK,2017-12-06,4.166666666666667,1
SL,2017-12-06,5.666666666666668,1
SM,2017-12-06,6.0,2
SN,2017-12-06,6.0,1
SO,2017-12-06,5.5,0
SP,2017-12-06,6.4,1
SR,2017-12-06,2.0,0
SS,2017-12-06,4.0,0
ST,2017-12-06,3.0,0
SW,2017-12-06,6.0,1
SY,2017-12-06,9.666666666666666,1
TA,2017-12-06,4.5,1
TD,2017-12-06,1.75,1
TF,2017-12-06,3.0,1
TN,2017-12-06,6.666666666666668,1
TQ,2017-12-06,5.333333333333333,1
TR,2017-12-06,6.5,1
TS,2017-12-06,4.333333333333333,0
TW,2017-12-06,7.0,0
UB,2017-12-06,5.0,0
W,2017-12-06,6.0,0
WA,2017-12-06,5.0,0
WC,2017-12-06,6.0,0
WD,2017-12-06,8.0,1
WF,2017-12-06,5.285714285714286,1
WN,2017-12-06,7.0,0
WR,2017-12-06,7.2,1
WS,2017-12-06,6.333333333333332,1
WV,2017-12-06,3.0,1
YO,2017-12-06,6.5,0
ZE,2017-12-06,,2
AB,2017-12-07,4.0,0
AL,2017-12-07,6.0,1
B,2017-12-07,6.5,0
BA,2017-12-07,5.0,1
BB,2017-12-07,7.0,1
BD,2017-12-07,3.0,1
BH,2017-12-07,12.0,0
BL,2017-12-07,6.333333333333332,1
BN,2017-12-07,8.0,0
BR,2017-12-07,6.0,1
BS,2017-12-07,5.0,0
BT,2017-12-07,6.0,0
CA,2017-12-07,4.0,0
CB,2017-12-07,6.0,1
CF,2017-12-07,4.0,0
CH,2017-12-07,4.0,0
CM,2017-12-07,5.5,1
CO,2017-12-07,5.666666666666668,2
CR,2017-12-07,6.0,1
CT,2017-12-07,8.0,1
CV,2017-12-07,6.0,0
CW,2017-12-07,4.0,1
DA,2017-12-07,7.333333333333332,1
DD,2017-12-07,4.0,1
DE,2017-12-07,5.25,1
DG,2017-12-07,4.0,1
DH,2017-12-07,2.4,1
DL,2017-12-07,3.4285714285714284,1
DN,2017-12-07,4.75,1
DT,2017-12-07,9.333333333333334,1
DY,2017-12-07,6.5,1
E,2017-12-07,6.0,1
EC,2017-12-07,6.0,1
EH,2017-12-07,2.5,0
EN,2017-12-07,8.666666666666666,1
EX,2017-12-07,4.0,0
FK,2017-12-07,4.0,0
FY,2017-12-07,5.0,0
G,2017-12-07,6.0,0
GL,2017-12-07,5.6,1
GU,2017-12-07,6.0,1
GY,2017-12-07,,2
HA,2017-12-07,8.0,1
HD,2017-12-07,4.25,1
HG,2017-12-07,3.75,1
HP,2017-12-07,5.0,1
HR,2017-12-07,5.0,1
HS,2017-12-07,,2
HU,2017-12-07,5.0,0
HX,2017-12-07,4.5,2
IG,2017-12-07,6.0,1
IM,2017-12-07,,2
IP,2017-12-07,6.0,1
IV,2017-12-07,4.0,1
JE,2017-12-07,,2
KA,2017-12-07,5.666666666666668,1
KT,2017-12-07,7.0,1
KW,2017-12-07,4.0,2
KY,2017-12-07,3.0,1
L,2017-12-07,6.0,0
LA,2017-12-07,5.333333333333333,1
LD,2017-12-07,7.25,1
LE,2017-12-07,5.0,0
LL,2017-12-07,4.0,1
LN,2017-12-07,7.0,1
LS,2017-12-07,3.0,0
LU,2017-12-07,6.0,1
M,2017-12-07,6.0,0
ME,2017-12-07,8.0,0
MK,2017-12-07,5.5,1
ML,2017-12-07,4.2,1
N,2017-12-07,8.666666666666666,1
NE,2017-12-07,2.0,0
NG,2017-12-07,7.0,0
NN,2017-12-07,5.0,0
NP,2017-12-07,5.0,0
NR,2017-12-07,6.0,0
NW,2017-12-07,10.0,0
OL,2017-12-07,6.0,1
OX,2017-12-07,5.6,1
PA,2017-12-07,5.0,0
PE,2017-12-07,5.8,1
PH,2017-12-07,4.333333333333333,1
PL,2017-12-07,6.5,0
PO,2017-12-07,6.0,0
PR,2017-12-07,7.0,0
RG,2017-12-07,5.0,0
RH,2017-12-07,8.0,1
RM,2017-12-07,6.75,1
S,2017-12-07,4.25,0
SA,2017-12-07,10.0,0
SE,2017-12-07,6.0,0
SG,2017-12-07,6.0,0
SK,2017-12-07,4.428571428571429,1
SL,2017-12-07,5.666666666666668,1
SM,2017-12-07,6.5,2
SN,2017-12-07,5.0,1
SO,2017-12-07,5.0,0
SP,2017-12-07,7.8,1
SR,2017-12-07,1.0,0
SS,2017-12-07,5.0,0
ST,2017-12-07,3.0,0
SW,2017-12-07,6.5,1
SY,2017-12-07,8.0,1
TA,2017-12-07,4.5,1
TD,2017-12-07,2.75,1
TF,2017-12-07,3.0,1
TN,2017-12-07,8.0,1
TQ,2017-12-07,5.666666666666668,1
TR,2017-12-07,6.5,1
TS,2017-12-07,3.0,0
TW,2017-12-07,7.0,0
UB,2017-12-07,5.0,0
W,2017-12-07,7.0,0
WA,2017-12-07,5.0,0
WC,2017-12-07,6.0,0
WD,2017-12-07,8.333333333333334,1
WF,2017-12-07,4.0,1
WN,2017-12-07,6.0,0
WR,2017-12-07,6.2,1
WS,2017-12-07,5.333333333333333,1
WV,2017-12-07,3.0,1
YO,2017-12-07,4.5,0
ZE,2017-12-07,,2
AB,2017-12-08,3.0,0
AL,2017-12-08,5.0,1
B,2017-12-08,4.5,0
BA,2017-12-08,4.0,1
BB,2017-12-08,5.0,1
BD,2017-12-08,3.5,1
BH,2017-12-08,9.0,0
BL,2017-12-08,5.0,1
BN,2017-12-08,5.0,0
BR,2017-12-08,3.0,1
BS,2017-12-08,4.0,0
BT,2017-12-08,7.0,0
CA,2017-12-08,5.0,0
CB,2017-12-08,5.0,1
CF,2017-12-08,2.0,0
CH,2017-12-08,2.0,0
CM,2017-12-08,3.5,1
CO,2017-12-08,3.333333333333333,2
CR,2017-12-08,3.0,1
CT,2017-12-08,4.5,1
CV,2017-12-08,4.333333333333333,0
CW,2017-12-08,3.333333333333333,1
DA,2017-12-08,4.0,1
DD,2017-12-08,3.0,1
DE,2017-12-08,4.25,1
DG,2017-12-08,5.0,1
DH,2017-12-08,2.4,1
DL,2017-12-08,3.2857142857142856,1
DN,2017-12-08,4.125,1
DT,2017-12-08,7.333333333333332,1
DY,2017-12-08,4.5,1
E,2017-12-08,3.0,1
EC,2017-12-08,2.5,1
EH,2017-12-08,2.5,0
EN,2017-12-08,6.0,1
EX,2017-12-08,4.0,0
FK,2017-12-08,3.0,0
FY,2017-12-08,3.0,0
G,2017-12-08,5.0,0
GL,2017-12-08,4.2,1
GU,2017-12-08,3.8333333333333335,1
GY,2017-12-08,,2
HA,2017-12-08,5.25,1
HD,2017-12-08,3.25,1
HG,2017-12-08,3.75,1
HP,2017-12-08,3.0,1
HR,2017-12-08,4.0,1
HS,2017-12-08,,2
HU,2017-12-08,3.0,0
HX,2017-12-08,3.875,2
IG,2017-12-08,3.0,1
IM,2017-12-08,,2
IP,2017-12-08,3.0,1
IV,2017-12-08,3.0,1
JE,2017-12-08,,2
KA,2017-12-08,4.333333333333333,1
KT,2017-12-08,3.0,1
KW,2017-12-08,3.0,2
KY,2017-12-08,2.6666666666666665,1
L,2017-12-08,3.0,0
LA,2017-12-08,4.333333333333333,1
LD,2017-12-08,4.75,1
LE,2017-12-08,4.0,0
LL,2017-12-08,2.0,1
LN,2017-12-08,9.0,1
LS,2017-12-08,3.5,0
LU,2017-12-08,5.0,1
M,2017-12-08,6.0,0
ME,2017-12-08,4.5,0
MK,2017-12-08,5.0,1
ML,2017-12-08,3.6,1
N,2017-12-08,5.0,1
NE,2017-12-08,2.0,0
NG,2017-12-08,9.0,0
NN,2017-12-08,5.0,0
NP,2017-12-08,4.0,0
NR,2017-12-08,3.0,0
NW,2017-12-08,6.5,0
OL,2017-12-08,6.0,1
OX,2017-12-08,4.2,1
PA,2017-12-08,3.0,0
PE,2017-12-08,5.2,1
PH,2017-12-08,3.0,1
PL,2017-12-08,4.5,0
PO,2017-12-08,5.0,0
PR,2017-12-08,5.0,0
RG,2017-12-08,3.0,0
RH,2017-12-08,5.0,1
RM,2017-12-08,3.5,1
S,2017-12-08,3.25,0
SA,2017-12-08,6.5,0
SE,2017-12-08,3.0,0
SG,2017-12-08,5.0,0
SK,2017-12-08,3.8571428571428568,1
SL,2017-12-08,3.0,1
SM,2017-12-08,3.25,2
SN,2017-12-08,3.5,1
SO,2017-12-08,3.5,0
SP,2017-12-08,5.6,1
SR,2017-12-08,2.0,0
SS,2017-12-08,2.0,0
ST,2017-12-08,3.0,0
SW,2017-12-08,3.25,1
SY,2017-12-08,5.0,1
TA,2017-12-08,4.0,1
TD,2017-12-08,3.0,1
TF,2017-12-08,3.0,1
TN,2017-12-08,4.666666666666667,1
TQ,2017-12-08,4.333333333333333,1
TR,2017-12-08,4.5,1
TS,2017-12-08,2.6666666666666665,0
TW,2017-12-08,3.0,0
UB,2017-12-08,3.0,0
W,2017-12-08,5.0,0
WA,2017-12-08,5.0,0
WC,2017-12-08,2.0,0
WD,2017-12-08,5.333333333333333,1
WF,2017-12-08,3.5,1
WN,2017-12-08,4.0,0
WR,2017-12-08,4.4,1
WS,2017-12-08,4.0,1
WV,2017-12-08,3.0,1
YO,2017-12-08,4.0,0
ZE,2017-12-08,,2
AB,2017-12-09,3.0,0
AL,2017-12-09,11.0,1
B,2017-12-09,8.0,0
BA,2017-12-09,8.0,1
BB,2017-12-09,9.0,1
BD,2017-12-09,10.5,1
BH,2017-12-09,18.0,0
BL,2017-12-09,11.25,1
BN,2017-12-09,8.0,0
BR,2017-12-09,7.0,1
BS,2017-12-09,8.0,0
BT,2017-12-09,19.0,0
CA,2017-12-09,12.0,0
CB,2017-12-09,11.0,1
CF,2017-12-09,11.0,0
CH,2017-12-09,6.0,0
CM,2017-12-09,9.0,1
CO,2017-12-09,8.0,2
CR,2017-12-09,7.0,1
CT,2017-12-09,8.5,1
CV,2017-12-09,8.333333333333334,0
CW,2017-12-09,6.666666666666668,1
DA,2017-12-09,8.0,1
DD,2017-12-09,3.0,1
DE,2017-12-09,8.083333333333334,1
DG,2017-12-09,12.0,1
DH,2017-12-09,4.2,1
DL,2017-12-09,7.142857142857142,1
DN,2017-12-09,8.625,1
DT,2017-12-09,14.333333333333336,1
DY,2017-12-09,8.0,1
E,2017-12-09,7.0,1
EC,2017-12-09,7.0,1
EH,2017-12-09,3.0,0
EN,2017-12-09,12.666666666666664,1
EX,2017-12-09,7.0,0
FK,2017-12-09,5.0,0
FY,2017-12-09,5.0,0
G,2017-12-09,7.0,0
GL,2017-12-09,8.2,1
GU,2017-12-09,8.666666666666666,1
GY,2017-12-09,,2
HA,2017-12-09,10.75,1
HD,2017-12-09,7.25,1
HG,2017-12-09,10.25,1
HP,2017-12-09,7.0,1
HR,2017-12-09,8.0,1
HS,2017-12-09,,2
HU,2017-12-09,9.0,0
HX,2017-12-09,9.444444444444443,2
IG,2017-12-09,7.0,1
IM,2017-12-09,,2
IP,2017-12-09,6.0,1
IV,2017-12-09,3.0,1
JE,2017-12-09,,2
KA,2017-12-09,5.666666666666668,1
KT,2017-12-09,8.0,1
KW,2017-12-09,3.0,2
KY,2017-12-09,3.6666666666666665,1
L,2017-12-09,4.0,0
LA,2017-12-09,8.666666666666666,1
LD,2017-12-09,9.75,1
LE,2017-12-09,9.0,0
LL,2017-12-09,6.0,1
LN,2017-12-09,11.0,1
LS,2017-12-09,10.5,0
LU,2017-12-09,11.0,1
M,2017-12-09,13.0,0
ME,2017-12-09,8.5,0
MK,2017-12-09,9.5,1
ML,2017-12-09,5.0,1
N,2017-12-09,11.333333333333336,1
NE,2017-12-09,3.0,0
NG,2017-12-09,11.0,0
NN,2017-12-09,8.0,0
NP,2017-12-09,8.0,0
NR,2017-12-09,6.0,0
NW,2017-12-09,13.5,0
OL,2017-12-09,13.0,1
OX,2017-12-09,8.0,1
PA,2017-12-09,3.0,0
PE,2017-12-09,9.0,1
PH,2017-12-09,3.6666666666666665,1
PL,2017-12-09,18.5,0
PO,2017-12-09,10.0,0
PR,2017-12-09,9.0,0
RG,2017-12-09,7.0,0
RH,2017-12-09,8.0,1
RM,2017-12-09,7.75,1
S,2017-12-09,7.25,0
SA,2017-12-09,10.0,0
SE,2017-12-09,7.0,0
SG,2017-12-09,11.0,0
SK,2017-12-09,8.625,1
SL,2017-12-09,7.0,1
SM,2017-12-09,8.0,2
SN,2017-12-09,7.5,1
SO,2017-12-09,9.5,0
SP,2017-12-09,12.4,1
SR,2017-12-09,3.0,0
SS,2017-12-09,7.0,0
ST,2017-12-09,7.0,0
SW,2017-12-09,8.0,1
SY,2017-12-09,8.666666666666666,1
TA,2017-12-09,7.5,1
TD,2017-12-09,5.25,1
TF,2017-12-09,7.0,1
TN,2017-12-09,8.333333333333334,1
TQ,2017-12-09,14.666666666666664,1
TR,2017-12-09,18.5,1
TS,2017-12-09,5.0,0
TW,2017-12-09,8.0,0
UB,2017-12-09,6.0,0
W,2017-12-09,10.0,0
WA,2017-12-09,7.0,0
WC,2017-12-09,7.0,0
WD,2017-12-09,11.0,1
WF,2017-12-09,8.75,1
WN,2017-12-09,10.0,0
WR,2017-12-09,8.2,1
WS,2017-12-09,7.666666666666668,1
WV,2017-12-09,7.0,1
YO,2017-12-09,10.0,0
ZE,2017-12-09,,2
AB,2017-12-10,5.0,0
AL,2017-12-10,9.0,1
B,2017-12-10,11.5,0
BA,2017-12-10,12.0,1
BB,2017-12-10,15.0,1
BD,2017-12-10,16.0,1
BH,2017-12-10,10.0,0
BL,2017-12-10,13.25,1
BN,2017-12-10,9.0,0
BR,2017-12-10,8.0,1
BS,2017-12-10,12.0,0
BT,2017-12-10,22.0,0
CA,2017-12-10,14.0,0
CB,2017-12-10,9.0,1
CF,2017-12-10,8.0,0
CH,2017-12-10,10.0,0
CM,2017-12-10,7.5,1
CO,2017-12-10,8.333333333333334,2
CR,2017-12-10,8.0,1
CT,2017-12-10,7.5,1
CV,2017-12-10,10.333333333333334,0
CW,2017-12-10,9.5,1
DA,2017-12-10,7.666666666666668,1
DD,2017-12-10,5.0,1
DE,2017-12-10,11.833333333333336,1
DG,2017-12-10,14.0,1
DH,2017-12-10,7.6,1
DL,2017-12-10,11.428571428571427,1
DN,2017-12-10,14.5,1
DT,2017-12-10,8.333333333333334,1
DY,2017-12-10,11.5,1
E,2017-12-10,8.0,1
EC,2017-12-10,7.5,1
EH,2017-12-10,7.5,0
EN,2017-12-10,10.333333333333334,1
EX,2017-12-10,5.0,0
FK,2017-12-10,15.0,0
FY,2017-12-10,12.0,0
G,2017-12-10,22.0,0
GL,2017-12-10,10.4,1
GU,2017-12-10,7.833333333333332,1
GY,2017-12-10,,2
HA,2017-12-10,9.0,1
HD,2017-12-10,14.75,1
HG,2017-12-10,16.75,1
HP,2017-12-10,9.0,1
HR,2017-12-10,9.0,1
HS,2017-12-10,,2
HU,2017-12-10,11.0,0
HX,2017-12-10,14.666666666666664,2
IG,2017-12-10,8.0,1
IM,2017-12-10,,2
IP,2017-12-10,10.0,1
IV,2017-12-10,5.0,1
JE,2017-12-10,,2
KA,2017-12-10,16.0,1
KT,2017-12-10,11.0,1
KW,2017-12-10,5.0,2
KY,2017-12-10,10.0,1
L,2017-12-10,11.0,0
LA,2017-12-10,13.666666666666664,1
LD,2017-12-10,6.75,1
LE,2017-12-10,9.0,0
LL,2017-12-10,10.0,1
LN,2017-12-10,11.0,1
LS,2017-12-10,16.0,0
LU,2017-12-10,9.0,1
M,2017-12-10,13.0,0
ME,2017-12-10,7.5,0
MK,2017-12-10,8.5,1
ML,2017-12-10,14.8,1
N,2017-12-10,9.666666666666666,1
NE,2017-12-10,6.0,0
NG,2017-12-10,11.0,0
NN,2017-12-10,8.0,0
NP,2017-12-10,9.0,0
NR,2017-12-10,10.0,0
NW,2017-12-10,11.0,0
OL,2017-12-10,13.0,1
OX,2017-12-10,9.6,1
PA,2017-12-10,4.0,0
PE,2017-12-10,9.4,1
PH,2017-12-10,8.0,1
PL,2017-12-10,10.5,0
PO,2017-12-10,6.0,0
PR,2017-12-10,15.0,0
RG,2017-12-10,9.0,0
RH,2017-12-10,9.0,1
RM,2017-12-10,7.25,1
S,2017-12-10,14.75,0
SA,2017-12-10,5.0,0
SE,2017-12-10,8.0,0
SG,2017-12-10,9.0,0
SK,2017-12-10,13.428571428571427,1
SL,2017-12-10,8.666666666666666,1
SM,2017-12-10,8.5,2
SN,2017-12-10,10.5,1
SO,2017-12-10,6.0,0
SP,2017-12-10,8.2,1
SR,2017-12-10,7.0,0
SS,2017-12-10,6.0,0
ST,2017-12-10,9.0,0
SW,2017-12-10,8.5,1
SY,2017-12-10,6.666666666666668,1
TA,2017-12-10,8.5,1
TD,2017-12-10,8.75,1
TF,2017-12-10,9.0,1
TN,2017-12-10,8.0,1
TQ,2017-12-10,8.666666666666666,1
TR,2017-12-10,10.5,1
TS,2017-12-10,8.333333333333334,0
TW,2017-12-10,11.0,0
UB,2017-12-10,6.0,0
W,2017-12-10,8.0,0
WA,2017-12-10,11.8,1
WC,2017-12-10,7.0,0
WD,2017-12-10,9.333333333333334,1
WF,2017-12-10,15.75,1
WN,2017-12-10,12.0,0
WR,2017-12-10,10.8,1
WS,2017-12-10,10.666666666666666,1
WV,2017-12-10,9.0,1
YO,2017-12-10,17.5,0
ZE,2017-12-10,,2
AB,2017-12-11,4.0,0
AL,2017-12-11,6.0,1
B,2017-12-11,12.5,0
BA,2017-12-11,13.0,1
BB,2017-12-11,16.0,1
BD,2017-12-11,6.5,1
BH,2017-12-11,12.0,0
BL,2017-12-11,13.0,1
BN,2017-12-11,6.0,0
BR,2017-12-11,6.0,1
BS,2017-12-11,13.0,0
BT,2017-12-11,14.0,0
CA,2017-12-11,37.0,0
CB,2017-12-11,6.0,1
CF,2017-12-11,6.0,0
CH,2017-12-11,9.0,0
CM,2017-12-11,5.0,1
CO,2017-12-11,4.666666666666667,2
CR,2017-12-11,6.0,1
CT,2017-12-11,6.5,1
CV,2017-12-11,11.0,0
CW,2017-12-11,11.0,1
DA,2017-12-11,6.333333333333332,1
DD,2017-12-11,4.0,1
DE,2017-12-11,10.0,1
DG,2017-12-11,37.0,1
DH,2017-12-11,11.2,1
DL,2017-12-11,15.142857142857142,1
DN,2017-12-11,8.125,1
DT,2017-12-11,10.333333333333334,1
DY,2017-12-11,12.5,1
E,2017-12-11,6.0,1
EC,2017-12-11,6.5,1
EH,2017-12-11,5.0,0
EN,2017-12-11,8.333333333333334,1
EX,2017-12-11,7.0,0
FK,2017-12-11,17.0,0
FY,2017-12-11,9.0,0
G,2017-12-11,21.5,0
GL,2017-12-11,10.2,1
GU,2017-12-11,6.833333333333332,1
GY,2017-12-11,,2
HA,2017-12-11,8.0,1
HD,2017-12-11,6.75,1
HG,2017-12-11,8.25,1
HP,2017-12-11,6.0,1
HR,2017-12-11,5.0,1
HS,2017-12-11,,2
HU,2017-12-11,8.0,0
HX,2017-12-11,8.777777777777779,2
IG,2017-12-11,6.0,1
IM,2017-12-11,,2
IP,2017-12-11,4.0,1
IV,2017-12-11,4.0,1
JE,2017-12-11,,2
KA,2017-12-11,15.666666666666664,1
KT,2017-12-11,10.0,1
KW,2017-12-11,4.0,2
KY,2017-12-11,9.0,1
L,2017-12-11,8.0,0
LA,2017-12-11,20.666666666666668,1
LD,2017-12-11,6.75,1
LE,2017-12-11,12.0,0
LL,2017-12-11,9.0,1
LN,2017-12-11,10.0,1
LS,2017-12-11,6.5,0
LU,2017-12-11,6.0,1
M,2017-12-11,11.5,0
ME,2017-12-11,6.5,0
MK,2017-12-11,8.0,1
ML,2017-12-11,14.0,1
N,2017-12-11,8.666666666666666,1
NE,2017-12-11,6.0,0
NG,2017-12-11,10.0,0
NN,2017-12-11,10.0,0
NP,2017-12-11,5.0,0
NR,2017-12-11,4.0,0
NW,2017-12-11,9.5,0
OL,2017-12-11,11.5,1
OX,2017-12-11,9.8,1
PA,2017-12-11,4.0,0
PE,2017-12-11,8.4,1
PH,2017-12-11,8.333333333333334,1
PL,2017-12-11,7.5,0
PO,2017-12-11,7.0,0
PR,2017-12-11,16.0,0
RG,2017-12-11,6.0,0
RH,2017-12-11,6.0,1
RM,2017-12-11,5.75,1
S,2017-12-11,6.75,0
SA,2017-12-11,8.0,0
SE,2017-12-11,6.0,0
SG,2017-12-11,6.0,0
SK,2017-12-11,9.0,1
SL,2017-12-11,7.333333333333332,1
SM,2017-12-11,7.5,2
SN,2017-12-11,9.5,1
SO,2017-12-11,6.0,0
SP,2017-12-11,8.4,1
SR,2017-12-11,7.0,0
SS,2017-12-11,4.0,0
ST,2017-12-11,13.0,0
SW,2017-12-11,7.5,1
SY,2017-12-11,8.333333333333334,1
TA,2017-12-11,10.0,1
TD,2017-12-11,13.25,1
TF,2017-12-11,13.0,1
TN,2017-12-11,6.333333333333332,1
TQ,2017-12-11,7.333333333333332,1
TR,2017-12-11,7.5,1
TS,2017-12-11,14.333333333333336,0
TW,2017-12-11,10.0,0
UB,2017-12-11,6.0,0
W,2017-12-11,7.0,0
WA,2017-12-11,10.6,1
WC,2017-12-11,7.0,0
WD,2017-12-11,8.333333333333334,1
WF,2017-12-11,7.5,1
WN,2017-12-11,13.0,0
WR,2017-12-11,11.6,1
WS,2017-12-11,12.666666666666664,1
WV,2017-12-11,13.0,1
YO,2017-12-11,10.0,0
ZE,2017-12-11,,2
AB,2017-12-12,5.0,0
AL,2017-12-12,16.0,1
B,2017-12-12,15.0,0
BA,2017-12-12,16.0,1
BB,2017-12-12,19.0,1
BD,2017-12-12,13.5,1
BH,2017-12-12,12.0,0
BL,2017-12-12,22.5,1
BN,2017-12-12,13.0,0
BR,2017-12-12,15.0,2
BS,2017-12-12,16.0,0
BT,2017-12-12,10.5,0
CA,2017-12-12,23.0,0
CB,2017-12-12,16.0,1
CF,2017-12-12,9.0,0
CH,2017-12-12,12.0,0
CM,2017-12-12,15.5,1
CO,2017-12-12,14.666666666666664,2
CR,2017-12-12,15.666666666666664,2
CT,2017-12-12,15.5,1
CV,2017-12-12,15.333333333333336,0
CW,2017-12-12,16.0,1
DA,2017-12-12,15.5,1
DD,2017-12-12,5.0,1
DE,2017-12-12,14.75,1
DG,2017-12-12,23.0,1
DH,2017-12-12,11.0,1
DL,2017-12-12,14.428571428571427,1
DN,2017-12-12,13.75,1
DT,2017-12-12,9.666666666666666,1
DY,2017-12-12,15.0,1
E,2017-12-12,19.75,2
EC,2017-12-12,16.0,1
EH,2017-12-12,4.0,0
EN,2017-12-12,21.0,1
EX,2017-12-12,5.0,0
FK,2017-12-12,13.0,0
FY,2017-12-12,19.0,0
G,2017-12-12,13.5,0
GL,2017-12-12,13.6,1
GU,2017-12-12,12.0,1
GY,2017-12-12,,2
HA,2017-12-12,19.0,1
HD,2017-12-12,11.75,1
HG,2017-12-12,14.75,1
HP,2017-12-12,11.0,1
HR,2017-12-12,6.0,1
HS,2017-12-12,,2
HU,2017-12-12,14.0,0
HX,2017-12-12,15.777777777777779,2
IG,2017-12-12,17.857142857142858,2
IM,2017-12-12,,2
IP,2017-12-12,13.0,1
IV,2017-12-12,5.0,1
JE,2017-12-12,,2
KA,2017-12-12,11.0,1
KT,2017-12-12,17.0,1
KW,2017-12-12,5.0,2
KY,2017-12-12,7.0,1
L,2017-12-12,10.0,0
LA,2017-12-12,20.33333333333333,1
LD,2017-12-12,10.75,1
LE,2017-12-12,17.0,0
LL,2017-12-12,12.0,1
