region_id,timestamp,val_PM2.5_mean,extra_rings_PM2.5_mean
TS,2017-03-08,6.666666666666668,0
TW,2017-03-08,3.0,0
UB,2017-03-08,3.0,0
W,2017-03-08,7.5,1
WA,2017-03-08,8.0,0
WC,2017-03-08,6.0,0
WD,2017-03-08,9.0,1
WF,2017-03-08,6.2857142857142865,1
WN,2017-03-08,7.0,1
WR,2017-03-08,7.333333333333332,1
WS,2017-03-08,7.25,1
WV,2017-03-08,5.0,1
YO,2017-03-08,6.0,0
ZE,2017-03-08,,2
AB,2017-03-09,4.0,0
AL,2017-03-09,12.0,1
B,2017-03-09,8.666666666666666,0
BA,2017-03-09,10.0,1
BB,2017-03-09,8.0,1
BD,2017-03-09,9.0,1
BH,2017-03-09,9.0,1
BL,2017-03-09,7.333333333333332,1
BN,2017-03-09,9.0,0
BR,2017-03-09,7.0,1
BS,2017-03-09,10.0,0
BT,2017-03-09,7.0,0
CA,2017-03-09,9.0,0
CB,2017-03-09,12.0,1
CF,2017-03-09,10.0,0
CH,2017-03-09,5.0,0
CM,2017-03-09,9.333333333333334,1
CO,2017-03-09,10.0,2
CR,2017-03-09,8.0,1
CT,2017-03-09,7.0,1
CV,2017-03-09,9.666666666666666,0
CW,2017-03-09,7.0,1
DA,2017-03-09,6.0,0
DD,2017-03-09,4.0,1
DE,2017-03-09,8.833333333333334,1
DG,2017-03-09,9.0,1
DH,2017-03-09,6.6,1
DL,2017-03-09,6.7142857142857135,1
DN,2017-03-09,7.7142857142857135,1
DT,2017-03-09,11.0,1
DY,2017-03-09,8.666666666666666,1
E,2017-03-09,8.0,1
EC,2017-03-09,7.5,1
EH,2017-03-09,3.0,0
EN,2017-03-09,10.666666666666666,1
EX,2017-03-09,11.0,0
FK,2017-03-09,5.0,0
FY,2017-03-09,5.0,0
G,2017-03-09,5.5,0
GL,2017-03-09,10.142857142857142,1
GU,2017-03-09,8.833333333333334,1
GY,2017-03-09,,2
HA,2017-03-09,9.0,0
HD,2017-03-09,6.666666666666668,1
HG,2017-03-09,7.75,1
HP,2017-03-09,9.0,1
HR,2017-03-09,11.0,1
HS,2017-03-09,,2
HU,2017-03-09,8.0,0
HX,2017-03-09,7.5,2
IG,2017-03-09,8.0,1
IM,2017-03-09,,2
IP,2017-03-09,12.0,1
IV,2017-03-09,4.0,1
JE,2017-03-09,,2
KA,2017-03-09,5.0,1
KT,2017-03-09,6.0,1
KW,2017-03-09,4.0,2
KY,2017-03-09,4.0,1
L,2017-03-09,6.0,0
LA,2017-03-09,7.333333333333332,1
LD,2017-03-09,11.6,1
LE,2017-03-09,10.0,0
LL,2017-03-09,5.0,1
LN,2017-03-09,13.0,1
LS,2017-03-09,9.0,0
LU,2017-03-09,12.0,1
M,2017-03-09,7.0,0
ME,2017-03-09,7.0,0
MK,2017-03-09,11.0,1
ML,2017-03-09,4.75,1
N,2017-03-09,9.0,1
NE,2017-03-09,7.0,0
NG,2017-03-09,13.0,0
NN,2017-03-09,9.8,1
NP,2017-03-09,11.0,0
NR,2017-03-09,12.0,0
NW,2017-03-09,10.0,0
OL,2017-03-09,7.0,1
OX,2017-03-09,10.0,0
PA,2017-03-09,4.0,0
PE,2017-03-09,11.75,1
PH,2017-03-09,4.333333333333333,1
PL,2017-03-09,6.0,0
PO,2017-03-09,12.0,0
PR,2017-03-09,8.0,0
RG,2017-03-09,8.0,0
RH,2017-03-09,9.0,1
RM,2017-03-09,7.333333333333332,1
S,2017-03-09,6.666666666666668,0
SA,2017-03-09,13.0,0
SE,2017-03-09,8.0,0
SG,2017-03-09,12.0,0
SK,2017-03-09,7.142857142857142,1
SL,2017-03-09,6.333333333333332,1
SM,2017-03-09,7.0,2
SN,2017-03-09,9.333333333333334,1
SO,2017-03-09,9.0,0
SP,2017-03-09,8.666666666666666,1
SR,2017-03-09,8.0,0
SS,2017-03-09,8.0,0
ST,2017-03-09,8.0,0
SW,2017-03-09,7.0,1
SY,2017-03-09,10.333333333333334,1
TA,2017-03-09,10.5,1
TD,2017-03-09,6.333333333333332,1
TF,2017-03-09,8.0,1
TN,2017-03-09,7.25,1
TQ,2017-03-09,7.666666666666668,1
TR,2017-03-09,6.0,1
TS,2017-03-09,6.0,0
TW,2017-03-09,6.0,0
UB,2017-03-09,5.0,0
W,2017-03-09,7.833333333333332,1
WA,2017-03-09,8.0,0
WC,2017-03-09,7.0,0
WD,2017-03-09,8.5,1
WF,2017-03-09,7.2857142857142865,1
WN,2017-03-09,7.2,1
WR,2017-03-09,9.166666666666666,1
WS,2017-03-09,8.5,1
WV,2017-03-09,8.0,1
YO,2017-03-09,6.5,0
ZE,2017-03-09,,2
AB,2017-03-10,8.0,0
AL,2017-03-10,14.0,1
B,2017-03-10,14.333333333333336,0
BA,2017-03-10,9.0,1
BB,2017-03-10,12.0,1
BD,2017-03-10,21.0,1
BH,2017-03-10,12.0,1
BL,2017-03-10,13.666666666666664,1
BN,2017-03-10,16.0,0
BR,2017-03-10,12.0,1
BS,2017-03-10,9.0,0
BT,2017-03-10,8.5,0
CA,2017-03-10,8.0,0
CB,2017-03-10,14.0,1
CF,2017-03-10,11.0,0
CH,2017-03-10,10.0,0
CM,2017-03-10,14.666666666666664,1
CO,2017-03-10,15.25,2
CR,2017-03-10,13.0,1
CT,2017-03-10,14.5,1
CV,2017-03-10,14.0,0
CW,2017-03-10,12.666666666666664,1
DA,2017-03-10,11.0,0
DD,2017-03-10,8.0,1
DE,2017-03-10,14.833333333333336,1
DG,2017-03-10,8.0,1
DH,2017-03-10,18.0,1
DL,2017-03-10,15.714285714285715,1
DN,2017-03-10,15.285714285714285,1
DT,2017-03-10,7.0,1
DY,2017-03-10,14.333333333333336,1
E,2017-03-10,13.0,1
EC,2017-03-10,12.0,1
EH,2017-03-10,3.0,0
EN,2017-03-10,16.666666666666668,1
EX,2017-03-10,7.0,0
FK,2017-03-10,9.0,0
FY,2017-03-10,11.0,0
G,2017-03-10,8.0,0
GL,2017-03-10,12.857142857142858,1
GU,2017-03-10,12.833333333333336,1
GY,2017-03-10,,2
HA,2017-03-10,14.0,0
HD,2017-03-10,16.666666666666668,1
HG,2017-03-10,17.5,1
HP,2017-03-10,13.0,1
HR,2017-03-10,12.0,1
HS,2017-03-10,,2
HU,2017-03-10,12.0,0
HX,2017-03-10,16.625,2
IG,2017-03-10,13.0,1
IM,2017-03-10,,2
IP,2017-03-10,17.0,1
IV,2017-03-10,8.0,1
JE,2017-03-10,,2
KA,2017-03-10,8.0,1
KT,2017-03-10,11.0,1
KW,2017-03-10,8.0,2
KY,2017-03-10,6.0,1
L,2017-03-10,12.0,0
LA,2017-03-10,10.333333333333334,1
LD,2017-03-10,12.0,1
LE,2017-03-10,12.0,0
LL,2017-03-10,10.0,1
LN,2017-03-10,17.0,1
LS,2017-03-10,21.0,0
LU,2017-03-10,14.0,1
M,2017-03-10,14.5,0
ME,2017-03-10,14.5,0
MK,2017-03-10,14.5,1
ML,2017-03-10,7.0,1
N,2017-03-10,15.666666666666664,1
NE,2017-03-10,19.0,0
NG,2017-03-10,17.0,0
NN,2017-03-10,13.8,1
NP,2017-03-10,12.0,0
NR,2017-03-10,17.0,0
NW,2017-03-10,18.0,0
OL,2017-03-10,14.5,1
OX,2017-03-10,15.0,0
PA,2017-03-10,8.0,0
PE,2017-03-10,15.0,1
PH,2017-03-10,8.333333333333334,1
PL,2017-03-10,9.5,0
PO,2017-03-10,15.0,0
PR,2017-03-10,12.0,0
RG,2017-03-10,11.0,0
RH,2017-03-10,16.0,1
RM,2017-03-10,13.833333333333336,1
S,2017-03-10,16.666666666666668,0
SA,2017-03-10,12.5,0
SE,2017-03-10,13.0,0
SG,2017-03-10,14.0,0
SK,2017-03-10,15.285714285714285,1
SL,2017-03-10,10.333333333333334,1
SM,2017-03-10,11.666666666666664,2
SN,2017-03-10,11.666666666666664,1
SO,2017-03-10,12.0,0
SP,2017-03-10,11.666666666666664,1
SR,2017-03-10,16.0,0
SS,2017-03-10,15.0,0
ST,2017-03-10,14.0,0
SW,2017-03-10,11.666666666666664,1
SY,2017-03-10,11.666666666666664,1
TA,2017-03-10,8.0,1
TD,2017-03-10,10.0,1
TF,2017-03-10,14.0,1
TN,2017-03-10,14.0,1
TQ,2017-03-10,8.666666666666666,1
TR,2017-03-10,9.5,1
TS,2017-03-10,18.33333333333333,0
TW,2017-03-10,11.0,0
UB,2017-03-10,9.0,0
W,2017-03-10,13.5,1
WA,2017-03-10,14.0,0
WC,2017-03-10,11.0,0
WD,2017-03-10,14.75,1
WF,2017-03-10,17.142857142857142,1
WN,2017-03-10,13.4,1
WR,2017-03-10,14.166666666666664,1
WS,2017-03-10,14.25,1
WV,2017-03-10,14.0,1
YO,2017-03-10,14.0,0
ZE,2017-03-10,,2
AB,2017-03-11,9.0,0
AL,2017-03-11,25.0,1
B,2017-03-11,17.333333333333332,0
BA,2017-03-11,17.0,1
BB,2017-03-11,16.0,1
BD,2017-03-11,24.0,1
BH,2017-03-11,22.5,1
BL,2017-03-11,16.333333333333332,1
BN,2017-03-11,32.0,0
BR,2017-03-11,23.5,1
BS,2017-03-11,17.0,0
BT,2017-03-11,11.5,0
CA,2017-03-11,15.0,0
CB,2017-03-11,25.0,1
CF,2017-03-11,21.0,0
CH,2017-03-11,13.0,0
CM,2017-03-11,28.33333333333333,1
CO,2017-03-11,28.0,2
CR,2017-03-11,24.0,1
CT,2017-03-11,27.5,1
CV,2017-03-11,19.33333333333333,0
CW,2017-03-11,14.333333333333336,1
DA,2017-03-11,23.0,0
DD,2017-03-11,9.0,1
DE,2017-03-11,19.08333333333333,1
DG,2017-03-11,15.0,1
DH,2017-03-11,21.2,1
DL,2017-03-11,19.857142857142858,1
DN,2017-03-11,20.714285714285715,1
DT,2017-03-11,14.0,1
DY,2017-03-11,17.333333333333332,1
E,2017-03-11,24.0,1
EC,2017-03-11,22.5,1
EH,2017-03-11,4.5,0
EN,2017-03-11,26.0,1
EX,2017-03-11,14.0,0
FK,2017-03-11,8.0,0
FY,2017-03-11,18.0,0
G,2017-03-11,7.0,0
GL,2017-03-11,19.142857142857142,1
GU,2017-03-11,23.5,1
GY,2017-03-11,,2
HA,2017-03-11,24.0,0
HD,2017-03-11,20.33333333333333,1
HG,2017-03-11,22.0,1
HP,2017-03-11,21.0,1
HR,2017-03-11,18.5,1
HS,2017-03-11,,2
HU,2017-03-11,21.0,0
HX,2017-03-11,19.75,2
IG,2017-03-11,24.0,1
IM,2017-03-11,,2
IP,2017-03-11,27.0,1
IV,2017-03-11,9.0,1
JE,2017-03-11,,2
KA,2017-03-11,6.333333333333332,1
KT,2017-03-11,21.0,1
KW,2017-03-11,9.0,2
KY,2017-03-11,5.666666666666668,1
L,2017-03-11,15.0,0
LA,2017-03-11,16.333333333333332,1
LD,2017-03-11,19.6,1
LE,2017-03-11,21.0,0
LL,2017-03-11,13.0,1
LN,2017-03-11,23.0,1
LS,2017-03-11,24.0,0
LU,2017-03-11,25.0,1
M,2017-03-11,16.5,0
ME,2017-03-11,27.5,0
MK,2017-03-11,23.5,1
ML,2017-03-11,6.2,1
N,2017-03-11,24.66666666666667,1
NE,2017-03-11,24.0,0
NG,2017-03-11,23.0,0
NN,2017-03-11,20.2,1
NP,2017-03-11,18.5,0
NR,2017-03-11,27.0,0
NW,2017-03-11,26.5,0
OL,2017-03-11,16.5,1
OX,2017-03-11,22.0,0
PA,2017-03-11,5.0,0
PE,2017-03-11,24.0,1
PH,2017-03-11,7.333333333333332,1
PL,2017-03-11,15.5,0
PO,2017-03-11,23.0,0
PR,2017-03-11,16.0,0
RG,2017-03-11,20.0,0
RH,2017-03-11,32.0,1
RM,2017-03-11,27.0,1
S,2017-03-11,20.33333333333333,0
SA,2017-03-11,20.0,0
SE,2017-03-11,24.0,0
SG,2017-03-11,25.0,0
SK,2017-03-11,17.714285714285715,1
SL,2017-03-11,20.0,1
SM,2017-03-11,22.0,2
SN,2017-03-11,19.666666666666668,1
SO,2017-03-11,22.5,0
SP,2017-03-11,21.66666666666667,1
SR,2017-03-11,22.0,0
SS,2017-03-11,30.0,0
ST,2017-03-11,14.0,0
SW,2017-03-11,22.0,1
SY,2017-03-11,17.666666666666668,1
TA,2017-03-11,15.5,1
TD,2017-03-11,12.0,1
TF,2017-03-11,14.0,1
TN,2017-03-11,27.5,1
TQ,2017-03-11,15.0,1
TR,2017-03-11,15.5,1
TS,2017-03-11,20.0,0
TW,2017-03-11,21.0,0
UB,2017-03-11,19.0,0
W,2017-03-11,23.0,1
WA,2017-03-11,16.0,0
WC,2017-03-11,21.0,0
WD,2017-03-11,24.0,1
WF,2017-03-11,21.285714285714285,1
WN,2017-03-11,16.0,1
WR,2017-03-11,18.33333333333333,1
WS,2017-03-11,16.5,1
WV,2017-03-11,14.0,1
YO,2017-03-11,20.0,0
ZE,2017-03-11,,2
AB,2017-03-12,16.0,0
AL,2017-03-12,24.0,1
B,2017-03-12,16.0,0
BA,2017-03-12,14.0,1
BB,2017-03-12,12.0,1
BD,2017-03-12,14.0,1
BH,2017-03-12,18.5,1
BL,2017-03-12,12.333333333333336,1
BN,2017-03-12,27.0,0
BR,2017-03-12,27.0,1
BS,2017-03-12,14.0,0
BT,2017-03-12,8.5,0
CA,2017-03-12,9.0,0
CB,2017-03-12,24.0,1
CF,2017-03-12,9.0,0
CH,2017-03-12,6.0,0
CM,2017-03-12,28.0,1
CO,2017-03-12,29.0,2
CR,2017-03-12,26.0,1
CT,2017-03-12,28.0,1
CV,2017-03-12,16.0,0
CW,2017-03-12,10.666666666666666,1
DA,2017-03-12,28.0,0
DD,2017-03-12,16.0,1
DE,2017-03-12,14.916666666666664,1
DG,2017-03-12,9.0,1
DH,2017-03-12,12.4,1
DL,2017-03-12,13.142857142857142,1
DN,2017-03-12,15.142857142857142,1
DT,2017-03-12,7.0,1
DY,2017-03-12,16.0,1
E,2017-03-12,26.0,1
EC,2017-03-12,24.0,1
EH,2017-03-12,4.5,0
EN,2017-03-12,25.0,1
EX,2017-03-12,7.0,0
FK,2017-03-12,9.0,0
FY,2017-03-12,8.0,0
G,2017-03-12,7.0,0
GL,2017-03-12,15.428571428571427,1
GU,2017-03-12,20.0,1
GY,2017-03-12,,2
HA,2017-03-12,21.0,0
HD,2017-03-12,12.666666666666664,1
HG,2017-03-12,15.0,1
HP,2017-03-12,17.0,1
HR,2017-03-12,14.5,1
HS,2017-03-12,,2
HU,2017-03-12,20.0,0
HX,2017-03-12,12.875,2
IG,2017-03-12,26.0,1
IM,2017-03-12,,2
IP,2017-03-12,32.0,1
IV,2017-03-12,16.0,1
JE,2017-03-12,,2
KA,2017-03-12,7.0,1
KT,2017-03-12,19.0,1
KW,2017-03-12,16.0,2
KY,2017-03-12,6.0,1
L,2017-03-12,9.0,0
LA,2017-03-12,9.666666666666666,1
LD,2017-03-12,11.2,1
LE,2017-03-12,15.0,0
LL,2017-03-12,6.0,1
LN,2017-03-12,16.0,1
LS,2017-03-12,14.0,0
LU,2017-03-12,24.0,1
M,2017-03-12,12.5,0
ME,2017-03-12,28.0,0
MK,2017-03-12,20.5,1
ML,2017-03-12,6.4,1
N,2017-03-12,24.33333333333333,1
NE,2017-03-12,14.0,0
NG,2017-03-12,16.0,0
NN,2017-03-12,16.0,1
NP,2017-03-12,14.5,0
NR,2017-03-12,32.0,0
NW,2017-03-12,25.5,0
OL,2017-03-12,12.5,1
OX,2017-03-12,17.0,0
PA,2017-03-12,7.0,0
PE,2017-03-12,21.75,1
PH,2017-03-12,10.666666666666666,1
PL,2017-03-12,8.0,0
PO,2017-03-12,20.0,0
PR,2017-03-12,12.0,0
RG,2017-03-12,17.0,0
RH,2017-03-12,27.0,1
RM,2017-03-12,28.33333333333333,1
S,2017-03-12,12.666666666666664,0
SA,2017-03-12,9.0,0
SE,2017-03-12,26.0,0
SG,2017-03-12,24.0,0
SK,2017-03-12,12.714285714285715,1
SL,2017-03-12,17.666666666666668,1
SM,2017-03-12,22.33333333333333,2
SN,2017-03-12,16.0,1
SO,2017-03-12,18.5,0
SP,2017-03-12,18.0,1
SR,2017-03-12,11.0,0
SS,2017-03-12,30.0,0
ST,2017-03-12,14.0,0
SW,2017-03-12,22.33333333333333,1
SY,2017-03-12,8.0,1
TA,2017-03-12,10.5,1
TD,2017-03-12,8.0,1
TF,2017-03-12,14.0,1
TN,2017-03-12,27.75,1
TQ,2017-03-12,7.666666666666668,1
TR,2017-03-12,8.0,1
TS,2017-03-12,12.333333333333336,0
TW,2017-03-12,19.0,0
UB,2017-03-12,17.0,0
W,2017-03-12,21.66666666666667,1
WA,2017-03-12,12.0,0
WC,2017-03-12,22.0,0
WD,2017-03-12,22.25,1
WF,2017-03-12,14.0,1
WN,2017-03-12,11.6,1
WR,2017-03-12,16.0,1
WS,2017-03-12,15.5,1
WV,2017-03-12,14.0,1
YO,2017-03-12,16.0,0
ZE,2017-03-12,,2
AB,2017-03-13,10.0,0
AL,2017-03-13,11.0,1
B,2017-03-13,9.666666666666666,0
BA,2017-03-13,9.0,1
BB,2017-03-13,10.0,1
BD,2017-03-13,11.0,1
BH,2017-03-13,5.0,1
BL,2017-03-13,11.333333333333336,1
BN,2017-03-13,9.0,0
BR,2017-03-13,11.0,1
BS,2017-03-13,9.0,0
BT,2017-03-13,14.0,0
CA,2017-03-13,13.0,0
CB,2017-03-13,11.0,1
CF,2017-03-13,10.0,0
CH,2017-03-13,7.0,0
CM,2017-03-13,11.333333333333336,1
CO,2017-03-13,11.5,2
CR,2017-03-13,12.0,1
CT,2017-03-13,9.5,1
CV,2017-03-13,9.666666666666666,0
CW,2017-03-13,9.333333333333334,1
DA,2017-03-13,10.0,0
DD,2017-03-13,10.0,1
DE,2017-03-13,9.666666666666666,1
DG,2017-03-13,13.0,1
DH,2017-03-13,10.0,1
DL,2017-03-13,9.857142857142858,1
DN,2017-03-13,9.285714285714286,1
DT,2017-03-13,9.0,1
DY,2017-03-13,9.666666666666666,1
E,2017-03-13,12.0,1
EC,2017-03-13,10.0,1
EH,2017-03-13,9.0,0
EN,2017-03-13,12.666666666666664,1
EX,2017-03-13,9.0,0
FK,2017-03-13,14.0,0
FY,2017-03-13,7.0,0
G,2017-03-13,13.5,0
GL,2017-03-13,10.285714285714286,1
GU,2017-03-13,7.166666666666668,1
GY,2017-03-13,,2
HA,2017-03-13,12.0,0
HD,2017-03-13,8.333333333333334,1
HG,2017-03-13,10.0,1
HP,2017-03-13,8.0,1
HR,2017-03-13,12.5,1
HS,2017-03-13,,2
HU,2017-03-13,10.0,0
HX,2017-03-13,10.125,2
IG,2017-03-13,12.0,1
IM,2017-03-13,,2
IP,2017-03-13,12.0,1
IV,2017-03-13,10.0,1
JE,2017-03-13,,2
KA,2017-03-13,13.666666666666664,1
KT,2017-03-13,7.0,1
KW,2017-03-13,10.0,2
KY,2017-03-13,11.5,1
L,2017-03-13,9.0,0
LA,2017-03-13,10.0,1
LD,2017-03-13,11.2,1
LE,2017-03-13,12.0,0
LL,2017-03-13,7.0,1
LN,2017-03-13,12.0,1
LS,2017-03-13,11.0,0
LU,2017-03-13,11.0,1
M,2017-03-13,12.0,0
ME,2017-03-13,9.5,0
MK,2017-03-13,10.0,1
ML,2017-03-13,12.5,1
N,2017-03-13,11.666666666666664,1
NE,2017-03-13,12.0,0
NG,2017-03-13,12.0,0
NN,2017-03-13,10.0,1
NP,2017-03-13,12.5,0
NR,2017-03-13,12.0,0
NW,2017-03-13,13.5,0
OL,2017-03-13,12.0,1
OX,2017-03-13,9.0,0
PA,2017-03-13,14.0,0
PE,2017-03-13,11.75,1
PH,2017-03-13,12.666666666666664,1
PL,2017-03-13,8.0,0
PO,2017-03-13,10.0,0
PR,2017-03-13,10.0,0
RG,2017-03-13,7.0,0
RH,2017-03-13,9.0,1
RM,2017-03-13,10.666666666666666,1
S,2017-03-13,8.333333333333334,0
SA,2017-03-13,10.5,0
SE,2017-03-13,12.0,0
SG,2017-03-13,11.0,0
SK,2017-03-13,10.0,1
SL,2017-03-13,7.0,1
SM,2017-03-13,9.0,2
SN,2017-03-13,8.333333333333334,1
SO,2017-03-13,5.0,0
SP,2017-03-13,5.666666666666668,1
SR,2017-03-13,12.0,0
SS,2017-03-13,11.5,0
ST,2017-03-13,9.0,0
SW,2017-03-13,9.0,1
SY,2017-03-13,9.333333333333334,1
TA,2017-03-13,9.0,1
TD,2017-03-13,11.333333333333336,1
TF,2017-03-13,9.0,1
TN,2017-03-13,9.5,1
TQ,2017-03-13,8.333333333333334,1
TR,2017-03-13,8.0,1
TS,2017-03-13,8.666666666666666,0
TW,2017-03-13,7.0,0
UB,2017-03-13,7.0,0
W,2017-03-13,10.166666666666666,1
WA,2017-03-13,12.0,0
WC,2017-03-13,8.0,0
WD,2017-03-13,11.5,1
WF,2017-03-13,9.285714285714286,1
WN,2017-03-13,11.0,1
WR,2017-03-13,9.666666666666666,1
WS,2017-03-13,9.5,1
WV,2017-03-13,9.0,1
YO,2017-03-13,9.0,0
ZE,2017-03-13,,2
AB,2017-03-14,6.0,0
AL,2017-03-14,13.0,1
B,2017-03-14,9.0,0
BA,2017-03-14,8.0,1
BB,2017-03-14,9.0,1
BD,2017-03-14,11.5,1
BH,2017-03-14,8.5,1
BL,2017-03-14,9.0,1
BN,2017-03-14,9.0,0
BR,2017-03-14,12.0,1
BS,2017-03-14,8.0,0
BT,2017-03-14,10.5,0
CA,2017-03-14,10.0,0
CB,2017-03-14,13.0,1
CF,2017-03-14,8.0,0
CH,2017-03-14,5.0,0
CM,2017-03-14,14.666666666666664,1
CO,2017-03-14,15.0,2
CR,2017-03-14,14.0,1
CT,2017-03-14,13.5,1
CV,2017-03-14,11.333333333333336,0
CW,2017-03-14,7.0,1
DA,2017-03-14,10.0,0
DD,2017-03-14,6.0,1
DE,2017-03-14,9.5,1
DG,2017-03-14,10.0,1
DH,2017-03-14,6.4,1
DL,2017-03-14,7.142857142857142,1
DN,2017-03-14,8.857142857142858,1
DT,2017-03-14,9.0,1
DY,2017-03-14,9.0,1
E,2017-03-14,14.0,1
EC,2017-03-14,12.5,1
EH,2017-03-14,7.5,0
EN,2017-03-14,14.0,1
EX,2017-03-14,9.0,0
FK,2017-03-14,9.0,0
FY,2017-03-14,6.0,0
G,2017-03-14,8.5,0
GL,2017-03-14,12.0,1
GU,2017-03-14,8.333333333333334,1
GY,2017-03-14,,2
HA,2017-03-14,12.0,0
HD,2017-03-14,8.0,1
HG,2017-03-14,9.75,1
HP,2017-03-14,10.0,1
HR,2017-03-14,15.0,1
HS,2017-03-14,,2
HU,2017-03-14,11.0,0
HX,2017-03-14,9.5,2
IG,2017-03-14,14.0,1
IM,2017-03-14,,2
IP,2017-03-14,16.0,1
IV,2017-03-14,6.0,1
JE,2017-03-14,,2
KA,2017-03-14,9.0,1
KT,2017-03-14,7.0,1
KW,2017-03-14,6.0,2
KY,2017-03-14,8.0,1
L,2017-03-14,8.0,0
LA,2017-03-14,8.333333333333334,1
LD,2017-03-14,11.8,1
LE,2017-03-14,11.0,0
LL,2017-03-14,5.0,1
LN,2017-03-14,11.0,1
LS,2017-03-14,11.5,0
LU,2017-03-14,13.0,1
M,2017-03-14,10.0,0
ME,2017-03-14,13.5,0
MK,2017-03-14,12.5,1
ML,2017-03-14,8.2,1
N,2017-03-14,13.333333333333336,1
NE,2017-03-14,8.0,0
NG,2017-03-14,11.0,0
NN,2017-03-14,11.4,1
NP,2017-03-14,15.0,0
NR,2017-03-14,16.0,0
NW,2017-03-14,14.5,0
OL,2017-03-14,10.0,1
OX,2017-03-14,12.0,0
PA,2017-03-14,10.0,0
PE,2017-03-14,12.75,1
PH,2017-03-14,8.333333333333334,1
PL,2017-03-14,6.5,0
PO,2017-03-14,9.0,0
PR,2017-03-14,9.0,0
RG,2017-03-14,8.0,0
RH,2017-03-14,9.0,1
RM,2017-03-14,13.666666666666664,1
S,2017-03-14,8.0,0
SA,2017-03-14,10.5,0
SE,2017-03-14,14.0,0
SG,2017-03-14,13.0,0
SK,2017-03-14,8.571428571428571,1
SL,2017-03-14,7.666666666666668,1
SM,2017-03-14,10.666666666666666,2
SN,2017-03-14,9.333333333333334,1
SO,2017-03-14,8.5,0
SP,2017-03-14,8.333333333333334,1
SR,2017-03-14,8.0,0
SS,2017-03-14,15.5,0
ST,2017-03-14,7.0,0
SW,2017-03-14,10.666666666666666,1
SY,2017-03-14,8.666666666666666,1
TA,2017-03-14,8.5,1
TD,2017-03-14,8.25,1
TF,2017-03-14,7.0,1
TN,2017-03-14,11.5,1
TQ,2017-03-14,7.333333333333332,1
TR,2017-03-14,6.5,1
TS,2017-03-14,5.333333333333333,0
TW,2017-03-14,7.0,0
UB,2017-03-14,8.0,0
W,2017-03-14,11.166666666666664,1
WA,2017-03-14,9.0,0
WC,2017-03-14,11.0,0
WD,2017-03-14,12.25,1
WF,2017-03-14,9.0,1
WN,2017-03-14,7.0,0
WR,2017-03-14,10.166666666666666,1
WS,2017-03-14,8.5,1
WV,2017-03-14,7.0,1
YO,2017-03-14,8.0,0
ZE,2017-03-14,,2
AB,2017-03-15,7.0,0
AL,2017-03-15,15.0,1
B,2017-03-15,11.666666666666664,0
BA,2017-03-15,15.0,1
BB,2017-03-15,13.0,1
BD,2017-03-15,15.5,1
BH,2017-03-15,14.0,1
BL,2017-03-15,14.0,1
BN,2017-03-15,14.0,0
BR,2017-03-15,17.5,1
BS,2017-03-15,15.0,0
BT,2017-03-15,10.5,0
CA,2017-03-15,13.0,0
CB,2017-03-15,15.0,1
CF,2017-03-15,15.0,0
CH,2017-03-15,9.0,0
CM,2017-03-15,18.33333333333333,1
CO,2017-03-15,17.75,2
CR,2017-03-15,19.0,1
CT,2017-03-15,17.5,1
CV,2017-03-15,13.333333333333336,0
CW,2017-03-15,10.333333333333334,1
DA,2017-03-15,16.0,0
DD,2017-03-15,7.0,1
DE,2017-03-15,12.583333333333336,1
DG,2017-03-15,13.0,1
DH,2017-03-15,12.0,1
DL,2017-03-15,12.142857142857142,1
DN,2017-03-15,12.714285714285715,1
DT,2017-03-15,6.0,1
DY,2017-03-15,11.666666666666664,1
E,2017-03-15,19.0,1
EC,2017-03-15,17.0,1
EH,2017-03-15,8.0,0
EN,2017-03-15,19.33333333333333,1
EX,2017-03-15,6.0,0
FK,2017-03-15,9.0,0
FY,2017-03-15,10.0,0
G,2017-03-15,10.0,0
GL,2017-03-15,14.571428571428573,1
GU,2017-03-15,13.5,1
GY,2017-03-15,,2
HA,2017-03-15,15.0,0
HD,2017-03-15,12.0,1
HG,2017-03-15,14.25,1
HP,2017-03-15,13.5,1
HR,2017-03-15,16.5,1
HS,2017-03-15,,2
HU,2017-03-15,13.0,0
HX,2017-03-15,13.625,2
IG,2017-03-15,19.0,1
IM,2017-03-15,,2
IP,2017-03-15,16.0,1
IV,2017-03-15,7.0,1
JE,2017-03-15,,2
KA,2017-03-15,10.333333333333334,1
KT,2017-03-15,12.0,1
KW,2017-03-15,7.0,2
KY,2017-03-15,8.333333333333334,1
L,2017-03-15,13.0,0
LA,2017-03-15,12.0,1
LD,2017-03-15,15.2,1
LE,2017-03-15,16.0,0
LL,2017-03-15,9.0,1
LN,2017-03-15,14.0,1
LS,2017-03-15,15.5,0
LU,2017-03-15,15.0,1
M,2017-03-15,14.5,0
ME,2017-03-15,17.5,0
MK,2017-03-15,14.5,1
ML,2017-03-15,9.0,1
N,2017-03-15,19.33333333333333,1
NE,2017-03-15,14.0,0
NG,2017-03-15,14.0,0
NN,2017-03-15,14.0,1
NP,2017-03-15,16.5,0
NR,2017-03-15,16.0,0
NW,2017-03-15,21.5,0
OL,2017-03-15,14.5,1
OX,2017-03-15,14.0,0
PA,2017-03-15,11.0,0
PE,2017-03-15,15.25,1
PH,2017-03-15,9.0,1
PL,2017-03-15,4.0,0
